id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(x3 / ((Abs(Exp((x0 * t0))) ^ (Sqrt(Abs(x0)) / x3)) + Exp(((t1 - x3) / ((Sin(Log(Exp((Sin((Sqrt(Abs(Exp(x49))) / (((x11 / x48) / x38) / (Abs(Exp((x37 * x11))) ^ x33)))) * x29)))) - t2) + Exp((Sqrt(Abs(x0)) - (Sin(x4) - t3)))))))),-1.5386447742138392;-0.8842115936822504;1.9034299934927805;1.3517510638251002,50,0.4767457138200028,0.4755908780054579,0.535971722967129,0.48872889416628496
