gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,153.37679,141.54416,141.54427,188.92288,203.38632,152.1983,146.09412,146.85718,191.6116,206.324,3935.3875,3895.2444,3895.2449,4039.608,4076.492,3958.6936,3911.8699,3921.1575,4055.2883,4092.1643,14.4849415,6.931472,6.931472,30.761145,33.271065,9.401118,4.8638144,6.1308804,15.036159,16.851015,9,5,5,14,16,6.046,5.726,5.806,6.324,6.34
2,153.37679,141.54411,141.54424,188.75156,188.92288,152.1981,146.10065,146.10065,191.17299,191.61143,3935.3875,3895.2444,3895.2446,4039.1543,4039.608,3957.487,3909.7656,3913.0535,4055.2712,4055.2883,12.542316,5.5451775,6.931472,29.11218,31.191624,9.401118,4.4142175,5.060684,13.231864,17.647345,7,4,5,14,15,5.512,5.036,5.146,5.862,6.098
3,153.37679,141.5441,141.54416,178.78676,188.75143,148.91316,146.04715,146.10062,161.14377,191.61143,3935.3875,3895.2444,3895.2444,4012.0356,4039.154,3954.619,3909.765,3911.8696,4046.055,4052.2166,9.704061,5.5451775,6.931472,22.873857,27.03274,9.566427,4.863803,7.369389,12.158096,13.224894,7,4,5,11,13,5.008,4.412,4.6,5.598,5.734
4,153.37679,141.5441,141.54411,156.4006,165.11317,149.81271,146.04715,146.10062,153.88275,156.39827,3935.3875,3895.2441,3895.2444,3945.149,3972.2542,3954.6106,3909.765,3911.8696,3981.796,3987.4036,9.656628,5.5451775,6.931472,27.03274,29.188652,9.451487,4.863803,7.368772,12.158096,13.147396,6,4,5,13,15,4.244,3.736,3.866,5.068,5.356
5,153.37679,141.5441,141.54411,155.79471,156.40053,146.98506,146.09993,146.10062,152.1984,153.88275,3935.3875,3895.2441,3895.2444,3943.208,3945.1487,3954.6106,3909.765,3911.8694,3967.3267,3981.796,9.656628,5.5451775,6.931472,24.953299,29.188652,9.546181,4.12165,4.9167833,10.238197,10.444707,6,4,5,12,15,3.444,2.936,3.042,4.322,4.566
6,153.37675,141.5441,141.54411,155.79471,156.40053,146.92628,146.1006,146.10062,153.88275,154.2348,3935.3872,3895.2441,3895.2444,3943.208,3945.1487,3951.9287,3909.765,3911.8694,3966.1213,3981.796,8.317766,5.5451775,6.931472,16.125835,16.125835,9.2281475,4.1196,4.9167833,10.238165,10.444707,6,4,5,9,9,2.802,2.122,2.248,3.576,3.854
7,153.37675,141.5441,141.54416,155.22722,155.79471,146.92628,146.06587,146.10062,153.88275,154.2348,3935.3872,3895.2441,3895.2444,3941.3833,3943.208,3951.9287,3909.6016,3909.765,3964.724,3981.796,8.317766,5.5451775,6.931472,14.334076,16.125835,8.933742,4.1196,4.9167943,10.238165,10.433028,6,4,5,8,9,2.548,1.884,1.97,3.376,3.474
8,153.37674,141.5441,141.54414,155.22722,155.79471,146.9261,146.10045,146.10063,153.88275,154.2348,3935.3872,3895.2441,3895.2444,3941.3833,3943.208,3951.9282,3909.601,3909.765,3964.724,3981.796,6.931472,5.5451775,6.931472,14.334076,16.125835,9.069303,4.863803,4.916848,10.238165,10.433028,5,4,5,8,9,2.562,1.886,1.918,3.442,3.514
9,153.37674,141.5441,141.54414,155.22722,155.79471,146.9261,146.10057,146.10063,153.88275,154.2348,3935.3872,3895.2441,3895.2444,3941.3833,3943.208,3951.9282,3909.601,3909.6013,3963.6309,3981.796,6.931472,5.5451775,6.931472,12.875504,16.125835,8.933742,4.863803,4.9167943,10.238165,10.798795,5,4,5,8,9,2.792,1.978,2.064,3.988,4.032
10,153.37672,141.5441,141.54414,155.22722,155.79471,146.92607,142.46071,146.10062,152.19852,153.88275,3935.3872,3895.2441,3895.2444,3941.3833,3943.208,3951.8047,3909.601,3909.601,3961.6528,3981.796,6.931472,6.931472,6.931472,17.703817,22.873857,7.483617,4.1196,4.9167943,10.864269,11.092327,5,5,5,11,11,2.946,2.08,2.25,4.642,4.736
