gen,fevals_median,fevals_p5,fevals_p10,fevals_p90,fevals_p95,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
247,991764,871407,911734,1071455,1097453,3.5304285e-5,1.9870722e-5,2.1396367e-5,7.287808e-5,0.00010522033,0.00046137988,4.999683e-5,5.8966172e-5,0.02617737,0.066336505,-852.5673828125,-918.6644897460938,-910.157470703125,-769.2172241210938,-726.9813232421875,-435.78619384765625,-611.3458251953125,-587.531005859375,3.4028234663852886e38,3.4028234663852886e38,225.71555,170.3913,181.90422,248.49066,251.36504,174.59663,52.925583,65.7144,3.4028235e38,3.4028235e38,93,72,76,100,100,62.164482,61.238518,61.432137,62.68618,63.195038
248,995816,874690,915916,1075785,1101987,3.5304285e-5,1.9870722e-5,2.1396367e-5,7.27532e-5,0.00010522033,0.00046137988,4.999683e-5,5.8966172e-5,0.02617737,0.066336505,-852.5673828125,-918.6644897460938,-910.157470703125,-769.4144897460938,-726.9813232421875,-437.49755859375,-611.3458251953125,-587.531005859375,3.4028234663852886e38,3.4028234663852886e38,225.71555,170.3913,181.90422,248.49066,251.36504,169.53703,52.925583,65.7144,3.4028235e38,3.4028235e38,93,72,76,100,100,62.184753,61.292633,61.432137,62.685814,63.195038
249,999573,878295,919512,1080334,1106691,3.5304285e-5,1.9870722e-5,2.1396367e-5,7.27532e-5,0.00010522033,0.00046137988,4.999683e-5,5.8966172e-5,0.02617737,0.07605218,-852.5673828125,-918.6644897460938,-910.157470703125,-769.4144897460938,-726.9813232421875,-453.06109619140625,-611.3458251953125,-587.531005859375,3.4028234663852886e38,3.4028234663852886e38,225.71555,170.3913,181.90422,248.49066,251.36504,165.57295,52.925583,65.7144,3.4028235e38,3.4028235e38,93,70,76,100,100,62.20377,61.292633,61.432137,62.685814,63.195038
250,1003432,881899,923527,1084786,1111044,3.5304285e-5,1.9870722e-5,2.1396367e-5,7.27532e-5,0.00010522033,0.00046137988,4.999683e-5,6.161518e-5,0.02617737,0.07646653,-852.5673828125,-918.6644897460938,-910.157470703125,-769.4144897460938,-726.9813232421875,-455.03643798828125,-611.3458251953125,-587.531005859375,3.4028234663852886e38,3.4028234663852886e38,225.71555,165.78613,178.91328,248.49066,251.36504,159.54108,52.925583,65.7144,3.4028235e38,3.4028235e38,93,69,76,100,100,62.204514,61.33288,61.46064,62.709427,63.19477
251,1007404,885733,927493,1088892,1115537,3.5304285e-5,1.9870722e-5,2.1225826e-5,7.27532e-5,0.00010522033,0.00051975256,5.0067334e-5,5.825929e-5,0.02617737,0.07646653,-852.5673828125,-918.6644897460938,-911.0777587890625,-769.4144897460938,-726.9813232421875,-455.03643798828125,-614.72216796875,-601.81396484375,3.4028234663852886e38,3.4028234663852886e38,225.71555,165.78613,178.91328,248.49066,251.36504,165.57295,52.925583,65.790016,3.4028235e38,3.4028235e38,92,69,74,100,100,62.214806,61.32155,61.47975,62.74417,63.19477
252,1011521,889517,931377,1093309,1120271,3.5304285e-5,1.9870722e-5,2.1225826e-5,7.27532e-5,0.00010522033,0.00051975256,5.0067334e-5,6.161518e-5,0.02617737,0.07646653,-852.5673828125,-918.6644897460938,-911.0777587890625,-769.4144897460938,-726.9813232421875,-455.03643798828125,-614.72216796875,-601.81396484375,3.4028234663852886e38,3.4028234663852886e38,225.71555,165.78613,178.91328,248.49066,251.36504,165.57295,52.925583,65.790016,3.4028235e38,3.4028235e38,92,69,74,100,100,62.214806,61.331635,61.47975,62.762173,63.2378
253,1015749,893451,935042,1097716,1124794,3.5304285e-5,1.9870722e-5,2.1225826e-5,7.27532e-5,0.00010522033,0.00051975256,5.0067334e-5,6.161518e-5,0.02617737,0.066336505,-852.5673828125,-918.6644897460938,-911.0777587890625,-769.4144897460938,-726.9813232421875,-455.03643798828125,-614.72216796875,-601.81396484375,3.4028234663852886e38,3.4028234663852886e38,225.71555,165.78613,177.29906,248.49066,251.36504,168.04262,53.537018,65.790016,3.4028235e38,3.4028235e38,92,69,74,100,100,62.227467,61.34057,61.509727,62.784355,63.253433
254,1019910,896884,939111,1102030,1129271,3.5304285e-5,1.9870722e-5,2.1225826e-5,6.824258e-5,0.00010522033,0.00046137988,5.0067334e-5,6.161518e-5,0.026686558,0.066336505,-852.5673828125,-918.6644897460938,-911.0777587890625,-776.7749633789062,-726.9813232421875,-449.75921630859375,-614.72216796875,-601.81396484375,3.4028234663852886e38,3.4028234663852886e38,225.71555,165.78613,177.29906,248.49066,251.84866,176.68823,53.537018,65.790016,3.4028235e38,3.4028235e38,92,69,74,100,100,62.242786,61.350956,61.49067,62.817734,63.253433
255,1024039,900369,943173,1106380,1134003,3.5304285e-5,1.9870722e-5,2.1225826e-5,6.824258e-5,0.00010522033,0.00051975256,5.0067334e-5,6.161572e-5,0.026686558,0.066336505,-852.5673828125,-918.6644897460938,-911.0777587890625,-776.7749633789062,-726.9813232421875,-435.78619384765625,-614.9273681640625,-601.81396484375,3.4028234663852886e38,3.4028234663852886e38,225.71555,165.78613,177.97519,248.49066,251.84866,174.59663,54.890465,65.790016,3.4028235e38,3.4028235e38,92,70,74,100,100,62.232594,61.360466,61.49067,62.829235,63.253433
256,1028307,904672,946610,1110803,1138683,3.351962e-5,1.9870722e-5,2.1225826e-5,6.824258e-5,0.00010382418,0.00046137988,5.0067334e-5,6.161572e-5,0.02617737,0.066336505,-858.5328369140625,-918.6644897460938,-911.0777587890625,-776.7749633789062,-728.5175170898438,-435.78619384765625,-614.72216796875,-590.9437255859375,3.4028234663852886e38,3.4028234663852886e38,225.71555,165.78613,177.97519,248.49066,251.84866,174.59663,58.26458,67.06378,3.4028235e38,3.4028235e38,92,70,76,100,100,62.23261,61.365574,61.52174,62.840107,63.246395
257,1032533,908516,950212,1115115,1143016,3.351962e-5,1.9870722e-5,2.1225826e-5,6.7434215e-5,0.00010382418,0.00041443232,5.0067334e-5,6.161572e-5,0.016821723,0.066336505,-858.5328369140625,-918.6644897460938,-911.0777587890625,-778.1453247070312,-728.5175170898438,-435.78619384765625,-614.7490844726562,-590.9437255859375,3.4028234663852886e38,3.4028234663852886e38,225.40216,161.51894,177.97519,248.49066,251.84866,176.68823,58.26458,67.06378,3.4028235e38,3.4028235e38,92,66,76,100,100,62.25343,61.350838,61.52174,62.848343,63.26132
258,1036666,912539,953858,1119663,1147635,3.351962e-5,1.9870722e-5,2.1161386e-5,6.7434215e-5,0.00010382418,0.00041443232,4.999683e-5,6.161518e-5,0.016821723,0.07853743,-858.5328369140625,-918.6644897460938,-911.427490234375,-778.1453247070312,-728.5175170898438,-449.75921630859375,-614.9273681640625,-601.81396484375,3.4028234663852886e38,3.4028234663852886e38,221.1567,156.54912,177.29906,248.49066,251.84866,168.04262,58.26458,67.06378,3.4028235e38,3.4028235e38,92,65,74,99,100,62.28623,61.367657,61.52174,62.851852,63.2865
259,1040732,916408,957753,1123873,1152290,3.351962e-5,1.9120338e-5,2.065825e-5,6.7434215e-5,0.00010382418,0.00044261696,5.0067334e-5,6.161518e-5,0.02617737,0.08522296,-858.5328369140625,-923.0912475585938,-914.1946411132812,-778.1453247070312,-728.5175170898438,-452.2551574707031,-615.9324951171875,-604.1802978515625,3.4028234663852886e38,3.4028234663852886e38,221.1567,156.54912,177.29906,248.49066,251.36504,167.06894,54.890465,65.790016,3.4028235e38,3.4028235e38,90,65,74,99,100,62.28623,61.35771,61.520157,62.851852,63.2865
260,1044787,920464,961942,1128001,1156808,3.351962e-5,1.9120338e-5,2.065825e-5,6.7434215e-5,0.00010382418,0.00044261696,5.0067334e-5,6.161518e-5,0.02617737,0.08522296,-858.5328369140625,-923.0912475585938,-914.1946411132812,-778.1453247070312,-728.5175170898438,-452.2551574707031,-615.9324951171875,-604.1802978515625,3.4028234663852886e38,3.4028234663852886e38,221.1567,156.54912,177.29906,248.49066,251.36504,167.06894,54.890465,65.790016,3.4028235e38,3.4028235e38,90,65,74,99,100,62.28623,61.364426,61.54299,62.851852,63.2865
261,1049170,924075,965455,1132400,1161501,3.351962e-5,1.9120338e-5,2.065825e-5,6.7433284e-5,0.00010382418,0.00041443232,5.0067334e-5,5.7758127e-5,0.02617737,0.08522296,-858.5328369140625,-923.0912475585938,-914.1946411132812,-778.1469116210938,-728.5175170898438,-452.2551574707031,-614.9273681640625,-601.81396484375,3.4028234663852886e38,3.4028234663852886e38,221.1567,156.54912,177.29906,248.49066,248.8001,167.06894,60.36644,67.06378,3.4028235e38,3.4028235e38,92,65,74,99,100,62.26968,61.360027,61.54299,62.851852,63.264385
262,1053362,927822,969293,1136842,1166071,3.351962e-5,1.9120338e-5,2.065825e-5,6.7433284e-5,0.00010382418,0.00041443232,5.0067334e-5,5.7758127e-5,0.02617737,0.08522296,-858.5328369140625,-923.0912475585938,-914.1946411132812,-778.1469116210938,-728.5175170898438,-452.2551574707031,-614.9273681640625,-601.81396484375,3.4028234663852886e38,3.4028234663852886e38,221.1567,156.54912,177.29906,248.49066,248.8001,167.06894,60.36644,67.06378,3.4028235e38,3.4028235e38,92,65,74,99,100,62.297993,61.371017,61.54299,62.85856,63.287476
263,1057481,931715,973181,1141614,1170538,3.327704e-5,1.9120338e-5,2.065825e-5,6.7433284e-5,9.545805e-5,0.00041443232,5.0067334e-5,5.717558e-5,0.02617737,0.10388861,-859.3681030273438,-923.0912475585938,-914.1946411132812,-778.1469116210938,-738.1788940429688,-453.06109619140625,-614.9273681640625,-601.81396484375,3.4028234663852886e38,3.4028234663852886e38,221.1567,156.54912,177.97519,248.49066,248.8001,167.06894,64.04238,70.74714,3.4028235e38,3.4028235e38,92,65,74,99,100,62.297993,61.375637,61.56811,62.84214,63.287476
264,1061669,935733,976785,1146300,1174830,3.327704e-5,1.9120338e-5,2.065825e-5,6.3172534e-5,9.545805e-5,0.00041443232,5.0067334e-5,5.717558e-5,0.038440485,0.17603837,-859.3681030273438,-923.0912475585938,-914.1946411132812,-785.65283203125,-738.1788940429688,-453.06109619140625,-614.9273681640625,-601.81396484375,3.4028234663852886e38,3.4028234663852886e38,221.1567,155.86319,177.97519,248.49066,248.8001,163.77235,64.111626,70.74714,3.4028235e38,3.4028235e38,92,65,74,99,100,62.277435,61.38721,61.573746,62.828384,63.287083
265,1065483,939583,980910,1150962,1179388,3.1897474e-5,1.9120338e-5,2.065825e-5,6.3172534e-5,9.545805e-5,0.00039021045,5.0067334e-5,5.717558e-5,0.038440485,0.17603837,-864.2372436523438,-923.0912475585938,-914.1946411132812,-785.65283203125,-738.1788940429688,-472.94482421875,-614.9273681640625,-601.81396484375,3.4028234663852886e38,3.4028234663852886e38,221.1567,156.54912,177.97519,248.49066,248.8001,156.10823,64.111626,70.74714,3.4028235e38,3.4028235e38,92,65,76,99,100,62.2863,61.41206,61.59599,62.847626,63.30123
266,1069775,943578,984933,1155735,1183691,3.1897474e-5,1.9120338e-5,2.065825e-5,6.3172534e-5,9.545805e-5,0.0003810165,5.0618306e-5,5.7758127e-5,0.038440485,0.17603837,-864.2372436523438,-923.0912475585938,-914.1946411132812,-785.65283203125,-738.1788940429688,-474.4977722167969,-615.9324951171875,-604.1802978515625,3.4028234663852886e38,3.4028234663852886e38,221.1567,156.54912,177.97519,246.23514,248.8001,151.19563,64.04238,70.74714,3.4028235e38,3.4028235e38,92,65,76,99,100,62.302246,61.401455,61.59599,62.847626,63.302864
267,1074110,947783,989119,1160359,1188369,3.186788e-5,1.9120338e-5,2.065825e-5,6.3172534e-5,9.545805e-5,0.0003810165,5.0618306e-5,5.7758127e-5,0.038440485,0.17603837,-864.3440551757812,-923.0912475585938,-914.1946411132812,-785.65283203125,-738.1788940429688,-467.7140808105469,-615.9324951171875,-604.1802978515625,3.4028234663852886e38,3.4028234663852886e38,221.1567,156.54912,177.97519,246.23514,248.8001,157.0335,64.04238,70.74714,3.4028235e38,3.4028235e38,92,65,76,99,99,62.30204,61.401455,61.62327,62.85036,63.318336
268,1077997,951349,992976,1165032,1193056,3.186788e-5,1.9120338e-5,2.059103e-5,6.3172534e-5,9.545805e-5,0.00035619587,5.0067334e-5,5.717558e-5,0.038440485,0.17603837,-864.3440551757812,-923.0912475585938,-914.5694580078125,-785.65283203125,-738.1788940429688,-472.94482421875,-616.6006469726562,-609.2351684570312,3.4028234663852886e38,3.4028234663852886e38,223.6416,156.54912,181.39818,246.23514,248.8001,157.0335,60.36644,67.06378,3.4028235e38,3.4028235e38,92,65,76,99,100,62.3099,61.42006,61.651,62.817524,63.322887
269,1081930,955406,996314,1169876,1197607,3.186788e-5,1.9120338e-5,2.059103e-5,6.3172534e-5,9.545805e-5,0.00034825227,5.0067334e-5,5.717558e-5,0.02617737,0.17603837,-864.3440551757812,-923.0912475585938,-914.5694580078125,-785.65283203125,-738.1788940429688,-474.4977722167969,-616.6006469726562,-609.2351684570312,3.4028234663852886e38,3.4028234663852886e38,223.6416,156.54912,181.39818,246.23514,248.8001,156.10823,58.26458,65.42173,3.4028235e38,3.4028235e38,92,65,76,99,100,62.335144,61.421204,61.63467,62.817524,63.34445
270,1086242,959419,1000364,1174674,1202313,3.186788e-5,1.9120338e-5,2.059103e-5,6.3172534e-5,9.545805e-5,0.0003289146,5.0067334e-5,5.7779573e-5,0.02617737,0.17603837,-864.3440551757812,-923.0912475585938,-914.5694580078125,-785.65283203125,-738.1788940429688,-474.4977722167969,-618.6569213867188,-614.72216796875,3.4028234663852886e38,3.4028234663852886e38,223.00426,156.54912,181.39818,246.23514,248.8001,156.10823,58.26458,65.42173,3.4028235e38,3.4028235e38,92,65,76,99,100,62.332657,61.421204,61.615597,62.83845,63.362526
271,1090412,963462,1004193,1179453,1207085,3.186788e-5,1.9120338e-5,2.059103e-5,6.3172534e-5,9.545805e-5,0.00030364076,5.0067334e-5,5.7779573e-5,0.02617737,0.17603837,-864.3440551757812,-923.0912475585938,-914.5694580078125,-785.65283203125,-738.1788940429688,-474.4977722167969,-618.6569213867188,-614.72216796875,3.4028234663852886e38,3.4028234663852886e38,223.00426,156.54912,181.39818,246.23514,248.8001,156.10823,60.36644,65.790016,3.4028235e38,3.4028235e38,92,65,76,99,100,62.336277,61.43185,61.627586,62.844563,63.34116
272,1094741,967324,1008381,1184265,1211580,3.186788e-5,1.9120338e-5,2.059103e-5,6.3172534e-5,9.545805e-5,0.00030364076,5.0067334e-5,5.7779573e-5,0.02617737,0.17603837,-864.3440551757812,-923.0912475585938,-914.5694580078125,-785.65283203125,-738.1788940429688,-474.4977722167969,-618.6569213867188,-614.72216796875,3.4028234663852886e38,3.4028234663852886e38,223.6416,156.54912,178.91328,246.23514,248.8001,156.10823,58.26458,65.790016,3.4028235e38,3.4028235e38,92,65,74,99,100,62.35399,61.433636,61.66139,62.844563,63.353977
273,1099085,970924,1012091,1188875,1216235,3.141973e-5,1.9120338e-5,2.059103e-5,6.3172534e-5,9.545805e-5,0.0002860729,5.0067334e-5,5.7779573e-5,0.016821723,0.10388861,-865.97265625,-923.0912475585938,-914.5694580078125,-785.65283203125,-738.1788940429688,-479.2200927734375,-618.6569213867188,-614.72216796875,3.4028234663852886e38,3.4028234663852886e38,223.00426,156.54912,178.91328,246.23514,248.49066,148.94577,56.80503,65.42173,3.4028235e38,3.4028235e38,92,65,74,99,100,62.35918,61.445488,61.68432,62.864273,63.35027
274,1103244,975269,1016163,1193278,1220582,3.141973e-5,1.9120338e-5,2.059103e-5,6.3172534e-5,9.545805e-5,0.0002860729,5.0067334e-5,5.7779573e-5,0.016821723,0.10388861,-865.97265625,-923.0912475585938,-914.5694580078125,-785.65283203125,-738.1788940429688,-467.7140808105469,-618.6569213867188,-614.72216796875,3.4028234663852886e38,3.4028234663852886e38,223.00426,155.86319,177.97519,246.23514,248.49066,157.0335,56.80503,65.790016,3.4028235e38,3.4028235e38,92,65,73,99,100,62.389362,61.466476,61.682476,62.877525,63.372375
275,1107274,978956,1020186,1197989,1225257,3.141973e-5,1.9120338e-5,2.059103e-5,6.052949e-5,9.545805e-5,0.0002860729,5.0067334e-5,5.8684072e-5,0.01607256,0.08522296,-865.97265625,-923.0912475585938,-914.5694580078125,-790.5678100585938,-738.1788940429688,-467.9640197753906,-618.6569213867188,-614.72216796875,3.4028234663852886e38,3.4028234663852886e38,221.1567,155.86319,177.97519,246.23514,248.49066,157.0335,56.80503,65.790016,3.4028235e38,3.4028235e38,91,65,73,99,100,62.388493,61.443733,61.689705,62.861652,63.37889
276,1111349,982866,1023974,1202895,1230009,3.141973e-5,1.9120338e-5,2.059103e-5,6.052949e-5,9.545805e-5,0.00028700483,5.0067334e-5,5.8684072e-5,0.01607256,0.08522296,-865.97265625,-923.0912475585938,-914.5694580078125,-790.5678100585938,-738.1788940429688,-471.6275329589844,-618.6569213867188,-614.72216796875,3.4028234663852886e38,3.4028234663852886e38,223.00426,155.86319,178.91328,246.23514,248.49066,157.0335,56.80503,65.790016,3.4028235e38,3.4028235e38,92,65,73,99,100,62.40085,61.495327,61.694366,62.840744,63.398293
277,1115336,986377,1027803,1207605,1234505,3.141973e-5,1.9120338e-5,2.059103e-5,6.052949e-5,9.545805e-5,0.00028700483,5.0067334e-5,5.8684072e-5,0.016821723,0.08522296,-865.97265625,-923.0912475585938,-914.5694580078125,-790.5678100585938,-738.1788940429688,-467.9640197753906,-618.6569213867188,-614.72216796875,3.4028234663852886e38,3.4028234663852886e38,223.6416,155.86319,178.91328,246.23514,248.49066,163.77235,56.80503,70.898026,3.4028235e38,3.4028235e38,92,65,73,99,100,62.40269,61.50287,61.705135,62.856766,63.40027
278,1119643,990240,1031916,1212056,1239074,3.141973e-5,1.9120338e-5,2.059103e-5,6.052949e-5,9.545805e-5,0.0002860729,5.0067334e-5,5.8684072e-5,0.016821723,0.08522296,-865.97265625,-923.0912475585938,-914.5694580078125,-790.5678100585938,-738.1788940429688,-467.9640197753906,-618.6569213867188,-614.72216796875,3.4028234663852886e38,3.4028234663852886e38,225.40216,155.86319,178.91328,246.23514,248.49066,163.77235,56.80503,70.898026,3.4028235e38,3.4028235e38,93,65,73,99,100,62.39919,61.524235,61.682106,62.871525,63.403107
279,1123948,993987,1035482,1216544,1243677,3.141973e-5,1.9120338e-5,2.059103e-5,6.052949e-5,8.7577915e-5,0.0002860729,5.0067334e-5,6.161572e-5,0.016821723,0.083129786,-865.97265625,-923.0912475585938,-914.5694580078125,-790.5678100585938,-748.0870361328125,-455.83062744140625,-618.6569213867188,-614.72216796875,3.4028234663852886e38,3.4028234663852886e38,223.00426,155.86319,178.91328,246.23514,248.49066,172.349,56.80503,70.898026,3.4028235e38,3.4028235e38,92,65,73,99,100,62.42251,61.525883,61.694466,62.88541,63.38703
280,1128192,998021,1039444,1221368,1248347,3.141973e-5,1.9120338e-5,2.059103e-5,6.052949e-5,8.7577915e-5,0.0002834537,5.0067334e-5,6.161572e-5,0.016821723,0.083129786,-865.97265625,-923.0912475585938,-914.5694580078125,-790.5678100585938,-748.0870361328125,-456.04095458984375,-619.5384521484375,-614.72216796875,3.4028234663852886e38,3.4028234663852886e38,221.1567,155.86319,178.91328,246.23514,248.49066,163.77235,55.720825,65.790016,3.4028235e38,3.4028235e38,91,65,73,99,100,62.397514,61.526237,61.692577,62.908184,63.362103
281,1132499,1001511,1043169,1226169,1252961,3.141973e-5,1.8787958e-5,2.016743e-5,6.052949e-5,8.7577915e-5,0.00030364076,5.0618306e-5,6.239452e-5,0.019653382,0.08522296,-865.97265625,-925.1080322265625,-916.9598999023438,-790.5678100585938,-748.0870361328125,-467.7140808105469,-627.5975341796875,-614.7490844726562,3.4028234663852886e38,3.4028234663852886e38,218.02069,155.86319,181.39818,246.00575,248.49066,161.96626,55.720825,65.790016,3.4028235e38,3.4028235e38,90,65,74,98,99,62.407715,61.524345,61.704796,62.908184,63.362103
282,1136697,1005435,1047183,1230699,1257452,3.141973e-5,1.8787958e-5,2.0160871e-5,6.052949e-5,8.7577915e-5,0.0003289146,5.0618306e-5,6.239452e-5,0.019653382,0.08522296,-865.97265625,-925.1080322265625,-916.997314453125,-790.5678100585938,-748.0870361328125,-467.7140808105469,-627.5975341796875,-614.7490844726562,3.4028234663852886e38,3.4028234663852886e38,218.74559,155.86319,181.39818,246.00575,248.49066,161.96626,55.124474,65.42173,3.4028235e38,3.4028235e38,91,65,74,98,99,62.416378,61.524345,61.6994,62.92957,63.362103
283,1141073,1009470,1051039,1235131,1262143,3.1043193e-5,1.8787958e-5,2.0160871e-5,5.948608e-5,8.7577915e-5,0.00035370648,4.999683e-5,6.161572e-5,0.019653382,0.08522296,-867.359130859375,-925.1080322265625,-916.997314453125,-792.5674438476562,-748.0870361328125,-474.4977722167969,-627.5975341796875,-614.7490844726562,3.4028234663852886e38,3.4028234663852886e38,218.20847,155.86319,178.91328,246.00575,248.49066,157.0335,55.124474,65.42173,3.4028235e38,3.4028235e38,90,65,74,98,99,62.42655,61.524345,61.688732,62.940903,63.3634
284,1145326,1013471,1055184,1239284,1266885,3.0615694e-5,1.8787958e-5,2.0160871e-5,5.948608e-5,8.7577915e-5,0.0003691055,4.999683e-5,6.161572e-5,0.01607256,0.083129786,-868.9539184570312,-925.1080322265625,-916.997314453125,-792.5674438476562,-748.0870361328125,-474.4977722167969,-627.5975341796875,-614.7490844726562,3.4028234663852886e38,3.4028234663852886e38,218.67178,155.86319,181.39818,246.00575,248.49066,157.0335,55.124474,65.42173,3.4028235e38,3.4028235e38,90,65,74,98,99,62.4433,61.578476,61.704716,62.94702,63.4047
285,1149442,1017183,1059141,1243724,1271433,3.0615694e-5,1.8787958e-5,2.0160871e-5,5.8178382e-5,8.7577915e-5,0.0003691055,4.999683e-5,6.161572e-5,0.019653382,0.083129786,-868.9539184570312,-925.1080322265625,-916.997314453125,-795.1237182617188,-748.0870361328125,-474.4977722167969,-627.5975341796875,-614.72216796875,3.4028234663852886e38,3.4028234663852886e38,220.60637,156.54912,182.24004,246.23514,248.49066,156.10823,58.26458,70.898026,3.4028235e38,3.4028235e38,90,65,76,98,100,62.449734,61.578476,61.713783,62.956867,63.441044
286,1153752,1021281,1062656,1248397,1276208,3.0615694e-5,1.8787958e-5,2.0160871e-5,5.8178382e-5,8.7577915e-5,0.0003691055,4.999683e-5,6.161572e-5,0.019653382,0.083129786,-868.9539184570312,-925.1080322265625,-916.997314453125,-795.1237182617188,-748.0870361328125,-467.7140808105469,-618.6569213867188,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,221.1567,165.78613,186.76408,246.23514,248.49066,158.58308,60.01202,72.3433,3.4028235e38,3.4028235e38,91,72,76,98,100,62.47648,61.578476,61.729122,62.96618,63.441044
287,1158205,1025405,1066772,1253227,1280920,3.0615694e-5,1.8787958e-5,2.0160871e-5,5.8178382e-5,8.7577915e-5,0.0003407561,4.999683e-5,6.161572e-5,0.01607256,0.07853743,-868.9539184570312,-925.1080322265625,-916.997314453125,-795.1237182617188,-748.0870361328125,-483.204833984375,-618.6569213867188,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,221.1567,165.78613,186.76408,246.23514,248.8001,156.10823,60.01202,72.3433,3.4028235e38,3.4028235e38,91,72,77,99,100,62.478416,61.59223,61.741234,62.98807,63.43034
288,1162316,1029607,1070622,1257928,1285509,3.0615694e-5,1.8787958e-5,2.0160871e-5,5.8178382e-5,8.7577915e-5,0.0003407561,5.0618306e-5,6.239452e-5,0.01607256,0.07853743,-868.9539184570312,-925.1080322265625,-916.997314453125,-795.1237182617188,-748.0870361328125,-493.7733459472656,-618.6569213867188,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,221.1567,165.78613,182.36964,246.23514,248.8001,155.59596,58.26458,70.898026,3.4028235e38,3.4028235e38,91,72,77,99,100,62.484848,61.625652,61.780273,62.995377,63.43034
289,1166709,1033736,1074471,1262364,1290236,3.0615694e-5,1.8787958e-5,2.0160871e-5,5.8178382e-5,8.7577915e-5,0.0003407561,5.0618306e-5,6.161572e-5,0.01607256,0.07853743,-868.9539184570312,-925.1080322265625,-916.997314453125,-795.1237182617188,-748.0870361328125,-493.7733459472656,-619.5384521484375,-593.062744140625,3.4028234663852886e38,3.4028234663852886e38,223.00426,165.78613,182.36964,246.23514,248.8001,148.94577,58.26458,70.898026,3.4028235e38,3.4028235e38,91,72,77,99,100,62.50171,61.653015,61.78497,62.995377,63.45153
290,1170622,1037615,1078552,1267024,1295095,3.0615694e-5,1.8787958e-5,2.0118594e-5,5.8178382e-5,8.7577915e-5,0.00030270198,4.7308837e-5,5.585263e-5,0.01607256,0.07853743,-868.9539184570312,-925.1080322265625,-917.2387084960938,-795.1237182617188,-748.0870361328125,-493.7733459472656,-619.5384521484375,-599.1826171875,3.4028234663852886e38,3.4028234663852886e38,223.6416,165.78613,182.24004,246.23514,248.8001,148.94577,58.26458,66.74654,3.4028235e38,3.4028235e38,91,70,76,99,100,62.49622,61.653015,61.78497,63.015842,63.45153
291,1174696,1041408,1082578,1271454,1299660,3.0584622e-5,1.8675493e-5,2.0118594e-5,5.8178382e-5,8.7577915e-5,0.00028700483,4.7308837e-5,5.585263e-5,0.01607256,0.07853743,-869.0706176757812,-925.7984619140625,-917.2387084960938,-795.1237182617188,-748.0870361328125,-493.7733459472656,-619.5384521484375,-599.1826171875,3.4028234663852886e38,3.4028234663852886e38,223.6416,165.78613,182.24004,248.49066,248.8001,148.94577,55.720825,65.790016,3.4028235e38,3.4028235e38,92,70,76,99,100,62.501366,61.653015,61.78497,63.02376,63.455788
292,1178974,1045173,1086317,1276266,1304357,3.0584622e-5,1.8675493e-5,2.0118594e-5,5.8178382e-5,8.7577915e-5,0.00028700483,4.7308837e-5,5.585263e-5,0.013132516,0.07853743,-869.0706176757812,-925.7984619140625,-917.2387084960938,-795.1237182617188,-748.0870361328125,-493.39898681640625,-619.5384521484375,-599.1826171875,3.4028234663852886e38,3.4028234663852886e38,223.6416,170.3913,182.36964,248.49066,248.8001,148.94577,58.80861,66.74654,3.4028235e38,3.4028235e38,92,72,77,99,100,62.501743,61.684624,61.78973,63.012474,63.4685
293,1183287,1049152,1090311,1280358,1309070,2.9658413e-5,1.8675493e-5,1.9926427e-5,5.8178382e-5,8.7577915e-5,0.00028700483,4.7308837e-5,5.585263e-5,0.013132516,0.07853743,-872.6071166992188,-925.7984619140625,-918.3424682617188,-795.1237182617188,-748.0870361328125,-493.39898681640625,-619.5384521484375,-599.1826171875,3.4028234663852886e38,3.4028234663852886e38,223.6416,165.78613,182.24004,248.49066,248.8001,148.94577,60.01202,70.898026,3.4028235e38,3.4028235e38,91,70,76,99,100,62.495815,61.669025,61.80444,63.00197,63.489292
294,1187436,1053314,1094371,1284957,1313671,2.9658413e-5,1.8675493e-5,1.9875544e-5,5.8178382e-5,8.7577915e-5,0.00030270198,4.7308837e-5,5.3357413e-5,0.013132516,0.07853743,-872.6071166992188,-925.7984619140625,-918.6365966796875,-795.1237182617188,-748.0870361328125,-493.39898681640625,-619.5384521484375,-601.113037109375,3.4028234663852886e38,3.4028234663852886e38,223.00426,165.78613,182.24004,248.49066,248.8001,148.85625,60.01202,70.898026,3.4028235e38,3.4028235e38,91,70,76,99,100,62.519947,61.66185,61.80444,63.017117,63.489292
