gen,fevals_median,fevals_p5,fevals_p10,fevals_p90,fevals_p95,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
899,3734765,3359247,3457723,4081650,4162301,1.7726332e-5,1.5882766e-5,1.6197984e-5,2.1546886e-5,2.3979996e-5,0.00018282964,4.1697378e-5,4.6816123e-5,0.010766559,0.023051716,-931.7969360351562,-944.42578125,-942.165771484375,-909.3512573242188,-897.0474853515625,-468.6841735839844,-639.9803466796875,-618.0094604492188,3.4028234663852886e38,3.4028234663852886e38,233.58122,201.4232,203.78528,246.00575,248.49066,213.91396,68.25568,79.76513,3.4028235e38,3.4028235e38,95,83,85,100,100,63.90771,63.453354,63.515778,64.35873,64.46191
900,3739034,3362985,3461515,4086454,4166885,1.7726332e-5,1.5882766e-5,1.6197984e-5,2.1546886e-5,2.3979996e-5,0.00018282964,4.1697378e-5,4.7357462e-5,0.010766559,0.023051716,-931.7969360351562,-944.42578125,-942.165771484375,-909.3512573242188,-897.0474853515625,-476.9219665527344,-639.9803466796875,-626.8893432617188,3.4028234663852886e38,3.4028234663852886e38,233.58122,201.4232,202.62749,246.00575,248.49066,208.71332,67.54868,79.21846,3.4028235e38,3.4028235e38,96,83,85,100,100,63.90771,63.459892,63.515778,64.35873,64.46191
901,3743413,3367047,3465176,4091400,4171547,1.7692073e-5,1.5882766e-5,1.6197984e-5,2.1546886e-5,2.3979996e-5,0.00018282964,4.097177e-5,4.7357462e-5,0.010766559,0.023051716,-932.0194091796875,-944.42578125,-942.165771484375,-909.3512573242188,-897.0474853515625,-485.91448974609375,-639.9803466796875,-626.8893432617188,3.4028234663852886e38,3.4028234663852886e38,233.58122,201.4232,202.62749,246.00575,248.49066,207.23935,65.88461,71.444275,3.4028235e38,3.4028235e38,96,83,85,100,100,63.90771,63.459892,63.515778,64.36609,64.48097
902,3747882,3370660,3468691,4095881,4176206,1.7683504e-5,1.5882766e-5,1.6197984e-5,2.1546886e-5,2.3979996e-5,0.00018282964,4.097177e-5,4.6066118e-5,0.010766559,0.023051716,-932.0751342773438,-944.42578125,-942.165771484375,-909.3512573242188,-897.0474853515625,-485.91448974609375,-633.5282592773438,-618.0094604492188,3.4028234663852886e38,3.4028234663852886e38,233.58122,201.4232,203.78528,246.23514,248.49066,207.23935,65.88461,79.76513,3.4028235e38,3.4028235e38,96,84,85,100,100,63.90771,63.459892,63.515778,64.36609,64.489006
903,3752378,3374551,3472659,4100554,4180895,1.7683504e-5,1.5882766e-5,1.6197984e-5,2.1546886e-5,2.3979996e-5,0.00018282964,4.097177e-5,4.6066118e-5,0.010766559,0.023051716,-932.0751342773438,-944.42578125,-942.165771484375,-909.3512573242188,-897.0474853515625,-485.91448974609375,-637.780517578125,-625.3455810546875,3.4028234663852886e38,3.4028234663852886e38,233.58122,202.62749,203.82109,246.23514,248.49066,207.23935,65.88461,79.21846,3.4028235e38,3.4028235e38,96,84,85,100,100,63.90771,63.459892,63.515778,64.37021,64.489006
904,3756763,3377766,3476841,4105223,4185518,1.7683504e-5,1.5882766e-5,1.6197984e-5,2.1546886e-5,2.3979996e-5,0.00018282964,4.097177e-5,4.6066118e-5,0.010766559,0.023051716,-932.0751342773438,-944.42578125,-942.165771484375,-909.3512573242188,-897.0474853515625,-485.91448974609375,-637.780517578125,-625.3455810546875,3.4028234663852886e38,3.4028234663852886e38,233.58122,202.62749,203.82109,246.23514,248.49066,207.23935,65.88461,79.21846,3.4028235e38,3.4028235e38,96,84,85,100,100,63.906605,63.459892,63.54402,64.346275,64.493095
905,3761010,3381968,3480566,4110181,4190149,1.7683504e-5,1.5882766e-5,1.6197984e-5,2.1546886e-5,2.3979996e-5,0.00018282964,4.097177e-5,4.6066118e-5,0.010766559,0.023051716,-932.0751342773438,-944.42578125,-942.165771484375,-909.3512573242188,-897.0474853515625,-485.91448974609375,-637.780517578125,-625.3455810546875,3.4028234663852886e38,3.4028234663852886e38,233.58122,202.62749,203.82109,246.23514,248.49066,207.23935,65.88461,79.21846,3.4028235e38,3.4028235e38,96,84,88,100,100,63.906605,63.459892,63.535286,64.346275,64.493095
906,3764994,3385799,3484552,4114628,4194796,1.7683504e-5,1.5882766e-5,1.6197984e-5,2.1546886e-5,2.3979996e-5,0.00018282964,4.097177e-5,4.6066118e-5,0.010766559,0.023051716,-932.0751342773438,-944.42578125,-942.165771484375,-909.3512573242188,-897.0474853515625,-485.91448974609375,-637.780517578125,-625.3455810546875,3.4028234663852886e38,3.4028234663852886e38,233.58122,202.62749,203.82109,246.23514,248.49066,207.23935,65.88461,79.21846,3.4028235e38,3.4028235e38,96,84,88,100,100,63.906605,63.473026,63.535286,64.34717,64.493095
907,3769164,3389537,3488654,4119234,4199468,1.7683504e-5,1.5882766e-5,1.6197984e-5,2.1546886e-5,2.3979996e-5,0.00018282964,4.097177e-5,4.5135046e-5,0.010766559,0.023051716,-932.0751342773438,-944.42578125,-942.165771484375,-909.3512573242188,-897.0474853515625,-487.94769287109375,-637.780517578125,-625.3455810546875,3.4028234663852886e38,3.4028234663852886e38,234.99374,202.62749,203.82109,246.23514,248.49066,204.49896,65.88461,79.21846,3.4028235e38,3.4028235e38,96,85,88,100,100,63.906605,63.473026,63.535286,64.35978,64.493095
908,3773364,3393516,3492608,4123780,4204233,1.7683504e-5,1.5882766e-5,1.6186043e-5,2.1546886e-5,2.3979996e-5,0.00018282964,4.097177e-5,4.5135046e-5,0.010766559,0.023051716,-932.0751342773438,-944.42578125,-942.2506713867188,-909.3512573242188,-897.0474853515625,-487.94769287109375,-637.780517578125,-625.3455810546875,3.4028234663852886e38,3.4028234663852886e38,234.99374,202.62749,203.82109,246.23514,248.49066,204.49896,65.88461,79.21846,3.4028235e38,3.4028235e38,96,85,88,100,100,63.906338,63.473026,63.535286,64.35992,64.49889
909,3777522,3397226,3496532,4128526,4209005,1.7683504e-5,1.5882766e-5,1.6186043e-5,2.1546886e-5,2.3979996e-5,0.00014867277,4.097177e-5,4.3131135e-5,0.010351176,0.023051716,-932.0751342773438,-944.42578125,-942.2506713867188,-909.3512573242188,-897.0474853515625,-487.94769287109375,-637.780517578125,-625.3455810546875,3.4028234663852886e38,3.4028234663852886e38,234.99374,202.62749,206.24725,246.23514,248.49066,204.49896,65.88461,79.21846,3.4028235e38,3.4028235e38,96,84,88,100,100,63.904953,63.473026,63.553444,64.35992,64.505936
910,3781755,3401056,3500162,4132987,4213727,1.7683504e-5,1.5882766e-5,1.6186043e-5,2.1546886e-5,2.3979996e-5,0.00014867277,4.097177e-5,4.5135046e-5,0.010351176,0.023051716,-932.0751342773438,-944.42578125,-942.2506713867188,-909.3512573242188,-897.0474853515625,-487.94769287109375,-637.780517578125,-625.3455810546875,3.4028234663852886e38,3.4028234663852886e38,234.99374,202.62749,206.24725,246.23514,248.49066,204.49896,65.88461,79.21846,3.4028235e38,3.4028235e38,96,84,88,100,100,63.904953,63.473026,63.570732,64.35144,64.505936
911,3785616,3404408,3504112,4137826,4218392,1.7683504e-5,1.5882766e-5,1.6186043e-5,2.1546886e-5,2.3979996e-5,0.00014867277,4.097177e-5,4.5135046e-5,0.010351176,0.023051716,-932.0751342773438,-944.42578125,-942.2506713867188,-909.3512573242188,-897.0474853515625,-487.94769287109375,-637.780517578125,-625.3455810546875,3.4028234663852886e38,3.4028234663852886e38,236.06613,202.62749,203.82109,246.23514,248.49066,204.49896,65.88461,79.21846,3.4028235e38,3.4028235e38,96,84,88,100,100,63.904953,63.473026,63.570732,64.36571,64.505936
912,3789887,3408199,3508041,4142374,4223157,1.7683504e-5,1.5882766e-5,1.6170938e-5,2.1546886e-5,2.3979996e-5,0.00014510674,4.0885916e-5,4.5135046e-5,0.010351176,0.023051716,-932.0751342773438,-944.42578125,-942.3579711914062,-909.3512573242188,-897.0474853515625,-496.42437744140625,-637.780517578125,-621.7968139648438,3.4028234663852886e38,3.4028234663852886e38,234.99374,202.62749,203.82109,246.23514,248.49066,197.69978,67.54868,79.21846,3.4028235e38,3.4028235e38,96,84,88,100,100,63.899944,63.473026,63.574757,64.36571,64.48368
913,3794225,3412341,3511577,4147086,4227907,1.765904e-5,1.5882766e-5,1.6170938e-5,2.1546886e-5,2.3979996e-5,0.00014027412,4.0885916e-5,4.5135046e-5,0.010351176,0.023051716,-932.2343139648438,-944.42578125,-942.3579711914062,-909.3512573242188,-897.0474853515625,-496.42437744140625,-633.5282592773438,-617.3624267578125,3.4028234663852886e38,3.4028234663852886e38,234.99374,202.62749,203.82109,246.23514,248.49066,197.69978,71.444275,79.76513,3.4028235e38,3.4028235e38,96,84,88,100,100,63.88355,63.473026,63.570114,64.36571,64.48368
914,3798803,3416143,3515148,4151719,4232657,1.765904e-5,1.5882766e-5,1.6170938e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.0885916e-5,4.5135046e-5,0.010351176,0.023051716,-932.2343139648438,-944.42578125,-942.3579711914062,-909.3512573242188,-897.6629638671875,-496.42437744140625,-633.5282592773438,-617.3624267578125,3.4028234663852886e38,3.4028234663852886e38,234.99374,202.62749,203.82109,246.23514,248.49066,197.69978,71.444275,80.711716,3.4028235e38,3.4028235e38,96,84,88,100,100,63.90224,63.473026,63.57143,64.38178,64.48368
915,3802919,3419965,3518945,4156499,4237378,1.765904e-5,1.5882766e-5,1.6170938e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.0885916e-5,4.576395e-5,0.010351176,0.023051716,-932.2343139648438,-944.42578125,-942.3579711914062,-909.3512573242188,-897.6629638671875,-496.42437744140625,-633.5282592773438,-617.3624267578125,3.4028234663852886e38,3.4028234663852886e38,236.06613,202.62749,203.82109,246.23514,248.49066,197.69978,71.444275,80.711716,3.4028235e38,3.4028235e38,96,84,88,100,100,63.906113,63.473026,63.57143,64.38178,64.48368
916,3807313,3423716,3522588,4161164,4241879,1.765904e-5,1.5882766e-5,1.6170938e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.0809864e-5,4.45616e-5,0.010351176,0.023051716,-932.2343139648438,-944.42578125,-942.3579711914062,-909.3512573242188,-897.6629638671875,-504.118408203125,-633.5282592773438,-617.3624267578125,3.4028234663852886e38,3.4028234663852886e38,234.99374,202.62749,203.82109,246.00575,248.49066,197.14621,71.444275,79.76513,3.4028235e38,3.4028235e38,96,84,88,100,100,63.906113,63.473026,63.57143,64.38211,64.495255
917,3811808,3427449,3526382,4165849,4246641,1.765904e-5,1.5882766e-5,1.6170938e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.0809864e-5,4.45616e-5,0.010766559,0.023051716,-932.2343139648438,-944.42578125,-942.3579711914062,-909.3512573242188,-897.6629638671875,-504.118408203125,-633.5282592773438,-617.3624267578125,3.4028234663852886e38,3.4028234663852886e38,234.99374,202.62749,203.82109,246.00575,248.49066,197.14621,71.444275,79.76513,3.4028235e38,3.4028235e38,96,84,88,100,100,63.91762,63.452328,63.57143,64.39404,64.495255
918,3816296,3423089,3501645,4170460,4251426,1.7616758e-5,1.554331e-5,1.6159376e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.046992e-5,4.3131135e-5,0.010766559,0.023051716,-932.5099487304688,-946.910400390625,-942.4403076171875,-909.3512573242188,-897.6629638671875,-505.6121826171875,-641.5865478515625,-626.8893432617188,3.4028234663852886e38,3.4028234663852886e38,233.58122,202.62749,203.82109,246.00575,248.49066,192.55652,63.296196,78.44829,3.4028235e38,3.4028235e38,96,84,85,100,100,63.91762,63.391327,63.556324,64.39404,64.5
919,3820515,3427179,3505826,4175008,4255981,1.7616758e-5,1.554331e-5,1.6159376e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.046992e-5,4.3131135e-5,0.010766559,0.023051716,-932.5099487304688,-946.910400390625,-942.4403076171875,-909.3512573242188,-897.6629638671875,-505.6121826171875,-641.5865478515625,-626.8893432617188,3.4028234663852886e38,3.4028234663852886e38,234.99374,202.62749,203.82109,246.00575,248.49066,192.55652,63.296196,78.44829,3.4028235e38,3.4028235e38,96,84,85,100,100,63.91762,63.391327,63.556324,64.39404,64.5
920,3824932,3431370,3510042,4179761,4260360,1.7616758e-5,1.554331e-5,1.6159376e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.046992e-5,4.3131135e-5,0.010766559,0.023051716,-932.5099487304688,-946.910400390625,-942.4403076171875,-909.3512573242188,-897.6629638671875,-505.6121826171875,-641.5865478515625,-627.3091430664062,3.4028234663852886e38,3.4028234663852886e38,234.99374,202.62749,203.82109,246.00575,248.49066,192.55652,63.296196,78.44829,3.4028235e38,3.4028235e38,96,84,85,100,100,63.91762,63.39686,63.55206,64.39404,64.5
921,3829110,3435348,3514131,4184547,4264814,1.7616758e-5,1.554331e-5,1.6159376e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.046992e-5,4.3131135e-5,0.010766559,0.023051716,-932.5099487304688,-946.910400390625,-942.4403076171875,-909.3512573242188,-897.6629638671875,-505.6121826171875,-641.5865478515625,-627.3091430664062,3.4028234663852886e38,3.4028234663852886e38,234.99374,202.62749,203.82109,246.00575,248.49066,192.55652,63.296196,78.44829,3.4028235e38,3.4028235e38,96,84,85,100,100,63.918434,63.40801,63.555107,64.39404,64.50084
922,3833344,3439425,3517847,4189421,4269677,1.7616758e-5,1.554331e-5,1.6159376e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.0049537e-5,4.3131135e-5,0.010766559,0.023051716,-932.5099487304688,-946.910400390625,-942.4403076171875,-909.3512573242188,-897.6629638671875,-505.6121826171875,-641.5865478515625,-627.3091430664062,3.4028234663852886e38,3.4028234663852886e38,234.99374,202.62749,203.82109,246.00575,248.49066,192.55652,63.296196,78.44829,3.4028235e38,3.4028235e38,96,84,85,100,100,63.93244,63.40801,63.55206,64.39404,64.50661
923,3837320,3443653,3522099,4193979,4274389,1.7616758e-5,1.554331e-5,1.6159376e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.0049537e-5,4.3131135e-5,0.010766559,0.023051716,-932.5099487304688,-946.910400390625,-942.4403076171875,-909.3512573242188,-897.6629638671875,-505.6121826171875,-641.5865478515625,-627.3091430664062,3.4028234663852886e38,3.4028234663852886e38,233.58122,201.4232,203.78528,246.00575,248.49066,196.92711,63.296196,78.44829,3.4028235e38,3.4028235e38,96,84,85,100,100,63.93244,63.40801,63.55206,64.39404,64.51117
924,3841516,3447727,3526084,4198669,4279146,1.7616758e-5,1.554331e-5,1.6159376e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.0049537e-5,4.3131135e-5,0.010766559,0.023051716,-932.5099487304688,-946.910400390625,-942.4403076171875,-909.3512573242188,-897.6629638671875,-505.6121826171875,-641.5865478515625,-627.3091430664062,3.4028234663852886e38,3.4028234663852886e38,233.58122,201.4232,203.78528,246.00575,248.49066,196.92711,63.296196,78.44829,3.4028235e38,3.4028235e38,96,84,85,100,100,63.93244,63.40801,63.557182,64.39404,64.51117
925,3846050,3451532,3529910,4203417,4283795,1.7616758e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00014510674,4.0049537e-5,4.3131135e-5,0.010766559,0.023051716,-932.5099487304688,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-504.8446350097656,-637.780517578125,-626.8893432617188,3.4028234663852886e38,3.4028234663852886e38,233.58122,201.4232,203.78528,246.00575,248.49066,196.92711,63.296196,78.44829,3.4028235e38,3.4028235e38,96,84,86,100,100,63.913147,63.40801,63.565994,64.39404,64.50977
926,3850323,3455930,3533862,4207884,4288612,1.7616758e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00014510674,4.0049537e-5,4.3131135e-5,0.010351176,0.016789071,-932.5099487304688,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-504.8446350097656,-637.780517578125,-626.8893432617188,3.4028234663852886e38,3.4028234663852886e38,233.58122,201.4232,203.78528,246.23514,248.49066,197.14621,63.296196,78.44829,3.4028235e38,3.4028235e38,96,84,86,100,100,63.90407,63.39507,63.570736,64.39404,64.50977
927,3854588,3460046,3537809,4212477,4293380,1.7616758e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00014510674,4.0049537e-5,4.3131135e-5,0.010351176,0.016789071,-932.5099487304688,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-504.8446350097656,-637.780517578125,-626.8893432617188,3.4028234663852886e38,3.4028234663852886e38,233.58122,201.4232,203.78528,246.23514,248.49066,197.14621,63.296196,78.44829,3.4028235e38,3.4028235e38,96,84,86,100,100,63.92762,63.40865,63.570736,64.39404,64.50977
928,3859028,3464041,3541969,4217024,4297955,1.7616758e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.0049537e-5,4.3131135e-5,0.007170124,0.016619153,-932.5099487304688,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-504.8446350097656,-637.780517578125,-626.8893432617188,3.4028234663852886e38,3.4028234663852886e38,234.99374,201.4232,203.78528,246.23514,248.49066,197.14621,63.296196,77.87049,3.4028235e38,3.4028235e38,96,84,86,100,100,63.91494,63.448463,63.57869,64.39404,64.50977
929,3863109,3468139,3545924,4221924,4302525,1.7529763e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.0049537e-5,4.3131135e-5,0.007170124,0.016619153,-933.0792846679688,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-506.71612548828125,-641.5865478515625,-627.3091430664062,3.4028234663852886e38,3.4028234663852886e38,233.58122,200.3249,203.76234,246.23514,248.49066,196.92711,63.296196,77.87049,3.4028235e38,3.4028235e38,96,83,85,100,100,63.9017,63.448463,63.57869,64.39404,64.50977
930,3867650,3472257,3549830,4226610,4307204,1.7529763e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.0049537e-5,4.45616e-5,0.007170124,0.016619153,-933.0792846679688,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-513.9480590820312,-637.780517578125,-627.2017211914062,3.4028234663852886e38,3.4028234663852886e38,233.58122,200.3249,203.76234,246.23514,248.49066,192.55652,67.54868,77.87049,3.4028235e38,3.4028235e38,96,84,87,100,100,63.9017,63.43096,63.578712,64.39404,64.507256
931,3871972,3476528,3553570,4231255,4311704,1.7529763e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.0049537e-5,4.45616e-5,0.007170124,0.016619153,-933.0792846679688,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-513.9480590820312,-637.780517578125,-627.2017211914062,3.4028234663852886e38,3.4028234663852886e38,233.58122,200.3249,203.76234,246.23514,248.49066,192.55652,67.54868,77.87049,3.4028235e38,3.4028235e38,96,84,87,100,100,63.9017,63.44636,63.578712,64.39404,64.507256
932,3876125,3480659,3557940,4235924,4316294,1.7529013e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.0049537e-5,4.310208e-5,0.007170124,0.016619153,-933.084228515625,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-513.9480590820312,-637.780517578125,-626.8893432617188,3.4028234663852886e38,3.4028234663852886e38,233.58122,200.3249,203.76234,246.23514,248.49066,192.55652,67.54868,77.87049,3.4028235e38,3.4028235e38,96,84,87,100,100,63.9017,63.44636,63.578712,64.38995,64.50642
933,3880456,3484682,3562139,4240651,4321219,1.7529013e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.0049537e-5,4.310208e-5,0.007170124,0.016619153,-933.084228515625,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-513.9480590820312,-637.780517578125,-626.8893432617188,3.4028234663852886e38,3.4028234663852886e38,233.58122,200.3249,203.76234,246.23514,248.49066,192.55652,67.54868,77.87049,3.4028235e38,3.4028235e38,96,84,87,100,100,63.91401,63.443428,63.581356,64.38995,64.50642
934,3884640,3488944,3566057,4245336,4325954,1.7529013e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00014027412,4.0049537e-5,4.310208e-5,0.007170124,0.016619153,-933.084228515625,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-513.9480590820312,-637.780517578125,-626.8893432617188,3.4028234663852886e38,3.4028234663852886e38,233.58122,200.3249,203.76234,246.23514,248.49066,192.55652,67.54868,77.87049,3.4028235e38,3.4028235e38,96,84,87,100,100,63.903244,63.444565,63.595047,64.38995,64.50642
935,3888758,3492844,3569859,4250102,4331006,1.7529013e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00014027412,3.9477254e-5,4.310208e-5,0.007170124,0.016619153,-933.084228515625,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-513.9480590820312,-637.780517578125,-626.8893432617188,3.4028234663852886e38,3.4028234663852886e38,233.58122,200.3249,203.76234,246.23514,248.49066,192.55652,67.54868,77.87049,3.4028235e38,3.4028235e38,96,84,87,100,100,63.919807,63.444565,63.59856,64.39968,64.50739
936,3893072,3496869,3573958,4254992,4335965,1.7529013e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00014027412,3.9477254e-5,4.310208e-5,0.007170124,0.016619153,-933.084228515625,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-513.9480590820312,-637.780517578125,-626.8893432617188,3.4028234663852886e38,3.4028234663852886e38,233.58122,200.3249,202.62749,246.23514,248.49066,192.55652,67.54868,77.87049,3.4028235e38,3.4028235e38,96,84,87,100,100,63.930504,63.446774,63.59856,64.39968,64.50642
937,3897377,3501067,3577810,4259696,4340636,1.7529013e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00014027412,3.9477254e-5,4.310208e-5,0.007170124,0.016619153,-933.084228515625,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-513.9480590820312,-633.5282592773438,-621.7968139648438,3.4028234663852886e38,3.4028234663852886e38,233.58122,200.3249,202.62749,246.23514,248.49066,192.55652,67.54868,77.87049,3.4028235e38,3.4028235e38,96,84,87,100,100,63.930504,63.446774,63.61879,64.404854,64.50642
938,3901411,3505297,3581826,4264434,4345151,1.7529013e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00013971454,3.9477254e-5,4.310208e-5,0.007170124,0.016619153,-933.084228515625,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-513.9480590820312,-633.5282592773438,-621.7968139648438,3.4028234663852886e38,3.4028234663852886e38,234.99374,200.3249,202.62749,246.23514,248.49066,192.55652,67.54868,77.87049,3.4028235e38,3.4028235e38,96,84,87,100,100,63.930504,63.446774,63.618916,64.404854,64.50642
939,3905504,3509404,3585749,4268951,4350041,1.7529013e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00013971454,3.9477254e-5,4.310208e-5,0.007170124,0.016789071,-933.084228515625,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-506.71612548828125,-633.5282592773438,-621.7968139648438,3.4028234663852886e38,3.4028234663852886e38,233.58122,200.3249,202.62749,246.23514,248.49066,196.92711,67.54868,77.87049,3.4028235e38,3.4028235e38,96,84,87,100,100,63.930504,63.446774,63.618916,64.392395,64.50642
940,3909559,3513729,3589910,4273654,4354934,1.7529013e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00013971454,3.9477254e-5,4.310208e-5,0.007170124,0.016789071,-933.084228515625,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-506.71612548828125,-633.5282592773438,-621.7968139648438,3.4028234663852886e38,3.4028234663852886e38,233.58122,200.3249,202.62749,246.23514,248.49066,196.92711,67.54868,77.87049,3.4028235e38,3.4028235e38,96,84,87,100,100,63.944412,63.452984,63.618916,64.392395,64.50808
941,3913816,3517951,3593805,4278054,4359627,1.7529013e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00013971454,3.9477254e-5,4.310208e-5,0.007170124,0.016789071,-933.084228515625,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-504.8446350097656,-633.5282592773438,-621.7968139648438,3.4028234663852886e38,3.4028234663852886e38,234.99374,200.3249,202.62749,248.49066,248.49066,196.92711,67.54868,77.87049,3.4028235e38,3.4028235e38,96,84,87,100,100,63.944412,63.453514,63.632946,64.392395,64.50808
942,3917694,3521945,3597877,4282924,4364260,1.7389506e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3852012e-5,0.00013971454,3.9477254e-5,4.310208e-5,0.007170124,0.016789071,-934.0031127929688,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6629638671875,-506.71612548828125,-641.5865478515625,-627.2017211914062,3.4028234663852886e38,3.4028234663852886e38,234.99374,199.62639,202.62749,248.49066,248.49066,193.20778,63.296196,76.59679,3.4028235e38,3.4028235e38,96,84,87,100,100,63.944412,63.453514,63.628178,64.39721,64.51614
943,3921884,3526133,3601694,4287539,4368968,1.7389506e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3850478e-5,0.00013971454,3.9477254e-5,4.310208e-5,0.007170124,0.016789071,-934.0031127929688,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6703491210938,-506.71612548828125,-641.5865478515625,-627.2017211914062,3.4028234663852886e38,3.4028234663852886e38,234.99374,199.62639,202.62749,248.49066,248.49066,193.20778,63.296196,76.59679,3.4028235e38,3.4028235e38,96,84,87,100,100,63.944412,63.453514,63.628178,64.40618,64.51614
944,3926441,3529941,3605804,4292088,4373669,1.7389506e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3850478e-5,0.00013971454,3.9291237e-5,4.310208e-5,0.007170124,0.016789071,-934.0031127929688,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.6703491210938,-506.71612548828125,-641.5865478515625,-627.2017211914062,3.4028234663852886e38,3.4028234663852886e38,233.58122,199.62639,202.62749,248.49066,248.49066,193.20778,63.296196,76.59679,3.4028235e38,3.4028235e38,96,84,87,100,100,63.944412,63.453514,63.632114,64.40618,64.52363
945,3930835,3533941,3609867,4296694,4378310,1.7389506e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3840088e-5,0.00013971454,3.9291237e-5,4.2262687e-5,0.007170124,0.016789071,-934.0031127929688,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.720458984375,-506.71612548828125,-641.5865478515625,-627.2017211914062,3.4028234663852886e38,3.4028234663852886e38,233.58122,199.62639,202.62749,248.49066,248.49066,193.20778,63.296196,77.87049,3.4028235e38,3.4028235e38,96,84,87,100,100,63.951023,63.453514,63.628017,64.410286,64.52363
946,3935079,3538075,3613636,4301426,4383221,1.7389506e-5,1.554331e-5,1.609598e-5,2.1546886e-5,2.3840088e-5,0.00013971454,3.9291237e-5,4.2262687e-5,0.007170124,0.016789071,-934.0031127929688,-946.910400390625,-942.8922729492188,-909.3512573242188,-897.720458984375,-506.71612548828125,-641.5865478515625,-627.2017211914062,3.4028234663852886e38,3.4028234663852886e38,233.58122,199.62639,202.62749,248.49066,248.49066,193.20778,63.296196,77.87049,3.4028235e38,3.4028235e38,96,84,87,100,100,63.951023,63.453514,63.634655,64.40011,64.52363
