Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,(sqrt(X_2))((sqrt((1.0201715622626153)((X_3)^(-1))))^(-1)),11,0.1991795211348249,0.0999447656845247,0.1991795211348249,0.0999447656845247,0.8507183996655386,0.8669997851916044
