gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,4469.1323,4112.8535,4351.051,4886.541,5129.903,3481.373,3274.714,3370.5596,3847.8333,4150.283,33574.39,31850.176,33002.934,35594.44,36772.19,33616.04,31907.83,33020.99,35641.59,36791.645,14.334076,3.295837,3.295837,31.172638,38.366325,8.607465,5.6801596,6.4275174,15.440627,20.442986,8,3,3,14,16,6.02,5.726,5.762,6.24,6.28
2,4434.8857,3914.481,4080.9595,4758.913,4905.2217,3434.7056,3143.8306,3274.714,3780.686,3848.7659,33408.652,30890.152,31695.824,34976.785,35684.848,33449.938,30941.785,31775.498,34989.63,35696.824,15.567281,3.295837,5.5451775,33.271065,38.366325,9.773782,5.1656523,6.4293056,16.295958,21.195503,8,3,4,16,18,5.952,5.45,5.526,6.336,6.478
3,4369.3535,3903.8467,4022.5898,4631.0957,4758.913,3382.3135,3024.3735,3232.7354,3609.965,3780.6858,33091.51,30838.688,31413.348,34358.215,34976.785,33123.316,30888.451,31456.984,34391.676,35002.855,17.513191,3.295837,6.931472,36.841362,41.446533,10.432228,6.0845814,6.431573,17.800547,22.269753,9,3,5,16,18,5.806,5.168,5.372,6.41,6.6
4,4352.607,3786.2336,3949.251,4490.1387,4679.211,3379.851,2982.0142,3143.8306,3481.3801,3780.6858,33010.465,30269.5,31058.422,33676.05,34591.066,33038.418,30321.525,31125.363,33695.51,34612.734,17.917595,5.5451775,6.931472,37.429947,45.56001,11.124128,6.2805185,8.20085,20.343678,23.72977,10,4,5,18,19,5.686,4.926,5.042,6.384,6.608
5,4323.9106,3530.6077,3834.6165,4459.368,4510.4663,3351.1353,2738.4944,2982.0142,3481.3694,3604.2698,32871.59,29032.395,30503.648,33527.137,33774.426,32904.01,29079.395,30540.494,33579.79,33794.5,19.4591,6.931472,6.931472,41.446533,46.0517,11.124378,5.794636,8.201387,22.269753,27.432426,11,5,5,18,20,5.558,4.844,4.898,6.71,6.852
6,4272.249,3151.0322,3759.3132,4403.616,4510.4663,3334.343,2387.291,2925.91,3453.8357,3509.6228,32621.574,27195.438,30139.215,33257.324,33774.426,32668.016,27258.375,30161.31,33286.723,33794.5,19.709354,6.931472,9.656628,43.162113,50.536167,11.759196,5.737229,8.201753,26.09561,29.029123,11,5,6,18,22,5.84,4.708,4.902,7.226,7.614
7,4164.542,3016.9832,3513.0508,4377.444,4415.635,3258.5217,2387.3245,2667.1672,3418.474,3481.3694,32100.324,26546.705,28947.426,33130.664,33315.49,32137.143,26679.475,29020.406,33177.836,33346.32,24.953299,8.04719,11.266066,57.12784,71.25455,13.858909,7.6159773,8.971748,26.912651,36.95934,13,5,7,23,28,6.354,4.826,5.178,8.194,8.732
8,4045.014,2862.6638,3101.0593,4360.3926,4376.3394,3170.6394,2211.7815,2522.9548,3396.493,3518.1697,31521.867,25799.877,26953.594,33048.145,33125.316,31542.793,25851.7,27000.342,33081.73,33143.23,32.95837,11.266066,12.875504,61.558784,74.38353,15.720568,9.660005,10.334236,26.912651,32.243935,15,7,7,25,29,7.032,5.462,5.668,9.438,10.036
9,3926.1238,2844.2595,3003.5254,4284.3887,4349.29,3088.8833,2132.5295,2299.0298,3382.194,3483.6409,30946.496,25710.809,26481.578,32680.324,32994.414,30975.232,25774.06,26528.852,32713.006,33040.895,29.11218,11.266066,14.4849415,64.47238,77.032104,15.7744465,8.53567,10.367741,32.241497,36.719208,14,7,9,26,31,7.822,5.786,6.41,10.706,11.586
10,3678.6606,2839.3896,2993.799,4185.513,4257.1807,2905.364,2112.929,2262.6992,3311.3452,3447.6882,29748.898,25687.242,26434.506,32201.816,32548.648,29814.033,25750.594,26487.203,32238.885,32580.754,31.191624,13.621371,14.4849415,71.25455,84.643326,17.57941,8.5047,10.412448,33.979916,40.93902,15,7,9,28,33,8.894,6.672,6.962,12.234,13.472
11,3439.8596,2735.5813,2864.467,3971.8416,4162.0435,2721.7292,1966.2166,2213.3633,3181.3208,3311.3452,28593.219,25184.86,25808.604,31167.75,32088.23,28701.725,25254.164,25872.78,31253.361,32116.111,39.55004,15.567281,19.709354,79.51701,110.29282,19.087986,11.078378,11.920072,40.621822,68.38303,18,9,10,32,42,10.264,7.54,7.862,13.948,15.4
12,3253.176,2628.4158,2844.2595,3952.231,4066.0903,2619.3516,2025.7078,2124.0488,3153.3894,3208.4417,27689.762,24666.23,25710.809,31072.844,31623.867,27752.32,24742.47,25774.06,31208.893,31679.95,41.74727,14.4849415,17.917595,79.13055,102.59798,19.848543,11.279458,11.9200735,40.621822,52.92668,19,9,10,32,40,11.744,8.414,8.764,15.784,17.246
13,3164.6555,2351.3977,2630.8179,3896.4778,3969.8306,2488.486,1939.3126,2056.7913,3078.4448,3169.6677,27261.367,23325.602,24677.855,30803.023,31158.016,27336.531,23486.896,24788.664,30916.975,31254.404,48.33894,17.703817,23.292873,92.33818,111.03006,22.978466,11.319041,13.0157995,45.92875,58.752926,21,10,12,38,42,13.086,9.34,9.968,17.988,18.938
14,3019.6638,2272.9612,2379.7654,3761.8918,3883.2056,2387.575,1728.0004,1871.8232,3046.9849,3183.6914,26559.68,22946.006,23462.887,30151.695,30738.793,26703.37,23012.105,23621.139,30213.148,30869.793,54.485485,21.405012,23.350922,106.85098,114.3057,26.336582,12.655045,14.449151,51.40088,70.76647,23,11,13,42,46,14.596,10.37,10.994,19.83,21.378
15,2939.1184,2152.7168,2336.8457,3600.5825,3772.6592,2336.9854,1675.999,1830.1542,2776.6597,2993.1892,26169.879,22364.082,23255.176,29371.04,30203.805,26238.676,22465.676,23388.951,29413.742,30248.504,57.56463,25.296831,27.242743,116.44616,150.42627,30.295383,14.493665,16.835144,60.867226,72.60889,25,13,14,47,57,16.68,11.082,12.716,22.736,24.198
