-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,25658,5,712.4746,695.40186,712.4746,724.11816,5.5451775,6.0984144,695.40186,0.49742338,0.4787816,0.25181413,0.25440896,4,"log(abs((-23.212315 * X3))) NeoGP.GaussianLikelihood{Float32} Float32[0.70528156]"
2,46124,6,712.47437,695.4016,712.47437,724.1179,5.5451775,6.0984077,695.4016,0.497423,0.47878188,0.25181472,0.25440854,4,"log(abs((23.212366 * X3))) NeoGP.GaussianLikelihood{Float32} Float32[0.70528156]"
3,67725,5,684.78735,684.35803,684.78735,712.0232,16.125835,11.109959,684.35803,0.45773795,0.44538468,0.31150585,0.30641687,9,"(((0.3611018 * X3) + (0.24670587 * X10)) - -2.4889574) NeoGP.GaussianLikelihood{Float32} Float32[0.6765622]"
4,92701,6,684.78735,684.35803,684.78735,712.0232,16.125835,11.109959,684.35803,0.45773795,0.44538468,0.31150585,0.30641687,9,"(((0.3611018 * X3) + (0.24670587 * X10)) - -2.4889574) NeoGP.GaussianLikelihood{Float32} Float32[0.6765622]"
5,118547,10,684.78735,684.35803,684.78735,712.0232,16.125835,11.109959,684.35803,0.45773795,0.44538468,0.31150585,0.30641687,9,"(((0.3611018 * X3) + (0.24670587 * X10)) - -2.4889574) NeoGP.GaussianLikelihood{Float32} Float32[0.6765622]"
6,142370,10,684.78735,684.35803,684.78735,712.0232,16.125835,11.109959,684.35803,0.45773795,0.44538468,0.31150585,0.30641687,9,"(((0.3611018 * X3) + (0.24670587 * X10)) - -2.4889574) NeoGP.GaussianLikelihood{Float32} Float32[0.6765622]"
7,168945,10,686.71497,683.716,686.71497,709.52563,16.125835,6.6848288,683.716,0.46039528,0.44771492,0.30750895,0.30278808,9,"exp(exp(((0.06976796 * X3) + (0.058290716 * X10)))) NeoGP.GaussianLikelihood{Float32} Float32[0.6785245]"
8,200445,16,686.71497,683.716,686.71497,709.52563,16.125835,6.6848288,683.716,0.46039528,0.44771492,0.30750895,0.30278808,9,"exp(exp(((0.06976796 * X3) + (0.058290716 * X10)))) NeoGP.GaussianLikelihood{Float32} Float32[0.6785245]"
9,236843,15,686.71497,683.716,686.71497,709.52563,16.125835,6.6848288,683.716,0.46039528,0.44771492,0.30750895,0.30278808,9,"exp(exp(((0.06976796 * X3) + (0.058290716 * X10)))) NeoGP.GaussianLikelihood{Float32} Float32[0.6785245]"
10,272083,17,686.71497,683.716,686.71497,709.52563,16.125835,6.6848288,683.716,0.46039528,0.44771492,0.30750895,0.30278808,9,"exp(exp(((0.06976796 * X3) + (0.058290716 * X10)))) NeoGP.GaussianLikelihood{Float32} Float32[0.6785245]"
