-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,25536,8,697.3013,680.8375,697.3013,708.9707,5.5451775,6.1242847,680.8375,0.47377688,0.5245943,0.25903136,0.24350011,4,"log(abs((22.458492 * X3))) NeoGP.GaussianLikelihood{Float32} Float32[0.6883138]"
2,49577,10,697.2995,680.8358,697.2995,708.96893,5.5451775,6.124263,680.8358,0.47377437,0.52459216,0.2590353,0.24350315,4,"log(abs((22.4587 * X3))) NeoGP.GaussianLikelihood{Float32} Float32[0.6883138]"
3,71503,13,697.2995,680.8358,697.2995,708.96893,5.5451775,6.124263,680.8358,0.47377437,0.52459216,0.2590353,0.24350315,4,"log(abs((22.4587 * X3))) NeoGP.GaussianLikelihood{Float32} Float32[0.6883138]"
4,93971,9,691.85895,679.48755,691.85895,707.05884,6.931472,8.268454,679.48755,0.4661082,0.5178552,0.27102488,0.2532183,5,"(abs((221.65434 * X3)) ^ 0.21824296) NeoGP.GaussianLikelihood{Float32} Float32[0.6827212]"
5,121365,13,672.3055,675.7142,672.3055,701.0194,19.4591,9.254803,675.7142,0.4395655,0.4812886,0.3125366,0.30594975,10,"((sqrt(abs(-6.1629486)) - (-0.3612621 * X3)) + (0.236099 * X10)) NeoGP.GaussianLikelihood{Float32} Float32[0.6629978]"
6,150472,15,672.3058,672.3812,672.3058,699.77734,16.125835,11.345733,672.3812,0.4395659,0.48128897,0.312536,0.3059492,9,"(2.482531 + ((0.23609824 * X10) - (-0.36126179 * X3))) NeoGP.GaussianLikelihood{Float32} Float32[0.6629977]"
7,180710,17,672.3055,672.3809,672.3055,699.7771,16.125835,11.345734,672.3809,0.4395655,0.48128864,0.3125366,0.3059497,9,"((0.36126292 * X3) + ((0.23610121 * X10) - -2.4825215)) NeoGP.GaussianLikelihood{Float32} Float32[0.6629978]"
8,215567,18,672.3055,672.3809,672.3055,699.7771,16.125835,11.345734,672.3809,0.4395655,0.48128864,0.3125366,0.3059497,9,"((0.36126292 * X3) + ((0.23610121 * X10) - -2.4825215)) NeoGP.GaussianLikelihood{Float32} Float32[0.6629978]"
9,246025,21,672.3055,672.3809,672.3055,699.7771,16.125835,11.345734,672.3809,0.4395655,0.48128864,0.3125366,0.3059497,9,"((0.36126292 * X3) + ((0.23610121 * X10) - -2.4825215)) NeoGP.GaussianLikelihood{Float32} Float32[0.6629978]"
10,282110,26,672.3055,672.3809,672.3055,699.7771,16.125835,11.345734,672.3809,0.4395655,0.48128864,0.3125366,0.3059497,9,"((0.36126292 * X3) + ((0.23610121 * X10) - -2.4825215)) NeoGP.GaussianLikelihood{Float32} Float32[0.6629978]"
11,312982,29,672.3055,672.3809,672.3055,699.7771,16.125835,11.345734,672.3809,0.4395655,0.48128864,0.3125366,0.3059497,9,"((0.36126292 * X3) + ((0.23610121 * X10) - -2.4825215)) NeoGP.GaussianLikelihood{Float32} Float32[0.6629978]"
12,346928,26,667.7722,663.7361,667.7722,689.59534,14.334076,7.4890194,663.7361,0.4336309,0.49255118,0.3218181,0.28970838,8,"log(abs(((-5.8887563 * X5) + (-15.319039 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.65850675]"
13,378906,24,667.7722,663.7361,667.7722,689.59534,14.334076,7.4890194,663.7361,0.4336309,0.49255118,0.3218181,0.28970838,8,"log(abs(((-5.8887563 * X5) + (-15.319039 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.65850675]"
14,412103,23,667.7722,663.7361,667.7722,689.59534,14.334076,7.4890194,663.7361,0.4336309,0.49255118,0.3218181,0.28970838,8,"log(abs(((-5.8887563 * X5) + (-15.319039 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.65850675]"
15,447069,24,667.7722,663.7361,667.7722,689.59534,14.334076,7.4890194,663.7361,0.4336309,0.49255118,0.3218181,0.28970838,8,"log(abs(((-5.8887563 * X5) + (-15.319039 * X3)))) NeoGP.GaussianLikelihood{Float32} Float32[0.65850675]"
