gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.49978015,0.46179014,0.4678249,0.5953425,0.59762686,0.51948977,0.46881917,0.47133648,0.61822474,0.6203314,715.1207,687.7224,693.08496,772.3131,773.58844,747.8236,716.70935,726.522,796.45886,801.0627,22.873857,6.931472,6.931472,31.191624,35.350506,9.574909,5.3239737,6.326926,13.471595,13.763668,11,5,5,15,17,6.0,5.702,5.806,6.332,6.336
2,0.49255198,0.44605452,0.46111354,0.5536834,0.5737343,0.47744414,0.45061713,0.46135467,0.5787148,0.58064514,709.3174,677.19275,687.23413,749.2794,761.14307,734.04126,709.1478,715.3162,784.2804,785.1707,22.873857,6.931472,8.04719,31.191624,32.95837,10.358467,6.012479,6.926486,13.243503,13.891385,11,5,5,15,15,5.926,5.466,5.54,6.39,6.452
3,0.48990822,0.44263396,0.44762114,0.49857408,0.49978015,0.47737578,0.45764083,0.46135467,0.5253142,0.52531445,707.4052,673.6141,678.36194,714.315,715.1207,731.31616,709.1472,714.7583,763.76074,769.96356,20.794415,6.931472,8.317766,32.95837,39.143948,10.346943,5.9172306,6.559238,14.136369,14.673084,10,5,6,15,17,5.91,5.176,5.238,6.6,6.778
4,0.47479403,0.43904877,0.44590414,0.49822518,0.4984183,0.47182354,0.44360077,0.4518838,0.5253142,0.52531445,698.0165,671.9132,677.0803,714.08154,714.21075,730.0711,714.0789,715.27496,757.5891,763.76074,24.953299,6.931472,8.04719,47.957905,62.122665,9.621985,6.559238,7.2723384,14.673084,18.3861,12,5,5,20,25,6.192,5.15,5.278,6.958,7.07
5,0.46959433,0.43904877,0.44481304,0.49476832,0.49822518,0.47090954,0.43145916,0.4518838,0.5194912,0.5209009,694.344,671.9132,675.2493,711.7595,714.08154,731.31616,708.052,714.07874,756.08954,756.2655,24.953299,6.931472,8.317766,52.18304,62.122665,10.035303,5.9172306,7.1872344,16.823034,17.18623,12,5,6,21,25,6.394,5.236,5.444,7.506,7.528
6,0.4658858,0.4359597,0.44263396,0.4928684,0.49426293,0.46662146,0.43074355,0.43210736,0.5181581,0.51836836,691.6748,669.5585,673.6141,710.4764,711.4187,730.02466,710.4647,714.7583,763.2603,765.1548,28.56392,8.04719,9.656628,57.56463,59.867214,10.587627,7.2723384,9.139651,15.159306,19.481258,13,5,6,25,26,7.018,5.726,5.992,8.294,8.372
7,0.4623535,0.4359597,0.44263396,0.4840984,0.48990795,0.45817935,0.43074355,0.43210736,0.5181581,0.51836836,688.827,669.5585,673.6141,703.4325,707.405,731.865,710.4647,714.7583,762.0293,763.18286,37.352818,11.090355,16.125835,62.169796,62.169796,10.587627,5.9172306,7.992705,14.337522,16.254414,17,8,9,27,27,7.836,6.226,6.644,9.282,9.662
8,0.46101505,0.4359597,0.44263396,0.47748682,0.4780394,0.45817935,0.42728972,0.43074355,0.5181581,0.5183693,688.12836,669.5585,673.6141,698.8532,700.2883,731.6204,710.99774,712.8758,759.9771,761.35065,31.191624,12.875504,20.794415,62.169796,64.607574,10.587627,5.4641185,7.5932474,14.337522,15.36331,15,8,10,26,27,8.788,6.844,7.134,11.066,11.588
9,0.45354047,0.42822015,0.43451476,0.4755793,0.4780394,0.45817935,0.42508236,0.42984027,0.49876744,0.5183684,682.5746,663.5847,668.4513,698.224,700.2883,740.5405,709.8508,712.60956,768.1547,777.8629,43.944492,16.125835,22.873857,79.51701,82.07838,10.944974,6.816617,6.915909,17.364662,21.220278,19,9,11,32,32,10.234,7.802,7.896,12.382,13.328
10,0.4518164,0.42806664,0.42847604,0.4755793,0.47604236,0.4518843,0.42040274,0.42676082,0.49738494,0.49876744,681.47314,663.46515,663.78394,697.52026,697.84436,747.089,709.8508,712.60956,784.0791,786.56757,46.0517,12.875504,24.953299,83.92634,94.90313,11.205952,6.816617,7.36458,23.76164,24.446579,20,8,12,35,37,12.118,8.432,8.842,13.906,15.256
11,0.44816813,0.4253476,0.42743927,0.46072194,0.46795782,0.44529244,0.41514444,0.42508236,0.49202552,0.49593017,677.7517,661.34,662.97595,687.26746,692.1405,744.1213,704.9488,714.7583,797.38983,802.8525,50.65687,26.366695,28.56392,110.29282,111.8208,10.944974,7.016199,8.147802,23.76164,24.121027,22,12,13,43,43,13.602,9.616,9.992,16.102,17.674
