id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(((t0 / (t1 / Sin((x0 - t2)))) - t3) - (Abs(((Abs(Log(x0)) ^ t4) - t5)) ^ t6)),-2.7785276436567297;7.122388812838082;-0.492387473775396;-2.5556107047903294;-2.7216283174421303;-0.3262040089337419;-0.4947529108142823,19,1.7047470358131512e-3,1.5661154795216555e-3,0.9680825312415056,0.9790356049534762
