id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(t0 + (t1 * Sin(Log(((Abs(Exp((t2 + (t3 - (x0 * t4))))) ^ x0) - t5))))),0.7685893406651494;-1.376506033507228;-1.1318238259937463;-0.2527111001849472;0.8003318350085086;-9.325946465872534e-2,18,1.3409268087927714e-3,1.3555521679359448e-3,0.9748942285113544,0.9818542556239462
