Complexity,Loss,Equation
1,0.00022729844,"0.08261554"
5,0.00010846154,"powabs(0.0794949, powabs(x0, 0.08530503))"
6,0.00010777885,"powabs(0.60883325, sqrtabs(x0)) * 0.13219273"
7,0.000107339096,"(powabs(0.3385471, x0) + 1.1088536) * 0.05519395"
8,0.00010728232,"sqrtabs(powabs(0.25432047, x0) + 0.42432383) * 0.09692168"
9,0.00010704595,"exp(powabs(0.49265274, exp(x0)) - -0.61903423) * 0.037117243"
10,0.00010701984,"sin(exp(powabs(0.49265274, exp(x0)) - -0.61903423) * 0.037117243)"
11,8.662826e-5,"powabs(powabs(0.10823193, powabs(x0, 0.059267726)), powabs(powabs(x1, 0.06580311), 0.55280006))"
13,8.6609696e-5,"powabs(powabs(-0.09120163, powabs(x0, 0.05507106)) * 1.1846133, powabs(powabs(x1, 0.19934405), 0.1811602))"
15,6.2394094e-5,"powabs(1.2545862, x5) * powabs(powabs(0.11058685, powabs(x0, 0.057870883)), powabs(powabs(x1, 0.074122734), 0.5551506))"
19,6.224862e-5,"powabs(powabs(powabs(x1, x5), 0.11326462), 0.5136679) * powabs(powabs(0.11326462, powabs(x0, 0.054407746)), powabs(powabs(x1, 0.0858654), 0.5136679))"
23,6.041907e-5,"powabs(powabs(powabs(1.2545862, powabs(0.11205797, powabs(0.074122734, x0))), 1.2545862), x5) * powabs(powabs(0.11058685, powabs(x0, 0.057870883)), powabs(powabs(x1, 0.074122734), 0.5551506))"
25,6.014617e-5,"powabs(powabs(powabs(1.2545862, powabs(powabs(0.2681837, 1.2545862), powabs(0.074122734, x0))), 1.2545862), x5) * powabs(powabs(0.11058685, powabs(x0, 0.057870883)), powabs(powabs(x1, 0.074122734), 0.5551506))"
29,5.819193e-5,"powabs(powabs(powabs(x1, 0.1121066), x5) / powabs(powabs(powabs(0.55437917, x0), powabs(x7, 0.1121066)), 0.3103131), 0.49052238) * powabs(powabs(0.1121066, powabs(x0, 0.05834329)), powabs(powabs(x1, 0.101797536), 0.42948934))"
35,5.758022e-5,"powabs(powabs(powabs(powabs(x1, 0.12647271), x5) / powabs(powabs(powabs(0.55437917, x0), powabs(x7, 0.11326462)), 0.3103131), 0.49052238), powabs(powabs(x0, 0.16598852), 0.49265274)) * powabs(powabs(0.1121066, powabs(x0, 0.05834329)), powabs(powabs(x1, 0.101797536), 0.42948934))"
37,5.750822e-5,"powabs(powabs(powabs(powabs(x1, 0.12647271), x5) / powabs(powabs(powabs(0.55437917, x0), powabs(x7, 0.11326462)), 0.3103131), 0.49052238), powabs(powabs(x0, 0.16598852), powabs(0.9961683, -0.61903423))) * powabs(powabs(0.1121066, powabs(x0, 0.05834329)), powabs(powabs(x1, 0.101797536), 0.42948934))"
39,5.750663e-5,"powabs(powabs(powabs(powabs(x1, 0.12647271), x5) / powabs(powabs(powabs(0.55437917, x0), powabs(x7, 0.11326462)), 0.3103131), 0.49052238), powabs(powabs(x0, 0.16598852), powabs(0.9961683, powabs(x0, 0.9961683)))) * powabs(powabs(0.1121066, powabs(x0, 0.05834329)), powabs(powabs(x1, 0.101797536), 0.42948934))"
41,5.743399e-5,"powabs(powabs(powabs(powabs(x1, 0.12647271), x5) / powabs(powabs(powabs(0.55437917, x0), powabs(x7, 0.11326462)), 0.3103131), 0.49052238), powabs(powabs(x0, powabs(0.1121066, powabs(x0, 0.11326462))), powabs(0.9961683, -0.61903423))) * powabs(powabs(0.1121066, powabs(x0, 0.05834329)), powabs(powabs(x1, 0.101797536), 0.42948934))"
48,5.696625e-5,"powabs(powabs(powabs(x1, 0.21054754), x5) / powabs(powabs(0.88523287, powabs(x0, sin(powabs(x1, 0.14927812)))) / powabs(0.0980214, powabs(powabs(x5, 0.16149943), x0)), powabs(powabs(x7, x0), 0.16490749)), powabs(0.28899065, powabs(x5, powabs(0.13601701, x1)))) * powabs(powabs(0.1113425, powabs(x0, 0.056865167)), powabs(powabs(x1, 0.08880783), 0.48215503))"
