id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Sqrt(Abs((Log(((t0 + x4) + x0)) / t1))) + Sqrt(Abs(x2))) + (Sqrt(Abs(Log(((Exp(Sin((x6 + (t2 - x9)))) / x9) + (Abs(t3) ^ x6))))) * (Abs(t4) ^ Exp(Sin(Sqrt(Abs((Abs(((t5 - Exp(Sqrt(Abs(x7)))) + (x0 - Exp(((x8 * t6) * t7))))) ^ x1)))))))),0.873137434882982;0.5130282105731199;-0.6247403032711281;-0.23411574282577882;0.665744173089055;1.3075783048680793e-2;0.7554834171039964;0.5990606955504153,50,0.38204474301240976,0.4021577398027144,0.4253568649252031,0.3737351496254455
