id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Log(Exp(Exp((t0 / Exp(Sin((Sin(t1) / (((t2 - Log(Exp((Sin(x8) / ((Sin(Sin(((Sin((x7 - x2)) - x9) - t3))) + t4) + (x7 + (Abs(x2) ^ Sin(x4)))))))) * Sqrt(Abs((x2 * x4)))) * (Abs(((Abs(Exp(t5)) ^ x9) + x6)) ^ t6))))))))),1.667035939503092;0.6675495518993674;0.966709734999764;-0.9474534689074733;0.599668857740193;0.8830720126342505;0.29575805661424864,50,0.3742972906334596,0.42421156896736123,0.41461162709736776,0.38825951062185504
