Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,0.5276432,1,0.03447771477163131,0.009968983791088487,0.03447771477163131,0.009968983791088487,-5.095184274495068e-10,-0.005873374349010918
1,powabs(x0, -0.15539102),3,0.007091015555469291,0.002651922095180526,0.007091015555469291,0.002651922095180526,0.7943304651700156,0.7324202865316648
2,powabs(x0 * -0.17749627, -0.26693612),5,0.0012307173823297099,0.001463823787853928,0.0012307173823297099,0.001463823787853928,0.9643039745786912,0.8522997525327292
3,powabs((x0 + -22.586773) * -0.4241868, -0.22536135),7,0.0012198864272908363,0.009046027160383135,0.0012198864272908363,0.009046027160383135,0.9646181182252795,0.08725321908925732
4,powabs(sqrtabs(x0 + 39.914783) + -5.533673, -0.41804674),8,0.0012184119972604298,0.001538771083774965,0.0012184119972604298,0.001538771083774965,0.964660882951449,0.8447375484980694
5,powabs((x0 * 0.13902922) + powabs(0.81806827, x1), -0.28584206),9,0.001195996814921087,0.0014527067659377553,0.001195996814921087,0.0014527067659377553,0.9653110183359789,0.8534214632889978
6,powabs((sin(x0 + -0.9689406) + -0.030629706) * 0.7187577, 0.7163962),10,0.0010951484497355786,0.020265087726151716,0.0010951484497355786,0.020265087726151716,0.9682360487767977,-1.0447532667075659
7,powabs((((x0 / 4.0339913) / ((x1 / sin(x0)) + 4.1008005)) + x0) * 0.15895313, -0.28687888),16,0.0009393079555037962,0.0024651332897985133,0.0009393079555037962,0.0024651332897985133,0.9727560842647476,0.7512673315161478
8,powabs((((x0 / (x1 + -1.8525273)) / ((x1 / sin(x0)) + 4.0339913)) + x0) * 0.15895313, -0.28687888),18,0.0008246590970145352,0.0042330466575238165,0.0008246590970145352,0.0042330466575238165,0.9760813875601392,0.5728843566797119
9,powabs(((((x0 + 7.094776) / (x1 + -1.8525273)) / ((x1 / sin(x0)) + 4.0339913)) + x0) * 0.15895313, -0.28687888),20,0.0008148712005740905,0.005922942664216446,0.0008148712005740905,0.005922942664216446,0.976365278082184,0.40237335634381555
10,powabs((((x0 / (x1 + -1.4383706)) / ((x1 / sin(x0)) + 4.09724)) + x0) * ((0.5371818 / x0) + 0.12205092), -0.30839124),22,0.0007985773732118529,0.003928258057800015,0.0007985773732118529,0.003928258057800015,0.9768378682024534,0.6036376153560223
11,powabs(((x0 + ((x0 / (x1 + -1.8525273)) / ((x1 / sin(x0)) + 4.0339913))) + sin(x1 + -1.8525273)) * 0.15895313, -0.28687888),23,0.000772742847403206,0.0038550858123447156,0.000772742847403206,0.0038550858123447156,0.9775871790542001,0.611020716280573
12,powabs((((x0 / (x1 + -1.4383706)) / ((x1 / sin(x0)) + 4.09724)) + x0) * (((1.7240566 / x1) / x0) + 0.12205092), -0.30839124),24,0.0007656932204190986,0.004159329338880253,0.0007656932204190986,0.004159329338880253,0.9777916481448691,0.5803224556480588
13,powabs((((x0 / (x1 + -1.4383706)) / ((x1 / sin(x0)) + 4.09724)) + x0) * (((1.7240566 / (x1 + -1.4383706)) / x0) + 0.12205092), -0.30839124),26,0.0007192725172007784,0.003641858502044037,0.0007192725172007784,0.003641858502044037,0.979138045478609,0.6325354141284354
14,powabs((((x0 / (x1 + -1.4383706)) / ((x1 / sin(x0)) + 4.09724)) + x0) * ((((x1 / (x1 + -2.5099714)) / x1) / x0) + 0.12205092), -0.30839124),28,0.0006910386726799644,0.003631365159241682,0.0006910386726799644,0.003631365159241682,0.979956946752148,0.6335941954800755
15,powabs(((x0 + ((x0 / (x1 + -3.1535938)) / ((x1 / sin(x0)) + 3.4929473))) + (sin(x1 / (x1 + -2.5099714)) / ((x1 + (sin(-3.1535938) + -3.604881)) / (x0 / x1)))) * 0.13470599, -0.28913563),36,0.0006511174566899406,0.026020550093260496,0.0006511174566899406,0.026020550093260496,0.9811148313821122,-1.6254810995000737
16,powabs((x0 + (((x0 / (x1 + -3.1535938)) / ((x1 / sin(x0)) + 3.4929473)) + (sin(x1 / (x1 + -2.5099714)) / ((x1 + (sin(-3.1535938) + -3.604881)) / (x0 / (x1 + sin(3.510437))))))) * 0.13470599, -0.28913563),39,0.0006381680450390803,0.04148707758180373,0.0006381680450390803,0.04148707758180373,0.9814904192580266,-3.186058237590098
17,powabs((x0 + (((x0 / (x1 + -3.1535938)) / ((x1 / sin(x0)) + 3.4929473)) + (sin(x1 / (x1 + -2.5099714)) / ((x1 + ((1.7240566 / x0) + -3.604881)) / (x0 / (x1 + sin(3.510437))))))) * 0.13470599, -0.28913563),40,0.0006377847809766491,0.01935616739978014,0.0006377847809766491,0.01935616739978014,0.9815015355418396,-0.953042940473606
