[juliapkg] Waiting for lock on /home/olivetti/.local/pyenv/julia_env/lock.pid to be freed. This normally means that another process is resolving. If you know that no other process is resolving, delete this file to proceed.
Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,0.5276365,1,0.034477714872684785,0.009969086071643943,0.034477714872684785,0.009969086071643943,-3.440498108631118e-09,-0.005883694486910951
1,powabs(x0, -0.15538204),3,0.007091015449066752,0.00265165290957663,0.007091015449066752,0.00265165290957663,0.7943304682561406,0.7324474474376701
2,powabs(x0 / 5.634964, -0.26694694),5,0.0012307171845142557,0.0014637940462611768,0.0012307171845142557,0.0014637940462611768,0.9643039803161787,0.8523027534681189
3,powabs((x0 + -22.591154) / 2.3586757, -0.22548315),7,0.0012198968208680533,0.009057518450654794,0.0012198968208680533,0.009057518450654794,0.9646178167674454,0.08609374454667573
4,powabs(x0 / (sqrtabs(x1) + 3.4670277), -0.2681928),8,0.0012117491891742913,0.0014309827930553676,0.0012117491891742913,0.0014309827930553676,0.9648541326529929,0.8556134184938009
5,powabs((x0 + (6.1334825 - x1)) / 6.1334825, -0.27541792),9,0.001178502071176085,0.0014202059154084054,0.001178502071176085,0.0014202059154084054,0.9658184401262511,0.8567008085940222
6,powabs(0.54990435, x1) + sqrtabs(powabs(x0 / x1, -0.5963152)),10,0.001024017311099669,0.0012596929826115002,0.001024017311099669,0.0012596929826115002,0.9702991535719764,0.8728966103650522
7,powabs(x0 / (x1 + powabs(exp(powabs(-0.29063955, x1)), x0)), -0.28713417),12,0.0006895357954346204,0.0011887185504486503,0.0006895357954346204,0.0011887185504486503,0.9800005365682383,0.880057951286879
8,powabs(x0 / (x1 + powabs(sqrtabs(x0), x0 / powabs(x1, x1))), -0.28340635),14,0.0006274435708884703,0.0004816419094044147,0.0006274435708884703,0.0004816419094044147,0.9818014745071088,0.9514021907555312
9,powabs(x0 / (powabs(x0, x0 / (x0 + powabs(x1, x1))) + x1), -0.28713417),15,0.0004124540327155887,0.00046152057772070747,0.0004124540327155887,0.00046152057772070747,0.9880370832099025,0.9534324389955955
10,powabs((-0.41135785 + x0) / (x1 + powabs(x0, x0 / (x0 + powabs(x1, x1)))), -0.2881529),17,0.0004005912291334397,0.0004610323044854951,0.0004005912291334397,0.0004610323044854951,0.988381154841876,0.9534817059075495
11,powabs((sin(x1) + x0) / (x1 + powabs(x0, x0 / (x0 + powabs(x1, x1)))), -0.29063955),18,0.00038545634050947506,0.0004886642081865781,0.00038545634050947506,0.0004886642081865781,0.9888201308219235,0.9506936387586852
12,sqrtabs((x0 / powabs(x1, 1.0565873 + x1)) + powabs(x0 / (x1 + (x1 + x1)), -0.41998407)) + -0.22571549,20,0.0002993821147409845,0.00034755341534428426,0.0002993821147409845,0.00034755341534428426,0.9913166485401793,0.9649317589450401
13,sqrtabs(((x0 / x1) / powabs(x1, x1)) + powabs(x0 / ((x1 + (x1 + x1)) + x1), -0.38637453)) + -0.28299633,22,0.00029138672891292273,0.0003329583718540678,0.00029138672891292273,0.0003329583718540678,0.9915485486497166,0.9664044030933232
14,sqrtabs(((x0 / x1) / powabs(x1, x1)) + powabs((sin(x1) + x0) / (x1 + (x1 + x1)), -0.4033287)) + -0.23594579,23,0.00029088089386484345,0.0003175495302395202,0.00029088089386484345,0.0003175495302395202,0.9915632200121224,0.9679591597098892
