Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,0.52765,1,0.03447771476086957,0.009968880075757578,0.03447771476086957,0.009968880075757578,-1.97382332700613e-10,-0.005862909441849196
1,powabs(x0, -0.15539105),3,0.007091015557109783,0.002651922995720191,0.007091015557109783,0.002651922995720191,0.7943304651224343,0.7324201956669498
2,powabs(x0 * -0.17753138, -0.2669156),5,0.0012307179394955607,0.0014637285920088565,0.0012307179394955607,0.0014637285920088565,0.9643039584185178,0.8523093578212834
3,powabs((x0 + -22.584003) / -2.35536, -0.22535329),7,0.0012198833675028068,0.009023777542196505,0.0012198833675028068,0.009023777542196505,0.9646182069721136,0.08949821205868813
4,sin(powabs(sin(powabs(sin(x0 - -0.3393796), -0.31395188)), 6.997843)),10,0.001173378809909213,0.004510509451123975,0.001173378809909213,0.004510509451123975,0.9659670364384898,0.5448882798173558
5,sin(powabs(sin(sin(0.9001908 - x0)), sin(powabs(0.6701646, sin(x0))))),12,0.0011460180186741054,0.01390153428135689,0.0011460180186741054,0.01390153428135689,0.9667606154628038,-0.4026688666819591
6,sin(powabs(sin(powabs(sin(0.8828823 - x0), 0.7621438)), powabs(0.7621438, sin(x0)))),13,0.001116924191744065,0.01209383539412766,0.001116924191744065,0.01209383539412766,0.9676044598746963,-0.22027152131465577
7,sin(powabs(sin(sin(x0 - 0.91251266)), sin(powabs(1.2861255, sin(x1 - x0))))),14,0.0009605887601354996,0.019181361547972745,0.0009605887601354996,0.019181361547972745,0.9721388506463507,-0.9354049790024841
8,sin(powabs(powabs(-0.7065198, powabs(powabs(x1, 0.75386626), sin(0.3329426 - x0))), powabs(sin(0.634767 - x0), -0.45677933))),18,0.0008067067412573969,0.04237873660117434,0.0008067067412573969,0.04237873660117434,0.976602082040188,-3.2760268929092895
9,sin(powabs(powabs(sin(sin(sin(x0 - 0.80535287))), powabs(x1 - 2.499526, sin(sin(0.3640615 - x0)))), powabs(x0, -0.07370782))),21,0.0006984545287502105,0.00684762831238552,0.0006984545287502105,0.00684762831238552,0.9797418554642495,0.30907230453877776
10,sin(powabs(powabs(sin(sin(sin(0.7959738 - x0))), powabs(x1 - 2.499526, sin((x1 * 0.07372996) - x0))), powabs(x0, -0.07370782))),22,0.000646971678394829,0.008593546605845047,0.000646971678394829,0.008593546605845047,0.9812350765411862,0.13290863911586015
11,sin(powabs(powabs(sin(sin(sin(x0 - 0.80535287))), powabs(x1 - 2.499526, sin(sin((x1 * 0.07316528) - x0)))), powabs(x0, -0.07370782))),23,0.0005732130887534233,0.006652117181563779,0.0005732130887534233,0.006652117181563779,0.9833743885625177,0.32879943470607265
12,sin(powabs(powabs(sin(sin(sin(sin(0.7680206 - x0)))), powabs(2.6773105 - powabs(x1, 1.0728463), sin((x1 * 0.07496123) - x0))), powabs(x0, -0.09422427))),25,0.000559883848205046,0.020374058379356384,0.000559883848205046,0.020374058379356384,0.9837609930878889,-1.055748437423158
13,sin(powabs(powabs(sin(sin(sin(sin(0.7680206 - x0)))), powabs(2.6773105 - powabs(x1, 1.0728463), sin((x1 * 0.07496123) - x0))), powabs(-0.09422427 - x0, -0.09422427))),27,0.0005598776616009523,0.02036133215913765,0.0005598776616009523,0.02036133215913765,0.9837611725256543,-1.0544643580884552
14,sin(powabs(powabs(sin(sin(sin(0.81157357 - x0))), powabs(sin(((x1 * 3.8559008) - x0) - x1) - 2.6218216, sin(sin(sin(0.35380214 - x0))))), powabs(x0, -0.07507999))),29,0.00047830562050906703,0.0056808638355668635,0.00047830562050906703,0.0056808638355668635,0.9861271077877143,0.4267991808144985
15,sin(powabs(powabs(sin(sin(sin(0.81157357 - x0))), powabs(sin(((x1 * 3.8559008) - x0) - x1) - 2.6218216, sin(sin(sin((x1 * 0.06903486) - x0))))), powabs(x0, -0.07507999))),31,0.00041448934912900894,0.00565909603769465,0.00041448934912900894,0.00565909603769465,0.9879780503990582,0.42899555797356703
16,sin(powabs(powabs(sin(sin(sin(sin(0.7685678 - x0)))), powabs(sin(((x1 * 3.887616) - x1) - x0) - powabs(x1, 0.6586486), sin(sin(sin((x1 * 0.05760398) - x0))))), 0.6146496)),32,0.00031156375565130406,0.008868490448452051,0.00031156375565130406,0.008868490448452051,0.9909633292730176,0.10516672514396519
17,sin(powabs(powabs(sin(sin(sin(0.80145675 - x0))), powabs(sin(((x1 * 3.8810472) - x0) - x1) - powabs(x1, 0.6358041), sin(sin(sin((x1 * 0.07027831) - x0))))), powabs(x0, -0.07761633))),33,0.0003062601464209331,0.006077712567763877,0.0003062601464209331,0.006077712567763877,0.9911171564413261,0.3867570279003798
