Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,0.5276465,1,0.034477714754858696,0.009968933447098486,0.034477714754858696,0.009968933447098486,-2.30415686530705e-11,-0.0058682946257251345
1,powabs((x0; -0.15539011),3,0.007091015509774096,0.002651894782785041,0.007091015509774096,0.002651894782785041,0.7943304664953701,0.7324230423603415
2,powabs((-0.9353342; sqrtabs(x0)),4,0.003689950552783268,0.00323369177418801,0.003689950552783268,0.00323369177418801,0.8929757793083345,0.6737195561081375
3,powabs((x0 / 5.6371646; -0.26680714),5,0.0012307639052041024,0.0014614770129010787,0.0012307639052041024,0.0014614770129010787,0.96430262521796,0.8525365428104674
4,powabs((x0 + 1.8018804; -0.2777562) / 0.59426177,7,0.0012241912389946738,0.0014679090413568573,0.0012241912389946738,0.0014679090413568573,0.9644932604226513,0.8518875492618465
5,sin(powabs(((x1 - x0) / -6.7765594; -0.2777562)),8,0.0012086180611105204,0.0014165205032742488,0.0012086180611105204,0.0014165205032742488,0.9649449486506919,0.8570726677540867
6,powabs(((x1 - (x0 - -6.006126)) / -6.006126; -0.27156124),9,0.0011730148096855267,0.0013851611459571808,0.0011730148096855267,0.0013851611459571808,0.9659775939892521,0.8602368360608035
7,powabs((((x1 - -0.2777562) - (x0 - -6.006126)) / -6.006126; -0.27156124),11,0.0011667350177326837,0.0013859355788789045,0.0011667350177326837,0.0013859355788789045,0.9661597345979798,0.8601586955529539
8,sqrtabs(sqrtabs(sqrtabs(powabs((sqrtabs(sqrtabs(sqrtabs(x1))) / (x0 / x1); sqrtabs(x1))))),14,0.001043157483810561,0.0012727395757193007,0.001043157483810561,0.0012727395757193007,0.9697440073609406,0.8715802053123292
9,sqrtabs(sqrtabs(sqrtabs(powabs((sqrtabs(sqrtabs(sqrtabs(sqrtabs(x0)))) / (x0 / x1); sqrtabs(x1))))),15,0.0010036497690834448,0.0011617066793729797,0.0010036497690834448,0.0011617066793729797,0.9708898986999962,0.8827834569628591
