Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,0.5276559,1,0.034477714826462176,0.009968790162385758,0.034477714826462176,0.009968790162385758,-2.099846296843566e-09,-0.0058538371563878755
1,powabs(x0, -0.15538646),3,0.007091015405616986,0.0026517853103997066,0.007091015405616986,0.0026517853103997066,0.7943304695163682,0.7324340881559753
2,powabs(x0 * 0.17748883, -0.2669273),5,0.0012307172194870972,0.0014636571541082743,0.0012307172194870972,0.0014636571541082743,0.9643039793018179,0.852316565926304
3,powabs((x0 + -22.577423) * -0.4248319, -0.22526912),7,0.0012198794608863056,0.009002160132269498,0.0012198794608863056,0.009002160132269498,0.964618320280566,0.09167941503018884
4,powabs((x0 + sin(sqrtabs(x1))) * 0.16560039, -0.2715578),9,0.001216594844722105,0.0014490968022230317,0.001216594844722105,0.0014490968022230317,0.9647135880843526,0.8537857096815191
5,powabs((sin(x1 + x1) + x0) * 0.17966147, -0.2662639),10,0.0011606700731761914,0.0013746642117449055,0.0011606700731761914,0.0013746642117449055,0.9663356437207204,0.8612959797867528
6,powabs((sin(x1 + (x1 + 0.17966147)) + x0) * 0.17966147, -0.2662639),12,0.0011590431006675342,0.0013753326874979797,0.0011590431006675342,0.0013753326874979797,0.9663828328259226,0.8612285303881474
7,powabs((x0 * -0.2044907) * sin(sin((x0 * 10.352869) * x0)), -0.27326182),13,0.001145316413594568,0.010222088493101283,0.001145316413594568,0.010222088493101283,0.9667809649866786,-0.03141171266036413
8,sin(sqrtabs(sqrtabs((-3.763685 / (x0 + -21.36036)) + (-3.763685 / powabs(x1, x1))))),14,0.0008260300449830231,0.0045437695279362915,0.0008260300449830231,0.0045437695279362915,0.9760416242527893,0.541532328358771
9,sin(sqrtabs(sqrtabs(((x1 + -1.5902245) / (x0 + -20.32514)) + (9.033654 / powabs(x1, x1))))),16,0.0005730240933848183,0.0016862315880073321,0.0005730240933848183,0.0016862315880073321,0.9833798702300225,0.8298587405790505
10,sin(sqrtabs(sqrtabs((x0 / powabs(-118.96422, x1 + -2.2878215)) + ((x1 + -1.4563848) / (x0 + -20.666325))))),18,0.00037624951585550533,0.0017010465246205739,0.00037624951585550533,0.0017010465246205739,0.9890871677969564,0.8283639091504701
11,sin(sqrtabs(sqrtabs(((-2.7872355 / x0) + (x1 / (x0 + -26.472193))) + (x0 / powabs(powabs(-1.6672406, x1), x1))))),20,0.000241824705596174,0.022444380607705667,0.000241824705596174,0.022444380607705667,0.9929860575934004,-1.264644554566115
12,sin(sqrtabs(sqrtabs((((x1 + -0.36075708) / (x0 + -25.0122)) + (x0 / powabs(-118.96571, x1 + -2.2987244))) + (-2.1738403 / x0)))),22,0.00022707171541288916,0.01284309282954597,0.00022707171541288916,0.01284309282954597,0.9934139568984595,-0.295871815247726
13,sin(sqrtabs(sqrtabs(((x1 + -1.084308) / (x0 + -21.362423)) + ((x0 / powabs(powabs(-1.6579373, x1), x1)) + ((-0.10507404 / x1) / x1))))),24,0.00020947726619980063,0.0031565401823620506,0.00020947726619980063,0.0031565401823620506,0.9939242705703079,0.6815041742430117
14,sin(sqrtabs(sqrtabs(((x1 + -1.084308) / (x0 + -21.362423)) + (((x0 + x1) / powabs(powabs(-1.6602215, x1), x1)) + ((-0.10507404 / x1) / x1))))),26,0.0002077888363192773,0.0031710625468994607,0.0002077888363192773,0.0031710625468994607,0.9939732422000277,0.680038863422281
15,sin(sqrtabs(sqrtabs((((x1 + -1.084308) / (x0 + -21.362423)) + ((x1 + (x0 + x1)) / powabs(powabs(-1.6602215, x1), x1))) + ((-0.10507404 / x1) / x1)))),28,0.00020693712503219708,0.0031849559767139143,0.00020693712503219708,0.0031849559767139143,0.9939979454407487,0.6786370122986752
16,sin(sqrtabs(sqrtabs((((x1 + -1.0340399) / (x0 + -21.452286)) + (x0 / (x0 + powabs(powabs(-1.6461297, x1), x1)))) + ((sqrtabs(-1.6461297) / powabs(-1.6461297, x1)) / -21.452286)))),29,0.00020181646732126923,0.0033862639723247637,0.00020181646732126923,0.0033862639723247637,0.9941464662388194,0.6583249767821232
17,sin(sqrtabs(sqrtabs((((x1 + -1.0340399) / (x0 + -21.452286)) + (x0 / (powabs(powabs(-1.6461297, x1), x1) + (x0 + x0)))) + ((sqrtabs(-1.6461297) / powabs(-1.6461297, x1)) / -21.452286)))),31,0.00019588057244486452,0.003404602053242036,0.00019588057244486452,0.003404602053242036,0.9943186323733427,0.656474659064902
18,sin(sqrtabs(sqrtabs((((x1 + -1.0340399) / (x0 + -21.452286)) + (x0 / (powabs(powabs(-1.6461297, x1), x1) + (x0 + (x0 + -21.452286))))) + ((sqrtabs(-1.6461297) / powabs(-1.6461297, x1)) / -21.452286)))),33,0.00019489731492422266,0.0034028957840771213,0.00019489731492422266,0.0034028957840771213,0.9943471510129236,0.6566468221216817
19,sin(sqrtabs(sqrtabs(((x1 + (powabs(x0, 0.37743732) / -3.604497)) / (x0 + -21.810179)) + (((x0 / powabs(-2.5533645, x1)) / powabs(x1, x1 + -5.2159343)) / (x0 + (powabs(x1, x1) - x1)))))),34,0.00018639968138426744,0.004213467640867508,0.00018639968138426744,0.004213467640867508,0.9945936184368979,0.5748598851752162
20,sin(sqrtabs(sqrtabs(((x1 + (powabs(x0, 0.37743732) / -3.604497)) / (x0 + -21.810179)) + (((x0 / powabs(-2.5533645, x1)) / powabs(x1, x1 + -5.2159343)) / (x0 + (powabs(x1, x1) - (x1 + x1))))))),36,0.000186385001988229,0.004215605598864238,0.000186385001988229,0.004215605598864238,0.9945940442016605,0.5746441645893017
21,sin(sqrtabs(sqrtabs(((x1 + (powabs(x0, 0.37743732) / -3.604497)) / (x0 + -21.810179)) + ((((x0 + -3.8014922) / powabs(-2.5533645, x1)) / powabs(x1, x1 + -5.2159343)) / (x0 + (powabs(x1 + -0.038659424, x1) - x1)))))),38,0.0001856109153376255,0.004191322874040939,0.0001856109153376255,0.004191322874040939,0.9946164959986002,0.5770942986118119
22,sin(sqrtabs(sqrtabs(((x1 + (powabs(x0 + 0.25980103, 0.37743732) / -3.604497)) / (x0 + -21.810179)) + ((((x0 + -3.8014922) / powabs(-2.5533645, x1)) / powabs(x1, x1 + -5.2159343)) / (x0 + (powabs(x1 + -0.038659424, x1) - x1)))))),40,0.00018560723519509583,0.00418137130990269,0.00018560723519509583,0.00418137130990269,0.9946166027383466,0.5780984143381049
