id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Exp(t0) * (Abs((t1 + x1)) ^ Exp((t2 / t3)))) * Exp((Sin((Sin(Exp(x0)) - (Exp((Sqrt(Abs(t4)) - x0)) + t5))) * ((Abs((Abs(Sin(((Abs(Sqrt(Abs(((t6 * t7) * x1)))) ^ Exp(t8)) + Sqrt(Abs((t9 * x1)))))) ^ Sin(Sqrt(Abs(t10))))) ^ x0) - Sqrt(Abs(t11)))))),-0.6453617785321771;0.8566532251502492;-0.2924737388485563;-0.7489132156617108;0.11420823486973523;1.4352287016093797;0.854914741108165;-0.15016493942308798;-0.199369886505381;-0.8306875709060024;-0.826604998273265;0.3578491986751137,50,2.453841488695265,9.220035202083999,0.8807614028316538,6.80557410292455e-2
