id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Sin(((Abs(t0) ^ t1) + Exp(Sqrt(Abs(((x1 - t2) - t3)))))) + (((Log(x1) - Exp(t4)) + (((t5 * t6) / (t7 * t8)) * (t9 + (Abs(((Abs(t10) ^ Log(x0)) - t11)) ^ ((Exp((t12 + t13)) * (t14 / t15)) - t16))))) / t17)),0.9418556253056701;0.1365031263992975;0.21729486783433924;0.22621810335851203;-0.7095788056414416;0.6567671705964294;0.5603237035086489;-0.8092400772915959;-0.19074673676655027;0.22439112057635668;0.2645934360704095;-0.5424484454771767;-0.641890445261634;0.7348724949673348;-0.5892459034261194;1.0271446132881912;-0.11338148198982836;0.2689210402229998,48,3.6363191925412903,7.521634402671476,0.8080905320225652,0.339787457781088
