id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Log(((Abs(Sin(Sqrt(Abs((t0 * (Abs(t1) ^ t2)))))) ^ (Abs(t3) ^ x0)) / (Abs((x0 - Sqrt(Abs(t4)))) ^ Sqrt(Abs((Abs((Abs(((Log(Sqrt(Abs(t5))) + Sin((Sin(Exp(Sin(t6))) + x0))) / x1)) ^ t7)) ^ t8)))))) - (Abs(t9) ^ x0)) * ((t10 * t11) * (t12 - Sqrt(Abs(t13))))),0.25052751327913514;-0.6902732094675491;0.4782648709145611;0.8755273456570793;1.5060782965335287e-2;1.0301270665575886;-0.3508087869442347;0.5355009107005329;0.7042338263459894;-1.9762034651188448e-2;-2.450341692685883;-2.526785353929445;-1.4665963354150964;-1.1827881328684515,49,2.705660714818423,22.00263094648405,0.8685248458244978,-1.223985607798253
