id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Exp(((((Abs((Exp(((Abs(t0) ^ x0) - t1)) - t2)) ^ Sin(Sqrt(Abs((Exp((x0 / (t3 * t4))) / x1))))) / ((Abs((t5 / t6)) ^ (t7 - (Abs(t8) ^ t9))) - t10)) + ((Exp(t11) / t12) * (t13 / (t14 - Sin(t15))))) * t16)) / Sqrt(Abs(t17))),0.7651394750542747;1.0370383258651596;0.558075061122632;-0.6141980360188202;0.6662561030842276;-0.9630142552104123;-0.2907667826133519;-0.3298880244706271;-0.9281475317607445;0.8347370556037372;0.4566514502405072;-0.27853053586835186;-0.2897747906662106;0.265591108597887;0.15033082762048874;0.9313341043154972;-0.9700074891930723;0.9511374499125825,49,3.39549247879131,12.114674538816791,0.835004110195389,-0.22452909758929818
