-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,16450,4,-3369.3828,-3207.7654,-3369.3828,-3313.184,37.352818,18.846064,-3207.7654,7.362435e-5,7.028069e-5,0.6192638,0.50328815,17,"(-0.16389063 + (sqrt(abs(((abs((3.5076766 * X1)) ^ (-0.084165715 * X2)) * exp(0.085919455)))) / (1.8195797 * 2.1668217))) NeoGP.GaussianLikelihood{Float32} Float32[0.008580466]"
2,30744,6,-3370.4717,-3215.813,-3370.4717,-3320.0955,32.95837,17.41797,-3215.813,7.346558e-5,7.024497e-5,0.62008494,0.5035405,15,"(-0.13593824 + (sqrt(abs(((abs((3.5149276 * X1)) ^ (-0.09488062 * X2)) * exp(-1.4263873)))) / 2.0688975)) NeoGP.GaussianLikelihood{Float32} Float32[0.008571207]"
3,45787,9,-3641.063,-3459.891,-3641.063,-3562.0542,48.354286,30.654434,-3459.891,4.296827e-5,4.9031176e-5,0.7777967,0.65347,21,"((log(abs((sqrt(abs((-0.000457113 * X2))) + (1.3719273 - ((-0.016615374 * X1) + 2.4995124))))) - (-0.018669408 * X7)) - (0.0023874925 * X17)) NeoGP.GaussianLikelihood{Float32} Float32[0.0065550194]"
4,61954,7,-3641.5752,-3469.593,-3641.5752,-3561.1543,41.74727,38.673515,-3469.593,4.292467e-5,5.2338542e-5,0.77802217,0.630095,19,"((log(abs((sqrt(abs((-1.9532362e-12 * X2))) + (1.1189462 - (0.0169562 * X1))))) - (-0.01885508 * X7)) - (0.010585697 * X2)) NeoGP.GaussianLikelihood{Float32} Float32[0.0065516923]"
5,80319,11,-3641.5752,-3469.593,-3641.5752,-3561.1543,41.74727,38.673515,-3469.593,4.292467e-5,5.2338542e-5,0.77802217,0.630095,19,"((log(abs((sqrt(abs((-1.9532362e-12 * X2))) + (1.1189462 - (0.0169562 * X1))))) - (-0.01885508 * X7)) - (0.010585697 * X2)) NeoGP.GaussianLikelihood{Float32} Float32[0.0065516923]"
6,105205,12,-3717.9329,-3497.9807,-3717.9329,-3583.426,79.51701,54.98976,-3497.9807,3.6895657e-5,3.9794984e-5,0.8092002,0.71874714,32,"(sin(sin((-3.1403182 * X16))) - (((log(abs((sqrt(abs((-6.639448e-5 * X2))) + (sin((-3.540894 - (-0.2878594 * X1))) - (-0.2906187 * X1))))) - (0.018580077 * X7)) - (-0.0024802203 * X17)) + 0.8085594)) NeoGP.GaussianLikelihood{Float32} Float32[0.0060741804]"
7,130709,12,-3719.8306,-3529.429,-3719.8306,-3648.5767,49.906597,21.347343,-3529.429,3.675712e-5,4.2906417e-5,0.8099166,0.69675696,24,"(((log(abs(-1.0468102)) * ((log(abs((-0.6201973 + (0.4910248 - (-1.042707 * X1))))) - (1.8450993 * X7)) - (-1.0576205 * X2))) + log(abs(0.6566841))) * -0.22357985) NeoGP.GaussianLikelihood{Float32} Float32[0.006062765]"
8,157439,13,-3808.4124,-3557.8223,-3808.4124,-3676.3027,96.91136,35.198235,-3557.8223,3.083803e-5,3.445033e-5,0.8405262,0.75652075,39,"(sqrt(abs(((-0.090639934 * X5) - sqrt(abs((0.24715112 - (0.081414804 * X1))))))) * ((-0.70896506 + (sqrt(abs(((abs((99.17922 * X1)) ^ (-0.058715053 + ((-0.009359478 * X2) - (-0.016911922 * X7)))) * exp(-1.1117463)))) / (0.15709434 * 3.8393543))) - (-0.026367707 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[0.0055532013]"
9,186041,16,-3808.4124,-3557.8223,-3808.4124,-3676.3027,96.91136,35.198235,-3557.8223,3.083803e-5,3.445033e-5,0.8405262,0.75652075,39,"(sqrt(abs(((-0.090639934 * X5) - sqrt(abs((0.24715112 - (0.081414804 * X1))))))) * ((-0.70896506 + (sqrt(abs(((abs((99.17922 * X1)) ^ (-0.058715053 + ((-0.009359478 * X2) - (-0.016911922 * X7)))) * exp(-1.1117463)))) / (0.15709434 * 3.8393543))) - (-0.026367707 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[0.0055532013]"
10,216224,19,-3808.4124,-3557.8223,-3808.4124,-3676.3027,96.91136,35.198235,-3557.8223,3.083803e-5,3.445033e-5,0.8405262,0.75652075,39,"(sqrt(abs(((-0.090639934 * X5) - sqrt(abs((0.24715112 - (0.081414804 * X1))))))) * ((-0.70896506 + (sqrt(abs(((abs((99.17922 * X1)) ^ (-0.058715053 + ((-0.009359478 * X2) - (-0.016911922 * X7)))) * exp(-1.1117463)))) / (0.15709434 * 3.8393543))) - (-0.026367707 * X1))) NeoGP.GaussianLikelihood{Float32} Float32[0.0055532013]"
