-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,16352,4,-3254.9834,-3118.1125,-3254.9834,-3219.7122,21.405012,13.866177,-3118.1125,9.236369e-5,0.00013401295,0.5223565,0.05285746,11,"(exp(((-1.0968376 * X1) + -2.9843273)) + sqrt(abs((0.026620867 / -5.682062)))) NeoGP.GaussianLikelihood{Float32} Float32[0.0096106045]"
2,31588,9,-3279.2183,-3135.9568,-3279.2183,-3238.8286,27.03274,13.356992,-3135.9568,8.803164e-5,0.00012335365,0.5447589,0.1281926,13,"((0.00798396 * X5) + (abs(((-1.062709e6 * X1) - (-127190.58 * X12))) ^ -0.17837344)) NeoGP.GaussianLikelihood{Float32} Float32[0.009382518]"
3,46807,9,-3279.2183,-3135.9568,-3279.2183,-3238.8286,27.03274,13.356992,-3135.9568,8.803164e-5,0.00012335365,0.5447589,0.1281926,13,"((0.00798396 * X5) + (abs(((-1.062709e6 * X1) - (-127190.58 * X12))) ^ -0.17837344)) NeoGP.GaussianLikelihood{Float32} Float32[0.009382518]"
4,64601,13,-3515.8748,-3299.5708,-3515.8748,-3417.2805,77.032104,21.562151,-3299.5708,5.506999e-5,6.7315435e-5,0.7152146,0.52424514,31,"((0.007944579 * X5) - sin(((((-0.15223476 * X2) + 1.3721204) / (2.263242 * 3.8592854)) * (-0.25425273 - (sin((abs(((-65.30235 * X1) - (-9.629867 * X12))) ^ -0.2443442)) - (0.0052140895 * X13)))))) NeoGP.GaussianLikelihood{Float32} Float32[0.0074209133]"
5,84326,12,-3777.5151,-3537.6396,-3777.5151,-3643.3096,92.367004,41.83853,-3537.6396,3.2785687e-5,3.7526406e-5,0.83045423,0.73478043,35,"(abs((((exp(-1.2317114) + exp(-354.68097)) - (exp((-126.22674 * X7)) * -0.032915536)) + exp(sqrt(abs((-0.0011913122 * X2)))))) ^ log(abs((((0.03704136 + (-0.0069215354 * X4)) / ((68.32119 * X1) + 49.66562)) - (-0.00011669886 * X5))))) NeoGP.GaussianLikelihood{Float32} Float32[0.0057258783]"
6,105209,10,-3761.57,-3537.649,-3761.57,-3639.0852,79.51343,42.97132,-3537.649,3.383844e-5,3.7237354e-5,0.8250101,0.7368233,31,"(abs((((exp(-1.807157) + exp(-354.68097)) - (exp((-126.22674 * X7)) * -0.017839402)) + exp(sqrt(abs((-0.00035653004 * X2)))))) ^ log(abs(((0.0029392496 / ((2105.1082 * X1) + 298.08218)) - (-9.178831e-7 * X5))))) NeoGP.GaussianLikelihood{Float32} Float32[0.00581708]"
7,131687,11,-3791.891,-3551.563,-3791.891,-3647.8892,92.367004,51.635113,-3551.563,3.1864634e-5,3.5426157e-5,0.8352173,0.749624,35,"(abs((((exp(-1.8862804) + exp(-354.68097)) - (exp((-126.22674 * X7)) * -0.015943665)) + exp(sqrt(abs((-0.0003028384 * X2)))))) ^ log(abs((((0.00066446554 + (-0.00020937185 * X4)) / ((1418.0929 * X1) + 121.09703)) - (-3.3217722e-7 * X5))))) NeoGP.GaussianLikelihood{Float32} Float32[0.0056448737]"
8,159486,14,-3791.891,-3551.563,-3791.891,-3647.8892,92.367004,51.635113,-3551.563,3.1864634e-5,3.5426157e-5,0.8352173,0.749624,35,"(abs((((exp(-1.8862804) + exp(-354.68097)) - (exp((-126.22674 * X7)) * -0.015943665)) + exp(sqrt(abs((-0.0003028384 * X2)))))) ^ log(abs((((0.00066446554 + (-0.00020937185 * X4)) / ((1418.0929 * X1) + 121.09703)) - (-3.3217722e-7 * X5))))) NeoGP.GaussianLikelihood{Float32} Float32[0.0056448737]"
9,192223,18,-3816.3572,-3573.0854,-3816.3572,-3685.659,91.94154,38.75649,-3573.0854,3.035619e-5,3.5314308e-5,0.843018,0.75041455,37,"(abs((((exp(1.0623335) + -1.5676302) - (exp((-126.22674 * X7)) * -0.046380192)) + exp((-1.9214193 - exp((-1.3191662 * (1.3555691 * X1))))))) ^ log(abs((((exp((-0.31114784 * X2)) * 0.0028520753) + (-0.00033401046 * X15)) - (-0.0005698576 * X5))))) NeoGP.GaussianLikelihood{Float32} Float32[0.0055096466]"
10,227608,23,-3816.3572,-3573.0854,-3816.3572,-3685.659,91.94154,38.75649,-3573.0854,3.035619e-5,3.5314308e-5,0.843018,0.75041455,37,"(abs((((exp(1.0623335) + -1.5676302) - (exp((-126.22674 * X7)) * -0.046380192)) + exp((-1.9214193 - exp((-1.3191662 * (1.3555691 * X1))))))) ^ log(abs((((exp((-0.31114784 * X2)) * 0.0028520753) + (-0.00033401046 * X15)) - (-0.0005698576 * X5))))) NeoGP.GaussianLikelihood{Float32} Float32[0.0055096466]"
