gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.10481474,0.08148719,0.091918975,0.11348825,0.11348829,0.14235327,0.12699106,0.13478267,0.15519921,0.16359805,207.01339721679688,117.51679992675781,160.34092712402344,235.27743530273438,235.27752685546875,226.06227111816406,136.26315307617188,175.6302490234375,240.4378204345703,243.5662078857422,5.5451775,2.0794415,2.0794415,17.917595,23.350922,8.056641,3.0806034,3.080604,13.3086195,14.134208,4,3,3,10,12,9.027027,8.137931,8.289474,9.833333,10.046512
2,0.09987308,0.07545375,0.08151731,0.11209581,0.113488235,0.1403282,0.12248634,0.13005659,0.15731718,0.16487451,189.84478759765625,90.16961669921875,117.648193359375,230.88864135742188,235.27737426757812,210.0434112548828,126.58059692382812,141.43470764160156,240.43734741210938,240.43740844726562,8.04719,2.0794415,3.295837,26.366695,35.96843,8.110139,3.0806031,3.080605,14.189529,15.501865,5,3,3,12,15,10.206897,9.122449,9.358491,11.171875,11.409836
3,0.096430324,0.06214358,0.07539549,0.10852321,0.11035751,0.14235328,0.11744318,0.13005659,0.1573176,0.16632052,177.37403869628906,21.176910400390625,89.89498901367188,219.37403869628906,225.3325958251953,197.48451232910156,54.175010681152344,115.969970703125,235.43585205078125,240.3267364501953,9.704061,3.295837,3.295837,28.56392,36.841362,9.761137,3.080604,6.73154,15.953844,17.525143,7,3,3,14,16,11.32,10.176471,10.4,12.75,13.011765
4,0.08964902,0.06117122,0.064688176,0.105656005,0.10934871,0.14267279,0.1201574,0.12922864,0.16170906,0.16710494,151.45156860351562,15.570404052734375,35.443450927734375,209.85537719726562,222.0679473876953,178.51370239257812,39.86143493652344,67.88334655761719,227.12059020996094,233.4608917236328,12.542316,3.295837,3.295837,30.761145,38.366325,10.095351,5.152822,7.6085844,15.656184,17.716314,7,3,3,14,16,12.478261,11.350649,11.526316,14.0,14.40404
5,0.086081475,0.059049197,0.06117122,0.10482761,0.10811578,0.14335163,0.12209801,0.12922864,0.16030546,0.16709104,137.0154266357422,3.0191650390625,15.570404052734375,207.0570831298828,218.03684997558594,169.65196228027344,39.54640579223633,48.66490173339844,224.7230682373047,230.41888427734375,14.334076,3.295837,5.4930615,39.143948,42.810024,10.7865305,5.6650515,7.0376573,18.424215,20.152103,8,3,4,17,18,13.574468,12.22353,12.453488,15.257425,15.632479
6,0.082928844,0.058825877,0.06117117,0.104827516,0.10775699,0.14482827,0.12414409,0.12922847,0.15959132,0.16315855,123.75123596191406,1.672149658203125,15.570098876953125,207.05677795410156,216.8551483154297,154.85397338867188,33.28068161010742,40.904685974121094,224.50588989257812,228.53268432617188,14.334076,3.295837,5.5451775,39.55004,42.810024,11.151892,3.9480124,7.8037663,19.673906,23.167732,8,3,4,17,18,14.7235775,13.336735,13.483517,16.507936,16.754099
7,0.08151727,0.058592252,0.06104806,0.103274584,0.106624715,0.14761685,0.114413045,0.1292222,0.15959132,0.16143417,117.64804077148438,0.257476806640625,14.85394287109375,201.7509307861328,213.09991455078125,145.80401611328125,33.139183044433594,34.93285369873047,223.47683715820312,228.25350952148438,14.334076,3.295837,6.931472,38.366325,42.810024,11.314775,3.0806174,8.032152,19.673906,24.169617,8,3,5,17,19,15.909836,14.067307,14.327272,17.50376,17.929577
8,0.08062523,0.05848204,0.060829483,0.09926664,0.1046254,0.14688493,0.1191181,0.12922847,0.15907441,0.16111054,113.73631286621094,-0.411834716796875,13.578826904296875,187.67959594726562,206.3706512451172,137.00389099121094,31.883956909179688,34.82416915893555,216.25131225585938,225.9899139404297,15.567281,5.5451775,6.931472,39.143948,43.749115,12.20739,3.9673305,8.058553,19.754967,24.169617,8,4,5,17,20,16.875,15.076271,15.241667,18.771242,19.178345
9,0.07891423,0.058482002,0.06075422,0.097778544,0.102835774,0.14761685,0.1191181,0.12922847,0.1598644,0.16617928,106.11087036132812,-0.41204833984375,13.138702392578125,182.3099822998047,200.2371826171875,136.69195556640625,31.883956909179688,34.181907653808594,208.30670166015625,222.67991638183594,15.249238,5.5451775,6.931472,40.76422,50.3558,12.222242,3.9673305,8.058517,19.756462,24.169617,8,4,5,17,21,17.90909,16.070423,16.316177,19.910828,20.395721
10,0.071985774,0.05559224,0.06065902,0.09757476,0.10080187,0.14761685,0.1191181,0.13066411,0.15832052,0.16111054,73.44287109375,-18.42718505859375,12.5811767578125,181.5683135986328,193.1355743408203,124.87422943115234,25.3332576751709,33.2805290222168,200.1385955810547,222.5789337158203,16.125835,5.5451775,6.931472,39.509388,50.3558,12.222242,4.8105197,8.058517,19.673906,24.169617,9,5,5,17,20,18.880503,17.094202,17.18543,21.054188,21.455498
11,0.0716808,0.05489915,0.058482002,0.091994695,0.098219916,0.1476688,0.12396488,0.13172644,0.15861839,0.16110343,71.93356323242188,-22.88720703125,-0.41204833984375,160.6336212158203,183.91107177734375,120.97622680664062,22.83102798461914,33.2805290222168,198.28359985351562,210.79844665527344,17.513191,6.931472,6.931472,41.446533,50.3558,12.311494,4.8105197,8.12047,19.558125,23.167732,9,5,5,19,21,19.659218,17.925467,18.11039,21.698412,22.71978
12,0.069423705,0.05169702,0.05489915,0.091918975,0.09747455,0.14816444,0.12396488,0.13170938,0.15915552,0.16218135,60.55950927734375,-44.251953125,-22.88720703125,160.34092712402344,181.20301818847656,102.86738586425781,14.441387176513672,27.90753936767578,188.78016662597656,210.79844665527344,17.513191,6.931472,6.931472,43.749115,51.29899,12.404622,7.4271407,8.214092,20.05009,27.009153,9,5,5,19,22,20.533333,18.786982,18.893854,23.033333,23.97696
13,0.06883563,0.05169702,0.054317974,0.091918975,0.09707971,0.14761798,0.10956166,0.12564388,0.15912005,0.16110343,57.5352783203125,-44.251953125,-26.670684814453125,160.34092712402344,179.7600860595703,102.60161590576172,14.441387176513672,27.90753936767578,188.78016662597656,207.44415283203125,20.794415,6.931472,6.931472,45.56001,55.151592,12.311494,7.4271407,8.214092,22.598526,27.009153,11,5,5,20,23,21.319798,19.526947,19.832487,23.954546,24.830435
14,0.06846752,0.05169702,0.054317974,0.090954676,0.09707971,0.1486527,0.12396488,0.1292196,0.15916218,0.16111054,55.629058837890625,-44.251953125,-26.670684814453125,156.59176635742188,179.7600860595703,102.24900817871094,14.441387176513672,23.470449447631836,188.78016662597656,207.44415283203125,19.709354,6.931472,6.931472,43.944492,55.151592,12.503454,7.4271407,8.652081,20.890276,25.129683,10,5,5,19,23,22.29108,20.44898,20.637554,25.033897,26.223444
15,0.0675419,0.05152292,0.053665258,0.08805463,0.09707971,0.14814475,0.110181436,0.12881313,0.15989506,0.16599931,50.79022216796875,-45.451141357421875,-30.96844482421875,145.0721435546875,179.7600860595703,100.69642639160156,6.238554954528809,20.551227569580078,187.52566528320312,207.44415283203125,19.709354,6.931472,6.931472,45.56001,50.536167,12.503454,8.12047,9.383036,22.320938,27.009153,11,5,5,19,23,23.051723,20.951923,21.349754,26.098484,27.279863
16,0.0655304,0.051108934,0.053032484,0.088443875,0.09502251,0.14761685,0.097208865,0.12473915,0.15916218,0.16599001,40.04205322265625,-48.3192138671875,-35.18511962890625,146.6402130126953,172.14576721191406,82.88652038574219,5.8261871337890625,16.98849868774414,179.05165100097656,198.79129028320312,20.922693,6.931472,6.931472,45.56001,52.959457,12.683214,7.4271407,8.652081,23.171867,27.549911,11,5,5,20,23,23.786884,21.602564,22.070797,26.954546,27.86
17,0.06491084,0.049801055,0.052855045,0.088443875,0.091994695,0.14569628,0.097208865,0.1205852,0.15911813,0.16593233,36.66497802734375,-57.53485107421875,-36.376556396484375,146.6402130126953,160.6336212158203,80.28402709960938,5.8261871337890625,16.873079299926758,175.29232788085938,188.36355590820312,21.405012,6.931472,6.931472,48.354286,55.420204,12.897926,7.5134296,8.652081,23.934612,27.549911,11,5,5,21,23,24.87023,22.237288,22.63063,27.696863,28.675861
