-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=100
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=200
TSIZE=3
----------------------------------
gen,fevals,best_fitness,dl,MSE_train,MSE_test,R2_train,R2_test,nll_train,nll_test,avg_len,avg_fitness,size,Expression
1,146502,66831.17,66872.28,65.64501,51.451763,0.94863325,0.94244397,66831.17,45929.26,7.918,Inf,14,"((X1 - X1) - pdiv(((2.1990983 - (-2.028855 - 2.211266)) - log(abs(X1))), -0.008716193)) [likelihood params: Float32[]]"
2,231634,66180.914,66263.08,64.94831,50.901268,0.94917846,0.94305974,66180.914,45488.867,6.806,Inf,22,"((X1 - X1) - pdiv(((4.893791 - (pdiv(((1207.7042 * 1491.8219) + -211295.62), (472952.75 + X2)) - 4.9057393)) - log(abs(X1))), -0.008713527)) [likelihood params: Float32[]]"
3,301990,66180.914,66263.08,64.94831,50.901268,0.94917846,0.94305974,66180.914,45488.867,6.73,Inf,22,"((X1 - X1) - pdiv(((4.893791 - (pdiv(((1207.7042 * 1491.8219) + -211295.62), (472952.75 + X2)) - 4.9057393)) - log(abs(X1))), -0.008713527)) [likelihood params: Float32[]]"
4,346999,66180.914,66263.08,64.94831,50.901268,0.94917846,0.94305974,66180.914,45488.867,7.212,Inf,22,"((X1 - X1) - pdiv(((4.893791 - (pdiv(((1207.7042 * 1491.8219) + -211295.62), (472952.75 + X2)) - 4.9057393)) - log(abs(X1))), -0.008713527)) [likelihood params: Float32[]]"
5,395599,62911.438,62944.62,61.445293,48.827084,0.95191956,0.94538003,62911.438,43829.52,8.328,Inf,9,"(pdiv((-65901.4 + X2), (-107.476715 - X1)) - 79.13733) [likelihood params: Float32[]]"
6,439912,61301.254,61352.97,59.720097,47.173847,0.9532695,0.9472294,61301.254,42506.93,9.476,Inf,14,"(((1.2423877 - exp(0.17255788)) * pdiv((pdiv(500968.4, X1) - X1), 6.102276)) * 6.648386) [likelihood params: Float32[]]"
7,499550,32935.426,32988.414,29.328142,19.46408,0.97705096,0.97822666,32935.426,20339.117,10.944,Inf,14,"pdiv((log(abs(log(abs(X1)))) - 1.8673931), ((-0.08053173 * pdiv(1.3978273, exp(X2))) - 0.0015016512)) [likelihood params: Float32[]]"
8,539071,32935.426,32988.414,29.328142,19.46408,0.97705096,0.97822666,32935.426,20339.117,12.526,Inf,14,"pdiv((log(abs(log(abs(X1)))) - 1.8673931), ((-0.08053173 * pdiv(1.3978273, exp(X2))) - 0.0015016512)) [likelihood params: Float32[]]"
9,602449,32935.426,32988.414,29.328142,19.46408,0.97705096,0.97822666,32935.426,20339.117,14.658,Inf,14,"pdiv((log(abs(log(abs(X1)))) - 1.8673931), ((-0.08053173 * pdiv(1.3978273, exp(X2))) - 0.0015016512)) [likelihood params: Float32[]]"
10,676151,32935.426,32988.414,29.328142,19.46408,0.97705096,0.97822666,32935.426,20339.117,17.756,Inf,14,"pdiv((log(abs(log(abs(X1)))) - 1.8673931), ((-0.08053173 * pdiv(1.3978273, exp(X2))) - 0.0015016512)) [likelihood params: Float32[]]"
