-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=200
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,MSE_train,MSE_test,R2_train,R2_test,nll_train,nll_test,avg_len,avg_fitness,size,Expression
1,8123,8.342494e6,8.3425065e6,5318.63,4282.015,0.3485542,0.3801257,8.342494e6,3.990409e6,5.844,Inf,3,"(X11 - 239.92732) [likelihood params: Float32[]]"
2,15638,7.8813375e6,7.8813525e6,5024.5254,3939.022,0.38457727,0.42977816,7.8813375e6,3.670911e6,5.508,Inf,4,"(log(X8) / 0.0071299863) [likelihood params: Float32[]]"
3,22757,7.4648375e6,7.4648505e6,4758.9004,3780.7046,0.417112,0.45269656,7.4648375e6,3.5234382e6,4.996,Inf,3,"(X6 * 3.949078) [likelihood params: Float32[]]"
4,30219,6.8472095e6,6.8472325e6,4365.005,3382.221,0.46535778,0.51038194,6.8472095e6,3.1522508e6,4.836,Inf,5,"((X6 * 5.80404) + -163.38095) [likelihood params: Float32[]]"
5,37928,6.8472095e6,6.8472325e6,4365.005,3382.221,0.46535778,0.51038194,6.8472095e6,3.1522508e6,4.678,Inf,5,"((X6 * 5.80404) + -163.38095) [likelihood params: Float32[]]"
6,46047,6.8472095e6,6.8472325e6,4365.005,3382.221,0.46535778,0.51038194,6.8472095e6,3.1522508e6,4.878,Inf,5,"((X6 * 5.80404) + -163.38095) [likelihood params: Float32[]]"
7,54220,6.8472095e6,6.8472325e6,4365.005,3382.221,0.46535778,0.51038194,6.8472095e6,3.1522508e6,5.07,Inf,5,"((X6 * 5.80404) + -163.38095) [likelihood params: Float32[]]"
8,62666,6.847205e6,6.8472405e6,4365.002,3382.1562,0.46535814,0.51039135,6.847205e6,3.1521905e6,5.224,Inf,10,"(-163.4366 + (sqrt((34.59703 * (189.14722 + -188.17332))) * X6)) [likelihood params: Float32[]]"
9,71210,6.8472e6,6.8472335e6,4364.9985,3382.2354,0.46535856,0.5103799,6.8472e6,3.1522642e6,5.88,Inf,10,"(-163.38156 + (sqrt((8.185099 * (266.28238 + -262.16672))) * X6)) [likelihood params: Float32[]]"
10,80094,6.8471985e6,6.8472345e6,4364.9976,3382.2493,0.46535867,0.5103779,6.8471985e6,3.1522772e6,6.42,Inf,10,"(-163.38135 + (sqrt((10.044057 * (265.90152 + -262.54758))) * X6)) [likelihood params: Float32[]]"
11,89474,5.1235465e6,5.1235745e6,3265.73,2359.7708,0.6000011,0.6583942,5.1235465e6,2.1998385e6,7.344,Inf,7,"((X6 * 15.047719) + (-9.691224 * X3)) [likelihood params: Float32[]]"
12,98894,4.9417455e6,4.9418025e6,3149.7854,2324.8726,0.61420244,0.6634461,4.9417455e6,2.1673308e6,8.366,Inf,15,"((((X6 * 15.983497) + (-11.59301 * X3)) + 70.36973) + (0.645123 * (X17 / 2.555279))) [likelihood params: Float32[]]"
13,108887,4.9417455e6,4.9418025e6,3149.7854,2324.8726,0.61420244,0.6634461,4.9417455e6,2.1673308e6,9.012,Inf,15,"((((X6 * 15.983497) + (-11.59301 * X3)) + 70.36973) + (0.645123 * (X17 / 2.555279))) [likelihood params: Float32[]]"
14,119282,4.2650275e6,4.2651165e6,2718.205,2154.3538,0.667064,0.68813086,4.2650275e6,2.0084925e6,10.14,Inf,23,"(-268.0594 + (((160178.14 + ((X9 * -891.9636) + (((X6 * -245.6772) + (192.5482 * X3)) * -6.2762866))) / (-14203.963 + 24376.543)) * X6)) [likelihood params: Float32[]]"
