gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.00012212276,0.00010796698,0.000108820765,0.00021980783,0.0002239348,0.00014535149,0.0001017249,0.000103079976,0.00016412511,0.0001641504,-3114.08,-3176.235,-3172.2612,-2817.5718,-2808.1877,-3081.8433,-3147.9407,-3142.0269,-2793.3828,-2776.0203,16.125835,6.931472,6.931472,32.23619,40.76422,11.818086,7.303299,8.886301,15.865662,16.804565,9,5,5,15,17,5.96,5.648,5.724,6.21,6.268
2,0.000113348,0.00010777885,0.00010796654,0.00020911585,0.00020911587,0.00015190142,0.000102059326,0.00010559815,0.00016412498,0.00016412958,-3151.6978,-3177.115,-3176.2373,-2842.729,-2842.7288,-3111.334,-3155.2424,-3146.6104,-2816.2456,-2806.0024,16.125835,6.931472,6.931472,32.23619,43.668274,11.9308405,8.71629,9.444855,17.361311,21.28278,9,5,5,15,21,5.63,5.158,5.224,6.002,6.074
3,0.0001130282,0.000107108746,0.00010779802,0.00013489356,0.00020911585,0.00015289758,0.00010307817,0.000105598796,0.00016412475,0.00016412808,-3153.1228,-3180.2617,-3177.0254,-3063.903,-2842.729,-3122.5981,-3155.2424,-3151.0256,-3028.5442,-2819.5562,16.125835,6.931472,6.931472,33.271065,50.65687,11.878549,8.4854145,9.247058,17.857183,23.874348,9,5,5,15,22,5.362,4.782,4.91,5.972,6.048
4,0.000110672336,0.00010708315,0.00010749766,0.00013095574,0.00013489356,0.00015519994,0.00010308056,0.00010559882,0.00016412478,0.00016412808,-3163.7495,-3180.382,-3178.4329,-3078.8494,-3063.903,-3130.0762,-3155.2424,-3151.417,-3058.43,-3025.2832,17.513191,6.931472,6.931472,35.155594,43.668274,11.93363,8.4854145,9.6179695,17.19554,25.496395,10,5,5,15,21,5.492,4.574,4.762,6.088,6.154
5,0.00010895727,0.000105532214,0.00010692556,0.00011917896,0.0001343498,0.00015416172,0.00010206029,0.00010659762,0.00016412485,0.00016412808,-3171.629,-3187.7424,-3181.125,-3126.3901,-3065.9407,-3132.6414,-3155.4292,-3153.574,-3095.1792,-3044.6562,19.4591,6.931472,9.656628,41.446533,48.33894,12.124752,7.9940233,8.886423,18.026384,24.246708,10,5,6,18,22,5.58,4.434,4.592,6.628,6.882
6,0.000108957174,0.00010366549,0.0001068814,0.00011917896,0.00012553022,0.00015416184,0.00010206029,0.00010678832,0.00016412466,0.00016412644,-3171.6294,-3196.7463,-3181.3335,-3126.3901,-3100.1963,-3133.3708,-3159.5603,-3154.884,-3095.1792,-3053.6377,19.709354,6.931472,9.656628,41.58883,50.536167,12.273325,7.9940233,9.077358,20.645512,24.996897,11,5,6,18,22,5.872,4.52,4.79,6.918,7.42
7,0.00010869359,9.974188e-5,0.000105453575,0.00011663717,0.00012211593,0.00015425123,0.000102062026,0.0001121035,0.00016412389,0.0001641254,-3172.8513,-3216.2117,-3188.1184,-3137.2664,-3114.1084,-3134.8152,-3160.2039,-3155.21,-3092.4348,-3045.4065,21.405012,9.656628,9.656628,52.18304,61.52229,12.985952,8.4854145,9.733305,22.595089,29.1412,11,6,6,22,24,6.408,4.604,4.838,7.778,8.184
8,0.00010780044,9.4719544e-5,9.636486e-5,0.000113712056,0.00012182316,0.00015416184,0.00010097541,0.000103080165,0.0001641167,0.00016412484,-3177.0137,-3242.2769,-3233.5886,-3150.0798,-3115.3193,-3140.2993,-3185.0884,-3165.3354,-3094.6106,-3061.6055,24.953299,9.656628,9.704061,55.151592,64.74317,13.829883,9.733305,10.281848,26.089329,33.167694,12,6,7,23,27,7.0,4.916,5.294,8.76,9.77
9,0.000107501306,9.141905e-5,9.5225194e-5,0.00011334795,0.00011802359,0.00015372358,9.698785e-5,0.000102062026,0.00016325313,0.00016412389,-3178.4158,-3260.1697,-3239.5906,-3151.698,-3131.305,-3140.2993,-3195.013,-3187.7683,-3095.8877,-3085.2512,28.56392,9.656628,12.875504,55.151592,64.74317,14.557131,9.11742,9.9896755,24.139606,29.251383,14,6,8,25,27,7.866,5.066,5.618,10.238,11.018
10,0.00010705867,8.997097e-5,9.186251e-5,0.00011167261,0.00011334795,0.00015097523,6.975294e-5,9.109958e-5,0.00016232429,0.0001641216,-3180.4976,-3268.2249,-3257.7283,-3159.21,-3151.698,-3141.7964,-3203.8706,-3194.6836,-3096.5332,-3087.0771,31.191624,9.704061,14.334076,59.94738,72.062294,14.829117,9.466313,10.533083,28.03337,39.779,15,7,8,25,29,8.866,5.502,6.338,11.576,12.668
