id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Sin((Sqrt(Abs(((((t0 * x1) + Sqrt(Abs((Abs(Sqrt(Abs(x0))) ^ t1)))) + t2) / (Exp(Exp(Sqrt(Abs((Abs(t3) ^ x6))))) - (x4 - (t4 * x5)))))) - (t5 * t6))),-9.703507578400418e-2;-0.46178904876958743;0.47314791511335774;-0.9041824778832609;-0.9106977727182919;-0.5308729003771644;-0.41120989921665385,30,2.562923149783794e-5,2.8701848632016867e-5,0.8674625752796424,0.7971485041657151
