id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Exp((Sin(x4) + x5)) * (t0 * (Exp((t1 * x6)) / Exp(x14)))) + ((t2 - (t3 * x1)) - (Abs(x0) ^ (t4 - (Abs(t5) ^ x11))))),6.273065051382851e-3;1.4372177262479864;1.0877008370069705;1.0641542914330504e-2;1.0124537179929627;0.9910766900181452,29,2.2202907704913998e-5,2.763947911697402e-5,0.8851812545077159,0.8046568444129978
