Complexity,Loss,Equation
1,0.0001933735,"0.08786552"
5,9.3134855e-5,"powabs(0.085037716, powabs(x0, 0.07580199))"
7,8.0414735e-5,"powabs(powabs(0.87938386, x1), x0) * 0.10257821"
10,7.556444e-5,"powabs(powabs(powabs(0.07250341, x1), 0.08880059), sin(x0)) * 0.10439976"
11,6.6532375e-5,"powabs(0.6263568, powabs(0.11171955, powabs(powabs(0.23010302, x1), x0))) * 0.11171955"
15,5.3521817e-5,"powabs(0.6263568, powabs(0.07580199, powabs(powabs(0.11171955, x0) / powabs(0.11171955, x6), x1))) * 0.11171955"
16,4.7453428e-5,"powabs(0.6263568, powabs(0.08786763, powabs(powabs(0.11171955, x0) / powabs(0.11171955, x6), sin(x1)))) * 0.11171955"
19,4.7120317e-5,"powabs(0.6263568, powabs(0.10970492, powabs(powabs(-0.09713688, x0) / powabs(-0.06990181, x6), powabs(-0.12752315, powabs(-0.12752315, x1))))) * 0.11171955"
21,4.5958743e-5,"powabs(0.6263568, powabs(0.11148729, powabs(powabs(-0.09713688, x0) / powabs(powabs(0.11171955, x6), x6), powabs(0.087866664, powabs(-0.12752315, x1))))) * 0.11171955"
25,4.1942032e-5,"powabs(powabs(0.4836141, powabs(-0.3849255, powabs(powabs(0.3256798, x0 / powabs(powabs(x0, 0.05597543), x0)), x1))), powabs(0.6020929, powabs(x6, powabs(x0, 0.11171955)))) * 0.14138961"
28,4.1122996e-5,"powabs(powabs(-0.5725158, powabs(0.28695023, powabs(powabs(0.21360716, x0) / 0.7836574, x1))), powabs(powabs(-0.15260336 / powabs(-0.27576923, log(x0)), 0.46596557), powabs(x6, powabs(0.06833546, x0)))) * 0.12301722"
31,3.874458e-5,"powabs(powabs(powabs(0.23980947, powabs(x1, 0.11710663)), powabs(0.1893418, powabs(powabs(powabs(-0.18666324, x0), powabs(0.41388857, x6)), powabs(x1, 0.11710663)))), powabs(0.445168, powabs(powabs(-0.4477632, powabs(0.25344434, x0)), 1.5254316))) * 0.1448469"
37,3.7904745e-5,"powabs(powabs(powabs(0.13842253, powabs(x1, 0.2254414)), powabs(0.24353085, powabs(powabs(powabs(-0.098160736, x0), 1.0800766), powabs(x1, 0.063726865)))), powabs(0.13262182, powabs(powabs(0.63365656, powabs(powabs(powabs(0.8071995, powabs(0.035976853, x0)), 0.7558788), x0)), powabs(0.11940211, x6)))) * 0.13283679"
