dataset,GPGOMEA,GPZGD,Operon,PySIPS,PySR,QLattice,RF,SymRegg,eggp,neogp,random,slim_gsgp
1089_USCrime,-2317.0612212673745,-751.5889103583246,-388.4424810018245,-371.817858955488,-2170.5612009617385,-388.060363625758,-1018.665129,-679.9860104536185,-558.9759866943106,-724.7198,-900.6814408391759,-570.7934783849417
1089_USCrime,-618.7522391022936,-340.5766928910233,-553.6078821125595,-489.169565958552,-1121.8493899023345,-352.15803316982164,-1002.2898413333332,-435.9447100954547,-257.5848815349875,-311.6183,-487.0164550542825,-623.7574690826204
1089_USCrime,-627.794852976649,-318.8750944637153,-362.48118192583206,-257.1640715934427,-763.5303302865333,-458.2681761194464,-982.95639075,-523.5866706474136,-330.8218134520083,-498.8124,-756.7088759424882,-570.7934783849417
1089_USCrime,-375.6275798153517,-420.18587905634206,-1191.5172320188954,-381.9025510617383,-460.0761990244652,-598.1635490195845,-1015.365370666667,-1102.8993060372984,-809.6362726196512,-2121.1157,-664.787830353675,-623.7574690826204
1089_USCrime,-701.9665664253854,-1561.32337084731,-423.1874603702745,-382.75384542414736,-358.0247049228297,-351.24523330997386,-949.492412,-375.4184878236466,-366.9324691105439,-15693401.0,-354.6570525532698,-570.7934783849417
1089_USCrime,-259.87249553803,-13281.412710911707,-268.49988977164685,-802.6450040359875,-489.8739650185894,-58024.82295238975,-986.5465262500002,-324.8766179132773,-205.29391608561625,-244.29393,-507.6944325658696,-570.7934783849417
1089_USCrime,-352.14949989701995,-560.3452174552964,-460.2248956593685,-377.10471741802615,-789.7412396077729,-334.1670351089694,-1017.9070714666664,-883.3879184604285,-485.5214769488493,-382.36212,-424.1747777344757,-623.7574690826204
1089_USCrime,-560.6753101908464,-1053.0033544773428,-627.8662805738604,-394.5086200984396,-243.57027140334853,-573.4119065022024,-1042.21189225,-279.3249687451747,-203.96562245239025,-509.709,-397.7301671196394,-570.7934783849417
1089_USCrime,-398.928878278001,-656.587067680357,-273.4671740747872,-168.3150237757359,-515.1598818792116,-3235.280181694682,-1082.15635075,-500.7869383805142,-258.80544962094706,-414.9742,-1068.5340202487102,-367.7504838612011
1089_USCrime,-252.4434579615044,-781.6858398374709,-365.6252568122,-185.20674205459613,-233.82869199892883,-200.37863788011688,-1031.4465172500004,-417.0591470298324,-454.3455730426784,-254.96997,-403.78393173903805,-367.7504838612011
1089_USCrime,-701.9665664253854,-571.2125554218527,-193.6828733937873,-385.4731187216654,-1476.482930982537,-567.0144081154314,-983.73874575,-645.3329136058529,-393.7305126060613,-1438.4366,-248.7905031185566,-570.7934783849417
1089_USCrime,-380.025886721992,-407.0930906142678,-345.0522337462908,-653.7368974509941,-1834.4170661884928,-353.1904524821277,-959.4274933333334,-285.2828491009704,-449.5553138094008,-976.54126,-751.3594937531683,-623.7574690826204
1193_BNG_lowbwt,-217894.0131547256,-221544.7265849909,-217542.1432381894,-220277.4009405253,-230967.39177601703,-220002.86170930977,-215582.3060018081,-231705.84869716465,-227453.68870727048,-221728.03,-243075.5551715949,-418571.4553352431
1193_BNG_lowbwt,-218935.3209061804,-216946.1641012627,-218747.66839408068,-222608.67181280183,-230931.5036986424,-218556.7720394388,-214731.5156162509,-222873.1146816276,-224331.95184975347,-218157.75,-240410.7948386688,-418571.4553352431
1193_BNG_lowbwt,-349611.9571300812,-228957.70015015063,-243821.51357272777,-228254.8900334258,-240183.18438722088,-223643.53456967484,-218569.9460585517,-229279.4776719848,-228636.60023820307,-226545.11,-244997.937150552,-331973.97974701924
1193_BNG_lowbwt,-225379.66342290983,-230680.9479206799,-222827.6019750996,-227655.3716730902,-231090.53151609385,-221095.5554783541,-223849.45629060443,-229280.4535919541,-230006.7116003153,-222777.27,-242889.3259438828,-417809.2833166838
1193_BNG_lowbwt,-225973.3063387732,-221971.97225808512,-223781.9462359612,-225139.30748424845,-232118.54971307493,-220943.4221634115,-221410.3480058328,-234355.9011476352,-229373.45546187245,-316461020.0,-238416.28113504345,-417809.2833166838
1193_BNG_lowbwt,-226158.04713400995,-225917.5579489577,-224230.08160330832,-226734.53641794884,-234530.22012817964,-223609.1382868581,-223401.9690034915,-225955.0868059261,-221167.2335431628,-221767.33,-239612.29956248403,-417809.2833166838
1193_BNG_lowbwt,-228890.6437224808,-227208.47129285865,-227518.28257323327,-227803.63756498383,-237908.3023303688,-231232.06289336013,-219745.7037770929,-222969.1079217595,-229355.62527771565,-219783.19,-242073.1550959232,-331973.97974701924
1193_BNG_lowbwt,-228099.4238986796,-225326.94766655168,-242931.3943071585,-235545.4129215695,-236959.2665943436,-224337.0582293064,-219616.35952867227,-230657.04049417828,-227580.21209152805,-228831.16,-244392.6246301714,-331973.97974701924
1193_BNG_lowbwt,-222858.433597934,-217225.88402083708,-221197.3648251507,-222952.50983769,-231861.63355313343,-217936.162409136,-214966.33022232223,-229609.48743489347,-231789.2697287124,-230812.3,-244425.1695922907,-418571.4553352431
1193_BNG_lowbwt,-223745.85215108897,-226219.82600476337,-220245.21511601,-222195.19187711336,-229582.81389395363,-217971.70153084304,-213711.8562500548,-229007.91240173287,-227447.77698446097,-221162.67,-246541.77101168272,-418571.4553352431
1193_BNG_lowbwt,-224549.18814029527,-222593.8859213964,-222902.7709176296,-228171.0325158517,-234753.14447542472,-220814.3179281432,-222339.1232171937,-228528.5848520769,-226741.1206681581,-229408.64,-246172.30148232635,-417809.2833166838
1193_BNG_lowbwt,-221456.0111629945,-224548.0432093421,-217325.95061566727,-223058.7049919202,-234389.21442989924,-218490.7337691053,-214790.3101564871,-222926.3472230211,-226115.79760167064,-221649.5,-241658.0129777009,-418571.4553352431
1193_BNG_lowbwt,-224259.5106265769,-217741.1826512158,-219987.44984684204,-222531.25409624964,-231102.9388656612,-221053.15606615992,-214673.8783482185,-226493.1932479785,-227175.51117704355,-227892.94,-245257.6586821277,-418571.4553352431
1193_BNG_lowbwt,-217958.65059806325,-216480.1363374853,-245817.3443924604,-224646.3980626184,-229328.5415519235,-218495.05891234745,-215024.9102008849,-224514.44999534803,-222153.26114558816,-219203.27,-243044.9097091443,-418571.4553352431
1193_BNG_lowbwt,-228152.98213713543,-227228.67280795923,-226979.4827608365,-228266.6489152404,-230816.69520653016,-226607.0388882548,-220038.0871479369,-229315.3401018864,-228254.0403662863,-226538.98,-244157.6265778436,-331973.97974701924
1193_BNG_lowbwt,-225993.4834396084,-226815.6990946087,-225961.88619218665,-226139.2792655097,-230461.0218978233,-224018.31656804623,-223910.49766367444,-223847.8964918954,-224844.0853727316,-219496.56,-242061.3498006416,-417809.2833166838
1193_BNG_lowbwt,-225719.8728463009,-226886.0043771282,-225143.7791430638,-225492.26342081465,-231204.0955167265,-219010.24715735865,-224016.87488483885,-227155.5491457519,-228777.559729818,-224031.83,-244262.6734135023,-417809.2833166838
1193_BNG_lowbwt,-224137.07285656303,-224362.9127244841,-216378.4662242735,-224499.8089598624,-235778.1206199284,-218589.54676927492,-216054.31161231443,-229151.2864879619,-224092.99532225952,-228796.56,-245450.29593312944,-418571.4553352431
1193_BNG_lowbwt,-228648.7984805,-224062.62225276168,-226420.92174565195,-229064.85502301023,-235009.13988469017,-223696.86975938955,-218945.54190658944,-228164.4183805238,-226493.95597342783,-225351.8,-245158.5599228736,-331973.97974701924
1193_BNG_lowbwt,-233778.88130009104,-222747.1882750668,-224652.73185318496,-229511.7272106165,-231831.33581923903,-219802.7250952126,-224209.27279481903,-228515.39620515323,-227655.33061306205,-223769.73,-250211.23913150505,-417809.2833166838
1193_BNG_lowbwt,-224797.9301157097,-231245.93569198204,-223133.98309440096,-232909.78232568668,-231931.3550416168,-223974.52134784232,-219939.3464633292,-233410.18470571912,-236314.23569440743,-225519.02,-245427.7797445153,-331973.97974701924
1193_BNG_lowbwt,-225275.7564886936,-219897.179433298,-222850.5550149997,-227085.83621410307,-230017.7162046728,-219662.6253506087,-223478.5697905516,-223667.77086259244,-233864.8521689408,-224608.73,-245436.0422340659,-417809.2833166838
1193_BNG_lowbwt,-231348.8453037317,-230856.67276590937,-236234.0943621191,-230074.35277748067,-238132.89745489345,-227897.16790795565,-219397.0771218196,-226995.1301932674,-229197.89434881683,-226035.73,-244405.8260869804,-331973.97974701924
1193_BNG_lowbwt,-237471.7738080395,-240415.99208261285,-226264.11526384472,-228494.01971502413,-234935.36988498023,-223556.94865237223,-219751.6185954136,-222660.1381573064,-227387.15763586687,-220563.23,-243193.5729880705,-331973.97974701924
1193_BNG_lowbwt,-219850.1362334375,-220162.0284864377,-223360.9260197952,-229253.3084384828,-232713.89461444176,-220785.9447077799,-222674.4987512649,-226184.56234143768,-227875.8950127084,-224257.5,-241286.8859404342,-417809.2833166838
1193_BNG_lowbwt,-227432.1751611496,-223311.2046056078,-228580.8387800052,-229100.7780032942,-236860.27105137624,-223722.6262003778,-219992.1592448876,-220752.1235430996,-221748.67677039045,-220716.25,-242825.92523379103,-331973.97974701924
1193_BNG_lowbwt,-224379.43805415896,-215665.7530495093,-222012.257132168,-224012.66832261445,-231549.68011815252,-218232.20847172532,-215384.53740865627,-232513.00397454647,-231556.1438222268,-225938.44,-244729.92107303307,-418571.4553352431
1193_BNG_lowbwt,-222617.3315790237,-216723.4431772087,-217204.75614601525,-221225.11598273585,-226651.13913833612,-220374.843580294,-215938.5568656353,-225820.0771784902,-222490.17731123132,-224751.03,-244050.7571824284,-418571.4553352431
1193_BNG_lowbwt,-231909.86896551977,-237704.51165495464,-232334.66882746684,-229236.87707674093,-239931.37241096143,-223646.95151117723,-219742.5685436927,-226608.58347770752,-227871.27047423672,-222563.7,-241944.17565342627,-331973.97974701924
1193_BNG_lowbwt,-226008.4482354368,-229417.429988064,-226011.3966743839,-226490.0087163334,-234210.5780301781,-222507.4836495313,-224476.026224346,-227908.3921400362,-228700.44260845167,-222835.66,-242007.67415444355,-417809.2833166838
1199_BNG_echoMonths,-250.54646195237729,-142.6986411040323,-140.1568581560334,-140.8359741338599,-140.98866113864852,-103256.04707441608,-138.0021473661988,-164.48149630099863,-144.08108250857643,-141.87747,-142.1178906421979,-143.0582460537056
1199_BNG_echoMonths,-4652.360856382241,-383.7771859631696,-11653.881431515056,-139.39683164657745,-141.25102685372076,-21235.687552323216,-138.92520714163922,-143.96966185063718,-142.42461752732115,-143.19034,-146.98817570598706,-143.0582460537056
1199_BNG_echoMonths,-19406.19750759722,-146.6064447564368,-108536269.3223082,-144.97203000663902,-145.74420936074938,-144.86599706987826,-143.64619234859535,-143.43745941640125,-144.60949480138623,-142.30936,-145.74292957345378,-150.00216155556882
1199_BNG_echoMonths,-142.34791745981835,-143.79825227905891,-151.89643733821623,-140.7737736792994,-142.907958085828,-141.98152373108346,-140.45837376345543,-146.42578739598432,-145.04123748274245,-143.23343,-151.52554876080748,-144.0549195857945
1199_BNG_echoMonths,-146.56002391367664,-144.88188935195822,-148.92090943071506,-142.78996179440526,-140.76156064761352,-161.54222243877155,-140.9960361781486,-147.7536217676585,-145.36446042573405,-144.65984,-146.92054592924924,-144.0549195857945
1199_BNG_echoMonths,-149.842192433082,-141.2396663121209,-140.84870878071897,-141.1979212000157,-141.96763143924537,-142.13552013247633,-140.60228104567094,-143.80667619030675,-142.3424066533296,-141.03462,-100000000000000000,-144.0549195857945
1199_BNG_echoMonths,-150.3737098099194,-142.64442842306173,-143.43440333223128,-144.28444721681973,-145.796425153908,-145.9243007398541,-144.1475712178795,-145.08730112451502,-142.01051285546927,-142.75027,-147.0574034959664,-150.00216155556882
1199_BNG_echoMonths,-148.44578060456303,-143.4691542939414,-145.5231280061276,-146.5565637462481,-145.19856361418968,-152.8327254379832,-144.55950273147897,-145.88355407706698,-147.13349581950413,-225.315,-153.11233821543593,-150.00216155556882
1199_BNG_echoMonths,-142.82884478781827,-139.4389148576342,-140.93917742269065,-141.40037676058196,-141.39238813551265,-142.6834231573455,-139.22257156046686,-146.17553848491406,-147.58614129179605,-142.56554,-151.60682740994906,-143.0582460537056
1199_BNG_echoMonths,-152.17901450703064,-139.51515808831425,-140.47114942963037,-142.41259110858616,-142.17514501979548,-146.3960816698374,-138.89283118585652,-141.99643827297209,-142.5300760609269,-143.42729,-148.92084375921723,-143.0582460537056
1199_BNG_echoMonths,-140.3295953708999,-141.14582624409698,-139.725243716887,-143.06725472424185,-142.81118741889335,-141.92270572786973,-141.05292400131484,-144.05732979407838,-141.5051911725585,-143.36774,-146.36663201605182,-144.0549195857945
1199_BNG_echoMonths,-142.51674415627326,-141.39915899412182,-162.08212057325238,-142.47902674512483,-141.22539979094077,-145.7069462025187,-138.51337151119242,-143.08113817159597,-144.05624969196356,-140.99086,-146.825703852617,-143.0582460537056
1199_BNG_echoMonths,-153.19282261859348,-139.4111892635225,-2.789360352641883e+39,-146.45685652199683,-140.75188104566988,-201.703343957656,-138.42607060967447,-144.44569366551332,-143.7109862781178,-145.42435,-151.57659845744843,-143.0582460537056
1199_BNG_echoMonths,-202.3097008934705,-139.7747178504914,-31711.78869718201,-143.7974227536767,-142.0255305265874,-141.50070591825173,-138.1708631199913,-141.46843627155084,-142.53459868480329,-145.9772,-146.71562754971626,-143.0582460537056
1199_BNG_echoMonths,-146.2135502808198,-157.1103249580263,-154877347.98794776,-144.18282932918777,-147.99119286539369,-144.3552206827939,-143.65117975332177,-141.11230680239188,-143.39296498256945,-142.75069,-146.25946189163045,-150.00216155556882
1199_BNG_echoMonths,-506.3759589490889,-145.71802518756724,-143.1492514308295,-141.99709739872208,-141.7819521910243,-141.46416175308926,-140.5216725086012,-188.28581217104644,-140.579677421581,-141.23369,-144.46109879911594,-144.0549195857945
1199_BNG_echoMonths,-144.25513095758726,-142.16405713579408,-142.63353859246862,-143.73458558665584,-140.50959733482722,-145.48824495660344,-140.91704100499675,-147.01450799401306,-147.60735849640855,-143.79839,-152.38040702947487,-144.0549195857945
1199_BNG_echoMonths,-933.5309349935492,-141.60850419772484,-240.35484669569132,-177.427716655003,-142.6910365682538,-142.6718615055775,-138.7934575603645,-141.55892615893742,-148.13554622160328,-142.92517,-146.75385323152125,-143.0582460537056
1199_BNG_echoMonths,-147.57027790208093,-144.5961501085324,-143.194694619347,-143.41405801053065,-145.42800618967226,-144.79324288960936,-144.32014383993783,-144.39136949845943,-145.5182455783033,-142.3244,-149.48328786909016,-150.00216155556882
1199_BNG_echoMonths,-142.61483965040316,-140.16243528213036,-141.30679192427075,-140.9806255409839,-141.73735750981237,-141.53584614238815,-140.50774520887634,-155.1572624894872,-155.2606700200307,-141.95708,-147.63912722998,-144.0549195857945
1199_BNG_echoMonths,-144.81604682657056,-147.06770691390483,-143.97452164824227,-144.42528523098042,-145.6781443176489,-144.91282355145847,-144.41327044920283,-144.1716913857282,-143.59296336105078,-143.04628,-147.4125715688714,-150.00216155556882
1199_BNG_echoMonths,-150.79818067318416,-140.40363721494043,-184.29480326092315,-140.63521424453984,-142.124586549561,-141.24172947214876,-141.06211424878094,-148.83389082368203,-144.1523176827534,-149.0051,-149.75470831136477,-144.0549195857945
1199_BNG_echoMonths,-151.55164455151947,-144.3943036949237,-145.1707162186945,-144.20021287731348,-145.71324585413922,-144.32942898871062,-144.17929149452078,-144.81559636430214,-143.19370216297267,-235.09319,-148.35581610000943,-150.00216155556882
1199_BNG_echoMonths,-154.22814892522388,-145.99002292413013,-143.9727468056766,-145.35493238980897,-145.11740296281826,-150.8732760424605,-143.8247585478219,-146.93953099609757,-140.19247967176955,-139.78743,-144.2466192849043,-150.00216155556882
1199_BNG_echoMonths,-141.78028813669653,-141.75692089868014,-141.57187603166895,-140.60676992984963,-142.28003626787995,-142.7400120303038,-140.3521624232167,-147.45099806184678,-141.29932623160803,-141.97464,-146.92202140450348,-144.0549195857945
1199_BNG_echoMonths,-148.68566856338734,-144.94972046552292,-250.4948920601745,-144.88346035871817,-146.65145314839756,-144.82350888600584,-144.23264803873354,-141.15645893607137,-142.90504995445383,-184.19301,-146.83806887425865,-150.00216155556882
1199_BNG_echoMonths,-421.1873721782773,-143.5011219949376,-269.9071309356485,-140.8993090370761,-142.38522251252454,-141.21044854425284,-138.3293586878175,-146.72612552569487,-145.89818599257134,-144.586,-152.3512624350585,-143.0582460537056
