dataset,GPGOMEA,GPZGD,Operon,PySIPS,PySR,QLattice,RF,SymRegg,eggp,neogp,random,slim_gsgp
1199_BNG_echoMonths,-1798.1470061968446,-141.80613376667986,-138.3415658904523,-140.1148823448954,-142.42912321842942,-177.49678489351584,-138.38064904838473,-141.99535459471608,-143.04157236395318,-141.41386,-146.19276527385824,-143.0582460537056
1199_BNG_echoMonths,-151.84538095261212,-145.3373991245572,-143.03588371681573,-146.19822309303072,-144.70976581133988,-147.97774425315174,-144.62046407847495,-142.21012431849343,-141.64051867621703,-140.54758,-150.1076490825417,-150.00216155556882
1199_BNG_echoMonths,-141.9793695000401,-142.22194834738855,-143.66296734313335,-139.38426929418316,-142.43570197792232,-143.1132007538139,-140.92591287360497,-145.6717933767089,-147.01093633256556,-146.69911,-151.76826832652915,-144.0549195857945
192_vineyard,-6.410969833353462,-22.51929686425268,-57.26756711288464,-6.7314901254744255,-4.95145107346088,-40.59235572604932,-10.658296555555555,-11.386945964426223,-12.745995220536305,-9.600752,-11.700095090315804,-5.863499389801783
192_vineyard,-5.529799229827037,-11.87100933340206,-8.219212913329,-5.512414442823193,-10.798249135993808,-8.931878604755406,-10.372822277777775,-7.49043148910524,-8.930695516810811,-10.978572,-4.940457442638394,-5.863499389801783
192_vineyard,-10.693765072320904,-10.036109429343536,-15.105866005707972,-6.045007329967824,-10.656153921510525,-7.853125526274107,-3.944062764705882,-9.929353031741297,-9.206904611835082,-8.132007,-22.81534207172905,-10.926737826987988
192_vineyard,-9.904922719303782,-13.460092924909004,-10.39484910294274,-11.10057500545374,-16.98463835205283,-11.688648179356932,-8.332839646296296,-5.295331589105723,-16.667632243712394,-10.863398,-7.552475501469642,-32.24736644680639
192_vineyard,-16.634314791586185,-51.1711222066679,-10.22601423216074,-9.78768466476771,-13.726028171946789,-9.384945913115327,-7.796816816666667,-9.452260039873622,-6.159895703936058,-773.86975,-6.159046017243431,-32.24736644680639
192_vineyard,-9.564628689431288,-7.2078867441230114,-13.657857270359289,-13.181094327887914,-9.788903467062832,-10.236578083850056,-8.099933366666669,-8.784416028256352,-5.613802224060624,-12.475707,-4.667924491335932,-32.24736644680639
192_vineyard,-9.716621004444209,-13.743353775261427,-20.284573128789976,-6.007078062116673,-13.205396653959374,-8.004477695393184,-3.921889676470588,-13.767595944931928,-7.159674752768345,-51.693253,-6.207756140532649,-10.926737826987988
192_vineyard,-32.3546826171504,-12.172519172457925,-143.12360096214766,-14.626752506658796,-7.855855844535298,-7.85082210833915,-4.259942367647058,-7.41064985117838,-8.261391485772524,-8.735231,-4.881094693443161,-10.926737826987988
192_vineyard,-6.409443004911368,-50.37512047136441,-13.439481584795685,-5.955372946319972,-7.603570581873815,-5.3687948531165866,-11.427018722222224,-7.510941393885245,-10.943885921558476,-42.750046,-6.4276315213335895,-5.863499389801783
192_vineyard,-9.783828636866314,-10.12494107626344,-8.588494835738352,-4.750663394515269,-7.64276291252114,-5.653664263204487,-11.50085698148147,-6.104450217553444,-11.285516477985594,-10.997005,-9.541936354303765,-5.863499389801783
192_vineyard,-10.540799373504552,-19.25249734183385,-12.330580098035291,-9.197205089639668,-7.847122011596739,-10.362718695522087,-8.105521399999997,-12.721153957931602,-7.496053537697758,-11.6083555,-11.156440868507683,-32.24736644680639
192_vineyard,-9.5121502629433,-108.06101163524336,-9.337775507679453,-5.8625805744458725,-12.085697980886945,-61.11091602745393,-11.083272666666668,-5.178537813895364,-4.186207483415434,-691.3801,-6.269503354530209,-5.863499389801783
192_vineyard,-9.421210845022864,-484.95015130208907,-6.526720699943326,-4.522561404226998,-5.038278708515681,-5.855712021651692,-10.97730738888889,-5.54160282049194,-6.910669332288503,-7.815735,-5.533533109290219,-5.863499389801783
192_vineyard,-6.074342724671713,-10.965869212461593,-4.939627512637697,-4.911701823200344,-4.677737463379142,-29.850703637684944,-10.485526611111124,-10.161854842689545,-4.474402759460556,-12.184111,-11.35649064426713,-5.863499389801783
192_vineyard,-22.19090004251163,-6.170583402249846,-10.712486082108253,-6.768526752043805,-37.72785518437357,-8.265164584471503,-3.900780088235296,-11.939701579482165,-29.101024343348435,-10.043249,-9.756089842701606,-10.926737826987988
192_vineyard,-11.310036386909708,-11.482385618295773,-16.1026481555088,-9.882682179572924,-17.80177169216461,-9.17570918597704,-7.767570483333334,-6.740787090774926,-10.65014089201609,-5.93078,-5.886740550287138,-32.24736644680639
192_vineyard,-9.151546725580438,-65.94713695599093,-20.40601655213425,-10.423925226408636,-10.431538057585174,-8.476861326443567,-8.07564975,-5.132621573370293,-7.006832895297651,-6.40653,-8.14880215695274,-32.24736644680639
192_vineyard,-10.993299205138904,-5.451790791388012,-6.661604553571073,-5.592932795500763,-7.939274873220325,-29.54647714170503,-10.895171166666668,-16.508444322144637,-8.474002874036056,-10.02051,-12.844123671768465,-5.863499389801783
192_vineyard,-41.30539680028288,-11.701110499596709,-16.208980509958028,-5.975898228223564,-27.31601711056788,-10.67055398267918,-4.062126352941177,-4.247656063082542,-11.25426923661466,-14.81376,-7.157133945631906,-10.926737826987988
192_vineyard,-10.988906814643125,-9.513907808659996,-11.122808434121788,-10.293970895981742,-6.00795655084235,-9.497648685929391,-8.320342483333329,-6.206590120222936,-7.115232172185705,-10.29275,-19.16320405906737,-32.24736644680639
192_vineyard,-20.12856552633113,-93.93526048827236,-8.394963490787203,-5.061390369326663,-21.12691003150245,-7.764159535360322,-3.959325029411762,-18.591775375638456,-10.58481428948032,-11.373791,-10.013586486244376,-10.926737826987988
192_vineyard,-19.554838501014714,-29.093884940025227,-11.251842044933012,-9.385986946990284,-7.837525139639637,-9.586667140072851,-7.991886283333332,-9.826133514301178,-11.518215985804256,-8.864535,-5.5694317754542695,-32.24736644680639
192_vineyard,-24.5701778705272,-12.500477026098752,-18.25479208527951,-6.410772861227736,-7.025462417942701,-8.110974063648287,-4.172732308823531,-10.019871411311188,-14.31147961516847,-10.957773,-12.18610180315085,-10.926737826987988
192_vineyard,-13.82118974047186,-9.78581449835926,-15.480865458776591,-6.881762004982589,-50.52517476591774,-7.7706380569677265,-4.272549712418304,-9.560076893281032,-6.829799627856666,-13.659126,-7.4346461354383315,-10.926737826987988
192_vineyard,-10.107629027464336,-9.10021054343682,-18.58906731390331,-11.81903134005548,-19.18850340671536,-10.548831529996027,-7.829766949999998,-13.290266908017877,-11.633122535499917,-9.675059,-13.286308101218484,-32.24736644680639
192_vineyard,-11.066471656917338,-8.093043684936543,-498.1259832644228,-5.532515011228863,-13.521298290749764,-7.916289412122931,-3.959898039215684,-7.208744520587255,-11.244183958037848,-6.556011,-7.0417412029970325,-10.926737826987988
192_vineyard,-10.162552487479424,-11.125719931480772,-10.04760987000888,-6.186248106273691,-7.091132701302472,-19.13042650693928,-11.750080388888888,-31.57787547438632,-6.747701175723577,-9.035906,-6.874521365057629,-5.863499389801783
192_vineyard,-22.108757685484324,-23.335450339202776,-14.588317484659658,-5.867138371783542,-10.991741836492803,-5.744321231193784,-10.133337925925938,-8.163809093671034,-7.959998649380566,-7.5426764,-5.465343250685645,-5.863499389801783
192_vineyard,-8.292559122349742,-15.9487726714966,-83.67763555050945,-9.110653798852214,-13.732266876175805,-6.920574144344026,-4.125921632352942,-18.251498678172084,-5.201542963721898,-6.482748,-5.1424605649046455,-10.926737826987988
192_vineyard,-14.907613523982723,-19.343411153692216,-9.587515755238623,-10.058982614657085,-8.017748634999531,-10.785514173622856,-7.770323599999997,-5.418643584455176,-18.09127717815804,-9.837871,-5.755016459455347,-32.24736644680639
210_cloud,-0.0864818373023016,-0.1020485940161993,-24.410888761408646,-0.1480582552979466,-0.2561606969985437,-12.895773271112226,-0.2033593122781199,-0.357229210542185,-0.290625471023008,-57.333828,-0.2960408060464923,-0.654040470891776
210_cloud,-0.2727978873525923,-0.1682648073561517,-11.635218196610587,-0.1579712443935482,-0.1016539454465122,-3.995932735319147,-0.1993868935205201,-0.2868342981592818,-0.2028059646348686,-6.0277296e+28,-0.1091792666837003,-0.654040470891776
210_cloud,-0.0834074215386657,-0.1307832641051237,-0.0799948567586226,-0.1044901972615788,-0.0993749614755354,-0.1118452144877677,-0.1995099831286453,-6.924271865077926,-0.3246879523142668,-12098.456,-0.3348127898579078,-0.1838427870847321
210_cloud,-0.34004444240937,-1.0657394471825534,-1.650410922987477,-0.3023457257012042,-0.2507785923955447,-0.5422508732076304,-1.1609697114305235,-0.0964710768150026,-0.1042891561618459,-0.11345164,-0.1038482854638055,-0.6462965653643802
210_cloud,-1.412455708021114,-0.9211583448128268,-2.051386302041605,-0.3925810894538917,-1.3024167736167582,-0.489425312036826,-1.2002786889358072,-0.1050449795094534,-0.0958185266006403,-0.1432081,-0.1153808292222526,-0.6462965653643802
210_cloud,-0.4328679142452336,-0.5357509684304042,-1.7071401790087577,-0.3327938577327172,-0.9621212940134778,-0.4949224316177389,-1.1552247913883928,-0.1956811782561032,-0.4062223454248068,-0.07169971,,-0.6462965653643802
210_cloud,-0.1197439054391166,-0.0761814177049543,-0.1203776956173034,-0.1108679973334503,-0.1126983981353591,-0.0899130480941542,-0.2021290756274315,-0.2350845468874848,-0.1045337921501687,-100000000000000000,-0.3397484617797229,-0.1838427870847321
210_cloud,-0.3775870045676175,-0.0825513146620121,-0.1090120229940942,-0.0978798810196694,-0.0858699246091344,-0.184805153252613,-0.2039951909996092,-0.0913346576753452,-0.0929745548416789,-0.13078982,-0.1024789772858043,-0.1838427870847321
210_cloud,-0.1969607034302747,-0.4005649377745567,-0.4585138485510954,-0.1083641250736617,-0.1147062617737725,-2.0708988952016294,-0.1933465537851771,-0.1112925349808176,-0.0741207879797219,-0.09113194,-0.1046702496926399,-0.654040470891776
210_cloud,-0.2061224801791305,-0.3661891799604064,-2.787657813392637,-0.1066121241020044,-0.0939698486578766,-27.954304357473774,-0.2047354057033086,-0.3051708088170066,-0.3172343306054588,-7.4834313,-0.3753369609180501,-0.654040470891776
210_cloud,-0.4024327331999573,-0.2690989699591662,-579.3847822489021,-0.4557907394366934,-1.476994516395658,-0.5201322935014017,-1.2007186693330505,-0.5195935608957725,-0.6132742319268017,-225.68672,-0.3220272653536974,-0.6462965653643802
210_cloud,-0.1502770698022325,-0.1233571672489411,-182.5491167635834,-0.0912151151530135,-0.1311934943061329,-0.7479115873045209,-0.2062358090816075,-0.174631959099066,-19646.543358451003,-0.07254304,-0.2010596693086595,-0.654040470891776
210_cloud,-0.3678794205260373,-0.7663602700147428,-1.770829641213833,-0.0709202488356629,-0.2440249878275994,-4.90185439879951,-0.2048557782685213,-0.0883276422446552,-0.0845326841675155,-0.13654824,-0.1282255013199169,-0.654040470891776
210_cloud,-0.1494670393178855,-0.9801489488278315,-25125011684.309536,-0.0911673736694764,-0.1365019769290311,-4.403375860380191,-0.213819974605814,-0.0922551671047943,-0.1230382274606319,-0.14790024,-0.0978580673256004,-0.654040470891776
210_cloud,-0.0991598961247453,-0.1966847185187439,-0.0819748640273362,-0.1069804479812302,-0.1536694082865172,-0.1998149866044611,-0.2180236431725815,-0.3209159366993284,-0.3343314102282023,-1308.0298,,-0.1838427870847321
210_cloud,-0.4658449172365329,-0.5140057908669277,-765.3820181546795,-0.3448780677608278,-1.1251851019225063,-0.5313208855670131,-1.1768474038298582,-0.081816210646938,-0.2009499625298671,-13.57436,-0.0845200857024614,-0.6462965653643802
210_cloud,-0.3733294271287238,-0.7913229726633175,-1.6552778640894477,-0.9172723770404136,-1.2560715903592186,-0.5143440986816855,-1.2033131624933189,-0.1283261542737895,-0.0874935118496934,-0.08475478,-0.1295277449571649,-0.6462965653643802
210_cloud,-0.3276227915331946,-0.1553305228459104,-926076.2709032196,-0.0957924969205697,-0.1187719421985231,-273.167842010038,-0.2069768120650007,-40.8254437178106,-0.3007708043533824,-2.8851178,-0.6391798545434585,-0.654040470891776
210_cloud,-0.0820408281596255,-0.1253410380768322,-0.1165688864245703,-0.1694239549986435,-0.0981703666210748,-0.0875893876221586,-0.2061806593807655,-0.0984998024474742,-0.091729662769929,-0.114001855,-0.282802105591003,-0.1838427870847321
210_cloud,-0.5466643174240867,-1.5311356409929793,-1.17676577751287,-0.4396073970142806,-0.3472424678372128,-0.5291866972851372,-1.1945806991622994,-0.4017178231137655,-0.9727761300338692,-639.5598,-0.5325474929854598,-0.6462965653643802
210_cloud,-0.225629807291332,-0.0906383444461933,-0.0982737160284151,-0.0784772209817091,-0.1037563578325826,-0.2216203923209994,-0.1993487388446577,-1.1023050595537416,-134.59567185496937,-1.4816664,-0.2861386466952951,-0.1838427870847321
210_cloud,-0.5928238754329779,-0.3821242579713029,-0.7107350211676615,-0.3481751246777497,-1.993000712701405,-0.5397123168377659,-1.1769875667148184,-0.1588031684833979,-0.0952764489480183,-0.1209545,-0.1021717803546334,-0.6462965653643802
210_cloud,-0.1004300335128296,-0.1025260255284798,-0.1609512255290727,-0.0922998177527501,-0.0797482628741238,-0.2655804772345222,-0.1925750392340005,-0.339300187561049,-1.1636863560683433,-0.61943054,-0.3343711426846087,-0.1838427870847321
210_cloud,-0.1176050956442089,-0.1414125146074006,-0.0863204574615708,-0.0783599580817824,-0.1000765357324717,-0.1923903586179023,-0.2041775647711484,-0.0884309005896171,-0.274770230286698,-0.13200976,-0.1018738152162153,-0.1838427870847321
210_cloud,-0.7501373184078705,-0.5300345658355803,-1.060970287899489,-0.3854137001312455,-0.6865125584008551,-0.5212801217569161,-1.1456494279414098,-0.2959771323523334,-0.3095550103261477,-0.2411715,-0.3899390618047695,-0.6462965653643802
210_cloud,-0.114636928363743,-0.0898912162236593,-0.1330754219336072,-0.0911234524396362,-0.1135418965489993,-0.4089321243790292,-0.2048746893832738,-0.1234202415792024,-0.2381235480923831,-0.08285243,-0.0885014261092107,-0.1838427870847321
210_cloud,-0.2088947376116326,-0.1059392872199274,-0.1377884512450537,-0.0682631391156697,-0.0936791754480197,-0.1498363058054113,-0.1828632879653428,-0.10889756374516,-0.0939073504828447,-0.08200849,-0.0982063282170604,-0.654040470891776
210_cloud,-0.2437362310037839,-0.1488001332469876,-1.7245816818936668,-0.1356761967613707,-0.08654023147875,-3.1028864232061504,-0.1915467562967483,-0.0928398785795539,-0.0788766825417225,-0.1861444,-0.2900483478678786,-0.654040470891776
210_cloud,-0.1156269146134765,-0.0714345688864508,-0.1070501905667888,-0.1096780506995844,-0.1085798744626757,-0.2077728196377058,-0.2098792020929503,-0.0972905393995905,-0.0974835405615199,-100000000000000000,-0.3665540470294822,-0.1838427870847321
210_cloud,-0.7117637581534817,-0.5306185476996709,-0.3690477559785777,-0.3245542119238562,-1.2506328400203666,-0.5166389873288904,-1.1557384926717118,-0.1126002003465679,-0.1257463107926407,-0.077950805,-0.3053582416861198,-0.6462965653643802
522_pm10,-0.6138004999884392,-0.6190424113760838,-0.6060085502947242,-0.5875569755486904,-0.5357418422159927,-0.6827931347597302,-0.552397015221667,-0.648046574683503,-0.5426200972196485,-0.5625967,-0.5723509040058344,-0.6057510454199773
522_pm10,-0.6280925507977335,-0.6229266313810966,-0.5794638382114772,-0.6311593469908021,-0.5916137590957286,-0.7031685225518157,-0.5591255515524819,-0.6395283773781403,-0.6430887942265004,-0.5739563,-0.6793466304429429,-0.6057510454199773
522_pm10,-0.7304263313649751,-0.8293045872187954,-0.6371975050438551,-0.7590388720874662,-0.7813018088139033,-0.8046384099579239,-0.7220058843392799,-0.5704163618569121,-0.5674704945772417,-0.6126855,-0.5383248552788645,-0.8927456279882628
522_pm10,-0.5749136807304644,-0.6175810672430604,-0.5726860848729033,-0.5386500591085754,-0.5702242623761501,-0.6356109117023073,-0.5018637975480165,-0.7575651521194011,-0.6824013780136702,-0.73611647,-0.82145880140329,-0.5756485765001609
522_pm10,-0.5975522331106994,-0.5614585098938719,-0.5682478542059435,-0.6355124542663598,-0.5557401833999054,-0.6344187856266219,-0.5038360276751642,-0.7845819017977751,-0.8540354068442907,-0.7947302,-0.7943915319052335,-0.5756485765001609
522_pm10,-0.5834001985506784,-0.5458128999387849,-0.6430926859196766,-0.5901749954588607,-0.5476012178664382,-0.5930523637668071,-0.4916131476893701,-0.6219159655695534,-0.6858134469183835,-0.6449631,-0.6545282610063342,-0.5756485765001609
522_pm10,-0.8073237227388654,-0.7996880162553871,-0.7644367097748619,-0.7963104428270446,-0.7670930009042508,-0.7880224819999714,-0.7052880986922984,-0.660697325710768,-0.6192352285541944,-0.8164357,-0.6248694850571285,-0.8927456279882628
522_pm10,-0.7688321332797344,-0.7439937543374594,-0.8269928122341134,-0.7779885124221292,-0.7803703422783146,-0.7821743373634877,-0.7057406410932754,-0.8518709358044063,-0.7247498432568842,-0.7452386,-0.7932126189219161,-0.8927456279882628
522_pm10,-0.5335210405858527,-0.5485364900332619,-0.6514504172107114,-0.5972085855497684,-0.5333386474412901,-0.7447923031099191,-0.5498046266647256,-0.772579534119962,-0.8147993670306837,-0.71697724,-0.8395724288624384,-0.6057510454199773
522_pm10,-0.9511131243700228,-0.5448169803717574,-0.6279658952259775,-0.6099196335032988,-0.5500636020565295,-0.6059777212866737,-0.5625943380119562,-0.6222449963434302,-0.6185177292733243,-0.5824139,-0.5546541671977028,-0.6057510454199773
522_pm10,-0.5609365597328948,-0.6331754734267386,-0.5952647077333869,-0.5765795299194217,-0.5417065003506649,-0.5707761540379521,-0.4847099028594599,-0.574751209840619,-0.5770859428985302,-0.5437509,-0.6313920187477571,-0.5756485765001609
522_pm10,-0.6703319904552805,-0.5732909847250831,-0.5922808685897217,-0.5850969329538577,-0.555742111359497,-0.6130529501406166,-0.5483333577256735,-0.586484803356753,-0.632995434836286,-0.61284894,-0.6161669479868913,-0.6057510454199773
522_pm10,-0.5854411991065026,-0.6554453289977656,-0.6160716219565869,-0.6156235752008499,-0.6796059376623436,-0.705615342229811,-0.5477346476305824,-0.7748941311912275,-0.7699544538743841,-0.82257867,-0.7975637212261162,-0.6057510454199773
522_pm10,-0.8492380468027776,-0.6145362038572703,-0.6140902296041282,-0.6222081002192333,-0.5406534119998687,-0.7003510210690939,-0.5462208676217389,-0.6450569728597794,-0.6437026666377432,-0.5753091,-0.6695408744876847,-0.6057510454199773
522_pm10,-1.359124403605391,-0.7007776683526816,-1.4700118376922848,-0.7844403413239699,-0.7631897054583084,-0.8309848321832307,-0.7209349676055052,-0.7220842119155575,-0.722689856646326,-0.5364086,-0.5609482724612632,-0.8927456279882628
522_pm10,-0.5628196445812718,-0.5220503004758894,-0.6018480781925589,-0.5732944277307362,-0.5922541020719059,-0.5938999498573517,-0.4992420140445637,-0.5750463326266517,-0.5734067765240991,-0.7088028,-0.6731018766456284,-0.5756485765001609
522_pm10,-0.6728407234568222,-0.6113347003078411,-0.7184907715791518,-0.5996745086627384,-0.5835548852856152,-122.028839133348,-0.4970684811991535,-0.7744877589151102,-0.731761636742871,-0.7424663,-0.7818497640691425,-0.5756485765001609
522_pm10,-0.6081821053262406,-0.616669718531111,-0.5829230885959003,-0.588017616759178,-0.6246474193152313,-0.7179091904263659,-0.5584854915397814,-0.5682484460805848,-0.6018664573425592,-0.6527747,-0.5520953587005974,-0.6057510454199773
522_pm10,-0.9019088902659148,-0.7701174145468545,-0.6841892402261979,-0.7038549702732751,-0.7984888517647416,-0.8620201889430814,-0.7215315231655179,-0.7549360984125748,-0.6958555254331196,-0.77622384,-0.9411341353018168,-0.8927456279882628
522_pm10,-0.6642064903276963,-0.5598455208771943,-0.6019863956010181,-0.5842024806459426,-0.59283159871026,-0.6257749970918788,-0.5021634675691214,-0.5662723987135795,-0.5437646162116467,-0.5531749,-0.5798201518148333,-0.5756485765001609
522_pm10,-0.7576552809822278,-0.8513036109340986,-0.7848388413207034,-0.7604884166414035,-0.6861003629457019,-0.782629336239623,-0.7269085819455565,-0.540266679961027,-0.6188583818460004,-0.557796,-0.5744826885197929,-0.8927456279882628
522_pm10,-0.5119659812497698,-0.6207552925496466,-0.7248141912389829,-0.557691688463896,-0.5511828378249747,-0.5983169180184783,-0.4970087365396949,-0.7120638991524214,-0.8190121259170943,-0.71015763,-0.8169226358637118,-0.5756485765001609
522_pm10,-0.6702168866220505,-0.6900110722118715,-0.6866584020689381,-0.7475088154451531,-0.7780178842910916,-0.791050450335591,-0.7179896233879669,-0.6206066485718831,-0.5805476828015246,-0.5679145,-0.5517079290802442,-0.8927456279882628
522_pm10,-0.9584680434872208,-0.6868938207016911,-0.7582909796937966,-0.8162553061205367,-0.7285906533660248,-0.8669414412832344,-0.7111932300683588,-0.6532759315997503,-0.6270284458550405,-0.67789745,-0.6559090114198032,-0.8927456279882628
522_pm10,-0.5540196518746614,-0.6354045090307645,-0.6389812855715321,-0.6080600593574105,-0.5645632706149413,-0.6470249552249946,-0.4985759639356912,-0.5625120279004809,-0.5511754622886843,-0.55468845,-0.5623052294535869,-0.5756485765001609
522_pm10,-0.7381124860368821,-0.59626075199247,-0.7150115887138684,-0.78688357548774,-0.7357174131584361,-0.78780431108736,-0.710364840106422,-0.6469764051846266,-0.647164545611324,-0.6006151,-0.6540716537924879,-0.8927456279882628
522_pm10,-0.8212166901648166,-0.6198307822910499,-0.637382561094487,-0.6075702145591502,-0.6435442919213317,-0.7094093503102613,-0.5587169203271233,-0.7629237431448798,-0.8010548215374482,-0.80180585,-0.7918021127038287,-0.6057510454199773
522_pm10,-0.5654753283573342,-0.5758464117668669,-0.5719055445361988,-0.634353434788397,-0.5697501546366954,-0.7413254858695978,-0.5546012214324606,-0.6698408386805107,-0.6402179813760458,-0.56635624,-0.6825597070654382,-0.6057510454199773
522_pm10,-0.8887323541057416,-0.8809006989758441,-0.7037219445279224,-0.7493750250017959,-0.7223065259279882,-0.8656778000433775,-0.719714762374253,-0.690580843547758,-0.5872654105853261,-0.94086176,-0.6198579653754595,-0.8927456279882628
522_pm10,-0.6573986055180647,-0.6024416274687137,-0.5683002937566991,-0.590139560056704,-0.5513016514679647,-0.6524830261405946,-0.507570156553023,-0.7561153883649998,-0.7182933235443015,-0.7776642,-0.8030253483761652,-0.5756485765001609
557_analcatdata_apnea1,-7340953.163651757,-2324036.1959682857,-25038407.65011528,-25248034.89496085,-6953037.403509308,-3680940.012861333,-3831560.240995194,-1489923.95628643,-2494486.873384188,-4394039.0,-6638784.137740257,-6016968.747551999
557_analcatdata_apnea1,-4553647.798857041,-10567753.049972214,-22046585.269101165,-25344952.6665765,-1462134.92748543,-5120346.316349645,-4064778.29456337,-150206248.7595653,-4988534.319779469,-7546911.5,-5169522.024173796,-6016968.747551999
557_analcatdata_apnea1,-1761821.5818753757,-1469898.782666477,-3728478.180372001,-1738768.7677206383,-10141419.37371031,-1490658.7314810548,-8296456.6828918,-957412.1077379552,-1093518.593983157,-3376939.0,-4960097.576843631,-6865880.36055444
557_analcatdata_apnea1,-1229887.7663440758,-2301461.481596617,-8342178.131036471,-2899965.907338925,-4694016.920130986,-1506501.3815645413,-4429314.591603873,-1689097.336151932,-1910890.5018624736,-1645583.5,-11898003.79204776,-33709456.24453543
557_analcatdata_apnea1,-1250873.0121909352,-1723270.2722070112,-26993250.8922048,-2282752.354336477,-5428058.830597712,-2599176.850514573,-3923185.563653444,-2093690.097223377,-1851188.5594532709,-1497977.4,-1799328.191489339,-33709456.24453543
557_analcatdata_apnea1,-6895386.611728466,-1047506.2398467596,-28245877.055283125,-1025662.644637579,-3288452.2753711706,-1800051.8391430378,-4160024.769997924,-1357002.1594611462,-13874148.502247384,-4940213.0,-2.735896453645044e+26,-33709456.24453543
557_analcatdata_apnea1,-2102662.420503752,-1485389.6394126827,-2820297.7512063105,-1709689.4568954604,-1825594.7283637056,-1470421.4137098298,-8067740.230584178,-1692695.7289626384,-4061966.288630199,-153186340.0,-1211447.5548699826,-6865880.36055444
557_analcatdata_apnea1,-2522209.411080893,-1011396.5014036924,-2600848.8474316653,-1638659.87035864,-4928376.614724553,-1485430.484069075,-8370223.849652227,-1865283.758927757,-2273456.2185447305,-1474699.0,-11016911.421433758,-6865880.36055444
557_analcatdata_apnea1,-9343137226.043282,-5442588.892902434,-5803899.147517217,-38909622.27119108,-16591251.133976774,-4786028.162399556,-4158118.0175529313,-2237274.395160524,-1705363.7894339513,-705633.1,-1391478.726251537,-6016968.747551999
557_analcatdata_apnea1,-9895733.390837723,-3369445.844247415,-10525517.123130212,-5166603.292724807,-82975390.58955449,-4761730.213500539,-4053709.275140503,-1173667.386501733,-1930829.1388733988,-2234828.0,-5059190.061748813,-6016968.747551999
557_analcatdata_apnea1,-1138063.7655677015,-1980555.8722515528,-2337463.909490674,-926265.893904716,-5428058.830597712,-1997310.4181836029,-4404280.360274558,-1013794.9581573828,-1295918.4356216933,-2926018.5,-5439522.274084133,-33709456.24453543
557_analcatdata_apnea1,-5348382.0592967225,-5155503.696889824,-2474747039.9190664,-361733818213.6478,-1516765.585519779,-4742014.432561494,-4168681.718642641,-26713477.617210835,-12931445.118801942,-86277710.0,-6753176.993965146,-6016968.747551999
557_analcatdata_apnea1,-20129190.589401703,-2477990.4195452803,-6504972.0043935925,-25025794.536589097,-1129304.5148468628,-6897424.9517909,-4090599.086995623,-1152203.143680665,-759444.5662728648,-1468783.6,-1611603.794772534,-6016968.747551999
557_analcatdata_apnea1,-4553647.798857041,-6850687.761113842,-4647810.942271177,-5380020.269998075,-24436614.202946074,-3855663.702253333,-4227138.796729007,-2960472.685446571,-2211374.4644323816,-5392515.0,-8851442.66679786,-6016968.747551999
557_analcatdata_apnea1,-2054744.1343566447,-2720315.9972325526,-1772325.8461766182,-1237941.054122162,-2090985.3245275472,-1596506.1024623527,-7879984.934026913,-1331369.2857938344,-1112705.9310984483,-81142510.0,-3024466.8562449934,-6865880.36055444
557_analcatdata_apnea1,-3164644.5297113475,-1603169.1709566924,-2672025.708439532,-998353.8396239476,-1480193.3204868843,-2178909.762219978,-4402643.530761291,-25374120.32990395,-1651366.0829753722,-103150780.0,-3068390.473994116,-33709456.24453543
557_analcatdata_apnea1,-1225958.1541344677,-1382794.0793511823,-6319989.655732232,-833678.8516097771,-3527080.328261897,-2854848.9180491883,-4075787.6270154426,-1963151.8550662168,-1815565.8244086192,-1662113.2,-11161539.29251536,-33709456.24453543
557_analcatdata_apnea1,-8178174.359434838,-5122172.672113054,-356251077690984.1,-1454456.8034637943,-5378662.135122986,-6708303.960976965,-4029384.7521113465,-1864432.4672315167,-7122241.697100461,-11196284.0,-2666878.2383739483,-6016968.747551999
557_analcatdata_apnea1,-875072.7482578973,-1610040.2842666777,-2179284.7067504707,-1888431.178653997,-2244056.879819905,-1938092.963086584,-7703972.430834076,-1704055.6822578544,-1518117.1504955357,-1877847.1,-10557178.925131695,-6865880.36055444
557_analcatdata_apnea1,-4254871.14444952,-984236.9358811858,-949221.057041324,-960538.2673761388,-5428058.830597712,-2266409.193858772,-4519106.903031037,-1010819.4098496157,-1084542.7497096905,-9341523.0,-8755189.074266931,-33709456.24453543
557_analcatdata_apnea1,-1739400.772009132,-2463902.5538646886,-1734246.212838974,-1468146.6890669,-1352343.5342722563,-1449056.8164032574,-8513641.468285087,-1102786.3974372735,-2106595.564139098,-15440501.0,-1020698.924586784,-6865880.36055444
557_analcatdata_apnea1,-896481.3036281631,-1854057.636957456,-2048856.3010599432,-2066607.669684035,-1165616.2519241602,-3611538.831719065,-3837645.976512684,-1073898.8912739968,-1975039.0389994064,-1592262.8,-11073204.693975436,-33709456.24453543
557_analcatdata_apnea1,-2099142.310911162,-2307019.4707112405,-1335278.249166645,-1578635.3204354823,-9543354.320404183,-1540641.4478870048,-8630911.68274167,-1144491.7366009178,-1178269.2097163787,-1347263.0,-6662238.586018928,-6865880.36055444
