gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.0012434456,0.0012126537,0.0012202414,0.0019413887,0.003041721,0.0015859216,0.0014411308,0.001459883,0.003564394,0.008965117,-442.97903,-445.86276,-445.1454,-391.7446,-340.1073,-405.72437,-427.2908,-420.96692,-354.7411,-306.93338,17.917595,6.931472,8.04719,32.95837,39.143948,9.978352,6.2423625,6.760416,14.010514,16.133024,10,5,5,15,17,6.024,5.64,5.74,6.24,6.31
2,0.0012307166,0.0011764595,0.0012118885,0.0015600246,0.0017300757,0.0014637536,0.0014157969,0.0014535596,0.004968308,0.008965166,-444.1624,-449.3474,-445.9353,-416.8953,-404.997,-412.3321,-427.90497,-425.58054,-382.44846,-370.91275,17.917595,6.931472,6.931472,37.352818,42.810024,10.29471,7.2324395,7.2753067,15.380581,17.09183,10,5,5,17,19,5.832,5.312,5.47,6.236,6.358
3,0.0012307154,0.0011289804,0.0011717929,0.0012434456,0.0015600239,0.0014637535,0.0013863998,0.0014476136,0.004968308,0.008965404,-444.1625,-454.08478,-449.8045,-442.97903,-416.89532,-413.6835,-427.90488,-425.17984,-387.44144,-381.22418,17.917595,6.931472,9.656628,37.352818,48.354286,10.906978,7.2345037,7.4531956,15.2045145,17.09183,10,5,6,18,22,5.99,5.408,5.5,6.682,6.898
4,0.0012238106,0.0010180419,0.0011500387,0.0012307172,0.0012307183,0.0014637528,0.0013924831,0.0014207533,0.008965155,0.014557996,-444.80948,-465.97964,-451.95953,-444.16235,-444.16223,-413.27304,-427.90488,-425.48325,-387.78284,-384.07346,21.501114,6.931472,9.656628,46.141716,50.536167,11.575701,7.348788,8.017308,16.707779,19.433416,11,5,6,21,23,6.334,5.576,5.682,7.104,7.352
5,0.0012195637,0.0009816249,0.0011289804,0.0012307164,0.0012307168,0.0014676077,0.0012408615,0.0013924837,0.008968168,0.014557996,-445.2093,-470.16873,-454.08478,-444.1624,-444.16238,-410.83307,-425.17984,-423.23245,-387.44144,-382.251,23.350922,11.266066,12.875504,48.33894,52.753696,11.946461,7.6426105,8.872015,18.749641,23.844147,12,7,8,21,23,6.874,5.896,6.03,7.964,8.532
6,0.0012135481,0.0009816249,0.0010904588,0.0012307153,0.0012307162,0.0014762339,0.0012408615,0.001392483,0.010142974,0.02040198,-445.77795,-470.16873,-458.07715,-444.1625,-444.16245,-408.34738,-425.27792,-422.69702,-385.3204,-371.31104,26.366695,11.266066,14.334076,48.33894,52.959457,12.390978,8.017308,9.012899,19.854586,27.317913,13,7,8,22,25,7.686,6.446,6.562,9.356,9.542
7,0.0012080085,0.000977382,0.0010537361,0.0012307147,0.0012307157,0.0014895784,0.0012149181,0.0013192291,0.012325223,0.036223102,-446.30408,-470.66696,-462.01666,-444.16254,-444.16248,-406.0707,-425.48325,-422.2201,-378.84564,-364.58957,29.11218,11.266066,16.125835,52.959457,57.56463,13.326923,8.017308,8.925379,23.844147,25.505013,14,7,9,23,27,8.824,7.162,7.47,10.81,10.948
8,0.0011874248,0.0009218488,0.0009944917,0.0012272857,0.0012307155,0.0015863416,0.001167341,0.0012420561,0.025187599,0.06908621,-448.28052,-477.39398,-468.6712,-444.48343,-444.1625,-402.8983,-427.90506,-420.9901,-370.55615,-353.2964,35.155594,14.334076,17.513191,62.345276,79.13055,14.210331,8.137802,9.063457,25.505013,32.656918,16,8,10,28,33,9.922,7.566,8.178,12.324,12.714
9,0.0011687771,0.00083596865,0.00095971,0.0012234129,0.0012295477,0.0016585558,0.001167341,0.0012147443,0.030336607,0.06536876,-450.1008,-488.63983,-472.76523,-444.8469,-444.27167,-401.16534,-424.50714,-419.65073,-371.56662,-361.70297,35.155594,17.513191,19.4591,64.47238,79.13055,14.40957,8.25232,9.273871,29.734331,36.669987,17,10,10,28,33,11.12,8.698,9.218,13.784,14.38
10,0.0011476408,0.00083216815,0.00093054614,0.0012193079,0.0012240844,0.0016585558,0.0010895138,0.0012090765,0.034497086,0.08255807,-452.19952,-489.1639,-476.31412,-445.2334,-444.78375,-396.08167,-426.76074,-420.91885,-364.26453,-356.787,41.58883,19.4591,21.405012,71.380135,79.13055,15.919553,8.687752,10.663038,29.588734,33.979958,20,10,11,31,33,12.678,9.508,10.326,15.578,16.354
11,0.001122429,0.0008243804,0.00091204396,0.0012169088,0.0012233473,0.0016495017,0.0010701336,0.0011839811,0.042571377,0.13430358,-454.75406,-490.24518,-478.62372,-445.4599,-444.85306,-395.7437,-428.00708,-422.17044,-356.787,-347.5272,46.0517,17.917595,22.873857,74.334755,86.32423,16.478592,8.687752,10.427649,32.875256,40.204937,21,10,11,31,36,13.996,10.234,11.55,17.522,18.734
12,0.0010951471,0.0007443921,0.0008350033,0.0012167395,0.0012233473,0.0017887399,0.0010900995,0.0012090765,0.041009806,0.17504667,-457.58377,-501.98254,-488.77274,-445.4759,-444.85306,-394.58557,-428.00708,-422.7822,-347.26364,-328.4751,50.536167,21.405012,24.953299,87.49823,96.67788,19.057549,8.687752,10.799677,35.42949,48.932804,23,11,12,37,41,15.828,11.818,12.836,19.548,22.21
13,0.0010904633,0.00072293845,0.0008156159,0.00121031,0.0012198762,0.001660213,0.0011446056,0.0011756727,0.041009806,0.11906242,-458.07672,-505.34552,-491.4743,-446.08524,-445.17984,-393.18445,-428.00708,-424.1581,-345.21408,-328.0497,54.930614,21.405012,23.350922,87.49823,103.616325,19.629358,9.475199,10.749429,43.369324,51.87313,25,11,12,37,45,17.868,12.752,14.296,22.228,25.776
14,0.0010860198,0.0007165458,0.0007816944,0.0012059005,0.0012198377,0.0016772988,0.0011301762,0.001167341,0.053945784,0.17504667,-458.54623,-506.36703,-496.3595,-446.50488,-445.18344,-393.5192,-428.00708,-424.80872,-342.96252,-330.00308,57.56463,21.405012,27.03274,91.12002,112.70108,19.83693,9.475199,10.480209,40.18208,50.502537,25,11,13,38,47,19.596,14.26,15.774,24.226,26.962
15,0.0010473763,0.0007165373,0.000770045,0.0012059005,0.0012167398,0.0017645645,0.0011012378,0.001167341,0.052053966,0.17504667,-462.7129,-506.36835,-498.08624,-446.50488,-445.47583,-389.5624,-429.9989,-426.23035,-324.80386,-287.13123,58.22436,22.873857,27.03274,112.70108,131.70006,19.627579,10.117668,11.423601,59.415264,67.1153,25,11,13,47,53,21.688,15.21,17.252,27.17,29.812
16,0.0010224084,0.0007165373,0.0007660412,0.001171551,0.0012144919,0.0016238096,0.0011009674,0.0011636405,0.038148236,0.08255807,-465.4875,-506.36835,-498.6857,-449.82822,-445.68848,-389.5367,-428.00708,-426.01517,-318.8454,-288.85873,59.867214,22.873857,31.134562,117.49687,145.06287,20.679829,10.749429,11.9886875,54.75673,67.1153,26,11,15,49,58,24.202,17.51,18.504,31.518,33.434
17,0.0009983768,0.0006461371,0.0007216417,0.0011710988,0.0012144917,0.001798362,0.001031783,0.0011301762,0.057620294,0.090486966,-468.22284,-518.26154,-505.55203,-449.8726,-445.6885,-389.5367,-429.9989,-426.01517,-320.55927,-290.57684,59.867214,22.873857,31.134562,114.3057,142.76027,21.89062,9.906382,12.086187,62.151154,83.93361,27,11,15,47,58,26.872,18.96,20.668,34.856,37.776
