Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,1.1846653650052517 + (0.40456594402048207)(X_0 + X_1 + X_3 + X_4 - (sqrt(X_1))) - (sqrt(X_0)),29,0.2570129126404081,0.2344253049633992,0.2570129126404081,0.2344253049633992,0.7315103422854361,0.7807634043670193
