id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,71.5753112760758,71.5753112760758,1,1274.6106050355809,1284.7761869452954,898.8497711602419,6.661338147750939e-16,-2.1444600555931004e-4,-5.488840510301074e-3,1274.6106050355809,1284.7761869452954,898.8497711602419,1274.6106050355809,1284.7761869452954,898.8497711602419
1,(24006.871410682823 / x0),24006.871410682823,3,197.54904892836652,197.45218446378897,161.26341241585442,0.8450122349932497,0.8462809870677924,0.819604380209777,197.54904892836652,197.45218446378897,161.26341241585442,200.84488579437084,200.7480213297933,164.55924928185874
2,((35142.54899729813 / x0) + -38.31188429464655),35142.54899729813;-38.31188429464655,5,63.79101163748184,62.45857553157801,49.49589793772077,0.9499525491271893,0.9513752121510377,0.9446319344742395,63.79101163748184,62.45857553157801,49.49589793772077,70.72248344308129,69.39004733717746,56.42736974332022
3,(-582.4061014489764 - (-3792.2728035065425 / Log(x0))),-582.4061014489764;-3792.2728035065425,6,60.39988729513605,58.61717593696444,47.507217420433186,0.9526130670366971,0.9543657901259827,0.9468565510137663,60.39988729513605,58.61717593696444,47.507217420433186,70.05651476974064,68.27380341156905,57.16384489503778
4,(-75.04766805646864 - (-62196.5725476234 / (x0 + 97.07233874896697))),-75.04766805646864;-62196.5725476234;97.07233874896697,7,59.122576989931446,57.413913608782025,46.64266378812674,0.9536151850954661,0.9553025450061022,0.9478236748393469,59.122576989931446,57.413913608782025,46.64266378812674,70.38864237697015,68.67997899582073,57.90872917516544
5,(-58.5021687315666 - (Sin((189.61279754322933 / x0)) * -237.2209334834734)),-58.5021687315666;189.61279754322933;-237.2209334834734,8,58.65487682166922,56.815881569855534,46.36244457501798,0.9539821208218867,0.9557681204818826,0.9481371391141542,58.65487682166922,56.815881569855534,46.36244457501798,72.98895257549366,71.14995732367997,60.696520328842425
6,(((8.35490797226233 / x0) * (x1 + 3887.661103241562)) + -38.07089809887961),8.35490797226233;3887.661103241562;-38.07089809887961,9,53.461302302665594,51.723117088797125,47.04399221852375,0.9580567570272388,0.9597329017845078,0.9473747330127024,53.461302302665594,51.723117088797125,47.04399221852375,69.58713752571809,67.84895231184962,63.169827441576246
7,((((Sqrt(Abs(x1)) + 129.47991409244472) / x0) * 240.92178274157666) + -38.308803385930815),129.47991409244472;240.92178274157666;-38.308803385930815,11,44.61519496085209,42.95890720635579,38.33128047127839,0.9649970000370375,0.9665559495817158,0.9571211163500759,44.61519496085209,42.95890720635579,38.33128047127839,64.07429645140522,62.41800869690892,57.79038196183152
8,(-37.30336795649614 + (((x1 / (x1 + 2.3688779694845046)) / x0) * 35648.144017611645)),-37.30336795649614;2.3688779694845046;35648.144017611645,11,19.336471488275595,18.991196580878203,13.446855400617022,0.9848295068220182,0.9852151142275689,0.9849578166684924,19.336471488275595,18.991196580878203,13.446855400617022,39.0458256497842,38.70055074238681,33.156209562125625
9,(-41.97241385677813 - (-37554.171087426075 / ((1401.6289733273957 / (Log(x0) + x1)) + x0))),-41.97241385677813;-37554.171087426075;1401.6289733273957,12,11.93843675583872,11.651808896926209,9.74194662466316,0.9906336596379524,0.9909289199946092,0.9891022738946668,11.93843675583872,11.651808896926209,9.74194662466316,35.28935854450248,35.00273068558997,33.09286841332692
10,((37167.20246428169 / ((1089.2465877746363 / (Log(Sqrt(Abs(x0))) + x1)) + x0)) + -41.30137788448822),37167.20246428169;1089.2465877746363;-41.30137788448822,14,10.471748233981225,10.507811663188606,7.7738437947291725,0.9917843550080231,0.9918195362521345,0.991303871420715,10.471748233981225,10.507811663188606,7.7738437947291725,35.7685801717003,35.80464360090768,33.070675732448244
11,(-53.64802572243085 - (-44009.13277002697 / ((29764.60838331018 / (x1 + (Sqrt(Abs(x0)) + 738.3878086306182))) + x0))),-53.64802572243085;-44009.13277002697;29764.60838331018;738.3878086306182,15,47.51408314018451,45.39177136364892,37.47358673623938,0.9627226676504405,0.9646619341882025,0.9580805664237453,47.51408314018451,45.39177136364892,37.47358673623938,74.7568252269589,72.6345134504233,64.71632882301377
12,((80714.68733799088 / ((867.2919784381754 / (Log(Sqrt(Abs(x0))) + x1)) + (x0 + 144.08758576925226))) + -96.15410038408304),80714.68733799088;867.2919784381754;144.08758576925226;-96.15410038408304,16,10.737643016104485,10.71410762628291,7.379585957907623,0.9915757463701593,0.9916589322461323,0.9917449038022397,10.737643016104485,10.71410762628291,7.379585957907623,39.926295251934185,39.90275986211261,36.56823819373732
13,(-44.25846014525029 - ((Exp((x1 / ((x0 / (x0 + -179.09558515854388)) + x1))) / x0) * -14044.685919269503)),-44.25846014525029;-179.09558515854388;-14044.685919269503,16,5.877828513068439,5.9689740460908975,4.578000939323623,0.995388530042158,0.9953530785132877,0.9948788674102973,5.877828513068439,5.9689740460908975,4.578000939323623,39.14889317994581,39.24003871296827,37.849065606200995
14,(-45.54760137524169 - ((Exp((x1 / ((7.153353946164328 / (Sqrt(Abs(x0)) + -13.409600578207115)) + x1))) / x0) * -14148.061940572874)),-45.54760137524169;7.153353946164328;-13.409600578207115;-14148.061940572874,18,4.837984031216846,5.1565596871637025,3.862448609770406,0.9962043434974545,0.9959855533257866,0.995679312496063,4.837984031216846,5.1565596871637025,3.862448609770406,42.19080184593258,42.509377501879435,41.21526642448614
