id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((((Abs(Log(Sqrt(Abs(t0)))) ^ (Exp(Sin((((x0 + x3) + x2) * t1))) * Sin((x0 + t2)))) - Exp(Exp((t3 * ((Sqrt(Abs(Sqrt(Abs((x2 + Sin(x6)))))) * Exp(Sin(((x0 / (Abs(x5) ^ (Abs(x3) ^ t4))) / Exp(Sqrt(Abs(t5))))))) + t6))))) * t7) * t8),-0.1769475661889601;0.6626995697480524;-0.8487584052341294;-6.7841185959265e-2;0.645045890992816;0.775440841044271;-0.5754004701579949;-1.5180010627903062;1.4722480152774977,49,0.4930430040665632,0.7765430821419627,0.2969236688457437,0.17900931245414353
