id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Exp(Sqrt(Abs(Exp((Sqrt(Abs(((Abs((t0 * Sqrt(Abs((Log(Sqrt(Abs((Abs((x0 - x5)) ^ ((Abs(Sin(Sin(Exp(t1)))) ^ (x5 - t2)) + (t3 + x1)))))) / (Abs(Exp((Sqrt(Abs((Abs(t4) ^ t5))) + t6))) ^ x2)))))) ^ Sin(Sqrt(Abs((x0 - t7))))) / (Abs(Exp(t8)) ^ x2)))) - Exp(t9)))))),-0.9730606263414083;-0.5988048857972963;0.5733353511454476;-1.4000123043596973;-0.4097602673911551;-0.684683620294338;1.260380647637615;-0.3562105631176665;-0.2421085472391542;-0.8362053866617649,49,0.5051623846055386,0.7821424517218787,0.2796415057586983,0.17308944736622278
