id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Abs((Sin(t0) + Sin((Abs(x3) ^ x2)))) ^ ((Abs((Abs((Sin(((Abs(((t1 + Sin(t2)) + x5)) ^ t3) + x5)) - ((Exp(Sqrt(Abs(x2))) - t4) - x2))) ^ t5)) ^ (Abs(((t6 * t7) * x1)) ^ ((Abs(t8) ^ (Abs(t9) ^ t10)) + x2))) + t11)) + (Abs(x0) ^ t12)),3.115421640596961;0.6729488887112484;0.5867698117705614;1.0754715422662284;0.2807227312876932;-0.5418837256655143;-0.6111101933975281;-0.5545265608916625;-1.023338799180782;6.54754070952504e-3;-0.52675861542521;0.2529379431935474;0.5471753155813539,49,0.5639924443149105,0.5692670774983183,0.31664493191508625,0.1689193973968809
