id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((t0 + x0) - ((((Abs(Sin(Sqrt(Abs((x3 - t1))))) ^ (t2 / x0)) * ((Sqrt(Abs(Sin((Abs((x1 / x2)) ^ x0)))) * t3) + ((Abs(Sqrt(Abs(Sqrt(Abs((Sin(Sqrt(Abs((t4 / (x5 - (Exp(x2) * x0)))))) / Log(Sqrt(Abs(t5))))))))) ^ t6) - x0))) - x0) / t7)),1.042409566538421;0.14633557243602274;-1.3205260480283496;0.711795313664406;0.10531562280754651;1.0775962413524864;1.974396548005484;-2.786681065167038,48,0.4876018859161213,0.6818852053079166,0.3046826703020813,0.2790851964208845
