Id,Expression,max_features,max_samples,MSE_train,OOB_score,MSE_test,R2_train,R2_test
maxfeatsqrt_maxsampl0.1,X,sqrt,0.1,3.1204005933013743,0.9970137195361524,100.24149866795663,0.9975583118601542,0.8878659020666424
maxfeatsqrt_maxsampl0.2,X,sqrt,0.2,1.2162848504135522,0.9985744923422812,101.87831609406746,0.9990482669756235,0.8860348934724223
maxfeatsqrt_maxsampl0.3,X,sqrt,0.3,0.6942927332629846,0.9990120546409618,102.27911068848118,0.9994567215709327,0.8855865488157844
maxfeatsqrt_maxsampl0.4,X,sqrt,0.4,0.45986125620682256,0.9992199148896443,102.56820760203252,0.9996401622991403,0.8852631535947714
maxfeatsqrt_maxsampl0.5,X,sqrt,0.5,0.2678972348780417,0.9994223630986907,103.0214083996639,0.9997903725878967,0.8847561852902232
maxfeatsqrt_maxsampl0.6,X,sqrt,0.6,0.19265290496233448,0.9995090754684464,103.1691735743365,0.9998492506653911,0.8845908893320814
maxfeatsqrt_maxsampl0.7,X,sqrt,0.7,0.1435051558179328,0.999537946999983,103.20421957611688,0.9998877083802254,0.8845516854908776
maxfeatlog2_maxsampl0.1,X,log2,0.1,2.90732767127253,0.9972145574552521,99.63369898234568,0.9977250396923937,0.8885458107908318
maxfeatlog2_maxsampl0.2,X,log2,0.2,1.207381683657782,0.9985931009957666,101.39844773721813,0.999055233631354,0.886571693161544
maxfeatlog2_maxsampl0.3,X,log2,0.3,0.6033961739680485,0.9991365095471045,102.59495718733582,0.9995278473908866,0.8852332304525804
maxfeatlog2_maxsampl0.4,X,log2,0.4,0.3747490158497959,0.9993422164032012,102.70200832196755,0.9997067619364695,0.8851134788270143
maxfeatlog2_maxsampl0.5,X,log2,0.5,0.29033298706803445,0.9993848910940822,102.83865793277832,0.9997728167938912,0.8849606171774498
maxfeatlog2_maxsampl0.6,X,log2,0.6,0.2095872823508566,0.999452418592739,103.06744412485065,0.9998359996525199,0.8847046879105438
maxfeatlog2_maxsampl0.7,X,log2,0.7,0.14832894783907918,0.9995183664632299,103.20545979998903,0.9998839338021176,0.8845502981274903
maxfeat0.1_maxsampl0.1,X,0.1,0.1,2.9135204931264687,0.9971898993264884,100.56314096650537,0.9977201938595525,0.8875061002930831
maxfeat0.1_maxsampl0.2,X,0.1,0.2,1.2306067183398912,0.9985751741118642,101.40542585294487,0.9990370602302039,0.8865638871657968
maxfeat0.1_maxsampl0.3,X,0.1,0.3,0.6665827252021003,0.9990588418901183,102.44215864709352,0.9994784044273527,0.8854041569321651
maxfeat0.1_maxsampl0.4,X,0.1,0.4,0.40807792265257586,0.9992713564806973,102.48760226096711,0.9996806823373856,0.8853533219115772
maxfeat0.1_maxsampl0.5,X,0.1,0.5,0.2830881046887568,0.9994045774609027,103.05432029472084,0.9997784858555553,0.8847193687450544
maxfeat0.1_maxsampl0.6,X,0.1,0.6,0.20553607180108333,0.9994863590297636,103.2814405721786,0.9998391696918965,0.8844653030360066
maxfeat0.1_maxsampl0.7,X,0.1,0.7,0.13665362163473763,0.9995490108189004,103.33563035386523,0.9998930696501184,0.8844046842068052
maxfeat0.2_maxsampl0.1,X,0.2,0.1,2.9185725107772216,0.99719875054148,99.82800056406,0.9977162406967417,0.888328457370521
maxfeat0.2_maxsampl0.2,X,0.2,0.2,1.2851974268195465,0.9985194677287165,101.56441351819987,0.9989943434438635,0.886386037286627
maxfeat0.2_maxsampl0.3,X,0.2,0.3,0.6553497996286188,0.999058161265175,102.30982322483521,0.9994871941004503,0.8855521925600912
maxfeat0.2_maxsampl0.4,X,0.2,0.4,0.43228011934331984,0.9992545250616132,102.49333304190039,0.9996617443148942,0.8853469112337746
maxfeat0.2_maxsampl0.5,X,0.2,0.5,0.2974969786535888,0.9993765722191242,103.07141848391808,0.9997672110286167,0.8847002420355837
maxfeat0.2_maxsampl0.6,X,0.2,0.6,0.20111652442273875,0.9994728176533186,102.96005043135784,0.999842627951852,0.8848248227359762
maxfeat0.2_maxsampl0.7,X,0.2,0.7,0.1552867288259312,0.9995156381869116,103.26128785526024,0.999878489394963,0.8844878466607784
maxfeat0.3_maxsampl0.1,X,0.3,0.1,3.173823472147456,0.9969805251498531,98.92271777283716,0.9975165088910242,0.8893411424412483
maxfeat0.3_maxsampl0.2,X,0.3,0.2,1.195608023087527,0.9985893187453528,101.36219426345636,0.999064446425198,0.8866122477285772
maxfeat0.3_maxsampl0.3,X,0.3,0.3,0.6717659427340053,0.9990514436375202,102.383070126167,0.9994743486016997,0.8854702556844818
maxfeat0.3_maxsampl0.4,X,0.3,0.4,0.374037271689317,0.9993296740044515,102.94624637727644,0.9997073188704987,0.8848402644958542
maxfeat0.3_maxsampl0.5,X,0.3,0.5,0.29844106933414105,0.9993843337970796,102.96951903309353,0.9997664722853212,0.8848142307842553
maxfeat0.3_maxsampl0.6,X,0.3,0.6,0.1985657480669641,0.9994757377430927,103.12127230976385,0.9998446239136489,0.8846444735777691
maxfeat0.3_maxsampl0.7,X,0.3,0.7,0.1479953612266365,0.9995381823315608,103.37586952962023,0.9998841948309345,0.8843596710761674
maxfeat0.4_maxsampl0.1,X,0.4,0.1,3.0146436125309672,0.9970984458590905,100.05081607795061,0.997641065839309,0.8880792071399509
maxfeat0.4_maxsampl0.2,X,0.4,0.2,1.2334268439687377,0.9985576445137148,101.66518273033455,0.9990348535047868,0.8862733128675757
maxfeat0.4_maxsampl0.3,X,0.4,0.3,0.6113331747505953,0.9990945219036482,102.42678711688988,0.9995216367521891,0.8854213521327172
maxfeat0.4_maxsampl0.4,X,0.4,0.4,0.42571591265904085,0.9992762678122304,102.69075314305707,0.9996668807533511,0.8851260693144968
maxfeat0.4_maxsampl0.5,X,0.4,0.5,0.2742229939804721,0.9994248434701624,102.75834870974016,0.9997854227327374,0.8850504542449396
maxfeat0.4_maxsampl0.6,X,0.4,0.6,0.19888108345258482,0.9994732879370728,103.26442870383872,0.9998443771662688,0.8844843331835582
maxfeat0.4_maxsampl0.7,X,0.4,0.7,0.136773020030345,0.9995654621663397,103.19032291210355,0.9998929762218428,0.8845672308478817
maxfeat0.5_maxsampl0.1,X,0.5,0.1,3.0196722638194764,0.9971206121215869,100.12918660286113,0.9976371309604871,0.8879915387767263
maxfeat0.5_maxsampl0.2,X,0.5,0.2,1.258548990283982,0.9985391278337364,101.27076130028676,0.9990151956291804,0.886714528250942
maxfeat0.5_maxsampl0.3,X,0.5,0.3,0.6958753236883926,0.9990007756108314,102.06660836364465,0.9994554832067688,0.885824262305915
maxfeat0.5_maxsampl0.4,X,0.5,0.4,0.4234926039391832,0.9992711216671282,102.78794711038488,0.9996686204743805,0.8850173443054368
maxfeat0.5_maxsampl0.5,X,0.5,0.5,0.2755026275705003,0.9993981238364456,102.82217236881768,0.9997844214298384,0.8849790585801444
maxfeat0.5_maxsampl0.6,X,0.5,0.6,0.2048773019214803,0.9994630036732335,103.17413221183682,0.9998396851739808,0.8845853424044071
maxfeat0.5_maxsampl0.7,X,0.5,0.7,0.14647822262896718,0.9995354651912153,103.13379106831289,0.9998853819795744,0.884630469600217
maxfeat0.6_maxsampl0.1,X,0.6,0.1,3.3974891366687987,0.996761071444171,99.61702466491462,0.9973414923237524,0.8885644633406105
maxfeat0.6_maxsampl0.2,X,0.6,0.2,1.149495397517692,0.9986370119289083,101.44203110434287,0.9991005291804675,0.8865229390864118
maxfeat0.6_maxsampl0.3,X,0.6,0.3,0.6860578301052447,0.9990214318959226,102.0959590339176,0.9994631653158211,0.8857914294873864
maxfeat0.6_maxsampl0.4,X,0.6,0.4,0.3579449562118593,0.9993519758095266,102.87122311959182,0.9997199109767585,0.8849241884738102
maxfeat0.6_maxsampl0.5,X,0.6,0.5,0.27395261433288104,0.999410725934648,103.02515735266336,0.9997856343026174,0.8847519915633897
maxfeat0.6_maxsampl0.6,X,0.6,0.6,0.220837391252716,0.9994448619639887,103.24163416289574,0.9998271965336073,0.884509832056983
maxfeat0.6_maxsampl0.7,X,0.6,0.7,0.15426360118245852,0.9995173980292474,103.09182091775808,0.9998792899840406,0.8846774190676044
maxfeat0.7_maxsampl0.1,X,0.7,0.1,3.112527654092952,0.9970530164884213,101.24365630912467,0.9975644723711898,0.8867448489641581
maxfeat0.7_maxsampl0.2,X,0.7,0.2,1.2297186918715795,0.9985725503290604,102.10472833270006,0.9990377551037084,0.8857816198035574
maxfeat0.7_maxsampl0.3,X,0.7,0.3,0.6788078173274723,0.9990428158095502,102.37060500862937,0.9994688383919804,0.8854841996570809
maxfeat0.7_maxsampl0.4,X,0.7,0.4,0.42612553588847557,0.9992827368359197,102.70955039636941,0.9996665602264985,0.8851050419648281
maxfeat0.7_maxsampl0.5,X,0.7,0.5,0.2737632688443144,0.9994338346759589,103.01161957930454,0.9997857824639255,0.8847671354511386
maxfeat0.7_maxsampl0.6,X,0.7,0.6,0.2247847337876696,0.9994318333538237,103.06994140939507,0.9998241077701094,0.8847018943494599
maxfeat0.7_maxsampl0.7,X,0.7,0.7,0.14152903087261015,0.9995384337675384,103.25875971012232,0.9998892546819573,0.8844906747437407
maxfeat0.8_maxsampl0.1,X,0.8,0.1,3.0852026251917453,0.9970452707813234,98.96107628925084,0.9975858539845418,0.8892982330903979
maxfeat0.8_maxsampl0.2,X,0.8,0.2,1.1428723347443295,0.99866139461301,101.65996034524571,0.9991057116733365,0.8862791548337153
maxfeat0.8_maxsampl0.3,X,0.8,0.3,0.6343969138861492,0.9990979620512646,102.30353602762493,0.9995035895634952,0.8855592256671085
maxfeat0.8_maxsampl0.4,X,0.8,0.4,0.4122737185428773,0.9992770246612735,102.71660036819738,0.9996773991611535,0.8850971555880093
maxfeat0.8_maxsampl0.5,X,0.8,0.5,0.2844298697867852,0.9994031660480193,102.7268975768669,0.9997774359352555,0.8850856367238589
maxfeat0.8_maxsampl0.6,X,0.8,0.6,0.190693856712985,0.9995048564202272,103.14465178969235,0.9998507836047471,0.8846183203685017
maxfeat0.8_maxsampl0.7,X,0.8,0.7,0.15751716191049955,0.9995092209842793,103.36894022902668,0.999876744099176,0.8843674224653794
maxfeat0.9_maxsampl0.1,X,0.9,0.1,3.200566751816834,0.9969673520348791,99.40006622580812,0.9974955824917249,0.8888071616160903
maxfeat0.9_maxsampl0.2,X,0.9,0.2,1.1359145952854932,0.9986616537683078,101.02357485426694,0.9991111560479957,0.8869910407683536
maxfeat0.9_maxsampl0.3,X,0.9,0.3,0.6669779449554155,0.9990480147925939,101.90248075155395,0.9994780951711032,0.8860078619325398
maxfeat0.9_maxsampl0.4,X,0.9,0.4,0.39466239573277484,0.9993141334341986,102.59020422344489,0.9996911798783231,0.8852385473056353
maxfeat0.9_maxsampl0.5,X,0.9,0.5,0.2858175315591669,0.9993889902414065,102.93605608960814,0.9997763501011805,0.8848516637539513
maxfeat0.9_maxsampl0.6,X,0.9,0.6,0.1957210669431116,0.9994870997504307,103.13198618242726,0.9998468498535416,0.8846324886168253
maxfeat0.9_maxsampl0.7,X,0.9,0.7,0.15331301268028605,0.9995181499745528,103.34765059576787,0.9998800338118288,0.884391237889655
maxfeat1.0_maxsampl0.1,X,1.0,0.1,6.016987583735312,0.9942011047535517,111.07142114859288,0.9952917560481352,0.8757511232156501
maxfeat1.0_maxsampl0.2,X,1.0,0.2,2.7865692120784966,0.9967332130591983,107.30198143353455,0.9978195322066667,0.8799677672979812
maxfeat1.0_maxsampl0.3,X,1.0,0.3,1.5367695003887603,0.9978407841644478,105.83098677754796,0.9987974903379934,0.8816132799948756
maxfeat1.0_maxsampl0.4,X,1.0,0.4,0.8075305423580336,0.9985785532215734,105.019821143842,0.9993681139043263,0.8825206818974694
maxfeat1.0_maxsampl0.5,X,1.0,0.5,0.5230041809579842,0.9988949735830225,104.69923497020358,0.9995907534729751,0.8828793022480084
maxfeat1.0_maxsampl0.6,X,1.0,0.6,0.38021506851854164,0.999011800722801,104.5535173157642,0.9997024847946173,0.8830423077691812
maxfeat1.0_maxsampl0.7,X,1.0,0.7,0.25232149678935534,0.9992194889628218,104.39986486891786,0.9998025604765423,0.8832141894624053
