-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=100
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=200
TSIZE=3
----------------------------------
gen,fevals,best_fitness,dl,MSE_train,MSE_test,R2_train,R2_test,nll_train,nll_test,avg_len,avg_fitness,size,Expression
1,114732,40088.523,40088.523,4112.046,3114.6694,0.49634117,0.54911333,40030.625,19651.812,7.838,Inf,16,"pdiv(((-30.93775 + X6) * (pdiv((X20 * -0.07912383), pdiv(0.91835433, -0.38436076)) - log(abs(X13)))), -0.14111423) [likelihood params: Float32[]]"
2,209338,38296.94,38296.94,3854.7336,2942.8857,0.5278577,0.57398117,38237.445,18940.627,7.544,Inf,16,"pdiv(((-45.11952 + X6) * (pdiv((-176.41461 + X9), pdiv(0.6274002, 0.43874404)) - log(abs(X13)))), -5.777095) [likelihood params: Float32[]]"
3,260291,38296.94,38296.94,3854.7336,2942.8857,0.5278577,0.57398117,38237.445,18940.627,8.3,Inf,16,"pdiv(((-45.11952 + X6) * (pdiv((-176.41461 + X9), pdiv(0.6274002, 0.43874404)) - log(abs(X13)))), -5.777095) [likelihood params: Float32[]]"
4,302171,37970.75,37970.75,3810.952,2911.067,0.5332203,0.5785873,37932.336,18808.896,8.458,Inf,11,"pdiv(((-40.964252 + X6) * (X9 - (X24 - -65.35081))), -10.378981) [likelihood params: Float32[]]"
5,347178,37970.75,37970.75,3810.952,2911.067,0.5332203,0.5785873,37932.336,18808.896,9.358,Inf,11,"pdiv(((-40.964252 + X6) * (X9 - (X24 - -65.35081))), -10.378981) [likelihood params: Float32[]]"
6,397195,33540.09,33540.09,3165.5393,2257.1553,0.61227286,0.673249,33434.527,16101.703,11.644,Inf,31,"(exp((-45665.055 - 468761.5)) - (-0.28979942 * ((log(abs((-1.1566035e6 + ((X5 + X16) * -9.812971e6)))) - pdiv(((-152.31631 + X6) * (pdiv(X1, pdiv(-496.37543, -4.092393e6)) - X9)), -1.0983702e6)) * X15))) [likelihood params: Float32[]]"
7,456847,33540.09,33540.09,3165.5393,2257.1553,0.61227286,0.673249,33434.527,16101.703,12.288,Inf,31,"(exp((-45665.055 - 468761.5)) - (-0.28979942 * ((log(abs((-1.1566035e6 + ((X5 + X16) * -9.812971e6)))) - pdiv(((-152.31631 + X6) * (pdiv(X1, pdiv(-496.37543, -4.092393e6)) - X9)), -1.0983702e6)) * X15))) [likelihood params: Float32[]]"
8,514980,33540.09,33540.09,3165.5393,2257.1553,0.61227286,0.673249,33434.527,16101.703,13.206,Inf,31,"(exp((-45665.055 - 468761.5)) - (-0.28979942 * ((log(abs((-1.1566035e6 + ((X5 + X16) * -9.812971e6)))) - pdiv(((-152.31631 + X6) * (pdiv(X1, pdiv(-496.37543, -4.092393e6)) - X9)), -1.0983702e6)) * X15))) [likelihood params: Float32[]]"
9,570266,33540.09,33540.09,3165.5393,2257.1553,0.61227286,0.673249,33434.527,16101.703,14.394,Inf,31,"(exp((-45665.055 - 468761.5)) - (-0.28979942 * ((log(abs((-1.1566035e6 + ((X5 + X16) * -9.812971e6)))) - pdiv(((-152.31631 + X6) * (pdiv(X1, pdiv(-496.37543, -4.092393e6)) - X9)), -1.0983702e6)) * X15))) [likelihood params: Float32[]]"
10,665446,33538.49,33538.49,3165.991,2250.8252,0.61221755,0.67416537,33437.676,16075.496,17.25,Inf,28,"(-0.5187573 - (-0.28979942 * ((log(abs((-1.1566035e6 + ((X5 + X16) * -9.812971e6)))) - pdiv(((-152.31631 + X6) * (pdiv(X1, pdiv(-496.37543, -4.092393e6)) - X9)), -1.0983702e6)) * X15))) [likelihood params: Float32[]]"
11,751339,31827.154,31827.154,2913.3967,2133.1667,0.64315623,0.6911979,31677.375,15588.391,20.082,Inf,45,"pdiv(((exp((-45665.055 - 468761.5)) - (-0.02650399 * ((log(abs((-3.494507e6 + ((X5 + X16) * -2.969539e7)))) - pdiv(((-151.7395 + X6) * (pdiv(X1, pdiv(-123.21986, -5.3230085e6)) - X9)), -5.3958855e6)) * X15))) * (pdiv((45697.027 * (-15385.6875 + -15387.907)), X14) - X9)), (-6157.4077 * X16)) [likelihood params: Float32[]]"
12,853540,31827.154,31827.154,2913.3967,2133.1667,0.64315623,0.6911979,31677.375,15588.391,23.604,Inf,45,"pdiv(((exp((-45665.055 - 468761.5)) - (-0.02650399 * ((log(abs((-3.494507e6 + ((X5 + X16) * -2.969539e7)))) - pdiv(((-151.7395 + X6) * (pdiv(X1, pdiv(-123.21986, -5.3230085e6)) - X9)), -5.3958855e6)) * X15))) * (pdiv((45697.027 * (-15385.6875 + -15387.907)), X14) - X9)), (-6157.4077 * X16)) [likelihood params: Float32[]]"
13,967228,31827.154,31827.154,2913.3967,2133.1667,0.64315623,0.6911979,31677.375,15588.391,26.912,Inf,45,"pdiv(((exp((-45665.055 - 468761.5)) - (-0.02650399 * ((log(abs((-3.494507e6 + ((X5 + X16) * -2.969539e7)))) - pdiv(((-151.7395 + X6) * (pdiv(X1, pdiv(-123.21986, -5.3230085e6)) - X9)), -5.3958855e6)) * X15))) * (pdiv((45697.027 * (-15385.6875 + -15387.907)), X14) - X9)), (-6157.4077 * X16)) [likelihood params: Float32[]]"
14,1087582,31827.154,31827.154,2913.3967,2133.1667,0.64315623,0.6911979,31677.375,15588.391,30.304,Inf,45,"pdiv(((exp((-45665.055 - 468761.5)) - (-0.02650399 * ((log(abs((-3.494507e6 + ((X5 + X16) * -2.969539e7)))) - pdiv(((-151.7395 + X6) * (pdiv(X1, pdiv(-123.21986, -5.3230085e6)) - X9)), -5.3958855e6)) * X15))) * (pdiv((45697.027 * (-15385.6875 + -15387.907)), X14) - X9)), (-6157.4077 * X16)) [likelihood params: Float32[]]"
15,1252020,31827.154,31827.154,2913.3967,2133.1667,0.64315623,0.6911979,31677.375,15588.391,35.234,Inf,45,"pdiv(((exp((-45665.055 - 468761.5)) - (-0.02650399 * ((log(abs((-3.494507e6 + ((X5 + X16) * -2.969539e7)))) - pdiv(((-151.7395 + X6) * (pdiv(X1, pdiv(-123.21986, -5.3230085e6)) - X9)), -5.3958855e6)) * X15))) * (pdiv((45697.027 * (-15385.6875 + -15387.907)), X14) - X9)), (-6157.4077 * X16)) [likelihood params: Float32[]]"
16,1452266,31827.154,31827.154,2913.3967,2133.1667,0.64315623,0.6911979,31677.375,15588.391,39.404,Inf,45,"pdiv(((exp((-45665.055 - 468761.5)) - (-0.02650399 * ((log(abs((-3.494507e6 + ((X5 + X16) * -2.969539e7)))) - pdiv(((-151.7395 + X6) * (pdiv(X1, pdiv(-123.21986, -5.3230085e6)) - X9)), -5.3958855e6)) * X15))) * (pdiv((45697.027 * (-15385.6875 + -15387.907)), X14) - X9)), (-6157.4077 * X16)) [likelihood params: Float32[]]"
17,1646849,24585.225,24585.225,1864.0522,1527.4945,0.7716839,0.7788764,24364.61,13080.907,44.962,Inf,51,"(((((log(abs(0.028247528)) + (-0.067447245 * X14)) * (X6 * 3.3890688e-6)) - (-2.6134353e-7 * ((log(abs((3.592515e10 + ((X5 + X16) * 8.4163594e9)))) - pdiv(((575.9863 + X6) * (pdiv(X1, pdiv(X23, 2.1798488e6)) - X9)), -4.93e6)) * X9))) * (pdiv((15639.648 * (-1681.2222 + -1683.4523)), X14) - -28117.025)) - (-0.5612225 * X16)) [likelihood params: Float32[]]"
18,1872053,24585.225,24585.225,1864.0522,1527.4945,0.7716839,0.7788764,24364.61,13080.907,51.846,Inf,51,"(((((log(abs(0.028247528)) + (-0.067447245 * X14)) * (X6 * 3.3890688e-6)) - (-2.6134353e-7 * ((log(abs((3.592515e10 + ((X5 + X16) * 8.4163594e9)))) - pdiv(((575.9863 + X6) * (pdiv(X1, pdiv(X23, 2.1798488e6)) - X9)), -4.93e6)) * X9))) * (pdiv((15639.648 * (-1681.2222 + -1683.4523)), X14) - -28117.025)) - (-0.5612225 * X16)) [likelihood params: Float32[]]"
19,2147644,24585.225,24585.225,1864.0522,1527.4945,0.7716839,0.7788764,24364.61,13080.907,55.462,Inf,51,"(((((log(abs(0.028247528)) + (-0.067447245 * X14)) * (X6 * 3.3890688e-6)) - (-2.6134353e-7 * ((log(abs((3.592515e10 + ((X5 + X16) * 8.4163594e9)))) - pdiv(((575.9863 + X6) * (pdiv(X1, pdiv(X23, 2.1798488e6)) - X9)), -4.93e6)) * X9))) * (pdiv((15639.648 * (-1681.2222 + -1683.4523)), X14) - -28117.025)) - (-0.5612225 * X16)) [likelihood params: Float32[]]"
20,2420730,23950.664,23950.664,1775.2644,1549.7144,0.7825589,0.7756598,23745.855,13172.897,59.61,Inf,50,"(((((log(abs(-1.313773e6)) + (-0.066895 * X14)) * (X6 * -4.1553732e-5)) - (-5.7347073e-8 * ((((X5 + (-155824.19 - 157475.03)) * -0.0010467966) - pdiv(((6588.377 + X6) * (pdiv(X1, pdiv(X23, 2.9658978e6)) - X9)), -5.191611e6)) * X9))) * (pdiv((23503.588 * (3994.3438 + 3996.4338)), X14) - 1.2503984e6)) - (-1.1276523 * X16)) [likelihood params: Float32[]]"
21,2729351,23950.664,23950.664,1775.2644,1549.7144,0.7825589,0.7756598,23745.855,13172.897,62.702,Inf,50,"(((((log(abs(-1.313773e6)) + (-0.066895 * X14)) * (X6 * -4.1553732e-5)) - (-5.7347073e-8 * ((((X5 + (-155824.19 - 157475.03)) * -0.0010467966) - pdiv(((6588.377 + X6) * (pdiv(X1, pdiv(X23, 2.9658978e6)) - X9)), -5.191611e6)) * X9))) * (pdiv((23503.588 * (3994.3438 + 3996.4338)), X14) - 1.2503984e6)) - (-1.1276523 * X16)) [likelihood params: Float32[]]"
22,3056408,23715.572,23715.572,1726.0569,1378.211,0.788586,0.80048704,23402.936,12462.874,64.424,Inf,57,"(((((log(abs(0.6193833)) + (-0.055461105 * X14)) * (X6 * 2.8144814e-6)) - (1.3633993e-7 * ((log(abs((3.5936035e10 + ((X5 + X16) * -103816.766)))) - pdiv(((8214.167 + X6) * (pdiv(X1, pdiv(X23, -570010.6)) - X9)), -1.1654814e7)) * X9))) * (pdiv((24003.232 * (-2683.3308 + -2685.5342)), X14) - -348110.28)) - ((0.0049028234 * (X9 - (X17 - 105.65787))) * X16)) [likelihood params: Float32[]]"
23,3411115,22417.959,22417.959,1559.9061,1323.8428,0.80893683,0.8083575,22245.049,12237.789,64.748,Inf,46,"(((((log(abs(-7.691907e6)) + (0.0021687937 * X14)) * (X6 * -0.0001959753)) - (-4.3999694e-7 * ((((X5 + (833.8728 - 880.73193)) * 0.020544857) - pdiv(((64.87359 + X6) * (pdiv(X1, pdiv(X23, 577374.3)) - X9)), -9.235081e6)) * 186602.02))) * (pdiv(1.1119922e7, X14) - 72470.01)) - (-2.5705097 * X16)) [likelihood params: Float32[]]"
24,3828355,22417.959,22417.959,1559.9061,1323.8428,0.80893683,0.8083575,22245.049,12237.789,66.458,Inf,46,"(((((log(abs(-7.691907e6)) + (0.0021687937 * X14)) * (X6 * -0.0001959753)) - (-4.3999694e-7 * ((((X5 + (833.8728 - 880.73193)) * 0.020544857) - pdiv(((64.87359 + X6) * (pdiv(X1, pdiv(X23, 577374.3)) - X9)), -9.235081e6)) * 186602.02))) * (pdiv(1.1119922e7, X14) - 72470.01)) - (-2.5705097 * X16)) [likelihood params: Float32[]]"
25,4201846,22417.959,22417.959,1559.9061,1323.8428,0.80893683,0.8083575,22245.049,12237.789,69.22,Inf,46,"(((((log(abs(-7.691907e6)) + (0.0021687937 * X14)) * (X6 * -0.0001959753)) - (-4.3999694e-7 * ((((X5 + (833.8728 - 880.73193)) * 0.020544857) - pdiv(((64.87359 + X6) * (pdiv(X1, pdiv(X23, 577374.3)) - X9)), -9.235081e6)) * 186602.02))) * (pdiv(1.1119922e7, X14) - 72470.01)) - (-2.5705097 * X16)) [likelihood params: Float32[]]"
26,4533800,22417.959,22417.959,1559.9061,1323.8428,0.80893683,0.8083575,22245.049,12237.789,70.352,Inf,46,"(((((log(abs(-7.691907e6)) + (0.0021687937 * X14)) * (X6 * -0.0001959753)) - (-4.3999694e-7 * ((((X5 + (833.8728 - 880.73193)) * 0.020544857) - pdiv(((64.87359 + X6) * (pdiv(X1, pdiv(X23, 577374.3)) - X9)), -9.235081e6)) * 186602.02))) * (pdiv(1.1119922e7, X14) - 72470.01)) - (-2.5705097 * X16)) [likelihood params: Float32[]]"
27,4891375,22417.959,22417.959,1559.9061,1323.8428,0.80893683,0.8083575,22245.049,12237.789,72.48,Inf,46,"(((((log(abs(-7.691907e6)) + (0.0021687937 * X14)) * (X6 * -0.0001959753)) - (-4.3999694e-7 * ((((X5 + (833.8728 - 880.73193)) * 0.020544857) - pdiv(((64.87359 + X6) * (pdiv(X1, pdiv(X23, 577374.3)) - X9)), -9.235081e6)) * 186602.02))) * (pdiv(1.1119922e7, X14) - 72470.01)) - (-2.5705097 * X16)) [likelihood params: Float32[]]"
28,5286041,21286.127,21286.127,1378.8744,1162.3666,0.8311103,0.83173317,20983.459,11569.277,74.002,Inf,79,"pdiv(pdiv(-3.860687e9, (abs(-22.915386) ^ pdiv(X3, (X22 - -0.011870427)))), ((-0.9185934 + ((log(abs(1.010172)) + (-0.00018471497 * X1)) * (X6 * (4.6815057 + ((log(abs(1.0882092)) - (0.0023389894 * X1)) * (X6 * (((X5 + (-117.97462 - pdiv(224883.66, 1603.0634))) * -0.009243553) - pdiv(((-685.9243 + X6) * (pdiv(X1, pdiv(X23, 519169.7)) - X9)), -3.73699e7)))))))) * (((X17 + (log(abs(((X9 - pdiv(X20, (X15 + -1.382724e7))) + (X17 * 9.27225e10)))) + X1)) + (exp(9.601215) + X9)) + -14509.777))) [likelihood params: Float32[]]"
29,5651475,21254.793,21254.793,1378.2457,1162.345,0.83118725,0.83173627,20979.078,11569.188,73.992,Inf,68,"pdiv(pdiv(-3.860687e9, (abs(-22.915386) ^ pdiv(X3, (X22 - -0.011870427)))), ((-0.9408854 + ((log(abs(1.0099658)) + (-0.0001793774 * X1)) * (X6 * (4.854621 + ((log(abs(1.0853227)) - (0.0022547627 * X1)) * (X6 * (((X5 + (-116.95662 - pdiv(228183.42, 1631.3518))) * -0.0096153775) - pdiv(((-681.9113 + X6) * (pdiv(X1, pdiv(X23, 539240.3)) - X9)), -3.6957484e7)))))))) * (((X17 + (10596.275 + -3554.9648)) + (exp(9.338627) + X9)) + -18086.74))) [likelihood params: Float32[]]"
30,6052260,20520.531,20520.531,1259.0038,1145.9927,0.8457925,0.83410347,20148.094,11501.49,74.696,Inf,79,"((((7.935762e-12 * (X6 * X1)) - (5.0661367e-12 * 12224.132)) * (pdiv((300.45746 * (4.0467542e6 + ((log(abs(-31.553022)) + (0.24502593 * X1)) * (X6 * ((X14 - pdiv((-1.0616079e7 + X9), pdiv((-6.0182707e9 - ((3.0172273e9 + pdiv(X14, -64815.426)) - log(abs(-3.882554e7)))), 6.157841e6))) + -1542.1553))))), (((X5 + (-4856.749 - pdiv(4.729293e6, -1293.8102))) * 0.00020927539) - pdiv(((8419.0625 + X6) * (pdiv(X1, pdiv(X23, 12093.969)) - X9)), -8.509828e7))) - -2.6443456e8)) - ((0.008961523 * (X9 - (X17 - X3))) * X16)) [likelihood params: Float32[]]"
31,6503366,20520.531,20520.531,1259.0038,1145.9927,0.8457925,0.83410347,20148.094,11501.49,74.032,Inf,79,"((((7.935762e-12 * (X6 * X1)) - (5.0661367e-12 * 12224.132)) * (pdiv((300.45746 * (4.0467542e6 + ((log(abs(-31.553022)) + (0.24502593 * X1)) * (X6 * ((X14 - pdiv((-1.0616079e7 + X9), pdiv((-6.0182707e9 - ((3.0172273e9 + pdiv(X14, -64815.426)) - log(abs(-3.882554e7)))), 6.157841e6))) + -1542.1553))))), (((X5 + (-4856.749 - pdiv(4.729293e6, -1293.8102))) * 0.00020927539) - pdiv(((8419.0625 + X6) * (pdiv(X1, pdiv(X23, 12093.969)) - X9)), -8.509828e7))) - -2.6443456e8)) - ((0.008961523 * (X9 - (X17 - X3))) * X16)) [likelihood params: Float32[]]"
32,6975528,20083.38,20083.38,1199.4894,1061.3766,0.85308206,0.8463527,19733.344,11151.18,75.572,Inf,79,"((((2.312488e-11 * (X6 * X1)) - (9.239596e-12 * 21924.232)) * (pdiv((2728.0476 * (6.0409595e6 + ((log(abs(-10.680908)) + (0.12889718 * X1)) * (X6 * ((X14 - pdiv((-1.0388675e7 + X9), pdiv((2181.018 - ((3.0172293e9 + pdiv(X14, -64815.426)) - log(abs(-3.882554e7)))), 6.1550345e6))) + -2180.8728))))), (((X5 + (-4611.4985 - pdiv(5.036632e6, -1214.5381))) * 0.029297596) - pdiv(((60874.617 + X6) * (pdiv(X1, pdiv(X23, 81140.73)) - X9)), -8.6000744e7))) - -2.6442082e8)) - ((0.006853323 * (X9 - (X17 - X3))) * X16)) [likelihood params: Float32[]]"
33,7487739,20032.332,20032.332,1199.897,1061.8118,0.8530321,0.8462897,19736.186,11152.98,75.992,Inf,64,"((((2.3337103e-11 * (X6 * X1)) - (9.268818e-12 * 21997.271)) * (pdiv((2615.3074 * (7.686168e6 + ((log(abs(-6.6014366)) + (0.10326632 * X1)) * (X6 * ((X14 - X9) + -37037.55))))), (((X5 + (-4605.264 - pdiv(5.0232345e6, -1212.598))) * 0.036200773) - pdiv(((67602.11 + X6) * (pdiv(X1, pdiv(X23, 89843.48)) - X9)), -8.60281e7))) - -2.6442189e8)) - ((0.006850042 * (X9 - (X17 - X3))) * X16)) [likelihood params: Float32[]]"
34,7947372,20032.332,20032.332,1199.897,1061.8118,0.8530321,0.8462897,19736.186,11152.98,74.886,Inf,64,"((((2.3337103e-11 * (X6 * X1)) - (9.268818e-12 * 21997.271)) * (pdiv((2615.3074 * (7.686168e6 + ((log(abs(-6.6014366)) + (0.10326632 * X1)) * (X6 * ((X14 - X9) + -37037.55))))), (((X5 + (-4605.264 - pdiv(5.0232345e6, -1212.598))) * 0.036200773) - pdiv(((67602.11 + X6) * (pdiv(X1, pdiv(X23, 89843.48)) - X9)), -8.60281e7))) - -2.6442189e8)) - ((0.006850042 * (X9 - (X17 - X3))) * X16)) [likelihood params: Float32[]]"
35,8407020,19737.701,19737.701,1142.465,977.9075,0.8600666,0.85843587,19335.947,10805.617,75.242,Inf,95,"pdiv(pdiv(-3.860687e9, (abs(-22.915386) ^ pdiv(X3, X14))), ((-0.026635809 + ((log(abs(1.0054954)) + (-8.965079e-5 * X1)) * (X6 * (0.871073 + ((log(abs(0.92783564)) - (-0.0010131154 * X1)) * (X6 * (((X5 + X3) * 0.00053685595) - pdiv(((-110.05488 + X6) * (pdiv(X1, pdiv(X23, -393773.6)) - X9)), -4.2188e7)))))))) * (((X17 + (6542.8496 + -7403.8853)) + (log(abs(-1.3432475e8)) + X9)) + ((-4247.3887 + ((log(abs(2977.0813)) + (-0.002370484 * X14)) * (X6 + 498.33813))) * ((X14 - pdiv((1.7961112e7 + -1.7963524e7), pdiv(((-51.910694 + X6) * (pdiv(X1, pdiv(X23, 4.9030628e7)) - X9)), 2.0602276e7))) + -207.91235))))) [likelihood params: Float32[]]"
36,8882635,19183.729,19183.729,1013.316,949.4057,0.87588525,0.8625618,18435.922,10687.62,75.558,Inf,94,"pdiv(pdiv(-3.860687e9, (abs(-22.915386) ^ pdiv(X3, ((-3.0824356 + X3) - -0.011870427)))), ((0.027415568 + ((log(abs(-0.029466031)) - (-0.06439118 * X1)) * (7.200765e-6 * (((X5 + (-305944.75 - pdiv(440493.9, pdiv(-1.8735728, log(abs(X3)))))) * -0.003878809) - pdiv(((163239.56 + X6) * (pdiv(X1, pdiv(X23, -7.4694215e6)) - X9)), 8.9538584e7))))) * (((0.0012071708 + (X22 * (X6 * 7.997659e-7))) * (((-29.67736 + ((log(abs(-0.57956874)) + (0.0031932981 * X14)) * (X6 + -51.493496))) * ((X14 - pdiv((1467.1831 + (pdiv(X1, pdiv(-5.6050684e7, -2.276921e8)) - X9)), pdiv(pdiv(X3, X6), X14))) + -1.1715096e6)) + -4.2431104e7)) + 26138.836))) [likelihood params: Float32[]]"
37,9363566,19183.729,19183.729,1013.316,949.4057,0.87588525,0.8625618,18435.922,10687.62,74.186,Inf,94,"pdiv(pdiv(-3.860687e9, (abs(-22.915386) ^ pdiv(X3, ((-3.0824356 + X3) - -0.011870427)))), ((0.027415568 + ((log(abs(-0.029466031)) - (-0.06439118 * X1)) * (7.200765e-6 * (((X5 + (-305944.75 - pdiv(440493.9, pdiv(-1.8735728, log(abs(X3)))))) * -0.003878809) - pdiv(((163239.56 + X6) * (pdiv(X1, pdiv(X23, -7.4694215e6)) - X9)), 8.9538584e7))))) * (((0.0012071708 + (X22 * (X6 * 7.997659e-7))) * (((-29.67736 + ((log(abs(-0.57956874)) + (0.0031932981 * X14)) * (X6 + -51.493496))) * ((X14 - pdiv((1467.1831 + (pdiv(X1, pdiv(-5.6050684e7, -2.276921e8)) - X9)), pdiv(pdiv(X3, X6), X14))) + -1.1715096e6)) + -4.2431104e7)) + 26138.836))) [likelihood params: Float32[]]"
38,9937148,18876.44,18876.44,1014.6519,918.4073,0.87572163,0.8670493,18445.232,10559.286,73.582,Inf,89,"pdiv(pdiv(-3.860687e9, (abs(-22.915386) ^ pdiv(X3, ((-3.0824356 + X3) - -0.011870427)))), ((X5 + ((log(abs(0.00040279687)) - (0.062538914 * X1)) * (-0.1009041 * (((X5 + X20) * -0.6568757) - pdiv(((266624.53 + X6) * (pdiv(X1, pdiv(X23, -74591.95)) - X9)), 1.3186462e8))))) * ((((4.892983e-8 * X1) + (X22 * (X6 * 4.3666548e-10))) * (((-10.7586565 + ((log(abs(-1.002858)) + (8.7326094e-5 * X14)) * (X6 + 342.21402))) * ((X14 - pdiv((-29350.016 + (pdiv(X1, pdiv(-8.6997795e10, 5.5375565e9)) - X9)), pdiv(pdiv(X3, X6), X14))) + -8.689156e6)) + -1.4684446e7)) + -35.36485))) [likelihood params: Float32[]]"
