gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95
34,1553.1698,929.3257,1199.897,2184.8545,2184.8545,1460.4406,731.0927,1061.8118,1746.6674,1746.6674,22198.105,17850.604,19736.186,26600.246,26600.246,22653.436,18170.06,20032.332,26752.027,26752.027,83,19,49,100,100
35,1454.5736,929.3257,1142.465,2176.2996,2176.2996,1326.6378,731.0927,977.9075,1623.4214,1623.4214,21511.0,17850.604,19335.947,26540.625,26540.625,21869.143,18170.06,19737.701,26614.416,26614.416,87,19,61,97,97
36,1412.0499,929.3257,1013.316,2176.2996,2176.2996,1258.4791,731.0927,949.4057,1623.4214,1623.4214,21214.656,17850.604,18435.922,26540.625,26540.625,21585.701,18170.06,19183.729,26614.416,26614.416,87,19,48,99,99
37,1377.227,929.3257,1013.316,2176.2996,2176.2996,1189.0619,731.0927,949.4057,1623.4214,1623.4214,20971.979,17850.604,18435.922,26540.625,26540.625,21363.246,18131.434,19183.729,26614.416,26614.416,74,19,47,100,100
38,1352.5286,895.6796,1014.6519,2176.2996,2176.2996,1189.0619,724.70496,918.4073,1623.4214,1623.4214,20799.857,17616.129,18445.232,26540.625,26540.625,21133.031,17944.367,18876.44,26614.416,26614.416,87,19,48,100,100
39,1352.5286,895.6796,1014.6519,2176.2996,2176.2996,1189.0619,724.70496,918.4073,1623.4214,1623.4214,20799.857,17616.129,18445.232,26540.625,26540.625,21133.031,17944.367,18876.44,26614.416,26614.416,81,19,48,91,91
40,1347.7317,895.6796,1014.64215,2176.2996,2176.2996,1189.0619,724.70496,918.3803,1623.4214,1623.4214,20766.43,17616.129,18445.164,26540.625,26540.625,21108.215,17944.367,18874.818,26614.416,26614.416,87,19,61,91,91
41,1347.7317,893.4076,1014.64215,2176.2996,2176.2996,1189.0619,729.1961,918.3803,1623.4214,1623.4214,20766.43,17600.295,18445.164,26540.625,26540.625,21108.215,17937.154,18874.818,26614.416,26614.416,85,19,61,91,91
42,1347.7317,893.4076,1014.64215,2176.2996,2176.2996,1189.0619,729.1961,918.3803,1623.4214,1623.4214,20766.43,17600.295,18445.164,26540.625,26540.625,21108.215,17937.154,18874.818,26614.416,26614.416,85,19,56,93,93
43,1347.7317,893.4076,1014.64215,2176.2996,2176.2996,1189.0619,729.1961,782.4847,1623.4214,1623.4214,20766.43,17600.295,18445.164,26540.625,26540.625,21108.215,17937.154,18874.818,26614.416,26614.416,85,19,61,91,91
44,1347.7317,893.4076,1015.7636,2135.7576,2135.7576,1189.312,729.1961,782.0979,1551.7437,1551.7437,20766.43,17600.295,18452.98,26258.094,26258.094,21108.215,17937.154,18868.81,26415.078,26415.078,85,52,61,91,91
45,1327.2542,893.4076,970.3193,2135.7576,2135.7576,1189.312,729.1961,782.0979,1551.7437,1551.7437,20623.723,17600.295,18136.283,26258.094,26258.094,20995.646,17937.154,18539.03,26415.072,26415.072,85,52,61,94,94
46,1191.0162,854.93195,933.042,2135.7576,2135.7576,1175.3876,732.317,785.4086,1551.7437,1551.7437,19674.297,17332.162,17876.502,26258.094,26258.094,20139.715,17756.877,18321.357,26415.072,26415.072,85,52,61,97,97
47,1180.6011,854.93195,933.042,2135.7576,2135.7576,1057.0608,732.317,779.8244,1551.7437,1551.7437,19601.715,17332.162,17876.502,26258.094,26258.094,20004.076,17756.877,18321.357,26405.48,26405.48,85,48,61,97,97
48,1180.6011,854.93195,931.08636,2135.7576,2135.7576,1032.5366,732.317,779.8244,1551.7437,1551.7437,19601.715,17332.162,17862.873,26258.094,26258.094,20004.076,17756.877,18302.139,26405.48,26405.48,89,48,76,97,97
49,1164.1311,854.93317,931.08636,2066.2747,2066.2747,1057.0608,733.0444,779.8244,1468.968,1468.968,19486.938,17332.172,17862.873,25773.875,25773.875,19872.4,17746.328,18302.139,25935.148,25935.148,89,47,63,97,97
50,1164.1311,808.64246,925.9147,1920.4462,1920.4462,1057.0608,707.2614,727.7822,1471.8286,1471.8286,19486.938,17009.576,17826.832,24757.613,24757.613,19872.4,17409.979,18284.21,25016.51,25016.51,89,65,80,99,99
51,1164.1311,790.96155,925.9147,1920.4462,1920.4462,1050.7863,667.8916,707.2614,1471.8286,1471.8286,19486.938,16886.36,17826.832,24757.613,24757.613,19872.4,17273.742,18284.21,25016.51,25016.51,90,65,80,99,99
52,1164.1311,790.96155,925.91583,1854.6722,1854.6722,1034.5171,667.8916,707.2614,1437.1066,1437.1066,19486.938,16886.36,17826.84,24299.242,24299.242,19872.4,17273.742,18273.17,24583.607,24583.607,92,65,69,99,99
53,1131.5743,758.5552,933.8592,1854.6722,1854.6722,956.4205,596.93823,653.82654,1437.1066,1437.1066,19260.05,16660.523,17882.197,24299.242,24299.242,19603.514,17091.49,18203.666,24583.607,24583.607,90,69,71,99,99
54,1131.5743,758.5552,920.0674,1796.3389,1796.3389,956.4205,596.93823,653.82654,1518.1407,1518.1407,19260.05,16660.523,17786.084,23892.723,23892.723,19603.514,17091.49,18147.668,24199.348,24199.348,89,69,70,99,99
55,1068.4023,758.5552,904.693,1753.0082,1753.0082,884.8475,596.93823,657.8331,1406.9138,1406.9138,18819.812,16660.523,17678.941,23590.754,23590.754,19183.27,17091.49,18100.08,23719.889,23719.889,94,33,69,99,99
56,1068.4023,758.5552,885.4107,1753.0082,1753.0082,885.05396,596.93823,657.8331,1406.9138,1406.9138,18819.812,16660.523,17544.566,23590.754,23590.754,19183.27,17091.49,18060.334,23719.889,23719.889,83,33,69,97,97
57,1068.4033,758.56085,885.4107,1753.0082,1753.0082,885.05396,596.9137,657.8331,1406.9138,1406.9138,18819.82,16660.562,17544.566,23590.754,23590.754,19182.727,17078.486,18060.334,23719.889,23719.889,87,33,67,97,97
58,1068.4033,758.51276,872.4248,1753.0082,1753.0082,886.218,596.9324,657.8331,1406.9138,1406.9138,18819.82,16660.227,17454.068,23590.754,23590.754,19182.727,17059.365,17790.176,23719.889,23719.889,87,33,67,97,97
59,1068.4033,726.13403,872.4248,1684.6385,1684.6385,841.33325,581.37854,657.8331,1406.9138,1406.9138,18819.82,16434.584,17454.068,23114.295,23114.295,19182.727,16865.453,17773.924,23426.314,23426.314,87,48,67,97,97
60,1068.4033,726.13403,836.627,1684.6385,1684.6385,841.33325,581.37854,657.8331,1406.9138,1406.9138,18819.82,16434.584,17204.598,23114.295,23114.295,19182.727,16865.453,17660.334,23426.314,23426.314,87,48,67,97,97
61,1068.4033,725.9815,836.627,1649.4745,1649.4745,841.33325,581.1862,658.9816,1341.5833,1341.5833,18819.82,16433.521,17204.598,22869.242,22869.242,19182.727,16852.504,17660.334,23177.367,23177.367,87,48,67,95,95
62,1064.5181,725.98,836.627,1649.1046,1649.1046,847.3022,581.18665,658.9816,1336.0942,1336.0942,18792.744,16433.51,17204.598,22866.664,22866.664,19174.398,16831.217,17660.334,23173.025,23173.025,87,48,67,95,95
63,1052.7433,714.82623,784.5709,1649.1046,1649.1046,847.3022,553.9535,647.7565,1336.0942,1336.0942,18710.688,16355.781,16841.824,22866.664,22866.664,19115.875,16714.684,17191.154,23173.025,23173.025,87,48,67,95,95
64,1052.7433,714.82623,784.5709,1649.1046,1649.1046,847.3022,553.9535,647.7565,1336.0942,1336.0942,18710.688,16355.781,16841.824,22866.664,22866.664,19115.875,16714.684,17191.154,23173.025,23173.025,88,48,67,95,95
65,1052.7433,706.3219,785.01556,1655.8623,1655.8623,834.43427,568.4629,647.5439,1292.7225,1292.7225,18710.688,16296.516,16844.922,22913.756,22913.756,19115.875,16660.68,17185.229,23122.584,23122.584,86,59,70,100,100
66,1049.793,706.3219,785.01556,1600.828,1600.828,808.7394,568.4629,647.5439,1330.6656,1330.6656,18690.127,16296.516,16844.922,22530.229,22530.229,19058.508,16660.68,17185.229,22824.553,22824.553,91,75,77,99,99
67,1049.7957,706.3219,785.01556,1600.828,1600.828,808.73895,568.4629,647.5439,1330.6656,1330.6656,18690.145,16296.516,16844.922,22530.229,22530.229,19048.402,16660.68,17185.229,22824.553,22824.553,91,75,77,95,95
68,1049.7957,706.3219,785.01556,1600.828,1600.828,808.73895,568.4629,647.5439,1330.6656,1330.6656,18690.145,16296.516,16844.922,22530.229,22530.229,19048.402,16660.68,17185.229,22824.553,22824.553,91,75,77,98,98
69,1049.7957,690.94867,785.01556,1600.828,1600.828,808.73895,561.3921,647.5439,1330.6656,1330.6656,18690.145,16189.381,16844.922,22530.229,22530.229,19048.402,16638.297,17185.229,22824.553,22824.553,91,75,77,95,95
70,1007.7614,704.9336,785.01556,1600.828,1600.828,793.79395,544.0069,647.5439,1330.6656,1330.6656,18397.213,16286.84,16844.922,22530.229,22530.229,18814.297,16635.756,17185.229,22824.553,22824.553,86,75,77,96,96
71,1007.5136,675.8438,785.01556,1600.816,1600.816,794.27814,547.2383,647.5439,1331.057,1331.057,18395.486,16084.117,16844.922,22530.145,22530.145,18790.812,16458.53,17185.229,22823.316,22823.316,83,75,79,96,96
72,1007.5136,646.24146,785.01556,1600.816,1600.816,794.27814,527.08026,642.9312,1331.057,1331.057,18395.486,15877.821,16844.922,22530.145,22530.145,18783.566,16238.469,17174.396,22823.316,22823.316,91,75,79,96,96
73,993.8784,646.24146,785.01556,1600.816,1600.816,814.2847,527.08026,642.9312,1331.057,1331.057,18300.465,15877.821,16844.922,22530.145,22530.145,18636.959,16238.469,17174.396,22823.316,22823.316,90,75,79,96,96
74,993.8784,646.24146,785.01556,1600.816,1600.816,814.2847,527.08026,642.9312,1331.057,1331.057,18300.465,15877.821,16844.922,22530.145,22530.145,18636.959,16238.469,17174.396,22823.316,22823.316,90,75,79,96,96
75,909.4635,646.24146,785.01556,1600.816,1600.816,792.2507,527.08026,642.9312,1331.057,1331.057,17712.188,15877.821,16844.922,22530.145,22530.145,18081.527,16238.469,17174.396,22823.316,22823.316,90,75,79,96,96
76,909.4635,646.24146,769.97534,1600.816,1600.816,775.01447,527.08026,627.2906,1331.057,1331.057,17712.188,15877.821,16740.11,22530.145,22530.145,18081.527,16238.469,17092.549,22823.316,22823.316,90,75,79,96,96
77,906.1123,646.24146,743.0529,1600.816,1600.816,735.18555,527.08026,634.6616,1331.057,1331.057,17688.832,15877.821,16552.49,22530.145,22530.145,18073.668,16238.469,17056.271,22823.316,22823.316,95,75,79,100,100
78,906.1123,646.24146,761.09894,1600.816,1600.816,735.18555,527.08026,595.8455,1331.057,1331.057,17688.832,15877.821,16678.25,22530.145,22530.145,18015.89,16238.469,16982.234,22823.316,22823.316,91,79,79,98,98
79,906.1123,646.24146,761.09894,1600.816,1600.816,734.16284,527.08026,595.8455,1331.057,1331.057,17688.832,15877.821,16678.25,22530.145,22530.145,18015.89,16238.469,16982.234,22823.316,22823.316,90,79,79,98,98
80,906.1123,646.24146,761.1046,1600.816,1600.816,734.16284,527.08026,595.8529,1331.057,1331.057,17688.832,15877.821,16678.29,22530.145,22530.145,18015.89,16238.469,16969.432,22823.316,22823.316,91,79,79,98,98
81,908.917,646.24146,761.1046,1333.6761,1333.6761,734.16284,527.08026,595.8529,1070.6105,1070.6105,17708.379,15877.821,16678.29,20668.477,20668.477,18008.436,16238.469,16969.432,21818.896,21818.896,95,79,79,98,98
82,906.11,646.24146,747.1152,1333.6761,1333.6761,733.54535,527.08026,593.88367,1070.6105,1070.6105,17688.816,15877.821,16580.799,20668.477,20668.477,17991.361,16238.469,16919.861,21818.896,21818.896,96,79,79,99,99
83,881.36255,646.3147,747.1152,1333.6761,1333.6761,733.54535,527.2308,593.88367,1070.6105,1070.6105,17516.354,15878.332,16580.799,20668.477,20668.477,17903.072,16233.229,16919.861,21818.896,21818.896,98,70,79,99,99
84,881.36255,646.3147,747.1152,1333.6761,1333.6761,733.54535,527.2308,593.88367,1070.6105,1070.6105,17516.354,15878.332,16580.799,20668.477,20668.477,17903.072,16233.229,16919.861,21813.834,21813.834,98,70,79,99,99
85,881.36255,646.3147,747.1152,1333.6761,1333.6761,733.54535,527.2308,593.88367,1070.6105,1070.6105,17516.354,15878.332,16580.799,20668.477,20668.477,17903.072,16233.229,16914.195,21813.834,21813.834,97,70,79,99,99
86,879.2286,646.3147,744.1132,1333.5348,1333.5348,735.00995,527.2308,594.7535,1070.2733,1070.2733,17501.482,15878.332,16559.879,20667.492,20667.492,17856.57,16233.229,16900.36,21800.275,21800.275,98,70,79,99,99
87,873.319,646.248,747.1159,1333.6761,1333.6761,735.00995,527.0975,593.88367,1070.6089,1070.6089,17460.299,15877.867,16580.805,20668.477,20668.477,17780.29,16229.687,16899.762,21031.598,21031.598,93,79,88,98,98
88,873.319,646.248,744.1132,1333.6761,1333.6761,735.00995,527.0975,594.7535,1070.6089,1070.6089,17460.299,15877.867,16559.879,20668.477,20668.477,17780.29,16229.687,16886.193,21026.182,21026.182,94,79,88,98,98
89,852.6115,646.248,744.1132,1333.6761,1333.6761,735.00995,527.0975,594.7535,1070.6089,1070.6089,17315.992,15877.867,16559.879,20668.477,20668.477,17675.162,16229.687,16886.193,21026.182,21026.182,94,86,89,98,98
90,852.6407,646.248,719.8119,1333.6761,1333.6761,721.5019,527.0975,579.83026,1070.6089,1070.6089,17316.195,15877.867,16390.525,20668.477,20668.477,17628.318,16229.687,16747.049,21026.182,21026.182,94,86,89,97,97
91,852.6407,646.248,719.8119,1333.6761,1333.6761,721.5019,527.0975,579.83026,1070.6089,1070.6089,17316.195,15877.867,16390.525,20668.477,20668.477,17628.318,16229.687,16747.049,21026.182,21026.182,94,84,89,97,97
92,852.6407,646.248,719.8119,1264.2994,1264.2994,689.6751,527.0975,579.83026,1022.29736,1022.29736,17316.195,15877.867,16390.525,20185.0,20185.0,17628.318,16229.687,16747.049,20546.22,20546.22,94,84,88,97,97
93,802.28046,646.248,719.8119,1264.2994,1264.2994,689.6751,527.0975,557.8292,1022.29736,1022.29736,16965.24,15877.867,16390.525,20185.0,20185.0,17416.5,16229.687,16747.049,20546.22,20546.22,94,84,88,97,97
94,784.81085,646.248,719.8119,1264.2994,1264.2994,689.6751,527.0975,579.5613,1022.29736,1022.29736,16843.496,15877.867,16390.525,20185.0,20185.0,17256.74,16229.687,16747.049,20546.22,20546.22,93,84,88,97,97
95,784.81085,646.248,719.9772,1056.743,1056.743,692.24255,527.0975,579.5613,960.6428,960.6428,16843.496,15877.867,16391.678,18738.562,18738.562,17256.74,16229.687,16717.307,19763.662,19763.662,93,84,88,97,97
96,772.2066,646.248,719.9772,1056.743,1056.743,712.3776,527.0975,541.3989,960.6428,960.6428,16755.658,15877.867,16391.678,18738.562,18738.562,17194.27,16229.687,16717.307,19148.857,19148.857,93,84,86,99,99
97,772.2066,646.248,719.9772,1056.766,1056.766,712.3776,527.0975,545.06104,960.6428,960.6428,16755.658,15877.867,16391.678,18738.72,18738.72,17194.27,16229.687,16717.307,19113.775,19113.775,93,77,84,97,97
98,772.2066,643.8093,719.9772,1056.7444,1056.7444,712.3776,520.8742,529.2633,931.1623,931.1623,16755.658,15860.872,16391.678,18738.57,18738.57,17194.27,16224.865,16717.307,19104.846,19104.846,93,75,84,99,99
99,772.2066,643.8093,719.9772,1056.7107,1056.7107,712.3776,520.8742,529.2633,931.09076,931.09076,16755.658,15860.872,16391.678,18738.336,18738.336,17194.27,16224.865,16717.307,19098.088,19098.088,93,71,84,99,99
100,772.2066,643.8093,718.5625,1056.7107,1056.7107,712.3776,520.8742,529.2633,931.09076,931.09076,16755.658,15860.872,16381.818,18738.336,18738.336,17194.27,16224.865,16688.482,19098.088,19098.088,91,71,84,99,99
101,772.2066,643.8093,718.5625,1056.7107,1056.7107,704.47565,520.8742,523.7674,931.09076,931.09076,16755.658,15860.872,16381.818,18738.336,18738.336,17194.27,16224.865,16688.482,19098.088,19098.088,87,71,84,100,100
102,772.2066,643.8093,718.5625,1056.7107,1056.7107,671.352,520.85986,523.7674,931.09076,931.09076,16755.658,15860.872,16381.818,18738.336,18738.336,17194.27,16218.204,16688.482,19098.088,19098.088,87,71,86,94,94
103,772.2066,643.8093,718.5625,1048.1649,1048.1649,671.352,520.85986,523.7674,941.16504,941.16504,16755.658,15860.872,16381.818,18678.781,18678.781,17194.27,16218.204,16688.482,19026.168,19026.168,87,85,86,94,94
104,772.2374,643.818,718.5625,1009.51556,1009.51556,671.352,513.66187,518.9661,883.57086,883.57086,16755.873,15860.933,16381.818,18409.438,18409.438,17185.64,16202.041,16688.482,18782.926,18782.926,91,84,86,95,95
105,772.2374,643.818,718.5625,1009.51556,1009.51556,656.19434,506.80353,518.9661,866.95624,866.95624,16755.873,15860.933,16381.818,18409.438,18409.438,17185.64,16202.041,16688.482,18782.926,18782.926,91,80,86,99,99
106,772.2374,643.818,718.5625,1012.008,1012.008,656.19434,506.80353,518.9661,861.5196,861.5196,16755.873,15860.933,16381.818,18426.809,18426.809,17185.64,16202.041,16688.482,18767.037,18767.037,91,80,81,99,99
107,772.2374,643.818,718.5625,1004.3695,1004.3695,656.19434,510.19452,518.9661,850.57007,850.57007,16755.873,15860.933,16381.818,18373.576,18373.576,17185.64,16202.041,16688.482,18683.588,18683.588,91,80,81,97,97
108,772.2374,643.818,718.5625,1004.3695,1004.3695,654.74365,518.9661,519.7121,850.57007,850.57007,16755.873,15860.933,16381.818,18373.576,18373.576,17185.64,16202.041,16688.482,18681.775,18681.775,89,79,80,100,100
109,772.2374,643.818,718.5625,961.7216,961.7216,654.74365,508.26965,518.9661,803.7987,803.7987,16755.873,15860.933,16381.818,18076.367,18076.367,17185.64,16202.041,16688.482,18433.604,18433.604,91,61,80,100,100
110,772.2374,643.818,694.3946,961.7216,961.7216,647.441,508.26965,518.9661,803.7987,803.7987,16755.873,15860.933,16213.395,18076.367,18076.367,17185.64,16202.041,16667.525,18433.604,18433.604,91,61,80,99,99
111,772.2374,643.818,694.3946,961.7216,961.7216,647.441,508.26965,518.9661,803.7987,803.7987,16755.873,15860.933,16213.395,18076.367,18076.367,17185.64,16202.041,16667.525,18433.604,18433.604,91,61,80,99,99
112,772.2374,643.818,694.522,961.7216,961.7216,647.441,504.34058,518.9661,803.7987,803.7987,16755.873,15860.933,16214.283,18076.367,18076.367,17185.64,16202.041,16667.525,18433.604,18433.604,91,61,80,97,97
113,772.2374,642.40173,693.91455,961.72186,961.72186,647.441,517.7308,529.19794,803.7987,803.7987,16755.873,15851.0625,16210.05,18076.37,18076.37,17185.64,16197.212,16614.373,18427.232,18427.232,91,61,80,97,97
114,772.2374,642.40173,682.1032,961.72186,961.72186,647.12585,517.7308,529.19794,803.7987,803.7987,16755.873,15851.0625,16127.738,18076.37,18076.37,17185.64,16197.212,16614.373,18427.232,18427.232,91,61,80,97,97
115,772.2374,642.40173,682.11206,961.72186,961.72186,647.5535,517.7308,525.69116,803.7987,803.7987,16755.873,15851.0625,16127.8,18076.37,18076.37,17185.64,16197.212,16562.016,18427.232,18427.232,91,61,80,96,96
116,772.2374,634.48505,682.11206,963.9067,963.9067,632.5004,506.45892,525.69116,803.7987,803.7987,16755.873,15795.893,16127.8,18091.594,18091.594,17185.64,16169.929,16562.016,18394.807,18394.807,91,61,73,99,99
117,772.2374,634.44794,682.1117,963.9067,963.9067,633.81506,506.39178,525.2512,803.7987,803.7987,16755.873,15795.634,16127.797,18091.594,18091.594,17185.64,16155.62,16556.852,18394.807,18394.807,95,61,73,99,99
