Complexity,Loss,Equation
1,0.0001933735,"0.08786654"
5,9.4022085e-5,"0.37334272 / (x0 + 3.306046)"
6,9.259735e-5,"0.20954458 / (sqrtabs(x0) + 1.4499451)"
7,6.7733265e-5,"0.6096492 / ((x1 + x0) + 5.0495133)"
8,6.7731344e-5,"sin(0.60861045 / (x1 + (x0 + 5.0284667)))"
9,4.8323636e-5,"0.60861045 / ((x0 - x6) + (x1 + 5.040199))"
10,4.8052992e-5,"sin(0.60861045 / ((x0 - x6) + (x1 + 5.040199)))"
11,4.7205645e-5,"0.60638916 / (x0 + (2.7398028 + ((x1 - x6) - -2.354296)))"
12,4.5339995e-5,"0.7646485 / ((x1 - x6) + ((sqrtabs(x0) + 5.963203) + x0))"
13,4.490992e-5,"0.6096492 / (((x1 + x0) / ((x4 + x6) + 0.8699663)) + 5.0495133)"
14,4.168996e-5,"0.7646485 / ((((x1 - x6) + sqrtabs(x0 - x6)) + 5.963203) + x0)"
15,3.9316907e-5,"0.6096492 / (((x1 + x0) / ((x4 + (x5 + x6)) + 0.8699663)) + 5.0495133)"
16,3.8389648e-5,"0.7646485 / ((((x1 - x4) - x6) + (sqrtabs(x0 - x6) + 5.963203)) + x0)"
17,3.6180896e-5,"1.450178 / ((((x0 + ((x0 + x1) - x4)) - x5) / (x6 + 0.60861045)) + 12.591375)"
19,3.0395757e-5,"0.8881969 / ((((x1 + x0) / ((x4 + (x5 + x6)) + 0.8699663)) + (7.3504624 - x6)) + x0)"
26,3.0208188e-5,"0.7667611 / (((x1 + ((((x0 + (x0 - x4)) / (x6 + (x5 + 0.99102205))) + sqrtabs(x0 + -0.27568975)) + 6.3561687)) - x0) - x6)"
27,2.88613e-5,"1.450178 / (((((x1 + (((x0 + x1) - x4) / (x5 + (x6 + 0.6285026)))) + x0) + 12.591375) - (x1 / (x0 + x0))) - x6)"
28,2.7254522e-5,"1.450178 / (((x1 + (((x0 + x1) / (((x5 + x4) + x6) + 0.6285026)) + (x0 + 12.591375))) - x6) - ((x1 / x0) / sqrtabs(8.894384)))"
29,2.6635431e-5,"1.450178 / (((x1 + (((x0 + x1) / (((x5 + x4) + x6) + 0.6285026)) + (x0 + 12.591375))) - x6) - ((x1 / x0) / (x1 + 1.450178)))"
30,2.6422187e-5,"1.450178 / (((x1 + ((((x0 + x1) - x4) / ((x6 + (x6 + x5)) + 0.6285026)) + (x0 + 12.591375))) - x6) - ((x1 / x0) / sqrtabs(8.894384)))"
31,2.635237e-5,"1.450178 / ((x1 + ((((x0 + (x1 - x4)) / (((x5 + x6) + x6) + 0.6285026)) + (x0 + 12.591375)) - x6)) - ((x1 / x0) / (1.450178 + x1)))"
33,2.5851887e-5,"1.1907322 / (((((x1 - x4) + (x0 + 0.3387791)) / ((x6 + x5) + 0.7249366)) + x1) + ((10.548288 - x6) - ((x1 / x0) / ((x5 + x1) + (x0 + 0.3387791)))))"
35,2.5027879e-5,"1.1907322 / (((((x1 - x4) + (x0 + 0.3387791)) / (x6 + (x5 + 0.7249366))) + x1) + ((10.548288 - x6) - ((x1 / x0) / (x1 + ((x6 + (x5 + x0)) + x0)))))"
40,2.4363611e-5,"1.1907322 / (((((x1 - x4) + (x0 + 0.60861045)) / ((x6 + x5) + 0.7249366)) + x1) + ((10.548288 - x6) - ((x1 / x0) / (0.60861045 + ((x3 + 0.6775582) + log((x1 + x5) + (x6 + 0.20954458)))))))"
44,2.4024599e-5,"1.1907322 / (((((x1 - x4) + (x0 + 0.3387791)) / (x6 + (x5 + 0.7249366))) + x1) + ((10.548288 - x6) - ((x1 / x0) / ((log(x1 + (x6 + x0)) + ((1.1907322 + x5) + x0)) + ((x3 + x4) + x6)))))"
46,2.3616387e-5,"1.1907322 / (((((x1 - x4) + (x0 + 0.3387791)) / (x6 + (x5 + 0.7249366))) + x1) + ((10.548288 - x6) - ((x1 / x0) / (((0.6775582 + 0.3387791) + ((0.12787671 + x5) + x0)) + ((x3 + x4) + log(x1 + (x6 + x0)))))))"
