id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,3.8063063063063036,3.8063063063063036,1,0.6696899602305039,0.5791889635363138,0.6934704975245535,-3.3306690738754696e-15,-5.032641273221561e-4,-2.9260299630573527e-5,0.6696899602305039,0.5791889635363138,0.6934704975245535,0.6696899602305039,0.5791889635363138,0.6934704975245535
1,(2.3221273413654604 + Sqrt(Abs(x4))),2.3221273413654604,5,0.6228417345138463,0.5095182058183845,0.6230720262616409,6.995509638599129e-2,0.11984747613094204,0.10148988347732957,0.6228417345138463,0.5095182058183845,0.6230720262616409,6.168019178993409,6.054695650297947,6.168249470741204
2,((Abs(x2) ^ 0.5756983511714481) + 2.240621880699707),0.5756983511714481;2.240621880699707,6,0.4778095759052807,0.4513634685840049,0.5208286058994185,0.28652121984802836,0.22030519906857093,0.24893150125389163,0.4778095759052807,0.4513634685840049,0.5208286058994185,7.409281381504734,7.382835274183458,7.452300411498872
3,((0.8728014971918518 * Log(x2)) + 3.1886944732633014),0.8728014971918518;3.1886944732633014,6,0.47419510253618063,0.45063815751015307,0.5184099286583345,0.2919184537678202,0.22155811675620385,0.2524193900983902,0.47419510253618063,0.45063815751015307,0.5184099286583345,10.130822577140782,10.107265632114755,10.175037403262936
4,(Sqrt(Abs((3.090460207774528 + x2))) + Sqrt(Abs(x4))),3.090460207774528,9,0.5095639802082408,0.4174012275388423,0.5330210363574158,0.2391046447331343,0.2789722924732845,0.23134922882025555,0.5095639802082408,0.4174012275388423,0.5330210363574158,11.775629367246943,11.683466614577545,11.799086423396119
5,(Sqrt(Abs((1.6687410041657798 * (1.026102825424261 + x2)))) + Sqrt(Abs(x4))),1.6687410041657798;1.026102825424261,11,0.4880243876659194,0.4106378618403857,0.5252112418310799,0.2712681738607139,0.29065547341042997,0.24261145709260867,0.4880243876659194,0.4106378618403857,0.5252112418310799,16.613859610718414,16.53647308489288,16.651046464883574
6,(Sqrt(Abs(Sqrt(Abs((18.42125798299904 * (-0.45569840081168156 + x2)))))) + Sqrt(Abs(x4))),18.42125798299904;-0.45569840081168156,13,0.4804671689129507,0.40569809230412535,0.5191944883829223,0.2825528267624351,0.29918853577213245,0.25128800428768716,0.4804671689129507,0.40569809230412535,0.5191944883829223,18.3980618611935,18.323292784584673,18.43678918066347
7,(Sqrt(Abs(((-5.099919290269174 / x2) + (x0 + 6.460132468471857)))) + Sqrt(Abs(x4))),-5.099919290269174;6.460132468471857,13,0.49053058410168443,0.39133902551186717,0.5212859096587211,0.2675258504206217,0.3239926914103223,0.24827203968807143,0.49053058410168443,0.39133902551186717,0.5212859096587211,21.89554222371013,21.796350665120315,21.92629754926717
8,(Sqrt(Abs(((1.6426681399656893 + (Abs(x2) ^ Sin(x4))) + x2))) + Sqrt(Abs(x4))),1.6426681399656893,15,0.46112920893607384,0.37217475210828116,0.5021008060663714,0.3114288158398597,0.3570974625679897,0.2759381985552696,0.46112920893607384,0.37217475210828116,0.5021008060663714,23.812050997599833,23.72309654077204,23.853022594730128
9,(Sqrt(Abs(((x2 + (Abs(x2) ^ Sin(x4))) + Sqrt(Abs(x8))))) + Sqrt(Abs(x4))),,17,0.45330364699412534,0.3702137992846171,0.5015274077740217,0.32311416638514034,0.3604848539452298,0.2767650759382331,0.45330364699412534,0.3702137992846171,0.5015274077740217,25.7501355847132,25.66704573700369,25.798359345493093
