gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,197.50732,77.65412,95.57956,1260.579,1277.9678,161.48924,62.350292,75.67967,887.0215,899.65424,17059.669921875,15099.2978515625,15535.455078125,20952.126953125,20980.896484375,17072.28125,15131.841796875,15603.7646484375,20972.935546875,20986.9453125,11.266066,3.295837,3.295837,27.03274,33.271065,11.290201,3.9686892,7.338475,21.034685,27.852465,7,3,3,13,16,9.023809,7.9411764,8.1470585,9.594595,9.697675
2,103.10822,57.660988,59.025032,197.50732,648.09424,79.02296,46.297543,47.007877,453.00662,670.74005,15694.677734375,14474.162109375,14523.26171875,17059.669921875,19555.017578125,15741.109375,14520.4765625,14560.53515625,17075.91796875,19584.623046875,12.875504,3.295837,3.295837,28.56392,39.55004,14.963138,8.717849,9.316396,27.908806,35.432617,8,3,3,14,18,10.064516,8.905661,9.204082,10.859649,11.098361
3,65.164116,57.63359,58.197674,147.84238,197.50732,51.55704,46.182453,46.76555,161.48924,464.31207,14731.0498046875,14473.1630859375,14493.6171875,16451.44921875,17059.669921875,14766.38671875,14504.845703125,14536.1728515625,16505.431640625,17072.28125,17.703817,6.931472,6.931472,37.429947,41.74727,16.95615,9.316396,12.548626,30.136333,35.660484,10,5,5,18,19,11.309859,10.056338,10.343284,12.435898,12.985714
4,59.810875,52.85047,56.933258,101.91736,111.22939,49.268612,45.68599,46.18647,85.34211,415.88803,14551.03515625,14291.2216796875,14447.4892578125,15670.283203125,15853.890625,14606.5224609375,14349.4521484375,14498.6953125,15727.076171875,15886.892578125,21.405012,6.931472,9.656628,41.74727,52.959457,18.788246,10.800866,13.953219,36.487507,42.085964,11,5,6,20,24,12.636364,10.917809,11.346154,13.989362,14.3092785
5,58.897728,46.515232,51.850887,71.43588,86.76458,46.845642,37.69219,42.82328,62.576675,453.01245,14518.7275390625,14023.080078125,14251.123046875,14924.021484375,15332.2587890625,14566.4404296875,14066.689453125,14333.345703125,14985.2099609375,15350.990234375,25.296831,6.931472,11.266066,52.753696,55.262043,20.541641,14.108284,14.889041,36.57889,43.609177,13,5,7,23,25,13.87037,11.752941,12.274725,15.273585,15.587719
6,58.291397,37.756935,47.26188,64.36682,86.76458,46.51764,33.72732,38.266212,52.6807,85.34211,14496.9970703125,13584.998046875,14056.5205078125,14705.1982421875,15332.2587890625,14546.41015625,13643.6396484375,14207.0068359375,14764.1884765625,15350.990234375,27.242743,9.704061,12.875504,57.12784,78.287895,21.583534,14.888936,15.049656,38.441788,51.762314,14,7,8,26,34,15.136752,12.884211,13.4,16.574802,17.14516
7,57.530464,33.31939,41.81428,63.341988,64.36682,46.196724,27.406582,36.119568,49.36787,60.2077,14469.4033203125,13322.4345703125,13799.341796875,14671.4931640625,14705.1982421875,14527.46484375,13401.0419921875,13951.0869140625,14693.314453125,14747.634765625,29.188652,9.704061,12.542316,66.16094,79.018776,22.531551,14.910528,15.049656,46.49745,79.10922,15,7,7,28,34,16.305784,14.25,14.527273,18.330986,18.607143
8,57.277134,30.868174,33.69846,60.57557,63.341988,46.182243,24.908266,29.930723,49.36787,52.333805,14460.134765625,13161.96484375,13346.19140625,14577.7138671875,14671.494140625,14503.853515625,13241.3466796875,13439.548828125,14638.890625,14696.037109375,30.761145,9.656628,12.542316,78.287895,93.57487,22.54649,14.962708,15.245195,45.944035,80.273415,15,6,7,34,40,17.610739,15.2213745,15.619047,19.959732,20.668674
9,54.306404,30.030846,32.44474,59.54392,61.920807,46.119648,24.701632,27.783218,48.860855,49.37003,14348.2900390625,13104.21484375,13266.572265625,14541.6416015625,14623.83984375,14457.8046875,13229.1357421875,13318.85546875,14576.384765625,14657.5888671875,33.08047,11.266066,14.4849415,78.287895,89.80082,22.54649,14.888921,15.245195,44.024323,81.2533,16,7,9,34,39,19.011364,16.611465,17.006172,21.459017,22.16763
10,51.939674,24.452084,30.549015,58.66986,59.311058,43.47458,21.564617,26.46267,47.16911,123.33612,14254.7158203125,12672.64453125,13140.140625,14510.5869140625,14533.412109375,14333.02734375,12750.3984375,13241.3466796875,14551.76171875,14584.88671875,39.509388,12.875504,17.703817,87.49823,101.31374,26.021645,15.030281,16.045277,61.20561,81.2533,20,8,10,38,44,20.515957,17.429487,18.164557,23.365482,24.030304
11,48.514328,19.885483,25.25902,58.539085,59.20448,40.993885,16.82571,21.564617,46.947693,47.18225,14111.4462890625,12238.5205078125,12740.826171875,14505.900390625,14529.6357421875,14182.416015625,12367.8896484375,12906.359375,14539.6962890625,14565.54296875,44.793987,15.249238,17.917595,91.12002,100.7116,26.67206,15.116353,16.516926,69.90869,86.50698,21,9,11,39,44,21.955883,18.611765,19.300518,25.2,26.683258
12,44.148388,19.885483,23.55177,57.612213,57.997055,38.906986,16.497602,19.178068,46.824192,48.070614,13913.41015625,12238.5205078125,12593.86328125,14472.384765625,14486.365234375,14038.4111328125,12367.8896484375,12750.3984375,14530.078125,14540.544921875,52.959457,17.917595,24.953299,93.57487,119.89476,28.449133,16.021034,18.205343,81.2533,94.197876,24,10,13,42,50,23.135136,19.632769,20.51,26.416342,28.938524
13,41.667366,16.2242,19.827425,57.312675,57.729042,37.550697,11.264856,17.734207,46.599957,54.52872,13791.9501953125,11811.2001953125,12232.380859375,14461.4375,14476.638671875,13868.9091796875,11876.3203125,12334.044921875,14518.8603515625,14530.078125,58.22436,21.405012,26.876392,101.31374,124.69055,29.593664,17.954578,18.978958,73.12109,89.683586,27,12,13,45,53,24.540085,20.541063,21.563107,28.280304,30.91078
14,40.611027,13.1789,17.671011,57.203163,57.462677,36.65127,11.132046,13.538943,46.30476,49.288315,13738.025390625,11374.6376953125,11990.5859375,14457.4208984375,14466.9267578125,13852.8134765625,11464.4921875,12092.5,14509.439453125,14519.3984375,64.74317,25.084633,26.876392,110.303185,139.07793,33.11944,18.545265,19.624683,78.231514,115.868225,28,12,13,46,58,25.89513,22.246445,22.735294,30.322222,32.67398
15,39.50971,12.255947,16.35815,57.193764,57.35703,36.06364,11.119619,13.538943,46.30476,47.18225,13680.2890625,11222.1650390625,11828.466796875,14457.076171875,14463.0615234375,13833.8759765625,11464.4921875,11985.005859375,14504.966796875,14518.8603515625,66.77497,25.084633,27.03274,122.03701,149.66803,35.24747,18.853989,19.98822,84.85864,127.22887,29,12,13,53,65,27.07639,23.009216,23.805784,31.408163,33.794117
16,36.333233,10.803105,13.519008,56.417896,57.312675,35.0414,8.1250105,11.141479,46.182243,49.088367,13504.2802734375,10957.193359375,11428.14453125,14428.3935546875,14461.4375,13623.0556640625,11094.7998046875,11578.919921875,14482.4345703125,14513.30078125,68.11396,25.296831,33.08047,128.94476,149.41127,36.474197,19.327389,20.480858,84.85864,119.52797,30,13,17,55,64,28.558065,24.576,24.824627,32.680378,35.176796
17,36.03455,10.803105,13.519008,53.911583,57.244076,34.78483,8.1250105,11.141479,46.182243,49.088367,13486.9462890625,10957.193359375,11428.14453125,14332.966796875,14458.9228515625,13600.64453125,11088.07421875,11578.919921875,14442.8291015625,14513.30078125,73.682724,28.56392,35.026382,136.68002,153.4653,36.976006,20.074047,21.960773,88.1546,106.231514,32,13,17,57,67,29.94081,25.679245,25.992983,33.8503,36.144356
18,34.053112,10.803105,13.1789,53.738598,57.325344,33.173145,8.427478,11.132046,46.599957,166.44556,13368.1767578125,10957.193359375,11374.6376953125,14326.2177734375,14461.90234375,13446.541015625,11088.07421875,11500.3974609375,14409.083984375,14509.439453125,74.85989,31.191624,37.429947,143.87372,166.48874,38.57416,19.98822,22.3379,91.586555,106.231514,34,15,18,60,68,31.132492,26.633093,27.194078,35.521126,37.310776
19,31.287125,9.314162,13.1789,51.167286,57.244076,32.059826,7.5596795,11.132046,46.304695,166.44556,13190.275390625,10645.767578125,11374.6376953125,14223.25390625,14458.9228515625,13397.8896484375,10805.3515625,11500.3974609375,14381.6767578125,14497.2236328125,81.29731,33.08047,41.58883,146.2716,174.99646,41.42192,19.98822,22.617283,90.965195,95.412704,36,17,19,61,74,32.39402,27.595541,28.694736,36.973682,38.244095
20,29.89356,9.314162,13.1789,50.283825,57.240807,31.55482,7.5596795,10.844696,46.168686,46.963078,13094.591796875,10645.767578125,11374.6376953125,14186.677734375,14458.8017578125,13280.34765625,10805.3515625,11500.3974609375,14299.8720703125,14497.2236328125,82.89307,33.08047,41.58883,143.87372,174.99646,42.546177,19.02914,22.617283,87.71666,95.412704,36,17,19,61,71,33.257732,28.845238,29.754545,37.959698,39.641605
21,27.192337,8.879893,12.166249,49.830677,56.90158,28.320951,7.5596795,10.437461,46.125725,46.963078,12895.705078125,10545.5,11206.7392578125,14167.666015625,14446.3203125,13071.8173828125,10745.3427734375,11429.6806640625,14284.228515625,14482.4345703125,83.67413,35.350506,41.74727,143.87372,173.94347,42.546177,19.02914,22.43711,88.17862,105.509674,36,17,20,61,70,34.343163,29.606321,30.813665,39.1533,41.107983
22,26.313818,8.70632,10.803105,48.23195,56.90158,26.892427,6.647249,9.445697,45.66906,46.963078,12826.740234375,10504.0458984375,10957.193359375,14099.1875,14446.3203125,13022.896484375,10678.0068359375,11154.1865234375,14199.3720703125,14482.4345703125,89.45664,35.350506,41.74727,147.36545,176.75253,43.367157,19.98822,22.617283,98.192345,113.54751,38,17,20,66,76,35.32995,31.021505,31.940475,40.098877,42.380314
23,25.46617,8.446306,10.657486,48.231567,56.90158,26.892427,6.647249,9.445697,45.66906,46.963078,12757.978515625,10440.373046875,10928.693359375,14099.169921875,14446.3203125,12898.654296875,10616.82421875,11058.8671875,14177.0859375,14482.4345703125,93.57487,35.350506,41.58883,161.51894,182.24004,47.6195,20.065212,22.43711,104.90914,144.31181,40,17,19,67,77,36.22944,31.889473,32.578682,41.01774,43.21593
24,25.011312,7.258961,10.657486,47.765472,56.90158,23.168818,6.647249,9.334763,41.85321,46.85935,12720.130859375,10122.2392578125,10928.693359375,14078.7783203125,14446.3203125,12898.654296875,10398.2509765625,11058.8671875,14177.0859375,14482.4345703125,94.48066,35.350506,41.74727,158.20016,184.63794,49.23538,20.54311,22.617283,105.509674,139.456,41,17,19,67,78,37.610886,32.99752,33.85641,41.959747,43.822
