id,view,Expression,Numpy,theta,size,loss_train,loss_val,loss_test,maxloss,R2_train,R2_val,R2_test,mdl_train,mdl_val,mdl_test
0,0,8.327105158730147e-2,"t[0]",8.327105158730147e-2,1,2.446953185370213e-4,2.1079496411463656e-4,1.5213385116258135e-4,2.1079496411463656e-4,3.3306690738754696e-16,-8.207683742256e-3,-1.9808480788974236e-6,2.446953185370213e-4,2.1079496411463656e-4,1.5213385116258135e-4
1,0,(0.7351074270416702 ^ (x0 + 7.135465588671984)),"t[0] ** (x[:, 0] + t[1])",0.7351074270416702;7.135465588671984,5,1.1415109683278848e-4,1.1153945952102161e-4,1.8217373853720128e-4,1.1153945952102161e-4,0.5334970136933048,0.4665197975583706,-0.19745932942311906,6.931585956696286,6.931583345058974,6.93165397933799
2,0,(Exp(Sqrt((x0 ^ 0.17802798608971535))) ^ -2.52964051638918),"np.exp(np.sqrt(x[:, 0] ** t[0])) ** t[1]",0.17802798608971535;-2.52964051638918,7,1.1230009905864266e-4,1.0540301537491261e-4,1.5427148203503246e-4,1.0540301537491261e-4,0.5410615138448097,0.49586969291733995,-1.4052996387603267e-2,11.26617768713776,11.266170790054078,11.266219658520738
3,0,Sin((-0.424943097876628 * Sqrt((x0 ^ 7.958015535266698e-2)))),"np.sin((t[0] * np.sqrt(x[:, 0] ** t[1])))",-0.424943097876628;7.958015535266698e-2,7,0.2431422637805251,0.2423199800721459,0.24345021264264025,1.050774262448204e-4,-992.6531080129295,-1157.9881516341416,-1599.240137353501,12.78545854837691,12.784636264668531,12.785766497239026
