id,view,Expression,Numpy,theta,size,loss_train,loss_val,loss_test,maxloss,R2_train,R2_val,R2_test,mdl_train,mdl_val,mdl_test
0,0,19.058823529411768,"t[0]",19.058823529411768,1,28.14359861591696,22.8490484429066,8.487889273356402,22.8490484429066,-2.220446049250313e-16,-0.4399400331634793,-3.682487725041428e-3,28.14359861591696,22.8490484429066,8.487889273356402
1,0,(x1 * 1.9720510894064618),"(x[:, 1] * t[0])",1.9720510894064618,3,10.77649268572944,10.126508345213946,16.94538484421369,10.126508345213946,0.6170890285638646,0.3618305462972393,-1.003770957437708,14.07232955173377,13.422345211218275,20.24122171021802
2,0,((x1 + x0) + 5.735294117647059),"((x[:, 1] + x[:, 0]) + t[0])",5.735294117647059,5,7.768166089965398,6.782487504805843,9.512110726643597,6.782487504805843,0.7239810659617631,0.5725697152332423,-0.12479541734860877,14.699637895564852,13.713959310405297,16.44358253224305
3,0,((Sqrt(Sqrt(x0)) * 7.3389885064459826) + x1),"((np.sqrt(np.sqrt(x[:, 0])) * t[0]) + x[:, 1])",7.3389885064459826,7,5.670920925434324,5.010387328146936,10.195957789016916,5.010387328146936,0.7985005044014853,0.684246925490959,-0.20565949305478304,18.21323721003071,17.552703612743322,22.7382740736133
4,0,((x1 - Exp((1.6526129077502585 - x0))) + 9.629888271587),"((x[:, 1] - np.exp((t[0] - x[:, 0]))) + t[1])",1.6526129077502585;9.629888271587,8,8.568998576263922,5.394038315768509,6.796846445986514,5.394038315768509,0.6955258389942492,0.6600693577808905,0.19628125086329662,22.903074330088362,19.728114069592948,21.130922199810954
5,0,((x1 - (-10.366625840037674 + Exp((2.2098797553839606 - x0)))) + Sin(x1)),"((x[:, 1] - (t[0] + np.exp((t[1] - x[:, 0])))) + np.sin(x[:, 1]))",-10.366625840037674;2.2098797553839606,11,6.553457246517564,4.0021871426552655,11.081456399424841,4.0021871426552655,0.7671421719747248,0.7477833923228192,-0.31036861678959893,27.95846888612601,25.407198782263713,32.486468039033284
6,0,((Sin(Sin(x1)) - (Exp((2.0001102718420576 - x0)) + -10.355543019213568)) + x1),"((np.sin(np.sin(x[:, 1])) - (np.exp((t[0] - x[:, 0])) + t[1])) + x[:, 1])",2.0001102718420576;-10.355543019213568,12,7.100966453825538,4.769452732565586,10.947120502772535,4.769452732565586,0.7476880426439318,0.6994305498952103,-0.29448356190722746,30.451888242489296,28.120374521229344,34.29804229143629
7,0,((x1 - ((-12.428012524885572 + Exp((2.658510741075767 - x0))) + Sqrt(x0))) + Sin(x1)),"((x[:, 1] - ((t[0] + np.exp((t[1] - x[:, 0]))) + np.sqrt(x[:, 0]))) + np.sin(x[:, 1]))",-12.428012524885572;2.658510741075767,14,7.325852246125327,4.067368081091909,10.766400956098918,4.067368081091909,0.7396973874555579,0.7436757095504443,-0.27311369734557633,36.438033829643025,33.17954966460961,39.878582539616616
8,0,((x1 - ((-12.660608100778655 + Exp((2.592611156907247 - x0))) + Sqrt(x0))) + Sin(Sin(x1))),"((x[:, 1] - ((t[0] + np.exp((t[1] - x[:, 0]))) + np.sqrt(x[:, 0]))) + np.sin(np.sin(x[:, 1])))",-12.660608100778655;2.592611156907247,15,6.6567350870517235,3.8324515522740747,11.408048146947776,3.8324515522740747,0.7634724976752999,0.758480077230868,-0.3489876900441522,37.84835821224926,35.02407467747161,42.599671272145315
9,0,((x1 - (Sqrt(x0) + (Log(x1) + (-16.714461745832384 + Exp((2.8306842479452734 - x0)))))) + Sin(x1)),"((x[:, 1] - (np.sqrt(x[:, 0]) + (np.log(x[:, 1]) + (t[0] + np.exp((t[1] - x[:, 0])))))) + np.sin(x[:, 1]))",-16.714461745832384;2.8306842479452734,17,6.110976765972978,6.119036880304492,20.35361405678176,6.119036880304492,0.7828644144136976,0.6143801703440495,-1.4067898782364687,43.46379458068871,43.47185469502023,57.70643187149749
10,0,((x1 - (Exp(Sin((Sin(x1) + x0))) + (-12.255592044475225 + Exp((2.641324883742117 - x0))))) + Sin(x1)),"((x[:, 1] - (np.exp(np.sin((np.sin(x[:, 1]) + x[:, 0]))) + (t[0] + np.exp((t[1] - x[:, 0]))))) + np.sin(x[:, 1]))",-12.255592044475225;2.641324883742117,18,4.9404965469316835,5.741915358333044,14.281223414415553,5.741915358333044,0.8244539863449614,0.6381462531291211,-0.6887371386113323,39.96687922992732,40.768298041328684,49.307606097411195
11,0,(Sin(Sin(Exp((Log((x1 ^ x0)) + x0)))) + ((x1 + 11.111114756635562) - Exp((2.3974367426674426 - x0)))),"(np.sin(np.sin(np.exp((np.log(x[:, 1] ** x[:, 0]) + x[:, 0])))) + ((x[:, 1] + t[0]) - np.exp((t[1] - x[:, 0]))))",11.111114756635562;2.3974367426674426,18,6.829348032702402,3.70042069382694,9.989636512445497,3.767606292862306,0.7573392043461002,0.7668006214831162,-0.1812622553587353,46.37939042475435,43.25046308587889,49.53967890449745
12,0,((x1 - (Log((x0 + (Sin((x1 + x0)) + x0))) + (-12.147926564152767 + Exp((2.6022545734298874 - x0))))) + Sin(x1)),"((x[:, 1] - (np.log((x[:, 0] + (np.sin((x[:, 1] + x[:, 0])) + x[:, 0]))) + (t[0] + np.exp((t[1] - x[:, 0]))))) + np.sin(x[:, 1]))",-12.147926564152767;2.6022545734298874,21,7.971790384464324,3.5062291417932077,10.028500633228717,3.5062291417932077,0.7167458755627726,0.7790385136025287,-0.18585788993580188,51.64006275974087,47.17450151706976,53.69677300850527
13,0,((x1 - (Log((x0 + (Sin((x1 + x0)) + x0))) + (-12.082798058307686 + Exp((2.0553661131044763 - x0))))) + Sin(Sin(Sin(x1)))),"((x[:, 1] - (np.log((x[:, 0] + (np.sin((x[:, 1] + x[:, 0])) + x[:, 0]))) + (t[0] + np.exp((t[1] - x[:, 0]))))) + np.sin(np.sin(np.sin(x[:, 1]))))",-12.082798058307686;2.0553661131044763,23,9.774041839484925,6.038663836988747,10.163735583916267,6.038663836988747,0.6527081709459466,0.6194452549118689,-0.20184925685425625,57.60119729812114,53.865819295624966,57.99089104255249
14,0,((x1 - (Log((((Sin((x1 + x0)) + x0) + Sin(x1)) + x0)) + (-12.024531361102527 + Exp((1.977808844634972 - x0))))) + Sin(Sin(x1))),"((x[:, 1] - (np.log((((np.sin((x[:, 1] + x[:, 0])) + x[:, 0]) + np.sin(x[:, 1])) + x[:, 0])) + (t[0] + np.exp((t[1] - x[:, 0]))))) + np.sin(np.sin(x[:, 1])))",-12.024531361102527;1.977808844634972,25,10.083320018178338,6.509499984786171,9.899868645604307,6.509499984786171,0.6417188805245542,0.5897733051163201,-0.1706473152944541,62.06935856017424,58.49553852678207,61.8859071876002
15,0,((x1 - (Log((x1 + x1)) + ((-14.528809401339778 - Sin(Sin(Exp((Log((x1 ^ x0)) + x0))))) + Exp((2.9789493875152875 - x0))))) + Sin(x1)),"((x[:, 1] - (np.log((x[:, 1] + x[:, 1])) + ((t[0] - np.sin(np.sin(np.exp((np.log(x[:, 1] ** x[:, 0]) + x[:, 0]))))) + np.exp((t[1] - x[:, 0]))))) + np.sin(x[:, 1]))",-14.528809401339778;2.9789493875152875,26,9.270033725235262,7.56764199360536,12.122622995843376,7.56764199360536,0.6706166168816634,0.5230895198778241,-0.4334852887883538,66.39787273597697,64.69548100434707,69.25046200658508
