Id,Expression,max_features,max_samples,MSE_train,OOB_score,MSE_test,R2_train,R2_test
maxfeatsqrt_maxsampl0.1,X,sqrt,0.1,0.030842348852511768,0.66751495459834,0.09174252719136851,0.7282331956672535,0.34483863587093755
maxfeatsqrt_maxsampl0.2,X,sqrt,0.2,0.019025675329912655,0.748632958275123,0.0737625826653179,0.8323556027004197,0.4732389028276175
maxfeatsqrt_maxsampl0.3,X,sqrt,0.3,0.014034174429659575,0.7768485178109479,0.07402402769143618,0.8763381234537098,0.47137184416681666
maxfeatsqrt_maxsampl0.4,X,sqrt,0.4,0.010336796654025263,0.794205495020647,0.06992384334011219,0.9089175014803357,0.5006525109963957
maxfeatsqrt_maxsampl0.5,X,sqrt,0.5,0.008078412105676488,0.8054452546834352,0.06620385626468679,0.9288172164661876,0.5272180731352538
maxfeatsqrt_maxsampl0.6,X,sqrt,0.6,0.006203346569907139,0.817082656197355,0.06558208271420769,0.945339322840359,0.5316583476729448
maxfeatsqrt_maxsampl0.7,X,sqrt,0.7,0.004887475581856526,0.8265591615077991,0.06558570787301339,0.9569340964760112,0.5316324593083985
maxfeatlog2_maxsampl0.1,X,log2,0.1,0.03257427653763693,0.6492446860777115,0.08591877580709847,0.7129723458995308,0.3864278204952941
maxfeatlog2_maxsampl0.2,X,log2,0.2,0.02047324747653433,0.7298967401016871,0.07600790197524447,0.8196003466656179,0.4572043929113133
maxfeatlog2_maxsampl0.3,X,log2,0.3,0.014395859501923956,0.7691260876561344,0.07101415347623614,0.8731511419195149,0.4928662738174626
maxfeatlog2_maxsampl0.4,X,log2,0.4,0.010685312885322049,0.7892478643705243,0.06564741665407263,0.9058465569523898,0.5311917780843771
maxfeatlog2_maxsampl0.5,X,log2,0.5,0.00817712511913358,0.8031173722278164,0.06658974347423023,0.9279474085166837,0.5244623348931944
maxfeatlog2_maxsampl0.6,X,log2,0.6,0.006566730246098436,0.8094660656255633,0.06564807014211757,0.942137374088095,0.5311871113269631
maxfeatlog2_maxsampl0.7,X,log2,0.7,0.005185721115758076,0.8168873601381436,0.06321477782236558,0.9543061112974979,0.5485639938299716
maxfeat0.1_maxsampl0.1,X,0.1,0.1,0.03220176098654269,0.6538875529609056,0.08807476671883877,0.7162547600038927,0.37103123191168985
maxfeat0.1_maxsampl0.2,X,0.1,0.2,0.020348116647825456,0.7315364126030921,0.07913765401190942,0.8207029347209032,0.43485387918009755
maxfeat0.1_maxsampl0.3,X,0.1,0.3,0.014920501428748147,0.7607959756605549,0.07539250106682757,0.8685282689809523,0.4615991584686612
maxfeat0.1_maxsampl0.4,X,0.1,0.4,0.010936562911819894,0.7863473319650538,0.06949204602120494,0.9036326718453781,0.5037361073299962
