Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,0.08786552,1,0.00019337354380796192,0.0001422770958384238,0.00019337354380796192,0.0001422770958384238,-2.933595588672233e-10,-0.005549227292196424
1,0.1079393 - (x0 * 0.02008863),5,9.748359027762156e-05,0.00014293055181584873,9.748359027762156e-05,0.00014293055181584873,0.49587938253316766,-0.010167554292034309
2,0.12463245 - (sqrtabs(x0) * 0.038113967),6,9.351326248001884e-05,0.00013763378475797544,9.351326248001884e-05,0.00013763378475797544,0.5164112904693969,0.02726756476774661
3,0.10051003 - ((x1 * 0.011456519) * x0),7,8.10284059711112e-05,7.607637840323055e-05,8.10284059711112e-05,7.607637840323055e-05,0.5809747062641077,0.46232706629440634
4,0.11597732 - (sqrtabs(x0 * x1) * 0.029700361),8,7.200631596258903e-05,7.244751737713172e-05,7.200631596258903e-05,7.244751737713172e-05,0.6276309852643451,0.4879741908666454
5,0.13543443 - (sqrtabs(sqrtabs(x0 * x1)) * 0.050313547),9,6.498460374755418e-05,6.92447815011854e-05,6.498460374755418e-05,6.92447815011854e-05,0.6639426341012096,0.5106096584118656
6,0.10166122 - (((x0 * sqrtabs(x1)) - x6) * 0.014931331),10,5.146614451745381e-05,5.0092067283783695e-05,5.146614451745381e-05,5.0092067283783695e-05,0.7338511591654823,0.6459722539748782
7,0.11838417 - (sqrtabs((sqrtabs(x1) - x6) * x0) * 0.033773113),11,4.675298004844519e-05,5.5195237441769164e-05,4.675298004844519e-05,5.5195237441769164e-05,0.7582245267812295,0.6099053889685075
8,0.11838417 - sin(sqrtabs((sqrtabs(x1) - x6) * x0) * 0.033779535),12,4.674808801988716e-05,5.519381020100559e-05,4.674808801988716e-05,5.519381020100559e-05,0.7582498251155474,0.6099154760513126
9,0.12499232 - (sqrtabs(sqrtabs((x1 * x0) * powabs(0.08787051, x6))) * 0.040415242),13,4.51277666168478e-05,4.652472736087553e-05,4.51277666168478e-05,4.652472736087553e-05,0.7666290551364019,0.671184575619696
10,0.12112721 - (sqrtabs(x0 * sqrtabs((x6 - sqrtabs(-1.2307781)) * x1)) * 0.03559686),14,4.389299956649614e-05,4.659192098089795e-05,4.389299956649614e-05,4.659192098089795e-05,0.7730144531924055,0.6707096819462319
11,0.11838417 - (sqrtabs(sqrtabs((x1 * (x0 * x0)) * powabs(0.033779535, x6))) * 0.033779535),15,4.315758991530585e-05,4.5305421795168624e-05,4.315758991530585e-05,4.5305421795168624e-05,0.7768175052383273,0.6798020678604854
12,0.12499232 - (sqrtabs(sqrtabs(((x1 * x0) * sqrtabs(x0)) * powabs(0.08787051, x6))) * 0.040415242),16,4.051809062653276e-05,4.123813347579883e-05,4.051809062653276e-05,4.123813347579883e-05,0.7904672488256336,0.7085477953622716
13,0.12499232 - (sqrtabs(sqrtabs(((x1 * powabs(x0 * 0.084577076, x6)) * sqrtabs(x0)) * x0)) * 0.040415242),18,3.9700885286200395e-05,4.087821763473969e-05,3.9700885286200395e-05,4.087821763473969e-05,0.7946932940460887,0.7110915153738064
14,0.12499232 - (sqrtabs(sqrtabs(((x1 * x0) * sqrtabs(x0)) * powabs((x1 * x0) * 0.085537866, x6))) * 0.040415242),20,3.9281707897789546e-05,3.9723285739229064e-05,3.9281707897789546e-05,3.9723285739229064e-05,0.7968610021010752,0.7192540440525242
15,-0.10877577 - (((((x1 * -0.044423085) - -0.80756223) - ((-0.016150996 - x6) * 0.07802473)) - (powabs(-0.18815719, x0) * -0.16688493)) * -0.24190608),21,3.6906065586013503e-05,4.30234101612438e-05,3.6906065586013503e-05,4.30234101612438e-05,0.809146252015263,0.6959302789519659
16,0.008207304 - ((((0.4669169 - (powabs(-0.27186486, x0) * -0.28067595)) - ((x14 * 0.029695995) - (x6 * 0.12042579))) * -0.31262043) * (0.5056372 - (x1 * 0.05920926))),25,3.5768546236577224e-05,4.6840801757127085e-05,3.5768546236577224e-05,4.6840801757127085e-05,0.8150287493174775,0.6689507068227216
17,-0.06123579 - (((((x14 * -0.021130655) - (x6 * 0.06998193)) - -0.48874497) * -0.4714267) * ((0.6469103 - ((x6 * -0.20051476) - (x1 * -0.0473657))) - (powabs(-0.17387812, x0) * -0.17945997))),29,3.400602922540635e-05,3.939296584613224e-05,3.400602922540635e-05,3.939296584613224e-05,0.8241433209231893,0.7215885934844297
