Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,0.08786665,1,0.00019337354454658325,0.00014227509453233116,0.00019337354454658325,0.00014227509453233116,-4.11302036873451e-09,-0.005535082979064576
1,powabs(0.79178226, x0) * 0.110226594,5,9.551873702021498e-05,0.00014209040263168184,9.551873702021498e-05,0.00014209040263168184,0.5060403033049061,-0.004229765374072603
2,powabs(0.79181486, x0 - x6) * 0.109777324,7,7.559826975364483e-05,0.0001169283439371188,7.559826975364483e-05,0.0001169283439371188,0.6090557772944447,0.17360411947083942
3,powabs(powabs(-0.753819, sin(x1)), x0) * 0.10731988,8,6.88661694140973e-05,7.928953552006372e-05,6.88661694140973e-05,7.928953552006372e-05,0.643869745166948,0.43961794620054906
4,powabs(sin(powabs(-0.82613385, x1)), sin(x0)) * 0.11022206,9,6.477875960284767e-05,6.800089418574394e-05,6.477875960284767e-05,6.800089418574394e-05,0.6650071237967148,0.5194008831800544
5,powabs(powabs(-0.753819, sin(x1)), x0 - x6) * 0.10731988,10,4.9588082514194825e-05,6.147661642114787e-05,4.9588082514194825e-05,6.147661642114787e-05,0.7435632530063803,0.5655114846522662
6,powabs(sin(powabs(0.79181486, x1 - x6)), sin(x0)) * 0.11022172,11,4.782636895074627e-05,4.666411485490481e-05,4.782636895074627e-05,4.666411485490481e-05,0.7526736697121676,0.6701994487720514
7,powabs(sin(powabs(0.79181486, (x1 - x5) - x6)), sin(x0)) * 0.11022172,13,4.15520136278475e-05,3.991077948292939e-05,4.15520136278475e-05,3.991077948292939e-05,0.7851204832792317,0.7179289243065174
8,powabs(sin(powabs(0.79181486, (x1 - x5) - powabs(0.072033525, 0.79181486 - x6))), sin(x0)) * 0.11022172,17,3.861694099471743e-05,3.682513313324372e-05,3.861694099471743e-05,3.682513313324372e-05,0.8002987366027882,0.7397368568085068
9,powabs(sin(sin(sin(powabs(-0.8555814, x1)))), powabs(0.41790214, sin(sin(powabs(0.3150991, x0) - powabs(-0.54691935, x6))))) * 0.18085551,20,3.702770465756815e-05,4.2973614769843055e-05,3.702770465756815e-05,4.2973614769843055e-05,0.8085172152339383,0.696282209928984
10,powabs(sin(sin(sin(powabs(-0.8555814, x1 - x4)))), powabs(0.41790214, sin(powabs(0.3150991, x0) - powabs(-0.54691935, x6)))) * 0.18085551,21,3.4828877270680205e-05,4.2306311310606665e-05,3.4828877270680205e-05,4.2306311310606665e-05,0.8198880953669343,0.7009984045761295
11,powabs(sin(sin(sin(powabs(-0.8555814, x1 - x4)))), powabs(0.41790214, sin(sin(powabs(0.3150991, x0) - powabs(-0.54691935, x6))))) * 0.18085551,22,3.206184585366334e-05,3.589063321935007e-05,3.206184585366334e-05,3.589063321935007e-05,0.8341973507249295,0.7463414733898541
12,powabs(sin(sin(sin(sin(powabs(-0.8379827, x1 - x5))))), powabs(0.48067412, sin(powabs(powabs(0.18275395, powabs(0.21114981, x6)), x0) - 1.0216112))) * 0.20594421,24,3.1713520256440365e-05,3.815514592854125e-05,3.1713520256440365e-05,3.815514592854125e-05,0.8359986602032885,0.7303369366687329
13,powabs(sin(sin(sin(sin(powabs(-0.8346854, x1 - x5))))), powabs(0.5323337, powabs(powabs(0.109999016, powabs(0.45523062, x4)), x0) - sin(powabs(0.5323337, x6)))) * 0.19014385,26,2.9895302765164262e-05,3.6912251733954796e-05,2.9895302765164262e-05,3.6912251733954796e-05,0.8454012778313502,0.7391211425144276
14,powabs(sin(sin(sin(sin(powabs(-0.8379827, x1 - x5))))), powabs(0.48067412, sin(powabs(powabs(powabs(0.18275395, powabs(0.21114981, x6)), powabs(0.48067412, x4)), x0) - 1.0216112))) * 0.20594421,28,2.4261613743071407e-05,2.8794183013602932e-05,2.4261613743071407e-05,2.8794183013602932e-05,0.8745349892626323,0.7964959271257551
15,powabs(sin(sin(sin(sin(powabs(-0.8379827, x1 - x5))))), powabs(0.48067412, sin(powabs(powabs(powabs(0.18275395, powabs(0.21114981, x6)), powabs(0.45547506 - x5, x4)), x0) - 1.0216112))) * 0.20594421,30,2.4222913707156204e-05,2.8618900695737563e-05,2.4222913707156204e-05,2.8618900695737563e-05,0.8747351202379687,0.7977347421173661
16,powabs(sin(sin(sin(sin(powabs(-0.8346854, x1 - x5))))), powabs(0.48127487, sin(powabs(powabs(powabs(0.1780463, powabs(0.2191405, x6)), powabs(0.45523062, x4)), x0) - powabs(sin(powabs(0.48127487, x11 - 0.48127487)), 0.2191405)))) * 0.20440885,35,2.2748522309944034e-05,2.7086734784653994e-05,2.2748522309944034e-05,2.7086734784653994e-05,0.8823596968403861,0.8085633877183641
17,powabs(sin(sin(sin(sin(powabs(-0.8346854, x1 - x5))))), powabs(0.48127487, sin(powabs(powabs(powabs(0.1780463, powabs(0.2191405, x6)), powabs(0.45523062, x4)), x0) - powabs(0.20440885, powabs(0.48127487, powabs(0.2191405, x11 - 1.8287406)))))) * 0.20440885,36,2.2658680670900705e-05,2.713389697582746e-05,2.2658680670900705e-05,2.713389697582746e-05,0.8828242983432623,0.8082300669922667
18,powabs(sin(sin(sin(sin(powabs(-0.8346854, x1 - x5))))), powabs(0.48127487, sin(powabs(powabs(powabs(0.1780463, powabs(0.2191405, x6)), powabs(0.45523062, x4)), x0) - powabs(sin(x0), powabs(0.5323337, powabs(0.2191405, x11 - 1.8287406)))))) * 0.20440885,37,2.2405204034399585e-05,2.743360700186213e-05,2.2405204034399585e-05,2.743360700186213e-05,0.8841351117647054,0.8061118540549355
19,powabs(sin(sin(sin(sin(powabs(-0.8346854, x1 - x5))))), powabs(0.48127487, sin(powabs(powabs(powabs(0.1780463, powabs(0.2191405, x6)), powabs(0.45523062, x4)), x0) - powabs(sin(x0), powabs(0.5323337, powabs(0.20440885 * -1.5562158, x11 - 1.8287406)))))) * 0.20440885,39,2.191401423042709e-05,2.7072782984219196e-05,2.191401423042709e-05,2.7072782984219196e-05,0.8866752203775173,0.8086619926418332
20,powabs(sin(sin(sin(sin(powabs(-0.8346854, x1 - x5))))), powabs(0.48127487, sin(powabs(powabs(powabs(0.1780463, powabs(0.2191405, x6)), powabs(0.45523062, x4)), x0) - powabs(sin(powabs(0.3150991, x0) - powabs(-0.54691935, 0.45523062)), powabs(0.5323337, powabs(0.21200114, x11 - 1.8287406)))))) * 0.20440885,43,2.165303969687232e-05,2.691154138855801e-05,2.165303969687232e-05,2.691154138855801e-05,0.8880248079606591,0.8098015742517122
