Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,0.08786336,1,0.00019337354950248404,0.00014228092845027527,0.00019337354950248404,0.00014228092845027527,-2.974165957958519e-08,-0.0055763144341081095
1,powabs(0.08503304, powabs(x0, 0.075840525)),5,9.313486569004961e-05,0.0001301756120485114,9.313486569004961e-05,0.0001301756120485114,0.5183681082565086,0.07997850717783161
2,powabs(-0.12844774, powabs(1.194419, sqrtabs(x0))),6,9.301576645342416e-05,0.00013661305672671108,9.301576645342416e-05,0.00013661305672671108,0.5189840106923591,0.03448160211553564
3,powabs(-0.08207792, powabs(x1 * x0, 0.059577994)),7,7.70265070783342e-05,7.270479395089917e-05,7.70265070783342e-05,7.270479395089917e-05,0.6016698790118611,0.48615587809867866
4,powabs(-0.0850368, powabs(sqrtabs(x1) * x0, 0.062400978)),8,6.554234215839244e-05,7.081573299682839e-05,6.554234215839244e-05,7.081573299682839e-05,0.6610583801333774,0.49950689409658
5,powabs(-0.096400395, powabs(x0 * powabs(-2.31868, x1), 0.059858523)),9,6.062895382778236e-05,7.184107717629498e-05,6.062895382778236e-05,7.184107717629498e-05,0.68646717305973,0.49226023193149004
6,powabs(-0.09639865, sqrtabs(powabs(powabs(-2.318998, x1) * x0, 0.119596004))),10,6.062889450079679e-05,7.183379776787986e-05,6.062889450079679e-05,7.183379776787986e-05,0.6864674798596386,0.4923116794498965
7,powabs(-0.08248513, sqrtabs(powabs((x1 * powabs(0.1657441, x6)) * x0, 0.09287324))),12,4.353097675938119e-05,4.47571227728263e-05,4.353097675938119e-05,4.47571227728263e-05,0.7748865955759606,0.6836771937547299
8,powabs(-0.09639865, powabs((powabs(-0.2293557, x6) * powabs(-2.318998, x1)) * x0, 0.062441546)),13,3.937768389859307e-05,4.347344705942053e-05,3.937768389859307e-05,4.347344705942053e-05,0.796364677738695,0.6927496246621954
9,powabs(-0.09491929, sqrtabs(powabs((powabs(0.25263166, x6) * powabs(-2.318998, x1)) * x0, 0.1189625))),14,3.743741385040888e-05,4.524367821060798e-05,3.743741385040888e-05,4.524367821060798e-05,0.8063984704206985,0.6802384431841405
10,powabs(-0.09077479, sqrtabs(powabs(((powabs(0.24700406, x6) * powabs(-2.3216066, x1)) * 0.7259961) * x0, 0.11943316))),16,3.7420406841607194e-05,4.49953227605379e-05,3.7420406841607194e-05,4.49953227605379e-05,0.806486419415539,0.6819937055434129
11,powabs(-0.09491929, sqrtabs(powabs(powabs(powabs(-0.2293557, x6) * powabs(-2.2968118, x1), powabs(x0, 0.09496903)) * x0, 0.1189625))),18,3.7092003671499834e-05,4.332769140990211e-05,3.7092003671499834e-05,4.332769140990211e-05,0.8081847032848662,0.6937797587107084
12,powabs(-0.08656651, powabs(((powabs(0.25263166, x6) * (-0.55180085 / powabs(0.46063483, x1))) * x0) * powabs(-0.55180085, x5), 0.062400978)),19,3.3410339531128494e-05,3.830860824219675e-05,3.3410339531128494e-05,3.830860824219675e-05,0.8272238338140541,0.7292523354544235
13,powabs(-0.08656651, powabs((((powabs(0.25263166, x6) * (-0.55180085 / powabs(0.46063483, x1))) * x0) * powabs(-0.55180085, x5)) * 1.0334153, 0.062400978)),21,3.291103766302602e-05,3.884046723562136e-05,3.291103766302602e-05,3.884046723562136e-05,0.8298058926542478,0.7254934001408022
14,powabs(-0.08656651, powabs(((powabs(0.25263166, x6) * (-0.55180085 / powabs(0.46063483, x1))) * x0) * powabs(powabs(-0.55180085, sqrtabs(x0)), x5), 0.062400978)),22,3.2823108648806485e-05,3.8193635316275315e-05,3.2823108648806485e-05,3.8193635316275315e-05,0.8302606033272479,0.7300649113376922
15,powabs(-0.08656651, powabs((((powabs(0.25263166, x6) * (-0.55180085 / powabs(0.46063483, x1))) * x0) * powabs(powabs(-0.55180085, x0), x5)) * 1.0334153, 0.062441546)),23,3.256131405312531e-05,3.905930411518978e-05,3.256131405312531e-05,3.905930411518978e-05,0.8316144317290171,0.723946761492773
16,powabs(-0.08656651, powabs((((powabs(0.25263166, x6) * (-0.55180085 / powabs(0.46063483, x1))) * x0) * powabs(powabs(-0.55180085, sqrtabs(x0)), x5)) * 1.0334153, 0.062400978)),24,3.2360234936766956e-05,3.8753009519096475e-05,3.2360234936766956e-05,3.8753009519096475e-05,0.8326542798512453,0.7261115111498448
17,powabs(-0.08656651, powabs(((powabs(0.25263166, x6) * ((-0.55180085 / powabs(0.46063483, x1)) * (1.0334153 * x0))) * powabs(powabs(-0.55180085, sqrtabs(x0)), x5)) * 1.0334153, 0.062441546)),26,3.2282170623768966e-05,3.968567076756104e-05,3.2282170623768966e-05,3.968567076756104e-05,0.833057976817664,0.7195198894120496
18,powabs(-0.08656651, powabs(((powabs(0.25263166, x6) * (-0.55180085 / powabs(0.46063483, powabs(x1, powabs(x0, 0.09804648))))) * x0) * (powabs(powabs(-0.55180085, sqrtabs(x0)), x5) * 1.0334153), 0.062400978)),28,3.2165396910321505e-05,3.7618657986324726e-05,3.2165396910321505e-05,3.7618657986324726e-05,0.8336618531865931,0.734128587268349
19,powabs(-0.08656651, powabs(((powabs(0.25263166, x6) * (-0.55180085 / powabs(0.46063483, powabs(x1, powabs(x0, 0.087865755))))) * (1.0334153 * x0)) * (powabs(powabs(0.46063483, sqrtabs(x0)), x5) * 1.0334153), 0.062441546)),30,3.21258536395349e-05,3.7958681942584465e-05,3.21258536395349e-05,3.7958681942584465e-05,0.8338663448146593,0.7317254539708707
20,powabs(-0.08656651, powabs(((powabs(0.25263166, 1.0334153 * x6) * (-0.55180085 / powabs(0.46063483, powabs(x1, powabs(x0, 0.087865755))))) * (1.0334153 * x0)) * (powabs(0.48679385 / sqrtabs(x0), x5) * 1.0334153), 0.062400978)),32,3.202454990542399e-05,3.8349566252506956e-05,3.202454990542399e-05,3.8349566252506956e-05,0.8343902206879857,0.7289628630317813
21,powabs(-0.08656651, powabs(((powabs(0.25263166, powabs(x0, 0.087865755) * x6) * (-0.55180085 / powabs(0.46063483, powabs(x1, powabs(x0, 0.087865755))))) * (1.0334153 * x0)) * (powabs(0.48679385 / sqrtabs(x0), x5) * 1.0334153), 0.062400978)),34,3.1673307904448445e-05,3.843534137457867e-05,3.1673307904448445e-05,3.843534137457867e-05,0.8362066118765725,0.7283566438282485
22,powabs(-0.09271958, powabs((powabs(powabs(powabs(x1, x0) / -0.09271958, powabs(0.07968571, x5)) * 0.8021861, 0.3631939) * (powabs(powabs(0.27374494, x6), 1.0334153) / (powabs(x1, 0.6858752) * powabs(0.6858752, x14)))) * (x1 * x0), 0.062441546)),35,3.122691339268577e-05,3.0061677852766596e-05,3.122691339268577e-05,3.0061677852766596e-05,0.8385150688821335,0.7875378552125831
23,powabs(-0.09271958, powabs(powabs(powabs(powabs(x1, x0) / -0.09271958, powabs(powabs(-0.09271958, x0), x5)) * 0.8021861, 0.3631939) * ((powabs(powabs(0.27374494, x6), x6) / (powabs(x1, 0.6858752) * powabs(0.6858752, x14))) * (x1 * x0)), 0.062441546)),37,3.0698145634842385e-05,2.995267886395607e-05,3.0698145634842385e-05,2.995267886395607e-05,0.8412495058045059,0.7883082100495874
24,powabs(-0.09271958, powabs(powabs((powabs(x1, x0) / powabs(-0.09271958, powabs(powabs(-0.12844774, x5), x0))) * 0.8021861, 0.3631939) * ((powabs(0.27374494, x6) / (powabs(powabs(powabs(0.27374494, x14), 1.0334153), 0.3631939) * powabs(x1, 0.6858752))) * (x1 * x0)), 0.062441546)),39,3.031720382369419e-05,2.8885757140534732e-05,3.031720382369419e-05,2.8885757140534732e-05,0.8432194847569434,0.7958487232168364
25,powabs(-0.09271958, powabs(powabs((powabs(x1, x0) / powabs(-0.09271958, powabs(powabs(-0.12844774, x5), x0))) * 0.8021861, 0.3631939) * ((powabs(0.27374494, x6) / (powabs(powabs(powabs(0.27374494, x14), sqrtabs(x0)), 0.3631939) * powabs(x1, 0.6858752))) * (x1 * x0)), 0.062441546)),40,3.018926108413037e-05,2.8967441700572296e-05,3.018926108413037e-05,2.8967441700572296e-05,0.8438811199376506,0.7952714142287421
26,powabs(-0.09271958, powabs(powabs((powabs(x1, x0) / powabs(-0.09271958, powabs(powabs(-0.12844774, x5), x0))) * 0.8021861, 0.3631939) * ((powabs(0.27374494, x6) / (powabs(0.6858752, x14) * powabs(x1, 0.6858752))) * (powabs(x1, powabs(powabs(x0, powabs(x6, x0)), 0.3631939)) * x0)), 0.062441546)),43,2.974757486005844e-05,2.9168733758675354e-05,2.974757486005844e-05,2.9168733758675354e-05,0.8461652287950656,0.7938487743281115
27,powabs(-0.09271958, powabs(powabs((powabs(x1, x0) / powabs(-0.09271958, powabs(powabs(-0.12844774, x5), x0))) * 0.8021861, 0.3631939) * ((powabs(0.27374494, x6) / (powabs(powabs(powabs(0.27374494, x14), 0.8667253), 0.3631939) * powabs(x1, 0.6858752))) * (powabs(x1, powabs(powabs(x0, powabs(x6, x0)), 0.3631939)) * x0)), 0.062441546)),47,2.9727207446346568e-05,2.9083115671007887e-05,2.9727207446346568e-05,2.9083115671007887e-05,0.8462705555802957,0.7944538836845327
28,powabs(-0.09271958, powabs(powabs((powabs(x1, x0) / powabs(-0.09271958, powabs(powabs(-0.12844774, x5), x0))) * 0.8021861, 0.3631939) * ((powabs(0.27374494, x6) / (powabs(powabs(powabs(0.27374494, x14), sqrtabs(x0)), 0.3631939) * powabs(x1, 0.6858752))) * (powabs(x1, powabs(powabs(x0, powabs(x6, x0)), 0.3631939)) * x0)), 0.062441546)),48,2.9645478572147272e-05,2.9047350601448852e-05,2.9645478572147272e-05,2.9047350601448852e-05,0.8466932032321608,0.7947066547848085
