Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,0.08786552,1,0.00019337354380796192,0.0001422770958384238,0.00019337354380796192,0.0001422770958384238,-2.933595588672233e-10,-0.005549227292196424
1,powabs(-0.08503651, powabs(x0, 0.07581931)),5,9.313486671505451e-05,0.0001301477261751385,9.313486671505451e-05,0.0001301477261751385,0.5183681029558616,0.0801755917349577
2,powabs(0.09925604, powabs(x0 + x1, 0.09313373)),7,7.330125334263171e-05,9.063790793035364e-05,7.330125334263171e-05,9.063790793035364e-05,0.620934426081934,0.3594128573846349
3,powabs(0.105108365, powabs(sqrtabs(x1) + x0, 0.13082331)),8,6.892249653254284e-05,8.567403917408256e-05,6.892249653254284e-05,8.567403917408256e-05,0.6435784585857907,0.3944952040043377
4,powabs(powabs(-0.7724541, x1 + (x0 + 13.961285)), 0.5917245),9,6.785637396716853e-05,8.142267845778388e-05,6.785637396716853e-05,8.142267845778388e-05,0.6490917389688913,0.42454187074308924
5,powabs(0.11552734, powabs((sqrtabs(x0) + x1) + x0, 0.12057748)),10,6.706363466179227e-05,8.564286437951599e-05,6.706363466179227e-05,8.564286437951599e-05,0.6531912620473743,0.39471553314728713
6,powabs(0.12782939, powabs((x0 + x1) + powabs(0.19553351, x6), 0.16548057)),11,5.339668720543858e-05,6.461966178497252e-05,5.339668720543858e-05,6.461966178497252e-05,0.7238676699531816,0.5432978822567872
7,powabs(0.12813652, powabs(powabs(powabs(-0.040073264, x6), x1) + (x0 + x1), 0.16636664)),13,4.849241275466008e-05,6.429421587200651e-05,4.849241275466008e-05,6.429421587200651e-05,0.7492293319243127,0.5455979846336309
8,powabs(-0.09758059, powabs(0.88675857, x6 + powabs(0.7086963, (x1 + x0) + -3.701099)) + 0.2572002),15,4.5524808021899065e-05,5.947235782814942e-05,4.5524808021899065e-05,5.947235782814942e-05,0.7645758197384818,0.5796766647018512
9,powabs(-0.15573548, powabs(0.859473, x6 + powabs(x0, -0.17222255)) + ((((x1 + -1.1586285) + x0) * 0.054314118) + 0.42388242)),19,4.373528782457087e-05,5.388097027532302e-05,4.373528782457087e-05,5.388097027532302e-05,0.7738300339531746,0.6191940262286908
10,powabs(0.1982622, powabs(0.8577877, x6 + powabs(0.7739377, x0 + -0.5473531)) + ((((x1 + -1.8224074) + x0) * 0.07659784) + 0.6327771)),21,4.192710748604019e-05,5.279405023658419e-05,4.192710748604019e-05,5.279405023658419e-05,0.7831807460694962,0.6268758783120607
11,powabs(-0.11831673, (powabs(0.8942878, x6 + powabs(-0.6133191, x1 + -1.0327312)) + ((powabs(-0.64582926, x4 + -1.0327312) + x0) * 0.0778658)) + 0.06038791),23,3.8458584062485106e-05,4.481091304843935e-05,3.8458584062485106e-05,4.481091304843935e-05,0.8011176538608596,0.6832970287692148
12,sin(powabs(-0.11831673, (powabs(0.8942878, x6 + powabs(-0.6133191, x1 + -1.0327312)) + ((powabs(-0.64582926, x4 + -1.0327312) + x0) * 0.0778658)) + 0.06038791)),24,3.8382658465140614e-05,4.5036461645113853e-05,3.8382658465140614e-05,4.5036461645113853e-05,0.8015102908052504,0.6817029547844573
13,powabs(-0.15573548, (powabs(0.859473, x6 + powabs(0.7406358, (x0 + -1.0327312) + (x0 + -2.2087724))) + ((powabs(0.07770983, x4) + x1) * 0.054314118)) + 0.42388242),25,3.532970125004255e-05,4.967387888964783e-05,3.532970125004255e-05,4.967387888964783e-05,0.8172981651745879,0.6489278176522774
14,powabs(0.19680144, (powabs(0.8075619, x6 + powabs(0.7586058, (x0 + x1) + -3.8907797)) + 0.862814) + ((powabs(-3.8907797, x8 + x4) + powabs(x0, -1.3865703)) * -0.012069151)),27,3.369362229167516e-05,4.418168163363556e-05,3.369362229167516e-05,4.418168163363556e-05,0.8257588828437646,0.6877441476762698
15,powabs(0.19680144, (powabs(0.8075619, x6 + powabs(0.7586058, (x0 + x1) + -3.8907797)) + 0.862814) + (((0.19680144 + powabs(-3.8907797, x8 + x4)) + powabs(x0, -1.3865703)) * -0.012069151)),29,3.330688707749312e-05,4.270416212566458e-05,3.330688707749312e-05,4.270416212566458e-05,0.8277588214428087,0.6981865775754337
16,powabs(0.19680144, (powabs(0.8075619, x6 + powabs(0.7586058, (x0 + x1) + -3.8907797)) + 0.862814) + (((0.2572002 + powabs(-3.8907797, x8 + x4)) + (x4 + powabs(x0, -1.3865703))) * -0.012069151)),31,3.2296644031086664e-05,4.0690930433414456e-05,3.2296644031086664e-05,4.0690930433414456e-05,0.832983129933044,0.7124151753730812
17,powabs(0.19680144, (powabs(0.8075619, x6 + powabs(0.7586058, (x0 + x1) + -3.8907797)) + 0.862814) + (((x4 + sin(x4)) + (powabs(-3.8907797, x8 + x4) + powabs(x0, -1.3865703))) * -0.012069151)),32,3.2106842259795925e-05,4.136080228349839e-05,3.2106842259795925e-05,4.136080228349839e-05,0.8339646590895604,0.7076808285179721
18,powabs(0.19680144, (powabs(0.8075619, x6 + powabs(0.7586058, (x0 + x1) + -3.8907797)) + 0.862814) + (((0.19680144 + powabs(-3.8907797, x8 + x4)) + (x4 + (x4 + powabs(x0, -1.3865703)))) * -0.012069151)),33,3.183648171497791e-05,3.988032788851622e-05,3.183648171497791e-05,3.988032788851622e-05,0.8353627849116007,0.7181441422026345
19,powabs(0.19680144, (powabs(0.8075619, x6 + powabs(0.7586058, (x0 + x1) + -3.8907797)) + 0.862814) + (((x4 + sin(x4)) + ((x4 + 0.2572002) + (powabs(-3.8907797, x8 + x4) + powabs(x0, -1.3865703)))) * -0.012069151)),36,3.179642762383278e-05,3.890091802765903e-05,3.179642762383278e-05,3.890091802765903e-05,0.8355699181645169,0.7250661616814812
20,powabs(0.19680144, (powabs(0.8075619, x6 + powabs(0.7586058, (x0 + x1) + -3.8907797)) + 0.862814) + ((((0.42388242 + x4) + sin(x11)) + (powabs((0.862814 + 1.7400764) + x0, x8 + x4) + powabs(x0, -1.3865703))) * -0.012069151)),38,3.1755737455826646e-05,3.9499304591159e-05,3.1755737455826646e-05,3.9499304591159e-05,0.8357803407860234,0.7208370400297942
21,powabs(0.19680144, (powabs(0.8075619, x6 + powabs(0.7586058, (x0 + x1) + -3.8907797)) + 0.862814) + ((sin(powabs(x1, 0.5827635 + x1)) + (powabs(((x4 + x0) + 1.7400764) + 1.0101763, x8 + x4) + powabs(x0, -1.3865703))) * -0.012069151)),40,3.1070404044822826e-05,4.4748810792448065e-05,3.1070404044822826e-05,4.4748810792448065e-05,0.8393244316565174,0.6837359390179597
22,powabs(0.19680144, (powabs(0.8075619, x6 + powabs(0.7586058, (x0 + x1) + -3.8907797)) + 0.862814) + ((((x4 + x4) + sin(powabs(x1, x1 + 0.7586058))) + (powabs((x0 + 1.7400764) + x0, x8 + x4) + powabs(x0, -1.3865703))) * -0.012069151)),42,3.0495931622402055e-05,4.5028233371182896e-05,3.0495931622402055e-05,4.5028233371182896e-05,0.8422952228582331,0.6817611084489278
23,powabs(0.19680144, (powabs(0.8075619, x6 + powabs(0.7586058, (x0 + x1) + -3.8907797)) + 0.862814) + ((((x4 + (x4 + x4)) + sin(powabs(x1, x1 + powabs(0.1982622, 0.0878658)))) + (powabs((x0 + 1.7400764) + x0, x8 + x4) + powabs(x0, -1.3865703))) * -0.012069151)),46,3.0341748810392568e-05,4.462686397289667e-05,3.0341748810392568e-05,4.462686397289667e-05,0.8430925543288081,0.6845978031813238
24,powabs(0.19680144, (powabs(0.8075619, x6 + powabs(0.7586058, (x0 + x1) + -3.8907797)) + 0.862814) + ((((x4 + (sin(x11) + x4)) + sin(powabs(x1, x1 + powabs(x0, 0.0878658)))) + (powabs((x0 + 1.7400764) + x0, x8 + x4) + powabs(x0, -1.3865703))) * -0.012069151)),47,2.9799261117245407e-05,4.471062569180519e-05,2.9799261117245407e-05,4.471062569180519e-05,0.8458979416771677,0.6840058137874667
