Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,0.08786552,1,0.00019337354380796192,0.0001422770958384238,0.00019337354380796192,0.0001422770958384238,-2.933595588672233e-10,-0.005549227292196424
1,powabs(0.08503775, powabs(x0, 0.07580114)),5,9.313487791005136e-05,0.00013012606438159906,9.313487791005136e-05,0.00013012606438159906,0.5183680450627464,0.08032868735183818
2,powabs(powabs(0.87938386, x1), x0) * 0.100363284,7,7.770050875737075e-05,7.45474733190302e-05,7.770050875737075e-05,7.45474733190302e-05,0.5981843883601324,0.47313266586727587
3,powabs(powabs(0.790053, x0), sin(x1)) * 0.10439976,8,6.945269716154762e-05,7.504823849116524e-05,6.945269716154762e-05,7.504823849116524e-05,0.6408366118019987,0.469593487414638
4,powabs(powabs(powabs(0.0914817, x0), 0.105116144), sin(x1)) * 0.105116144,10,6.8469214205637e-05,7.546377521967557e-05,6.8469214205637e-05,7.546377521967557e-05,0.6459225348131414,0.4666566644931215
5,powabs(-0.56207657, powabs(0.309514, powabs(0.25251117 / x0, x1))) * 0.12721798,11,6.431467488267796e-05,7.017384451760851e-05,6.431467488267796e-05,7.017384451760851e-05,0.6674070628533559,0.5040434673270339
6,powabs(powabs(powabs(powabs(0.08246164, x0), powabs(0.21360716, x6)), 0.105116144), sin(x1)) * 0.105116144,14,5.048172436977689e-05,5.621264936717542e-05,5.048172436977689e-05,5.621264936717542e-05,0.7389419287122375,0.602714788335276
7,powabs(-0.5725158, powabs(-0.23739596, powabs(powabs(0.23278777, powabs(0.104021706, x6)) / x0, x1))) * 0.12270718,15,4.325835642746205e-05,5.084663774017407e-05,4.325835642746205e-05,5.084663774017407e-05,0.7762964075214347,0.6406392962356893
8,powabs(-0.5725158, powabs(-0.23739596, powabs(powabs(0.23278777, powabs(0.100363284, x6)) / x0, x1))) * sin(0.12270718),16,4.2914211695489015e-05,5.0164812400801134e-05,4.2914211695489015e-05,5.0164812400801134e-05,0.7780760963314808,0.6454581248680455
9,powabs(powabs(-0.5725158, powabs(0.28695023, powabs(powabs(0.21360716, x0) / 0.7836574, x1))), powabs(0.46675965, x6)) * 0.12301722,17,4.210813248525321e-05,4.134249363506191e-05,4.210813248525321e-05,4.134249363506191e-05,0.7822446045699852,0.7078102256439085
10,powabs(powabs(0.34602392, powabs(0.5662226, powabs(0.5438604, x1))), powabs(0.44272336, powabs(0.11514472, x0 * powabs(-0.23739596, x6)))) * 0.1675267,19,3.631208345385625e-05,3.9079663636863104e-05,3.631208345385625e-05,3.9079663636863104e-05,0.8122179345248487,0.7238028697358743
11,powabs(powabs(0.34602392, powabs(0.5662226, powabs(0.5438604, powabs(x1, 1.0083001)))), powabs(0.44272336, powabs(0.11514472, x0 * powabs(0.23842706, x6)))) * 0.1675267,21,3.630290611725315e-05,3.905285932993045e-05,3.630290611725315e-05,3.905285932993045e-05,0.812265393636499,0.7239923102776944
12,powabs(powabs(0.34602392, powabs(0.5662226, powabs(0.5438604, powabs(powabs(x1, 1.0083001), 1.0083001)))), powabs(0.44272336, powabs(0.11514472, x0 * powabs(0.23842706, x6)))) * 0.1675267,23,3.6296669491900306e-05,3.9016543092742226e-05,3.6296669491900306e-05,3.9016543092742226e-05,0.8122976453356293,0.7242489767778615
13,powabs(powabs(powabs(0.30245942, powabs(x1, 0.23278777)), powabs(0.30245942, powabs(powabs(0.09376236, x0), powabs(0.4624467, x4)))), powabs(-0.23739596, powabs(0.48284987, powabs(0.1675267, x6)))) * 0.1381791,25,3.1688378669944134e-05,3.101528216729564e-05,3.1688378669944134e-05,3.101528216729564e-05,0.8361286758507681,0.780798217493901
14,powabs(powabs(powabs(0.30245942, powabs(x1, 0.23278777)), powabs(0.30245942, powabs(powabs(0.09376236, x0), powabs(0.48284987, x4)))), powabs(-0.23739596, powabs(0.48284987, powabs(x0 * 0.1381791, x6)))) * 0.1381791,27,3.12629776145096e-05,3.0796731363922096e-05,3.12629776145096e-05,3.0796731363922096e-05,0.838328568592982,0.7823428342866554
15,powabs(powabs(powabs(0.30245942, powabs(x1, 0.23278777)), powabs(0.30245942, powabs(powabs(0.09376236, x0), powabs(0.48284987, x4)))), powabs(-0.23739596, powabs(0.48284987, powabs(sin(x0 * 0.14262241), x6)))) * 0.1381791,28,3.124752830265353e-05,3.0805179521141876e-05,3.124752830265353e-05,3.0805179521141876e-05,0.8384084622100527,0.7822831265879965
16,powabs(powabs(powabs(0.30245942, powabs(x1, 0.23278777)), powabs(0.30245942, powabs(powabs(0.09376236, x0), powabs(0.48284987, x4)))), powabs(-0.23739596, powabs(0.48284987, powabs(x0 * (x1 * 0.1381791), x6)))) * 0.1381791,29,3.092688765677118e-05,3.0247958446606393e-05,3.092688765677118e-05,3.0247958446606393e-05,0.8400666034410726,0.7862213094531176
17,powabs(powabs(powabs(0.30245942, powabs(x1, 0.23278777)), powabs(0.30245942, powabs(powabs(0.09376236, x0), powabs(0.48284987, x4)))), powabs(-0.23739596, powabs(0.48284987, powabs(sin(x0 * (x1 * 0.1381791)), x6)))) * 0.1381791,30,3.0923658167837344e-05,3.0251191853540198e-05,3.0923658167837344e-05,3.0251191853540198e-05,0.8400833042206683,0.7861984572166094
18,powabs(powabs(powabs(0.30245942, powabs(x1, 0.23278777)), powabs(0.30245942, powabs(powabs(0.09376236, x0), powabs(0.48284987, x4)))), powabs(-0.23739596, powabs(0.48284987, powabs(sin(x0 * sin(x1 * 0.1381791)), x6)))) * 0.1381791,31,3.0921862126180264e-05,3.0251807618573267e-05,3.0921862126180264e-05,3.0251807618573267e-05,0.8400925921595572,0.7861941052719091
19,powabs(powabs(powabs(0.28535044, powabs(0.31295404, powabs(powabs(0.11929104, x0), powabs(powabs(0.11929104, x4), 0.30272305)))), powabs(0.5563148, powabs(0.28535044, powabs(x1, powabs(x1, x3))))), powabs(0.32764122, powabs(0.43833202, powabs(0.045762114, x6)))) * 0.14262241,33,3.078464833611021e-05,3.2153300769914896e-05,3.078464833611021e-05,3.2153300769914896e-05,0.8408021710782049,0.7727552242084077
20,powabs(powabs(powabs(0.23991041, powabs(0.3765742, powabs(powabs(0.15700774, x0), powabs(powabs(-0.11658472, x5 - x13), 0.30302152)))), powabs(0.52237844, powabs(powabs(0.31098887, powabs(x1, powabs(x1, 0.27831003))), 0.8326711))), powabs(0.29507267, powabs(0.39093673, powabs(0.2807164, x6)))) * 0.15014821,37,2.823509207924926e-05,2.8930522241433572e-05,2.823509207924926e-05,2.8930522241433572e-05,0.8539867888258158,0.7955323440248574
21,powabs(powabs(powabs(0.16267045, powabs(0.3450204, powabs(powabs(0.16941021, x0), powabs(powabs(0.265147, x5 - 0.2490403), 0.58319384)))), powabs(0.47522065, powabs(powabs(0.29226655, powabs(0.39928758, x4) / 1.1493361), powabs(x1, 0.84616846)))), powabs(0.28159276, powabs(0.5880141, powabs(-0.020293027, x6)))) * 0.14481549,39,2.547531889433053e-05,2.4330538830257024e-05,2.547531889433053e-05,2.4330538830257024e-05,0.8682585094106599,0.828042915999973
22,powabs(powabs(powabs(0.2643997, powabs(0.32817054, powabs(powabs(0.15034617, x0), powabs(powabs(0.13221523, x5 - x13), 0.2989417)))), powabs(0.48519608, powabs(powabs(0.40614825, powabs(0.40592262, x4) / 0.7279003), powabs(x1, powabs(x1, powabs(0.15202291, x0)))))), powabs(0.36238283, powabs(0.43383443, powabs(0.1082622, x6)))) * 0.14660649,43,2.2916673928617483e-05,2.0322890592742754e-05,2.2916673928617483e-05,2.0322890592742754e-05,0.8814901279458439,0.8563671347699986
23,powabs(powabs(powabs(0.1534429, powabs(0.36445788, powabs(powabs(0.15343413, x0), powabs(powabs(0.14536794, x5 - x13), 0.3395016)))), powabs(0.49517703, powabs(powabs(0.37175575, powabs(0.37421298, x4) / 0.6714312), powabs(x1, powabs(x1, powabs(0.19466247, x0)))))), powabs(0.27226043, powabs(0.5866054, powabs(powabs(0.32897145, x13) * 0.14365984, x6)))) * 0.15335785,47,2.2910431231493618e-05,1.9618719438579868e-05,2.2910431231493618e-05,1.9618719438579868e-05,0.881522411044156,0.8613438933675599
