Complexity,Loss,Equation
1,0.00022729844,"0.0826156"
5,0.00010846153,"powabs(0.07949366, powabs(x0, 0.08530867))"
6,0.00010773659,"0.17146097 / (sqrtabs(x0) + 1.1450071)"
7,0.00010757457,"0.09230759 / powabs(x0 - -0.47887516, 0.3615486)"
10,0.00010028711,"sqrtabs(((0.874874 / powabs(x1, x0)) * 0.0141087845) + 0.0053439764)"
11,9.068809e-5,"0.11153275 / powabs(powabs(x0 - -0.94529235, powabs(0.5121808, x5)), 0.5121808)"
12,8.9637666e-5,"sqrtabs(powabs((x5 * 0.089353226) + 0.19526497, powabs(x0, 0.29332444)) * -0.032165904)"
13,8.953632e-5,"sin(sqrtabs(powabs((x5 * 0.089353226) + 0.19526497, powabs(x0, 0.29332444)) * -0.032165904))"
14,8.9428715e-5,"sqrtabs(powabs((x5 * 0.089353226) + 0.19526497, powabs(x0, 0.29332444) * 1.0048115) * -0.032165904)"
15,8.893617e-5,"0.11153275 / powabs(powabs(x0 - -0.94529235, powabs(powabs(0.05814653, x5), powabs(0.36956763, x0))), 0.5121808)"
16,7.138242e-5,"sqrtabs((powabs((x0 * -2.0381577) / x1, powabs(0.29418814, x5) * x0) * 0.0141087845) + 0.004561291)"
18,7.0927075e-5,"sqrtabs((powabs((x0 * (-2.0381577 + x5)) / x1, powabs(0.29418814, x5) * x0) * 0.0141087845) + 0.004561291)"
20,6.823246e-5,"sqrtabs((powabs(x0 * ((x0 + 1.1450071) / x1), powabs(0.28742915, x5) * (x0 * 0.874874)) * 0.0141087845) + 0.004561291)"
21,6.79124e-5,"sqrtabs((powabs(((x0 + sin(x7)) * (1.1450464 + x0)) / x1, powabs(0.29418814, x5) * x0) * 0.0141087845) + 0.004561291)"
22,6.366376e-5,"sqrtabs((powabs(x0 * ((1.1450464 + x0) / x1), ((powabs(0.4061365, x5) + -6.483615e-5) * x0) * 0.874874) * 0.0141087845) + 0.004561291)"
24,6.039393e-5,"sqrtabs((powabs((x3 + x0) * ((1.1450464 + x0) / x1), ((powabs(0.4061365, x5) + -6.483615e-5) * x0) * 0.874874) * 0.0141087845) + 0.004561291)"
26,5.75323e-5,"sqrtabs(((((-0.6886698 / x1) * -0.06047321) * (x0 + x5)) * ((x5 + x0) + x4)) + ((-0.030901484 + (powabs(-0.23169607, x0) * -0.20230192)) * -0.06047321))"
27,5.7531433e-5,"sqrtabs(sin(((((-0.6886698 / x1) * -0.06047321) * (x0 + x5)) * ((x5 + x0) + x4)) + ((-0.030901484 + (powabs(-0.23169607, x0) * -0.20230192)) * -0.06047321)))"
28,5.6951274e-5,"sqrtabs((((-0.6886698 / (x1 + x0)) * -0.06047321) * ((x0 + x5) * ((x5 + x0) + x4))) + ((-0.030901484 + (powabs(-0.23169607, x0) * -0.20230192)) * -0.06047321))"
29,5.6883673e-5,"sin(sqrtabs((((-0.6886698 / (x1 + x0)) * -0.06047321) * ((x0 + x5) * ((x5 + x0) + x4))) + ((-0.030901484 + (powabs(-0.23169607, x0) * -0.20230192)) * -0.06047321)))"
30,5.1301136e-5,"sqrtabs((((-0.6886698 / (x1 + x0)) * -0.06047321) * ((x0 + x5) * ((x5 + (x0 + x3)) + x4))) + ((-0.030901484 + (powabs(-0.23169607, x0) * -0.20230192)) * -0.06047321))"
31,5.126021e-5,"sqrtabs(sin((((-0.6886698 / (x1 + 0.7386414)) * -0.06047321) * ((x0 + x5) * ((x5 + (x0 + x3)) + x4))) + ((-0.030901484 + (powabs(-0.23169607, x0) * -0.20230192)) * -0.06047321)))"
32,4.878526e-5,"sqrtabs(((x5 + (x0 + x3)) * ((4.070894 * (0.013502881 / ((x1 + x0) + x0))) * ((x0 + x4) + x5))) + (((powabs(-0.16693544, x0) * 0.38017523) + 0.04399535) * 0.036459815))"
34,4.8302216e-5,"sqrtabs((((((x5 + x0) + x3) + (x5 + (x5 + x4))) + -0.032165904) * ((6.985416 * (0.06463706 / x1)) * (-0.11170623 * x0))) + (((powabs(0.15548697, x0) * 0.15548697) + 0.022286791) * -0.08507834))"
