id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Log(((Abs(x7) ^ t0) * ((Sqrt(Abs(((x5 / Sqrt(Abs(((Abs((Abs(Sin(Sin(x9))) ^ t1)) ^ (Log(x2) + Sin(x6))) / t2)))) / Sin((Exp(((Exp(x4) * t3) - (x4 + x6))) * (((x9 - x7) + t4) / x8)))))) + Exp((Log(x2) + Sqrt(Abs(t5))))) - t6))),0.3165319117904386;1.1033068313849543;0.25744094554415153;1.692521956735449e-2;-0.5813103003881607;3.888041996303981;-5.8245479100867525,50,0.37083594302970635,0.42069284443685373,0.44472212060507577,0.33865138185434307
