Complexity,Loss,Equation
1,0.113488264,"2.9722414"
3,0.111846,"sqrtabs(sqrtabs(x56))"
4,0.096486226,"sqrtabs(x45 / x5)"
5,0.09606003,"sqrtabs(sqrtabs(272.98544 - x48))"
6,0.09534929,"sqrtabs(0.43375823 - (x48 / x5))"
7,0.088912874,"sqrtabs((x39 / x5) - sin(x15))"
8,0.06995991,"sqrtabs(sqrtabs(275.73932 / sqrtabs(x48 - 363.3209)))"
9,0.06499488,"sqrtabs((x46 / x5) - sin(x48 / 4.479097))"
10,0.06371343,"sqrtabs(sqrtabs((-651.3265 / sqrtabs(x48 - 368.7509)) - -75.80111))"
12,0.05944846,"sqrtabs(sqrtabs(((x34 - 553.36395) / sqrtabs(363.53168 - x48)) - -25.729792))"
13,0.050751533,"sqrtabs(sqrtabs(-18.902145 - ((x34 - x46) / sqrtabs(sqrtabs(357.27374 - x48)))))"
14,0.050748028,"sqrtabs(sqrtabs(((x46 - x34) / sqrtabs(sqrtabs(357.27374 - x48))) - sqrtabs(357.73413)))"
15,0.04537324,"sqrtabs(sqrtabs((x46 - 357.75214) - ((x34 - x46) / sqrtabs(sqrtabs(357.75214 - x48)))))"
17,0.044035867,"sqrtabs(sqrtabs(((x46 - 357.34186) - ((x34 - x46) / sqrtabs(sqrtabs(357.29904 - x48)))) - 2.0851412))"
18,0.04268768,"sqrtabs(sqrtabs(((x46 - 357.2162) - ((x34 - x46) / sqrtabs(sqrtabs(x48 - 357.28784)))) - sqrtabs(x5)))"
19,0.04046271,"sqrtabs(sqrtabs((((357.21628 - x34) / sqrtabs(sqrtabs(x48 - 357.29108))) - (357.21628 - x46)) - (357.21628 - x46)))"
21,0.039596677,"sqrtabs(sqrtabs((357.30005 - x46) - ((4.347687 - ((x34 - x48) / sqrtabs(sqrtabs(357.30005 - x48)))) - (357.30005 - x46))))"
22,0.03927385,"sqrtabs(sqrtabs((((sqrtabs(x34) - (x34 - x46)) / sqrtabs(sqrtabs(357.29407 - x48))) - (357.211 - x46)) - (357.211 - x46)))"
23,0.03833152,"sqrtabs(sqrtabs(((((x46 - 357.30005) - (x34 - x46)) / sqrtabs(sqrtabs(357.30005 - x48))) - (346.72018 - x46)) - (357.211 - x48)))"
26,0.03819001,"sqrtabs(sqrtabs((((((x46 - 357.30005) - (x34 - x46)) / sqrtabs(sqrtabs(357.30005 - x48))) - (346.72018 - x46)) - (357.211 - x48)) - sin(356.64185)))"
28,0.038143408,"sqrtabs(sqrtabs((((((x46 - 357.30005) - (x34 - x46)) / sqrtabs(sqrtabs(357.30005 - x48))) - (346.72018 - x46)) - (357.211 - x48)) - sin(357.30005 - x46)))"
30,0.03797531,"sqrtabs(sqrtabs((((((x46 - 357.30005) - (x34 - x46)) / sqrtabs(sqrtabs(357.30005 - x48))) - (346.72018 - x46)) - (357.211 - x48)) - sin((x46 - x46) - x46)))"
38,0.036656305,"sqrtabs(sin(sin((357.27557 + sin(-0.7625112)) / ((-0.7625112 - powabs(-2.6619146, 0.7295976)) / sqrtabs(sqrtabs(x21 - x48))))) - sqrtabs((((x46 - 357.27557) - (x34 - x46)) / sqrtabs(sqrtabs(357.30783 - x48))) - (357.28784 - x48)))"
41,0.036567576,"sqrtabs(sin(sin((357.27557 + sin(sin(357.27557))) / ((-0.7625112 - powabs(-2.6619146, 0.7295976)) / sqrtabs(sqrtabs(x21 - x48))))) - sqrtabs(((((x46 - 357.27557) - (x34 - x46)) / sqrtabs(sqrtabs(357.27374 - x48))) - (357.27374 - x48)) - -0.76335555))"
