Complexity,Loss,Equation
1,0.00022729844,"0.08261497"
5,0.00010846152,"powabs(0.07948986, powabs(x0, 0.08530193))"
6,0.00010803631,"powabs(0.12751634, powabs(1.2219707, sqrtabs(x0)))"
7,8.881827e-5,"powabs(x1 * x0, -0.11478403) * 0.11971128"
9,8.673785e-5,"powabs((x1 * 0.022079973) + x0, -0.243162) * 0.09229726"
11,8.548025e-5,"powabs(((x1 * x0) * 0.087760344) + x0, -0.13895006) * 0.09721479"
13,6.532879e-5,"(powabs(x1 * (x0 * 0.0900354), -0.13250394) / powabs(0.77854174, x5)) * 0.0900354"
15,6.211368e-5,"(powabs(x0 + ((x0 * 0.09536584) * x1), -0.13250394) / powabs(0.77854174, x5)) * 0.09536584"
16,6.1263934e-5,"(powabs(sin(x0) + (x1 * (x0 * 0.0900354)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141"
17,6.079942e-5,"(powabs((x1 + 2.0159602) * ((x0 + x5) * 0.34809166), -0.13250394) / powabs(0.6842728, x5)) * 0.108551666"
18,5.8842827e-5,"(powabs(sin(x5 + x0) + (x1 * (x0 * 0.090157494)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141"
19,5.8702517e-5,"(powabs(sin(x5 + sin(x0)) + (x1 * (x0 * 0.090157494)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141"
20,5.821669e-5,"(powabs(sin((x5 + x0) - 0.090157494) + (x1 * (x0 * 0.090157494)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141"
22,5.7198205e-5,"(powabs(sin(x5 + ((0.6842728 + x0) * x0)) + (x1 * (x0 * 0.090157494)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141"
23,5.70416e-5,"(powabs(sin(sin(x5 + ((0.6842728 + x0) * x0))) + (x1 * (x0 * 0.090157494)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141"
24,5.69172e-5,"(powabs(sin(x5 + (x0 * (powabs(x1, 0.12932432) * x0))) + (x1 * (x0 * 0.090157494)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141"
25,5.649019e-5,"(powabs(sin(x5 + ((x0 + x0) * sin(x5 + x0))) + (x1 * (x0 * 0.090157494)), -0.14510046) / powabs(0.7776097, x5)) * 0.09511141"
26,5.646775e-5,"(powabs(((x1 + 2.0159602) + exp(x13)) * ((x5 + (x0 + (x0 * (x7 / -2.373952)))) * 0.34809166), -0.12859209) / powabs(0.6842728, x5)) * 0.108551666"
29,5.6420307e-5,"(powabs(((x1 + 2.0159602) + 2.0159602) * ((x5 + ((x0 + (0.08530193 * x5)) + (x0 * (x7 / -2.373952)))) * 0.34809166), -0.12859209) / powabs(0.6842728, x5)) * 0.108551666"
30,5.5847173e-5,"(powabs(((x1 + 2.0159602) + exp(x13)) * ((x5 + ((x0 + (x5 * x0)) + (x0 * (x7 / -2.373952)))) * 0.34809166), -0.12859209) / powabs(0.6842728, x5)) * 0.108551666"
32,5.4799984e-5,"(powabs((powabs(x7, x7) + sin((powabs(-0.33823174, x7) * (-0.33823174 - x5)) / x0)) + (((x1 + (x7 / -0.06508016)) * x0) * 0.09338647), -0.13250394) / powabs(0.7776097, x5)) * 0.09338647"
34,5.3866668e-5,"(powabs((powabs(0.77854174, 0.09536584) + sin((powabs(-0.33823174, x7) * (-0.33823174 - x5)) / x0)) + (((x1 + 0.09338647) * (powabs(-0.33823174, x7) * x0)) * 0.09536584), -0.13250394) / powabs(0.77854174, x5)) * 0.09338647"
36,5.2963773e-5,"(powabs((powabs(0.77854174, 0.09536584) + sin((powabs(-0.33823174, x7) * (-0.33823174 - x5)) / x0)) + (((x1 + (x7 / -0.06508016)) * (powabs(-0.33823174, x7) * x0)) * 0.09536584), -0.13250394) / powabs(0.77854174, x5)) * 0.09338647"
