Complexity,Loss,Equation
1,143012.22,"1663.2836"
3,36264.656,"576.8652 / x3"
5,13463.672,"(191.57521 / x3) / x3"
6,12925.572,"(188.11351 / x3) / sin(x3)"
7,6658.4536,"(1079.1906 / x3) + (-2857.8 / x1)"
8,5794.3784,"98.17252 / (x3 / (x1 / sin(x3)))"
9,3601.2468,"(((2143.622 / x3) + -11475.301) / x1) + 4372.4395"
11,2462.89,"(3994.3176 - x0) + (((1885.4315 / x3) + -9831.28) / x1)"
13,2455.9563,"((((1883.8679 / x3) + (-9560.831 / x1)) / x1) + 1473.8574) - x0"
14,2443.928,"((((1925.8658 / sin(x3)) + (-9764.715 / x1)) / x1) + 1407.8232) - x0"
15,1872.4044,"((348.327 / x0) + (930.8027 / x3)) + (((-4209.642 / x1) - x0) + 1209.5887)"
17,1525.9109,"(((1827.721 / x3) + (-9213.555 / x1)) / x1) + (((345.32883 / x0) + 1454.412) - x0)"
18,1409.9794,"(1432.1902 - x0) + (((sqrtabs(402268.0 / x0) + (-8926.583 / x1)) + (1766.6742 / x3)) / x1)"
20,1401.5038,"(1433.4799 - x0) + ((sqrtabs(1705.7839 - (402265.12 / x0)) + ((1755.0432 / x3) + (-8844.834 / x1))) / x1)"
21,1395.114,"(1274.4504 - x0) + (sqrtabs(-124548.45 / sqrtabs(x0 / x1)) + (((1705.7839 / x3) + (-8387.1 / x1)) / x1))"
22,1345.5869,"(((sqrtabs((-1137.8439 / x3) - (-400522.6 / x0)) + ((1742.4136 / x3) + (-8710.787 / x1))) / x1) + 1424.592) - x0"
24,1342.2844,"(((sqrtabs(x5 - ((-1137.8439 / x3) - (-400522.6 / x0))) + ((1742.4136 / x3) + (-8710.787 / x1))) / x1) + 1424.592) - x0"
26,1341.6042,"((((sqrtabs(x5 - ((-1137.8439 / x3) - (-400522.6 / x0))) + ((1742.4136 / x3) + (-8710.787 / x1))) / x1) + 1424.592) - x0) - -1.2577009"
30,1258.4742,"((1183.608 - x0) + (((sqrtabs(402268.6 / x0) + (-8481.563 / x1)) + (1726.6173 / x3)) / x1)) - (x1 + (x1 / ((x1 / -26.634285) / (36.56104 - x5))))"
32,1255.9537,"(1183.608 - x0) + (((((x0 / -26.634285) + sqrtabs(402268.6 / x0)) + ((-8481.563 / x1) + (1726.6173 / x3))) / x1) - (x1 / ((x1 / -26.634285) / (36.56104 - x5))))"
36,1253.8313,"(1183.608 - x0) + (((((x0 / -26.634285) + sqrtabs(402268.6 / x0)) + ((-8481.563 / x1) + (1726.6173 / x3))) / x1) - (sin(sqrtabs(x0)) + (x1 / ((x1 / -26.634285) / (36.56104 - x5)))))"
39,1250.6162,"(1183.608 - x0) + (((((x0 / -26.634285) + sqrtabs(402268.6 / x0)) + ((-8481.563 / x1) + (1726.6173 / x3))) / x1) - (sin((x0 / -26.634285) + x1) + (x1 / ((x1 / -26.634285) / (36.56104 - x5)))))"
44,1248.9224,"(1183.608 - x0) + (((((x0 / -26.634285) + sqrtabs(402268.6 / x0)) + ((-8481.563 / x1) + (1726.6173 / x3))) / x1) - (sin((x1 / -26.634285) + sqrtabs(402268.6 / (x1 / -26.634285))) + (x1 / ((x1 / -26.634285) / (36.56104 - x5)))))"
45,1244.9772,"(1183.608 - x0) + (((((x0 / -26.634285) + sqrtabs(402268.6 / x0)) + ((-8481.563 / x1) + (1726.6173 / x3))) / x1) - (sin(sqrtabs(sqrtabs(402268.6 / x0)) + (x1 - (-8481.563 / x1))) + (x1 / ((x1 / -26.634285) / (36.56104 - x5)))))"
48,1240.1344,"(1183.608 - x0) + (((((x0 / x0) + (sqrtabs(402268.6 / x0) + ((-8481.563 / x1) + (1726.6173 / x3)))) / x1) - ((x0 / ((((402268.6 / x0) / 36.56104) + (-26.634285 - x1)) + -26.634285)) + (x1 / ((x1 / -26.634285) / (36.56104 - x5))))) + x1)"
