gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.7711517,0.620235,0.643016,0.86365324,0.91136616,0.76167554,0.61503434,0.61503756,0.9390482,0.9703059,429.23816,392.97668,398.9825,448.10034,458.4261,446.51553,403.07013,409.38754,492.01923,492.1763,5.5451775,1.3862944,1.3862944,35.350506,41.74727,2.7028382,2.5441341,2.7013385,5.2707663,6.007613,4,2,2,17,19,5.914,5.724,5.766,6.216,6.22
2,0.6775034,0.608461,0.6257545,0.8393617,0.85214645,0.7129018,0.60240877,0.60266364,0.87570345,0.8766052,407.68134,389.78558,394.45178,444.29517,445.86707,418.68347,400.55176,403.07013,471.51917,492.01123,6.931472,1.3862944,1.3862944,35.350506,41.74727,4.3969126,2.7013385,2.7013385,5.8768444,5.9638586,5,2,2,17,19,5.686,5.178,5.332,6.004,6.176
3,0.6637735,0.608454,0.608461,0.8391029,0.85214645,0.7109503,0.6024088,0.60266364,0.8448512,0.8766052,404.27246,389.7837,389.78558,444.0078,445.86707,419.31665,400.55176,404.75787,479.3091,481.04944,10.750557,2.0794415,3.295837,31.191624,32.95837,4.754857,2.7013385,2.7013388,8.225228,11.417258,6,3,3,15,15,5.854,4.938,5.19,6.386,6.668
4,0.6637732,0.6057952,0.608461,0.8355067,0.8389915,0.6378322,0.6024088,0.60266364,0.87570345,0.8766052,404.2724,389.0545,389.78558,443.27667,443.91272,421.056,404.2986,409.4104,474.4728,474.4888,14.334076,5.5451775,6.931472,29.188652,32.95837,4.8109183,2.7013383,2.7013388,8.225228,14.917663,8,4,5,15,15,6.228,4.918,5.47,6.944,7.044
5,0.6609282,0.6039085,0.6084537,0.8186893,0.8389915,0.6378322,0.6002777,0.60266364,0.83981276,0.8744147,403.89505,388.53516,389.78357,443.1558,443.27667,419.85312,405.31354,409.4104,466.77612,467.59686,14.4849415,5.5451775,6.931472,28.774744,29.188652,5.0892186,2.7013383,2.7020817,8.225228,9.615879,9,4,5,12,15,6.732,5.274,5.566,7.542,7.584
6,0.65737534,0.6039085,0.60729724,0.8186893,0.8389915,0.6378322,0.60004634,0.6024716,0.7806847,0.83981276,403.60553,388.53516,389.46683,443.13428,443.27667,427.35336,405.31354,409.7728,467.59686,472.8053,17.917595,6.931472,8.317766,41.74727,43.749115,5.5123196,2.7013383,4.707331,15.076368,19.191774,10,5,6,19,19,7.492,5.928,6.11,8.65,9.388
7,0.6514238,0.5795998,0.6039083,0.8186893,0.83649844,0.62645394,0.52208036,0.60250026,0.7806847,0.8398499,402.10034,381.69452,388.5351,440.51703,442.7812,428.42926,403.58792,408.85556,451.44366,464.85574,19.709354,5.5451775,8.04719,41.74727,43.749115,5.5041933,4.707331,4.740393,16.904226,19.191774,11,4,5,19,19,8.688,6.432,6.734,10.208,10.704
8,0.6465936,0.5653834,0.58854365,0.8186893,0.8364981,0.6342423,0.5182841,0.6013926,0.7806847,0.8398499,401.10724,377.5597,384.2442,440.51703,442.78113,431.10434,402.81555,408.8555,469.6163,485.49518,27.242743,6.931472,14.4849415,57.15285,59.867214,6.245124,2.702838,4.7404275,16.628954,29.217617,14,5,9,23,26,9.586,7.138,7.728,11.526,11.84
9,0.60192245,0.49342117,0.52343506,0.8186893,0.8316441,0.6267649,0.49374384,0.525195,0.7806847,0.7945987,388.32706,354.89224,364.72406,440.51703,441.81216,440.40082,386.02896,405.25137,476.24417,493.88275,29.11218,11.266066,16.125835,78.287895,79.13055,6.7402887,3.6874557,4.945982,28.719658,30.210506,14,7,9,33,34,10.718,7.95,9.226,12.696,13.102
10,0.6010243,0.47393912,0.49342117,0.66222775,0.819968,0.6138322,0.47905013,0.49576476,0.7520553,0.8114778,387.7381,349.23053,354.89224,403.88428,439.45795,428.73917,381.2154,387.4536,482.2341,507.74506,29.11218,11.266066,17.513191,63.719513,78.287895,7.9882603,2.7013528,4.7404275,17.834581,30.989796,14,7,9,29,34,12.092,8.406,10.298,14.052,14.44
11,0.55865365,0.4627607,0.48590758,0.6619682,0.8113915,0.6061898,0.47904402,0.48799685,0.76500046,0.8282862,376.69382,344.21075,353.39542,403.86896,437.70728,420.51318,375.88007,381.2154,497.3119,498.59174,29.11218,12.542316,17.917595,87.208275,100.03303,8.140808,4.766688,5.1197534,20.78362,22.63355,14,7,10,34,39,13.362,9.154,10.546,15.382,15.544
12,0.52514035,0.4610564,0.46376795,0.65737534,0.8103435,0.525461,0.45333955,0.478194,0.6899933,0.8524477,366.3625,343.59644,344.57275,403.86896,437.49207,418.77643,375.88007,385.37863,499.8005,539.3222,37.352818,19.4591,19.4591,95.006065,110.303185,8.318395,4.435031,4.945982,23.754478,35.052925,17,10,10,36,45,14.894,10.26,11.19,17.042,17.224
13,0.5170442,0.46084678,0.4627607,0.65737534,0.80425066,0.5220507,0.45014137,0.47847652,0.69001997,0.8166727,362.67865,343.52072,344.21075,403.86896,436.23547,432.87372,375.88007,389.73178,499.66046,539.3222,50.65687,17.917595,19.4591,95.006065,105.50739,10.1114235,4.9318466,5.3457885,25.265745,34.915146,22,10,10,40,44,16.182,11.174,12.29,19.664,20.094
14,0.50568426,0.43823498,0.4627607,0.65737534,0.80415237,0.5172979,0.4372673,0.45014137,0.7476825,0.8167094,358.97968,335.14404,344.21075,403.86896,436.21515,428.6314,385.37863,388.60532,514.4719,539.3222,52.959457,17.917595,19.4591,105.50739,105.562294,8.930516,4.524327,4.8942475,25.265745,34.104103,23,10,10,42,44,17.636,11.792,12.844,21.11,21.684
15,0.48880166,0.4378767,0.46276054,0.6361603,0.65737534,0.50229084,0.43804705,0.46438015,0.6942014,0.7476825,353.39545,335.00787,344.2107,398.3906,403.86896,429.82535,380.0995,387.5767,496.44556,516.0348,64.47238,17.917595,21.405012,116.79061,120.55262,9.891909,4.8178253,5.0948935,32.765274,50.242928,27,10,11,46,47,18.736,12.968,13.852,23.376,23.396
16,0.48101398,0.40994,0.4378767,0.61015403,0.63189954,0.49849835,0.3893856,0.43814966,0.6933623,0.7593604,350.65204,324.03107,335.00787,391.20407,397.2683,446.6135,382.5156,403.10907,480.17676,494.71472,68.11396,21.405012,25.296831,96.91136,101.88117,12.939679,4.9141865,5.3480844,37.325436,53.179497,30,11,13,41,41,19.874,14.428,16.064,25.08,25.326
17,0.47793263,0.38990203,0.39616328,0.60605633,0.6093651,0.493745,0.3874631,0.43115526,0.7037394,0.7593604,350.2194,315.6869,318.33942,389.12628,391.20407,446.6135,382.1903,387.5767,480.17676,520.7522,71.93686,19.709354,27.03274,101.88117,102.59798,14.754158,4.837727,5.523953,46.165756,56.51825,30,11,13,41,42,21.078,15.406,17.444,26.466,26.832
18,0.4567971,0.33938822,0.38990203,0.5589931,0.5822547,0.46791446,0.37000078,0.43115526,0.607006,0.7593604,342.05112,292.58484,315.6869,376.79526,382.45544,446.6135,365.99084,382.5156,524.1444,539.3695,71.93686,16.125835,27.03274,105.46678,110.84041,18.989225,5.3480844,5.523953,56.51825,75.2865,31,9,13,42,48,23.086,16.38,19.054,27.824,27.874
19,0.45124546,0.3357484,0.38619843,0.5589931,0.57774085,0.46593618,0.34889385,0.3874631,0.6006936,0.6953611,340.0152,290.78955,315.04102,376.79526,381.15967,446.6135,365.99084,383.06134,511.8791,522.55365,79.13055,16.125835,31.191624,105.50739,108.20135,20.098671,5.5223475,7.864709,52.68896,58.823826,33,9,15,44,48,24.282,17.482,20.588,28.542,28.814
20,0.44644704,0.3355779,0.36824673,0.5589931,0.57768774,0.4656183,0.34870765,0.38629693,0.6006936,0.6953593,339.01453,290.70502,306.17267,376.79526,381.14435,453.81375,365.99084,392.9833,523.3606,530.7742,91.94154,16.125835,50.536167,108.20135,121.76043,20.326855,5.5223475,9.195237,52.68896,67.044426,37,9,23,44,49,24.898,19.782,22.048,29.264,29.676
21,0.4345506,0.33472553,0.36824626,0.5500233,0.5589931,0.45110664,0.3487713,0.37000388,0.6953593,0.7145451,334.7405,290.28156,306.17245,372.97372,376.79526,440.45627,366.36996,385.5443,512.09973,514.0172,88.72212,16.125835,46.0517,108.20135,120.55262,20.326855,5.5223475,8.509393,57.668537,67.044426,37,9,20,44,47,26.8,22.494,24.246,30.256,30.38
22,0.43431923,0.31201157,0.33938822,0.544524,0.5589931,0.45110664,0.3464363,0.34875718,0.61587006,0.6953593,334.65155,278.58148,292.58487,372.41565,376.79526,442.15198,366.36996,392.9833,512.09973,517.7561,98.313705,16.125835,47.957905,120.55262,123.11757,18.513952,5.062404,6.5672865,47.35666,47.951538,39,9,20,48,49,28.264,22.972,25.906,31.138,31.452
23,0.4317565,0.31201148,0.33679602,0.54256064,0.5589931,0.45110664,0.3275085,0.3555457,0.6153107,0.6953593,333.66327,278.58145,291.30826,371.81244,376.79526,445.02307,366.99768,392.9833,517.7561,3.4028235e38,102.92323,31.191624,59.867214,123.11757,125.68252,20.211945,6.573038,8.737222,68.15762,3.4028235e38,40,15,26,49,50,28.634,24.916,26.598,31.768,32.198
24,0.43073943,0.31201148,0.32841206,0.5421912,0.5589931,0.44789776,0.3282627,0.34640962,0.61786526,0.6953593,332.2716,278.58145,287.11108,371.69867,376.79526,442.23724,364.10645,392.9833,513.5942,3.4028235e38,88.72212,37.429947,43.944492,112.85777,115.12926,26.995472,6.9420786,8.276286,68.49591,3.4028235e38,37,18,21,49,50,29.838,26.166,27.538,32.478,32.52
25,0.39648268,0.3119921,0.32841206,0.5319324,0.5589931,0.45018652,0.3282673,0.3464666,0.5209841,0.6953593,318.47357,278.5711,287.11108,368.50858,376.79526,436.633,345.19263,386.75412,512.09973,3.4028235e38,91.94154,25.296831,37.429947,111.03006,115.12926,19.57465,5.901782,6.8770337,50.770042,3.4028235e38,39,13,18,48,50,30.43,26.576,28.642,33.06,33.424
26,0.39648268,0.27958342,0.31184244,0.5317229,0.5586539,0.44440633,0.271576,0.33873126,0.5180707,0.7047046,318.47357,261.09155,278.4912,368.4428,376.6939,439.6486,386.75412,404.8035,518.2014,537.09045,99.01116,29.188652,48.354286,117.98767,119.89476,29.374386,6.342248,6.8770337,60.256332,60.33731,41,15,21,47,48,31.066,26.982,29.426,33.502,33.612
27,0.39133373,0.26079792,0.28849468,0.5317229,0.5582425,0.44440633,0.271576,0.34407765,0.5930064,0.69730425,316.29712,248.72896,265.53394,368.4428,376.57086,438.93484,378.2481,393.22855,508.09473,518.2014,100.03303,56.14492,64.47238,117.98767,119.89476,29.295397,6.342984,7.8896694,60.256332,77.3245,41,23,28,47,49,31.88,27.354,29.952,34.748,34.754
28,0.3806061,0.25811288,0.27958342,0.5317229,0.5582425,0.4087961,0.271576,0.30214828,0.51703733,0.5930077,311.66916,247.00589,261.09155,368.4428,376.57086,426.7507,353.15216,393.4447,504.06287,508.09473,91.94154,54.06548,57.15285,117.49687,119.89476,21.063705,7.064303,8.214785,60.256332,77.3245,39,23,26,49,49,32.438,27.096,29.344,34.702,34.732
29,0.37110215,0.25811288,0.27957135,0.51357317,0.5582425,0.41260684,0.27184337,0.301872,0.51703733,0.6014902,307.45877,247.00589,261.08435,362.64288,376.57086,455.66046,338.22324,392.49796,508.09473,522.16016,99.39626,73.682724,76.73265,119.89476,124.0357,29.105598,7.7335744,10.961091,77.3245,106.90367,41,31,32,49,50,33.118,27.578,30.28,35.404,35.56
30,0.37110198,0.24926029,0.2633829,0.51303613,0.5571024,0.4087961,0.27184337,0.284499,0.51807344,0.57600033,307.45868,241.19513,250.37115,361.57874,376.22946,445.77017,358.1331,376.94623,504.06287,508.09473,100.7116,73.682724,80.59048,119.89476,124.0357,24.472404,7.794014,8.971367,66.19197,77.3245,42,32,35,49,50,33.008,28.334,30.626,35.292,35.662
31,0.35938787,0.24926029,0.2633829,0.5127479,0.5554764,0.4040914,0.27182317,0.284499,0.50620985,0.6585472,303.0255,241.19513,250.37115,361.28934,375.74133,439.15134,358.1331,367.04617,472.73868,504.06287,97.73375,59.94738,73.682724,119.89476,121.76043,22.457293,7.839083,8.180839,44.480713,60.256332,42,26,30,50,50,33.592,28.42,31.016,35.38,35.434
32,0.35769656,0.24397716,0.2633829,0.5127465,0.5547759,0.39568412,0.27019075,0.286102,0.50620985,0.51930463,302.23773,237.6282,250.37115,361.28894,375.53058,438.637,355.59442,371.59595,492.271,504.06287,102.59798,66.77497,73.682724,124.24533,124.24533,24.893204,8.180839,12.308915,44.79892,60.256332,43,29,30,50,50,33.71,29.75,31.59,36.0,36.016
33,0.35769656,0.2384736,0.2622469,0.50174236,0.55000347,0.39476252,0.27021813,0.28658906,0.5076687,0.52968293,302.23773,233.82935,249.65146,357.67676,374.08777,438.637,353.71783,371.07587,495.8486,504.06287,103.616325,69.07755,88.72212,124.24533,131.95287,24.748299,8.971367,10.924637,60.157047,60.256332,43,30,37,50,50,33.99,31.186,31.876,35.984,36.648
34,0.35642442,0.23847334,0.26206478,0.4807274,0.48776346,0.39476252,0.27021813,0.28658956,0.48730874,0.5062498,300.73962,233.82916,249.5358,351.60553,354.03204,438.637,353.23785,366.01892,482.53943,520.16925,102.59798,69.07755,80.59048,121.86226,124.24533,23.674768,8.223301,9.964028,60.157047,83.752846,43,30,35,49,50,34.244,30.962,32.462,36.118,36.342
35,0.3536747,0.23847334,0.2619661,0.4713847,0.48725092,0.37995848,0.264682,0.28658956,0.48730874,0.503916,299.81738,233.82916,249.47311,348.328,353.85645,424.1286,353.23785,364.96344,492.90073,512.194,102.59798,69.07755,83.92634,124.24533,124.24533,22.700134,8.223301,8.971367,58.384285,83.752846,43,30,35,49,50,34.492,31.332,32.33,35.894,36.654
36,0.35299736,0.23345026,0.2616674,0.47098234,0.48722816,0.37333965,0.264682,0.27080005,0.47920346,0.50639814,299.6376,230.28462,249.28314,348.18536,353.8487,422.3832,347.2975,371.07587,486.69702,517.7819,103.269554,69.07755,80.59048,121.86226,124.24533,23.014702,8.223301,10.6828165,50.85164,83.752846,43,30,35,49,50,34.206,31.864,32.342,36.708,37.324
37,0.35270947,0.23345023,0.26099262,0.43406993,0.48721114,0.3667459,0.264682,0.2707995,0.46090236,0.47738612,299.63525,230.2846,248.85321,334.55566,353.84283,424.2229,347.29477,369.2316,505.4883,516.7771,106.85098,69.07755,92.1034,124.0357,124.24533,24.05895,8.947809,10.208123,50.85164,103.47891,43,33,39,49,50,34.566,32.338,32.784,36.782,37.008
38,0.34866372,0.23236494,0.26084223,0.43406993,0.48721102,0.3628496,0.26440912,0.27379078,0.45608494,0.477603,297.18933,229.50876,248.75726,334.55566,353.84277,420.64728,358.59473,369.3438,485.36755,490.97452,105.918915,69.07755,81.09822,123.11757,124.24533,23.825722,8.947809,10.217384,45.264957,50.85164,45,33,38,49,50,34.972,32.438,32.74,36.382,36.946
39,0.34704515,0.20749255,0.26084223,0.43406993,0.48721102,0.35576677,0.22217332,0.2737799,0.45608494,0.477603,296.78928,210.65866,248.75726,334.55566,353.84277,414.8504,339.50482,371.08337,476.11975,491.27335,103.269554,69.07755,75.985306,117.49687,118.75758,22.193323,8.947809,10.217384,49.681496,81.50805,45,30,33,49,49,34.712,32.508,32.978,36.616,36.63
40,0.337975,0.20749252,0.2607608,0.409462,0.43406993,0.34207687,0.22217286,0.2737799,0.43660736,0.4758492,291.8901,210.65866,248.70528,323.83682,334.55566,415.07312,339.50482,371.08337,466.60638,491.27335,105.918915,66.77497,69.53896,118.75758,124.24533,22.436687,8.947809,10.217384,48.229355,81.50805,45,29,33,50,50,34.658,32.054,33.126,36.472,37.124
41,0.32418907,0.20625383,0.26069844,0.40741554,0.43406993,0.33971658,0.211187,0.2737799,0.43660736,0.4758492,285.81195,209.6617,248.66544,323.00256,334.55566,407.7185,369.10223,371.08337,469.57364,492.00653,105.46678,57.12784,66.77497,118.75758,119.27552,23.825722,10.217384,11.935172,55.872498,81.50805,45,26,29,49,49,34.836,32.304,32.48,36.488,37.322
42,0.31664926,0.20625372,0.26067725,0.4053154,0.4332855,0.3334893,0.21118656,0.26406172,0.4376455,0.47438943,281.88208,209.6616,248.65192,322.1421,334.25363,416.41357,359.77075,371.00006,465.75983,492.2354,102.59798,66.77497,84.643326,119.27552,124.0357,24.786434,10.269049,11.6693125,55.87169,81.50805,45,29,33,49,49,34.398,32.382,32.428,37.158,37.46
43,0.31664926,0.20625372,0.22766191,0.36453837,0.40511626,0.33328,0.21118656,0.2384089,0.41798475,0.44451278,281.88208,209.6616,226.10425,304.4875,322.06027,408.27908,331.88013,343.25888,458.79828,465.75983,100.7116,66.77497,75.985306,119.89476,124.0357,24.270718,10.788446,11.598124,55.87169,81.50805,45,29,33,49,50,34.608,32.732,33.238,37.54,37.632
44,0.31664926,0.2028683,0.226837,0.36343533,0.40511626,0.33328,0.2169606,0.2379197,0.41798475,0.4447071,281.88208,206.90604,225.49985,303.9829,322.06027,411.57257,340.45822,350.31055,458.79828,465.75983,103.616325,66.77497,75.985306,124.24533,124.24533,30.108242,10.859953,11.6693125,57.37225,81.50805,46,29,33,49,50,34.694,32.554,33.38,37.762,37.962
45,0.31664926,0.2028683,0.226837,0.36313158,0.40504465,0.32705814,0.2169606,0.2379197,0.41766503,0.4447071,281.88208,206.90604,225.49985,303.8437,322.03082,411.57257,343.57693,352.47034,466.94855,498.74847,105.50739,66.77497,82.89307,124.24533,127.27836,29.85825,10.665667,11.598124,86.41374,89.14056,46,29,33,50,50,35.098,32.856,33.114,36.892,37.47
46,0.3165512,0.2028683,0.22678572,0.36313158,0.38551834,0.32451454,0.2169606,0.23672898,0.40559244,0.4447071,281.83035,206.90604,225.46222,303.8437,313.80432,411.39392,343.57693,352.47034,458.79828,459.417,105.918915,75.985306,84.643326,121.76043,124.24533,29.726833,10.859953,11.744296,57.469254,88.01735,46,33,36,49,50,35.536,32.632,33.104,37.234,37.648
47,0.30711874,0.2028683,0.22678229,0.36313158,0.38551834,0.32451454,0.2169606,0.23672894,0.3745098,0.4447071,276.7785,206.90604,225.45969,303.8437,313.80432,411.57257,343.57693,352.47034,458.79828,497.39526,105.918915,75.985306,84.643326,124.24533,124.24533,32.212654,10.859953,11.744296,57.37225,110.19161,46,33,36,50,50,34.92,32.284,32.916,37.272,38.31
48,0.3070721,0.20246494,0.22678229,0.36106345,0.38551834,0.32097632,0.2223374,0.23672894,0.3745098,0.4447071,275.92926,206.57465,225.45969,302.89273,313.80432,409.96436,334.54822,348.59793,445.58746,458.79828,105.50739,66.77497,82.89307,119.27552,121.76043,30.272179,10.665667,11.744296,55.934982,99.41764,46,29,36,49,50,35.566,30.996,32.614,37.12,37.146
49,0.30255035,0.20246494,0.22678229,0.36106345,0.38551822,0.31841397,0.2223401,0.23672894,0.40055394,0.4447071,273.7685,206.57465,225.45969,302.89273,313.80426,409.96436,334.91,362.60898,445.58746,458.79828,103.97208,66.77497,82.89307,124.24533,124.24533,26.216297,9.024081,11.877789,99.41764,110.19161,46,29,36,50,50,35.518,31.012,33.148,36.858,37.872
50,0.30229694,0.20246494,0.22678229,0.36106333,0.38551822,0.32004437,0.22190556,0.23672894,0.40055394,0.4447071,273.7685,206.57465,225.45969,302.8927,313.80426,411.4394,331.03607,363.989,456.73074,458.79828,105.918915,66.77497,82.89307,124.24533,124.24533,30.053202,9.306896,11.877789,99.41764,110.19161,46,29,36,50,50,35.23,31.514,33.508,36.516,37.246
51,0.2838628,0.20246494,0.22678229,0.36106333,0.38551822,0.3176588,0.21980827,0.23672894,0.40055394,0.4447071,262.83905,206.57465,225.45969,302.8927,313.80426,411.4394,331.8112,363.989,458.79828,465.94937,105.918915,66.77497,82.89307,124.24533,124.24533,34.297348,10.065059,11.877789,99.41764,110.19161,46,29,36,50,50,35.222,31.342,32.932,36.468,36.83
