-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=5
----------------------------------
gen,fevals,mse_train,mse_test,avg_len,best_expr
1,6295,0.0040460926519303355,0.004410550023621308,7.264,pdiv(pdiv((-15.713696 - (log(abs(-11.094969) + X1)), X1), -2.811486)
2,12287,0.0017317246917944278,0.0016947269560896117,7.68,(1.1140848 + (pdiv(log(abs(exp(-0.23222512)), 1.7257956) * log(abs(X1)))
3,19389,0.001424845223130242,0.0016165397664557285,9.594,(abs(pdiv((0.12739685 * pdiv(X2, (X1 + (-1.8869213 + X1)))), exp(-2.8309166))) ^ 0.2641255)
4,29797,0.0010171891596305056,0.0012930297478562815,12.712,pdiv(0.4363406, pdiv(log(abs((exp(1.6971436) + X1)), ((pdiv(X1, -2.3367264) * (log(abs((-2.3538349 + (-0.62045324 + X2))) * 0.0062321485)) - -5.3011875)))
5,42036,0.0009054179207777291,0.0012239043163619,15.774,pdiv(0.42082357, pdiv(log(abs((exp(1.1201767) + X1)), ((pdiv(X1, -2.336139) * (log(abs((-2.5573359 + (-0.8239543 + X2))) * 0.007833326)) - -5.3016677)))
6,55949,0.0009054100485506372,0.0012242932964550794,17.896,pdiv(0.42065153, pdiv(log(abs((exp(1.112724) + X1)), ((pdiv(X1, -2.336139) * (log(abs((-2.558299 + (-0.82491755 + X2))) * 0.007835666)) - -5.301654)))
7,70338,0.0008355842439087969,0.0011599488447589456,20.684,pdiv(0.42113635, pdiv(log(abs((exp(1.1415244) + X1)), ((pdiv(X1, X2) * (log(abs((-3.383098 + X2)) * -0.01877465)) - -5.3011637)))
8,84546,0.0008355443934515107,0.0011604922351080315,25.446,pdiv(0.42083874, pdiv(log(abs((exp(1.1260622) + X1)), ((pdiv(X1, X2) * (log(abs((-3.3842213 + X2)) * -0.018777268)) - -5.30114)))
9,100216,0.0008263281201575208,0.0011525245943346477,27.25,pdiv(0.42180294, pdiv(log(abs((exp((pdiv(400.7623, (X1 - (X2 - (X2 + 50.72498)))) * pdiv(X1, (X1 * X2)))) + X1)), ((pdiv(X1, -2.335539) * (log(abs((-2.5784712 + (-0.8450897 + X2))) * 0.008500078)) - -5.321459)))
10,116487,0.0008199390456563571,0.0011502250193236483,29.626,pdiv(0.4226284, pdiv(log(abs((exp((pdiv(401.0446, (X1 - (X2 - (X2 + 49.353767)))) * pdiv(X1, (X1 * X2)))) + X1)), ((pdiv(X1, -2.3354504) * (log(abs((-2.5390322 + (-0.8056506 + X2))) * 0.008091932)) - -5.3215275)))
11,134421,0.0007403478579438796,0.0011030315007650809,32.042,((pdiv(0.461951, pdiv(log(abs((exp((pdiv(400.7625, (X1 - (X2 - (pdiv(6.34205, ((X2 - log(abs(exp(6.297254))) - X1)) + 50.723724)))) * pdiv(X1, (X1 * X2)))) + X1)), ((pdiv(X1, -2.3390975) * (log(abs((-2.681156 + (-0.94777435 + X2))) * 0.005653913)) - -5.322865))) * pdiv(X1, X1)) + -0.06429977)
12,153289,0.0007290175380459729,0.001104775931215312,33.064,((pdiv(0.46410877, pdiv(log(abs((exp((pdiv(400.76254, (X1 - (X2 - (pdiv(6.342063, ((X2 - log(abs(exp(6.2972493))) - X1)) + 50.723488)))) * pdiv(X1, (X1 * X2)))) + X1)), ((pdiv(X1, -2.3390996) * (log(abs((-2.6799042 + (-0.9465227 + X2))) * 0.005277656)) - -5.3230534))) * pdiv(X1, X1)) + -0.067349404)
13,173971,0.0006866526256637768,0.001108615917608933,34.612,((pdiv(0.49645588, pdiv(log(abs((exp((pdiv(402.76862, (X1 - (X2 - (pdiv(6.95762, (-5.937831 - X1)) + 37.759598)))) * pdiv(X1, (X1 * X2)))) + X1)), ((pdiv(X1, -2.3390973) * (log(abs((-2.6804752 + (-0.94709367 + X2))) * 0.0046158563)) - -5.3258696))) * pdiv(X1, X1)) + -0.10166182)
14,195512,0.000641435655096413,0.000740935917398007,36.016,pdiv(-0.09926021, pdiv(log(abs(((-0.6169998 * -3.1757147) + X1)), (((X1 - 59.049023) * (log(abs((-2.6771522 + (-0.94377035 + X2))) * 0.01823073)) - exp(3.0869484))))
15,218800,0.000587055719357459,0.0009165588128271173,36.952,pdiv(0.22569732, pdiv(log(abs((exp(1.2105492) + (pdiv(X1, -1893.7083) * log(abs(219.31804)))), ((pdiv(log(abs(pdiv(X2, ((X2 - pdiv(pdiv((79.99663 - (log(abs(-2.5115497) + X1)), X1), pdiv(190.73868, exp(1.1684487)))) - X1))), X2) * (log(abs((-1.8554634 + X2)) * 3.6453009)) - -4.6906624)))
16,241748,0.000580375465737669,0.0009400598266472455,37.1,pdiv(0.22511828, pdiv(log(abs((exp(1.2063009) + (pdiv(X1, -1893.7208) * log(abs(219.29797)))), ((pdiv(log(abs(pdiv(X2, ((X2 - pdiv(pdiv((80.01462 - (log(abs(-2.5043857) + X1)), X1), pdiv(190.73222, exp(2.400357)))) - X1))), X2) * (log(abs((-1.8714255 + X2)) * 3.6572795)) - -4.677869)))
17,266077,0.0005772907821842493,0.0009702978792204278,38.152,pdiv(0.22355482, pdiv(log(abs((exp(1.1853501) + (pdiv(X1, -1893.7236) * log(abs(219.29347)))), ((pdiv(log(abs(pdiv(X2, ((X2 - pdiv(pdiv((80.0258 - (log(abs(-2.4999206) + X1)), X1), pdiv(190.7282, exp(3.1672902)))) - X1))), X2) * (log(abs((-1.8745307 + X2)) * 3.6827323)) - -4.6576886)))
18,290418,0.0005737331714851293,0.0009647549739175092,37.656,pdiv(0.2247054, pdiv(log(abs((exp(1.1839526) + (pdiv(X1, -1893.725) * log(abs(219.29135)))), ((pdiv(log(abs(pdiv(X2, ((X2 - pdiv(pdiv((80.03327 - (log(abs(-2.4969332) + X1)), X1), pdiv(190.7255, exp(3.6810322)))) - X1))), X2) * (log(abs((-1.8645947 + X2)) * 3.6836739)) - -4.6570005)))
19,314604,0.0005248225859104886,0.0006265562166387614,38.588,pdiv(0.3431689, pdiv(log(abs((pdiv((pdiv(X1, (X2 - exp(2.670617))) * (log(abs(X1) * (log(abs((-1.7422832 + (-0.008901412 + X2))) * -1.9976307))), -2.2601411) + X1)), ((pdiv(X1, -2.344704) * (log(abs((pdiv(-2.3123996, ((-0.9195681 + (-2.6835184 + (-0.9501368 + X2))) - X1)) + (-3.6771352 + X2))) * 0.013876849)) - -5.3284616)))
20,338133,0.000511281887192937,0.0006042233929926613,38.798,pdiv(0.3427743, pdiv(log(abs((pdiv((pdiv(X1, (X2 - exp(2.6467257))) * (log(abs(X1) * (log(abs((-1.7937247 + (-0.060342837 + X2))) * -1.9977927))), -2.2600036) + X1)), ((pdiv(X1, -2.344702) * (log(abs((pdiv(-2.3032632, ((-0.91972744 + (-2.6836777 + (-0.9502961 + X2))) - X1)) + (-3.6672742 + X2))) * 0.014869492)) - -5.32843)))
21,361968,0.000507517597151797,0.0005940416214857613,38.526,pdiv(0.34506318, pdiv(log(abs((pdiv((pdiv(X1, (X2 - exp(2.6298447))) * (log(abs(X1) * (log(abs((-1.8814754 + (-0.13395114 + X2))) * -1.9885578))), -2.2681706) + X1)), ((pdiv(X1, -2.3447037) * (log(abs((pdiv(-2.2808485, ((-0.9187101 + (X2 + (-0.9492788 + X2))) - X1)) + (-3.6698434 + X2))) * 0.014572597)) - -5.3285832)))
22,387137,0.0005002362344106612,0.0007042526722935178,38.782,pdiv(0.34338337, pdiv(log(abs((pdiv((pdiv(X1, (X2 - exp(2.6313052))) * (log(abs(X1) * (log(abs((-1.8714637 + (-0.13808188 + X2))) * -1.9926413))), -2.2645812) + X1)), ((X1 * (log(abs((pdiv(-2.289461, (X1 * X2)) + (-3.6536968 + X2))) * -0.0061674467)) - -5.328569)))
23,411117,0.000497482090267116,0.000678382985601839,39.424,pdiv(0.3446108, pdiv(log(abs((pdiv((pdiv(X1, (X2 - exp(2.706266))) * (log(abs(X1) * (log(abs((-1.9703615 + (-0.23697966 + X2))) * -2.1814616))), -2.098417) + X1)), ((X1 * (log(abs((pdiv(-2.3102088, (X1 * X2)) + (-3.6538475 + X2))) * -0.006240636)) - -5.3286486)))
24,433959,0.0004527965138108076,0.0007922015297349189,39.376,pdiv(0.34096032, pdiv(log(abs((pdiv((pdiv(X1, (X2 - exp(2.8156755))) * (log(abs(X1) * (log(abs((-1.8332902 + (-0.08576599 + X2))) * -2.3125803))), -1.9543564) + X1)), ((pdiv(X1, -2.344703) * (log(abs((pdiv(-1.967583, ((-0.9242798 + (X2 + (218.09868 + 3.9612215))) - X1)) + (-3.651741 + X2))) * 0.01486159)) - -5.328493)))
