25,398254,0.0004741811106885366,0.0006904519312831745,36.232,(abs(pdiv(X2, X1)) ^ exp(((-1.7101303 - (log(abs(X1) * (log(abs(-0.066461794) * 0.018832445))) - ((((-1.3743271 - (log(abs((exp((X1 - log(abs((3.6201756 - X2)))) - X1)) * (log(abs((3.6270063 - X2)) * 0.0069800136))) - ((3.651042 * -0.0010930874) * X1)) - (-0.070550926 * 0.26074764)) * 0.10507493))))
26,419633,0.0004134089892096927,0.0005156285036073315,35.296,(abs(pdiv(X2, X1)) ^ exp(((-1.1442863 - exp(((-1.4504689 - (X1 * (log(abs((3.6595957 - X2)) * 0.0029168988))) - (pdiv(exp((3.1939862 - pdiv(-37.433784, ((X1 - (pdiv(log(abs(14.4994755), X1) * -0.5333993)) - -8.344235)))), X1) * -0.009670292)))) - (pdiv(exp((3.1910121 - pdiv(0.2513754, -0.8136673))), X1) * 0.024127495))))
27,441332,0.00039092999767576425,0.0015018248339687041,34.928,(abs(pdiv(X2, X1)) ^ exp(((-1.135738 - exp(((-1.4510887 - (X1 * (log(abs((3.6759517 - X2)) * 0.003059601))) - (pdiv(exp((3.1944268 - pdiv(-37.433804, ((X1 - (pdiv(log(abs(14.4994755), X1) * -0.5333934)) - -8.344202)))), X1) * -0.040008843)))) - (pdiv(exp(log(abs((17.443933 - X1))), X1) * 0.0070908396))))
28,463287,0.00039023508022334826,0.0017102218339840817,35.652,(abs(pdiv(X2, X1)) ^ exp(((-1.1091417 - exp(((-1.4464734 - (X1 * (log(abs((3.675156 - X2)) * 0.003050939))) - (pdiv(exp((3.1947315 - pdiv(-37.43389, ((X1 - (pdiv(log(abs(14.4994755), X1) * -0.5333595)) - -8.344026)))), X1) * -0.04784849)))) - (pdiv(exp(log(abs((17.443989 - X1))), X1) * 0.036408853))))
29,486585,0.00038987751458957945,0.0015676458441741111,36.464,(abs(pdiv(X2, X1)) ^ exp(((-1.1020302 - exp(((-1.3963628 - (X1 * (log(abs((3.6756217 - X2)) * 0.0029339206))) - (pdiv(exp((3.194545 - pdiv(-37.43397, ((X1 - (pdiv(log(abs(14.4994755), X1) * -0.53333133)) - -8.343872)))), X1) * -0.044059422)))) - (pdiv(exp(log(abs((17.44417 - X1))), X1) * 0.031979088))))
30,511105,0.00038660344155327166,0.0006354176866396618,38.448,(abs(pdiv(X2, X1)) ^ exp(((-1.0651739 - exp(((-1.4769671 - (X1 * (log(abs((3.6855516 - X2)) * 0.0031743904))) - (pdiv(exp((3.1968937 - pdiv(-37.434032, ((X1 - (pdiv(-0.07082091, X1) * -0.53338957)) - -37.43357)))), X1) * -0.11062946)))) - (X2 * 0.014850859))))
31,537738,0.000380870932379696,0.0010961166945127297,39.72,(abs(pdiv(X2, X1)) ^ exp(((-1.1804067 - exp(((-1.4514649 - (X1 * (log(abs((3.6785493 - X2)) * 0.0032210818))) - (pdiv(exp((3.1945472 - pdiv(-37.433987, ((X1 - (pdiv(-0.070823014, X2) * -0.5333898)) - -37.4336)))), X1) * -0.10263403)))) - ((X2 + -6.753392) * 0.025591327))))
32,565510,0.0003760805986291096,0.0010828658575896175,40.228,(abs(pdiv(X2, X1)) ^ exp(((-1.1754212 - exp(((-1.4328446 - (X1 * (log(abs((3.6785192 - X2)) * 0.0031777653))) - (pdiv(exp((3.1958544 - pdiv(-37.435112, ((X1 - (pdiv(X2, 0.15515712) * -0.5238511)) - -8.341628)))), X1) * -0.0790805)))) - (pdiv((X2 + -6.771072), log(abs(14.499524)) * 0.06465859))))
33,595114,0.0003750694961999536,0.0011001327683824449,38.866,(abs(pdiv(X2, X1)) ^ exp(((-1.183145 - exp(((-1.4092206 - (X1 * (log(abs((3.678467 - X2)) * 0.0031803774))) - (pdiv(exp((3.1957848 - pdiv(-37.43518, ((X1 - (pdiv(X2, 0.15913081) * -0.5226785)) - -8.341519)))), X1) * -0.078456625)))) - (pdiv((X2 + -6.7708764), log(abs(14.499491)) * 0.08486049))))
34,621891,0.0003725957298207686,0.001119245555343035,37.816,(abs(pdiv(X2, X1)) ^ exp(((-1.0060194 - exp(((-1.4564267 - (X1 * (log(abs((3.678229 - X2)) * 0.0031640795))) - (pdiv(exp((3.188506 - pdiv(-37.43368, X1))), X2) * -0.0056795543)))) - (X2 * 0.025674338))))
35,656949,0.0003675356099563746,0.0010142676477644702,37.288,(abs(pdiv(X2, X1)) ^ exp(((-0.8786486 - exp(((-1.3285877 - (X1 * (log(abs((3.6789725 - X2)) * 0.003027828))) - (pdiv(exp((3.1885033 - pdiv(-37.433548, X1))), X2) * -0.0054089595)))) - (X2 * 0.0447909))))
36,686426,0.000365140186584404,0.001030705465099092,36.95,(abs(pdiv(X2, X1)) ^ exp(((-0.91470355 - exp(((-1.2907249 - (X1 * (log(abs((3.6783195 - X2)) * 0.0028981047))) - (pdiv(exp((3.1885004 - pdiv(-37.43344, X1))), X2) * -0.004954198)))) - (X2 * 0.036125105))))
37,713338,0.0003576880188726798,0.0008370521646393209,38.154,(abs(pdiv(X2, X1)) ^ exp(((-1.1359961 - exp(((-1.2189162 - (X1 * (log(abs((3.6795518 - X2)) * 0.0028000781))) - (pdiv(exp((-1.3880973 - pdiv(-37.434906, (((X2 + -6.770027) - log(abs((3.5783901 - X2))) - -8.342369)))), X1) * -0.048309885)))) - (pdiv((X2 + -6.771832), log(abs(14.499548)) * 0.09294054))))
38,743451,0.0003567628480231265,0.0009189827893629015,38.572,(abs(pdiv(X2, X1)) ^ exp(((-1.1483859 - exp(((-1.2252711 - (X1 * (log(abs((3.6789699 - X2)) * 0.0028558725))) - (pdiv(exp((-1.388132 - pdiv(-37.435097, (((X2 + -6.772329) - log(abs((3.5691383 - X2))) - -8.340067)))), X1) * -0.04785823)))) - (pdiv((X2 + -6.771395), log(abs(14.499508)) * 0.109470114))))
39,773261,0.0003535179624761658,0.0009409245445092689,38.942,(abs(pdiv(X2, X1)) ^ exp(((-1.1706127 - exp(((-1.3153557 - (X1 * (log(abs((3.6794307 - X2)) * 0.0030215986))) - (pdiv(exp((-1.3884579 - pdiv(-37.43829, (((X2 + -6.8105674) - log(abs((3.4073288 - X2))) - -8.301828)))), X1) * -0.04208576)))) - (pdiv((X2 + -6.7706895), log(abs(14.499533)) * 0.109575525))))
40,809567,0.0003526044253692169,0.0010049983220396764,40.02,(abs(pdiv(X2, X1)) ^ exp(((-1.1525738 - exp(((-1.2353354 - (X1 * (log(abs((3.6784499 - X2)) * 0.002871342))) - (pdiv(exp((-1.3888413 - pdiv(-37.44328, (((X2 + -6.87201) - log(abs((3.389146 - X2))) - -8.240385)))), X1) * -0.03340057)))) - (pdiv((X2 + -6.771429), log(abs(14.499523)) * 0.11294755))))
41,842243,0.0003511213467027278,0.0009128549292520244,40.296,(abs(pdiv(X2, X1)) ^ exp(((-1.1748446 - exp(((-1.3085244 - (X1 * (log(abs((3.6798975 - X2)) * 0.0030264154))) - (pdiv(exp((-1.3890572 - pdiv(-37.45148, (((X2 + -6.974949) - log(abs((3.3380146 - X2))) - -8.137446)))), X1) * -0.027273664)))) - (pdiv((X2 + -6.770529), log(abs(14.499518)) * 0.118316755))))
42,883327,0.00035050279498438137,0.000910691473815296,39.75,(abs(pdiv(X2, X1)) ^ exp(((-1.1595956 - exp(((-1.2668556 - (X1 * (log(abs((3.6794455 - X2)) * 0.0029183906))) - (pdiv(exp((-1.3891282 - pdiv(-37.453465, (((X2 + -7.0008883) - log(abs((3.359398 - X2))) - -8.111506)))), X1) * -0.024767555)))) - (pdiv((X2 + -6.771203), log(abs(14.49954)) * 0.11111164))))
43,914088,0.0003404247638341085,0.0007340619366868234,39.168,(abs(pdiv(X2, X1)) ^ exp(((-1.1310251 - exp(((-1.2749236 - (X1 * (log(abs((3.680952 - X2)) * 0.0028163635))) - (pdiv(exp((-1.3889984 - pdiv(-37.453514, (((X2 + -7.001393) - log(abs((3.3600118 - X2))) - -8.111002)))), X1) * -0.03314076)))) - (pdiv((X2 + -6.7721696), log(abs(X1)) * 0.13032432))))
44,944807,0.00032392134487605086,0.001269378905837616,39.992,(abs(pdiv(X2, X1)) ^ exp(((-1.1708575 - exp(((-1.2750444 - (X1 * (log(abs((3.6768544 - X2)) * 0.0029697004))) - (pdiv(exp((-1.388749 - pdiv(-37.453903, (((X2 + -7.0062203) - log(abs((3.3681238 - X2))) - -8.106174)))), X1) * -0.04163474)))) - (pdiv((X2 + -6.776887), log(abs(X1)) * 0.24831901))))
45,978379,0.0003162039974068984,0.0014443489350257047,39.142,(abs(pdiv(X2, X1)) ^ exp(((-1.1662016 - exp(((-1.2080388 - (X1 * (log(abs((3.6759772 - X2)) * 0.0028426046))) - (pdiv(exp((-1.3891815 - pdiv(-37.457214, (((X2 + -7.0501575) - log(abs((3.2113068 - X2))) - -8.062238)))), X1) * -0.03176835)))) - (pdiv((X2 + -6.8385987), log(abs(X1)) * 0.28555283))))
46,1009889,0.0003136547841591629,0.001419596369027143,39.504,(abs(pdiv(X2, X1)) ^ exp(((-1.1754044 - exp(((-1.1797097 - (X1 * (log(abs((3.6761565 - X2)) * 0.0028529505))) - (pdiv(exp((-1.3891215 - pdiv(-37.458084, (((X2 + -7.0617247) - log(abs((3.239282 - X2))) - -8.050671)))), X1) * -0.03376804)))) - (pdiv((X2 + -6.856427), log(abs(X1)) * 0.33605167))))
47,1039303,0.00031172408125992884,0.0016105819778539515,38.626,(abs(pdiv(X2, X1)) ^ exp(((-1.1562386 - exp(((-1.1386614 - (X1 * (log(abs((3.6751223 - X2)) * 0.0027481525))) - (pdiv(exp((-1.3892676 - pdiv(-37.459568, (((X2 + -7.0818896) - log(abs((3.2304816 - X2))) - -8.030506)))), X1) * -0.029340802)))) - (pdiv((X2 + -6.8868585), log(abs(X1)) * 0.30656406))))
48,1065864,0.0003099531826126419,0.0015206828778241766,40.372,(abs(pdiv(X2, X1)) ^ exp(((-1.1679724 - exp(((-1.1215231 - (X1 * (log(abs((3.675616 - X2)) * 0.0027569844))) - (pdiv(exp((-1.3892431 - pdiv(-37.460682, (((X2 + -7.0969753) - log(abs((3.2417042 - X2))) - -8.01542)))), X1) * -0.03028821)))) - (pdiv((X2 + -6.9099183), log(abs(X1)) * 0.35261843))))
49,1093916,0.0003084236598785823,0.0015488488258611935,38.774,(abs(pdiv(X2, X1)) ^ exp(((-1.1530044 - exp(((-1.0970745 - (X1 * (log(abs((3.6754148 - X2)) * 0.0026713342))) - (pdiv(exp((-1.3893538 - pdiv(-37.462, (((X2 + -7.1151314) - log(abs((3.224924 - X2))) - -7.997264)))), X1) * -0.026648521)))) - (pdiv((X2 + -6.9374547), log(abs(X1)) * 0.3253651))))
50,1125366,0.0003069291915619358,0.0015754524370888557,39.134,(abs(pdiv(X2, X1)) ^ exp(((-1.1646589 - exp(((-1.0827621 - (X1 * (log(abs((3.675343 - X2)) * 0.0026922203))) - (pdiv(exp((-1.389338 - pdiv(-37.463207, (((X2 + -7.131657) - log(abs((3.2374923 - X2))) - -7.980738)))), X1) * -0.02731194)))) - (pdiv((X2 + -6.963037), log(abs(X1)) * 0.36721))))
51,1158774,0.000297634798482974,0.0015754073564186477,39.268,(abs(pdiv(X2, X1)) ^ exp(((-1.1593031 - exp(((-0.93738294 - (X1 * (log(abs((3.6753056 - X2)) * 0.0024729813))) - (pdiv(exp((-1.3910018 - pdiv(-37.474586, (((X2 + -7.291141) - log(abs((3.2408178 - X2))) - -7.8212543)))), X1) * -0.016707702)))) - (pdiv((X2 + -7.211236), log(abs(X1)) * 0.42767864))))
52,1187469,0.0002948686980270533,0.0011474700298091662,39.412,(abs(pdiv(X2, X1)) ^ exp(((-1.1446924 - exp(((-0.9331587 - (X1 * (log(abs((3.673047 - X2)) * 0.0024300937))) - (pdiv(exp((-1.3910121 - pdiv(-37.4752, (((X2 + -7.300016) - log(abs((3.2265372 - X2))) - -7.8123794)))), X1) * -0.015540127)))) - (pdiv((X2 + -7.224941), log(abs(X1)) * 0.39556032))))
53,1214986,0.00029383350716183327,0.0011528415364546634,39.386,(abs(pdiv(X2, X1)) ^ exp(((-1.1507354 - exp(((-0.9285153 - (X1 * (log(abs((3.6730123 - X2)) * 0.0024449246))) - (pdiv(exp((-1.3910146 - pdiv(-37.476883, (((X2 + -7.3242464) - log(abs((3.258296 - X2))) - -7.788149)))), X1) * -0.015391183)))) - (pdiv((X2 + -7.264893), log(abs(X1)) * 0.40783668))))
54,1243954,0.0002930606821934131,0.0010811673803195645,39.85,(abs(pdiv(X2, X1)) ^ exp(((-1.1452821 - exp(((-0.9279332 - (X1 * (log(abs((3.6726594 - X2)) * 0.0024187062))) - (pdiv(exp((-1.3910336 - pdiv(-37.477478, (((X2 + -7.3329563) - log(abs((3.2387319 - X2))) - -7.779439)))), X1) * -0.014194039)))) - (pdiv((X2 + -7.2782617), log(abs(X1)) * 0.39151552))))
55,1273137,0.0002923683606083317,0.0010889563543652124,39.296,(abs(pdiv(X2, X1)) ^ exp(((-1.1537842 - exp(((-0.9250036 - (X1 * (log(abs((3.672585 - X2)) * 0.0024379462))) - (pdiv(exp((-1.3910346 - pdiv(-37.478752, (((X2 + -7.351475) - log(abs((3.258065 - X2))) - -7.7609205)))), X1) * -0.014137685)))) - (pdiv((X2 + -7.308889), log(abs(X1)) * 0.40903297))))
56,1303306,0.00029177766602716073,0.001043104166893218,39.712,(abs(pdiv(X2, X1)) ^ exp(((-1.1472144 - exp(((-0.92285544 - (X1 * (log(abs((3.67234 - X2)) * 0.0024115387))) - (pdiv(exp((-1.3910483 - pdiv(-37.479256, (((X2 + -7.3588667) - log(abs((3.2438807 - X2))) - -7.7535286)))), X1) * -0.013171631)))) - (pdiv((X2 + -7.320595), log(abs(X1)) * 0.39260754))))
57,1335517,0.00029005874217063066,0.0012292070080754834,39.648,(abs(pdiv(X2, X1)) ^ exp(((-1.1523986 - exp(((-0.9091711 - (X1 * (log(abs((3.673533 - X2)) * 0.0023981698))) - (pdiv(exp((-1.3910706 - pdiv(-37.48268, (((X2 + -7.408831) - log(abs((3.2652187 - X2))) - -7.703564)))), X1) * -0.011499701)))) - (pdiv((X2 + -7.4048767), log(abs(X1)) * 0.39981467))))
58,1364143,0.00028941692891354474,0.0009345904502229479,39.072,(abs(pdiv(X2, X1)) ^ exp(((-1.1482489 - exp(((-0.9074022 - (X1 * (log(abs((3.6715794 - X2)) * 0.0023832598))) - (pdiv(exp((-1.3910825 - pdiv(-37.483128, (((X2 + -7.415375) - log(abs((3.2556276 - X2))) - -7.69702)))), X1) * -0.011035904)))) - (pdiv((X2 + -7.416708), log(abs(X1)) * 0.39073855))))
59,1392298,0.0002881026100621678,0.0008702656245076275,39.806,(abs(pdiv(X2, X1)) ^ exp(((-1.1521301 - exp(((-0.8926941 - (X1 * (log(abs((3.6709986 - X2)) * 0.0023757785))) - (pdiv(exp((-1.3911037 - pdiv(-37.486065, (((X2 + -7.4578657) - log(abs((3.2748628 - X2))) - -7.6545296)))), X1) * -0.009839028)))) - (pdiv((X2 + -7.4994874), log(abs(X1)) * 0.39749688))))
60,1425934,0.00028788238171495987,0.0008441958215219054,39.604,(abs(pdiv(X2, X1)) ^ exp(((-1.1493958 - exp(((-0.89188826 - (X1 * (log(abs((3.6708663 - X2)) * 0.0023575248))) - (pdiv(exp((-1.3911061 - pdiv(-37.486248, (((X2 + -7.460451) - log(abs((3.2678773 - X2))) - -7.651944)))), X1) * -0.009587823)))) - (pdiv((X2 + -7.5057473), log(abs(X1)) * 0.39081687))))
61,1454541,0.00028709906780021756,0.0007992514326368398,39.958,(abs(pdiv(X2, X1)) ^ exp(((-1.1517838 - exp(((-0.8804376 - (X1 * (log(abs((3.670377 - X2)) * 0.0023440374))) - (pdiv(exp((-1.3911173 - pdiv(-37.488476, (((X2 + -7.4909153) - log(abs((3.2840712 - X2))) - -7.62148)))), X1) * -0.008824109)))) - (pdiv((X2 + -7.5893226), log(abs(X1)) * 0.39135656))))
62,1483489,0.00028700070767399236,0.0007861441695003533,39.384,(abs(pdiv(X2, X1)) ^ exp(((-1.1502123 - exp(((-0.88055956 - (X1 * (log(abs((3.6702816 - X2)) * 0.002335588))) - (pdiv(exp((-1.3911186 - pdiv(-37.488537, (((X2 + -7.4916434) - log(abs((3.2778873 - X2))) - -7.620752)))), X1) * -0.008683663)))) - (pdiv((X2 + -7.592966), log(abs(X1)) * 0.3874172))))
63,1510363,0.00028614368985311646,0.0006995224832618575,39.238,(abs(pdiv(X2, X1)) ^ exp(((-1.1569501 - exp(((-0.8651078 - (X1 * (log(abs((3.6691043 - X2)) * 0.0023007279))) - (pdiv(exp((-1.3911183 - pdiv(-37.491707, (((X2 + -7.5218344) - log(abs((3.2935524 - X2))) - -7.590561)))), X1) * -0.008029232)))) - (pdiv((X2 + -7.83111), log(abs(X1)) * 0.3773207))))
64,1541046,0.0002860979310688737,0.0007026303447550346,39.838,(abs(pdiv(X2, X1)) ^ exp(((-1.1537774 - exp(((-0.86448187 - (X1 * (log(abs((3.6692665 - X2)) * 0.0022930752))) - (pdiv(exp((-1.3911176 - pdiv(-37.49148, (((X2 + -7.5175476) - log(abs((3.295664 - X2))) - -7.5948477)))), X1) * -0.008124601)))) - (pdiv((X2 + -7.8320713), log(abs(X1)) * 0.3719095))))
65,1565630,0.0002860445786141088,0.0007165801168340425,40.248,(abs(pdiv(X2, X1)) ^ exp(((-1.1588942 - exp(((-0.86670524 - (X1 * (log(abs((3.6693575 - X2)) * 0.0023070832))) - (pdiv(exp((-1.391114 - pdiv(-37.490894, (((X2 + -7.50599) - log(abs((3.2937827 - X2))) - -7.6064053)))), X1) * -0.008564346)))) - (pdiv((X2 + -7.8374753), log(abs(X1)) * 0.3785771))))
66,1599298,0.0002859842179027222,0.0007184796715782863,39.556,(abs(pdiv(X2, X1)) ^ exp(((-1.1547809 - exp(((-0.8656799 - (X1 * (log(abs((3.6695023 - X2)) * 0.0022973367))) - (pdiv(exp((-1.3911134 - pdiv(-37.49065, (((X2 + -7.5011773) - log(abs((3.2939146 - X2))) - -7.611218)))), X1) * -0.008644521)))) - (pdiv((X2 + -7.839572), log(abs(X1)) * 0.37216422))))
67,1629511,0.00028596079127769314,0.000704542369315614,40.16,(abs(pdiv(X2, X1)) ^ exp(((-1.1570892 - exp(((-0.8660004 - (X1 * (log(abs((3.6692164 - X2)) * 0.0023007358))) - (pdiv(exp((-1.3911121 - pdiv(-37.49053, (((X2 + -7.498636) - log(abs((3.2947645 - X2))) - -7.6137595)))), X1) * -0.00879218)))) - (pdiv((X2 + -7.841366), log(abs(X1)) * 0.37599286))))
68,1657553,0.0002857783116040666,0.0007070158879370908,39.158,(abs(pdiv(X2, X1)) ^ exp(((-1.1548789 - exp(((-0.8619565 - (X1 * (log(abs((3.6693723 - X2)) * 0.0022873422))) - (pdiv(exp((-1.3910967 - pdiv(-37.4881, (((X2 + -7.448812) - log(abs((3.2945745 - X2))) - -7.6635833)))), X1) * -0.010491786)))) - (pdiv((X2 + -7.873896), log(abs(X1)) * 0.37135562))))
69,1685915,0.00028571179204185356,0.0007116327554646442,38.358,(abs(pdiv(X2, X1)) ^ exp(((-1.1586806 - exp(((-0.86324483 - (X1 * (log(abs((3.6693363 - X2)) * 0.002295157))) - (pdiv(exp((-1.391097 - pdiv(-37.488132, (((X2 + -7.4489784) - log(abs((3.288699 - X2))) - -7.663417)))), X1) * -0.010489917)))) - (pdiv((X2 + -7.8762717), log(abs(X1)) * 0.3770426))))
70,1711692,0.0002855291765137665,0.0006672890407633905,39.732,(abs(pdiv(X2, X1)) ^ exp(((-1.1528519 - exp(((-0.8333749 - (X1 * (log(abs((3.668822 - X2)) * 0.002235456))) - (pdiv(exp((-1.3910806 - pdiv(-37.487625, (((X2 + -7.4124527) - log(abs((3.2918258 - X2))) - -7.6999426)))), X1) * -0.011848814)))) - (pdiv((X2 + -8.001406), log(abs(X1)) * 0.37253907))))
71,1740078,0.0002854655610194357,0.0006720194751178288,39.46,(abs(pdiv(X2, X1)) ^ exp(((-1.1578451 - exp(((-0.8364643 - (X1 * (log(abs((3.6687603 - X2)) * 0.0022476967))) - (pdiv(exp((-1.3910795 - pdiv(-37.48765, (((X2 + -7.412545) - log(abs((3.2891645 - X2))) - -7.69985)))), X1) * -0.011936914)))) - (pdiv((X2 + -8.002765), log(abs(X1)) * 0.3789453))))
72,1774745,0.0002854294080246751,0.0006883146069160154,39.59,(abs(pdiv(X2, X1)) ^ exp(((-1.1624488 - exp(((-0.8550142 - (X1 * (log(abs((3.6689956 - X2)) * 0.0022757784))) - (pdiv(exp((-1.3910755 - pdiv(-37.487617, (((X2 + -7.407451) - log(abs((3.2910862 - X2))) - -7.704944)))), X1) * -0.012264653)))) - (pdiv((X2 + -8.012673), log(abs(X1)) * 0.37243447))))
