-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=5
----------------------------------
gen,fevals,mse_train,mse_test,avg_len,best_expr
1,6108,0.0017537476807130855,0.0017833837364939964,7.462,pdiv(2.0874486, log(abs(X1))
2,12505,0.0012669304088016948,0.0017417037637554916,8.058,(pdiv(29.020802, (pdiv(X1, X1) + (X1 - (-21.203182 - 20.81221)))) - (exp(-1.9913689) + -0.39235526))
3,21258,0.0011981214823227004,0.001450017427834995,9.89,(abs(pdiv(exp(2.1018298), ((3.9681692 + X1) + (5.748576 - X2)))) ^ 0.29392466)
4,31898,0.0011655670546228327,0.0013924816597585168,12.156,(abs(pdiv(exp(1.8471521), ((2.258172 + X1) + (4.038579 - X2)))) ^ 0.2759593)
5,43739,0.0011469325503481308,0.0017454089328546548,14.526,(pdiv((pdiv(-4.6572757, X1) + (X1 - (-44.12882 - 23.178762))), ((21.090508 + X1) + (22.870914 - X2))) - 0.74774027)
6,56646,0.0011407656751557596,0.001563995605955676,16.63,(pdiv((pdiv(68.74815, X1) + (X1 - (-54.655273 - 33.705215))), ((29.466148 + X1) + (31.246555 - X2))) - 0.7550995)
7,70896,0.001116033800138437,0.0014189567208173985,16.852,(pdiv(35.597076, (pdiv(-164.47081, X1) + (X1 - (pdiv(((1.0739738 * -1.9103937) + pdiv((-81.19432 * X1), X2)), X1) - 46.29295)))) - (exp(-1.945363) + -0.38306862))
8,86614,0.0011155736481317598,0.0017824131582036577,18.786,(pdiv((log(abs((X2 + -3.8920877)) + 28.964241), (4.1819143 + (X1 - (log(abs((pdiv(9.510896, X1) + 10.14836)) - 38.507793)))) + 0.2511605)
9,103671,0.0011155736481058894,0.0017824186342579598,19.936,(pdiv((log(abs((X2 + -3.892089)) + 28.964241), (4.1819143 + (X1 - (log(abs((pdiv(9.510896, X1) + 10.14836)) - 38.507793)))) + 0.25116047)
10,121671,0.0010903716089773648,0.1414110048994236,22.006,(pdiv(28.531883, (pdiv(X1, X1) + (X1 - (pdiv((log(abs((X2 + 58.16888)) + pdiv((pdiv(69.93231, X1) + (15.324136 - (-109.21767 - (61.9424 + X1)))), ((-63.80963 + X1) + (-58.21665 - X2)))), 11.011193) + -39.41999)))) - -0.25161573)
11,140687,0.0010903160534414863,0.13308655978948494,24.134,(pdiv(28.481663, (pdiv(X1, X1) + (X1 - (pdiv((log(abs((X2 + 58.061985)) + pdiv((pdiv(69.934166, X1) + (15.390011 - (-109.28354 - (62.008278 + X1)))), ((-63.769527 + X1) + (-58.176544 - X2)))), 8.911951) + -39.378826)))) - -0.25178686)
12,161477,0.0010505325688305105,0.0016319842730743036,26.892,(pdiv(((pdiv(X1, (exp(1.5830222) + X2)) - -4.324037) + ((X1 - (9.251192 - -9.642163)) - (-53.09419 - 32.144127))), ((21.037367 + X1) + (22.817774 - X2))) - 0.8461333)
13,182506,0.0009125403994478736,0.0015243179388511282,29.814,(pdiv(((pdiv(X1, (exp(-1.7449534) + X2)) - -4.73959) + ((X1 - (8.835639 - -9.22661)) - (-53.509743 - 32.55968))), ((20.350433 + X1) + (22.794912 - X2))) - 0.93358713)
14,205415,0.0009066349590836383,0.0015379191711671707,33.234,(pdiv(((pdiv(X1, (exp(-5.620979) + X2)) - 0.35100582) + ((X1 - 2.2373128) - (-48.419147 - 27.469084))), ((20.767681 + X1) + (22.548088 - X2))) - 0.94238085)
15,230177,0.0008737960873556037,0.001345591956165623,34.178,(pdiv(((pdiv(X1, (exp(-5.335987) + X2)) - -13.661117) + ((X1 - ((47.59699 - X2) - -0.30508345)) - (-62.43127 - 41.48121))), ((22.566095 + X1) + (21.434065 - X2))) - 0.9444211)
16,255788,0.0008734776931073574,0.0013454396540890895,34.846,(pdiv(((pdiv(X1, (exp(-10.226888) + X2)) - -13.645091) + ((X1 - ((47.613014 - X2) - -0.32110882)) - (-62.415245 - 41.465183))), ((22.541384 + X1) + (21.409353 - X2))) - 0.9445399)
17,281415,0.0008652666199135162,0.00138139598057396,33.938,(pdiv(((pdiv(X1, (exp(-1.0894945) + X2)) - 4.069456) + ((X1 - (-2.457048 - ((pdiv(X1, (X2 + X2)) - -1.8750548) + ((X1 - (11.700174 - -12.0911455)) - (-50.64521 - 29.695147))))) - (-44.700695 - 23.750633))), ((29.248663 + X1) + (17.62854 - X2))) - 2.0373466)
18,305509,0.0008091452368421744,0.0012253650992534969,34.442,(pdiv((pdiv(X1, (-2.4287393 + X2)) + ((X1 - (-39.514565 - X1)) - ((11.965288 - 24.682177) - 129.69638))), (((X1 + (60.615894 - pdiv(-117.543816, X2))) + X1) + ((-91.20513 + (31.627722 - X2)) + (X1 + (105.72876 - X2))))) - 0.54621464)
19,328637,0.0008066671755639138,0.0012122363898271892,34.192,(pdiv((pdiv(X1, (-2.4382112 + X2)) + ((X1 - (-37.69524 - X1)) - ((13.784612 - 22.862854) - 127.87706))), (((X1 + (59.271214 - pdiv(-118.2829, X2))) + X1) + ((-92.54981 + (30.283041 - X2)) + (X1 + (104.38408 - X2))))) - 0.54290056)
20,351897,0.0008062828292579243,0.001193153007854798,36.33,(pdiv((pdiv(X1, (-2.4581625 + X2)) + ((X1 - (-37.923466 - X1)) - ((13.556387 - 23.09108) - 128.10529))), (((X1 + (59.120747 - pdiv(-124.040596, X2))) + X1) + ((-92.70028 + (30.132574 - X2)) + (X1 + (104.23361 - X2))))) - 0.54434294)
21,375781,0.0008010755672515905,0.01677569105601934,36.362,(pdiv((X1 + (pdiv(X1, X2) - (-93.54737 - (46.272106 + X1)))), ((X1 - (X2 - pdiv(-112.19055, (X1 + (((-66.64336 + 17.58752) + (-56.825703 - X2)) - X2))))) + 51.971355)) - 1.9652629)
